"","C08_V_1","C08_V_2","C08_V_3","C08_10_1","C08_10_2","C08_10_3"
"PRR13",3486.75420660977,3413.76852487485,3288.05473287541,2468.29909889227,2266.63085638851,2322.33713455249
"RANBP6",864.138950605486,986.946312586823,1029.20353303369,1457.93888748824,1746.50409069306,1847.6744888433
"CNIH1",1341.50603218997,1217.46546306191,1442.94078351664,1957.67020930749,2279.37906143006,2394.20507034648
"FBXL17",686.432956730971,673.023248372,654.013231353491,1098.31915122579,1100.59503525426,1220.9192348259
"SPSB1",1116.17947786542,1137.53671239467,1111.43702381291,1804.32586289255,1837.44128665615,1642.0987655256
"DDX1",2073.23659520268,2100.15688347407,2180.47240394278,2982.0415792672,3029.82339820961,3236.56413174587
"DNAJC5",4190.60931960295,4199.15537925732,3935.64347276177,6587.57971426214,6310.3614955698,5436.89291018297
"RAD9A",904.790648550637,974.204047987698,876.300636116072,507.515298794626,503.129158973377,370.20343670628
"BCS1L",1464.62260310957,1342.57133367151,1329.86973369521,885.816579797982,642.50953409438,626.755254017403
"NUP107",2580.80208097499,2611.00585512993,2520.97045170049,1577.81213290906,1570.5788611196,1845.16746782724
"KHDC4",2267.20326825525,2273.91503709851,2432.31246945414,1551.34661119277,1428.64884499028,1602.82210294051
"MSL2",1032.55312780682,1072.66700170821,970.098211536121,1621.40240397117,1732.05612497929,1561.87409301137
"CES4A",1063.9130090788,894.275297320455,864.736551475244,540.208002091212,454.685979815467,498.897182197853
"CCDC34",420.454704461272,458.721525568524,468.987877100244,167.35550497062,192.922836295535,219.782175742103
"DCTN6",857.170088100604,795.812343599939,943.115347374189,433.567517528538,492.930594940133,474.66264570918
"NRBP2",644.619781701673,646.38033148292,512.674419076705,313.694272107721,225.218289067475,215.603807381987
"GRIN2C",243.910187670903,199.242682822692,212.008218415179,70.834190475937,66.2906662160868,48.4690729773459
"GPR157",110.34032299398,63.7113229956283,77.0938976055195,284.115159601286,311.90608335005,249.030754262915
"TBC1D10C",2418.19528919439,2456.94029224959,2468.28962167005,1731.93487702154,1421.84980230145,1547.66764058697
"LINC00926",376.31857526368,378.792774901281,465.133182219968,156.457937205092,177.624990245669,111.980272051109
"LMAN1",1840.94117837325,1985.47650208194,1747.46167905844,2666.01211406686,2889.5931427525,3251.60625784229
"PILRB",477.367081584482,392.693427191236,463.848283926542,180.588265828763,192.072955959431,208.082744333778
"ENTPD7",396.063685694181,432.078608679443,362.341318745942,709.898700154446,764.042422157206,827.316935302972
"SNHG7",1489.01362187666,1588.14952412739,1597.12857872768,987.008280477892,919.570523664179,731.214463020304
"PDGFA",1406.54874890221,1446.82622584618,1351.71300468344,907.611715329039,860.928780473025,866.593597888063
"COX5B",2796.83681862636,3043.08446380937,2849.90441481737,2070.53787545047,1895.2331495112,1803.38378422608
"ABHD11",1267.17149880455,1029.80665714752,1076.74476989042,640.621305073584,617.863004347373,477.16966672525
"FAM238A",104.532937573244,113.521993701301,132.344524222809,19.4599424384442,11.0484443693478,22.5631891446265
"FCF1",810.711004734717,725.150694459333,855.742263421267,1251.66349764073,1380.20566583237,1455.74353666442
"PAQR8",451.814585733245,403.118916408702,290.387014314124,818.095980112196,783.589669887591,840.687714055344
"IQSEC2",792.127371388363,862.998829668056,844.178178780439,1604.27765462534,1371.70686247134,1306.15794937227
"DIDO1",2218.42123072107,2294.76601553345,2272.9850810694,3809.47833174984,3272.88917433526,3204.80853220899
"CNOT6",1555.21781567305,1536.02207804006,1658.8036968121,2258.91011825461,2420.45919722327,2451.03088004406
"ADNP",3774.80052347827,3739.27546599796,3577.15684889611,4995.7564227974,5087.38369191661,5197.89023998433
"MCM6",1979.15695138676,1739.89831162607,1855.39313570617,2757.86304237632,2694.97054578476,2848.8115479271
"MTRFR",825.81020682863,860.682054286396,881.440229289773,490.390549448795,487.831312923511,483.019382429412
"TPR",6672.68584842543,6693.16407761346,6412.9273824858,4414.29334273669,4965.00092351768,4778.38205662868
"RC3H2",1466.94555727786,1536.02207804006,1352.99790297687,2121.13372579042,2350.76900966277,2694.21191860281
"TMEM131",3985.0278757089,4087.95016093768,3802.01405024554,5342.92179589925,5601.56129525934,5457.78475198355
"NEK9",1629.55234905846,1854.5786930182,1734.61269612419,2494.76462060855,2688.17150309593,2701.73298165102
"FAM53C",1631.87530322676,1658.81117326799,1599.69837531453,2485.4238482381,2390.71338545964,2330.69387127272
"MEPCE",207.904398062341,209.668172040158,178.60086278612,583.798273153327,514.177603342725,391.09527850686
"BEX4",3392.67456279385,3112.58772525915,3356.15434242695,2240.2285735137,2315.07403554642,2303.11664009595
"CBWD3",699.20920465659,939.45241726281,773.508772642046,409.437188904867,409.642322001973,403.630383587208
"RABGGTB",5525.14648928804,5691.15872504585,5402.99732385349,3217.89608162114,3639.18759919595,4089.78695088156
"FHOD1",2677.2046789592,2665.45007659892,2618.62272200081,1791.87149973195,1549.331852717,1230.11164521816
"PHB",1415.84056557539,1288.12711220252,1385.1203603125,2343.75546728622,2147.64760933399,1975.53256066286
"TSPAN31",446.007200312509,398.485365645384,406.027860722403,759.716152796863,741.94553341851,844.86608241546
"NUB1",1428.61681350101,1306.66131525579,1428.80690228896,2111.01455572243,2033.7636442961,2262.16863016681
"CIAO1",5700.52952899426,5712.00970348078,5594.44716957387,4292.8633019208,3859.3066062468,4070.56645642503
"PCTP",591.191835830904,618.579026903009,628.315265484984,1087.42158346026,973.962865174814,1128.15945723133
"LINC00674",197.451104305017,186.500418223566,247.985370631088,458.476243849746,512.477842670517,474.66264570918
"ACIN1",12813.4151923115,12578.9319347187,13005.7405260511,9948.70097223023,9716.68188267335,9482.3891564473
"HSPA13",738.699425517593,845.623014305612,901.998601984578,1294.47537100531,1504.28819490351,1705.60996459936
"TREML2",69.6886250488296,41.7019568698658,28.2677624553572,223.40013919334,203.971280664883,199.726007613546
"NPL",1724.79346995853,1641.43535790555,1554.72693504464,2356.20983044683,2486.74986343936,2512.03505810175
"EXT2",772.382260957861,770.327814401687,674.571604048296,1371.53674306155,1175.38450483139,1258.52455006695
"RPL12",21320.0733566053,22132.1552209904,21042.7793514266,16762.0160187783,15246.8532297,14165.5044144653
"TTC13",1633.03678031091,1823.3022253658,1843.82905106534,982.337894292665,1046.20269374363,1188.327961617
"SDCBP",7582.12240531266,7446.1160766527,7656.70893052151,9699.61370901815,10269.1041011407,10391.6021116085
"FRY",326.375060645352,364.892122611326,309.660488715503,673.314008370171,623.812166700099,665.196242930471
"PXDC1",2227.71304739425,2286.65730169764,2373.20714795658,1629.18638094655,1412.50111860431,1434.01602119182
"NEDD4",141.700204265953,127.422645991257,150.333100330763,368.960508632903,347.601057466404,331.762447793212
"TYK2",13136.3058217044,12982.0508511274,11619.3352674452,9305.74447406403,8014.37156945768,7033.02962374729
"CAD",2127.8260181576,2277.390200171,2121.36708244521,3681.82110935365,3207.44838845528,3073.60776570135
"MTMR6",1089.46550493004,1008.95567871259,1054.90149890219,1522.54589638388,1928.37848261924,1898.65058283672
"CAMTA1",903.62917146649,933.660478808662,962.388821775569,491.168947146333,549.872577459079,554.887318223408
"MINK1",8297.5922891473,7887.46178685878,7714.52935372565,5993.66227104083,5644.90519240063,5109.30883074987
"PSKH1",627.197625439466,517.799297800833,517.814012250406,1112.33030978147,1053.00173643246,923.419407585641
"BRICD5",245.071664755051,268.745944272468,259.549455271916,91.8509283094568,84.9880336103678,95.2667986106453
"CHST15",3809.64483600268,3537.71600779361,3615.70379769887,5130.41922447144,5144.32567443556,4925.46062290477
"NIT2",2188.22282653325,2127.95818805398,2350.07897867492,1383.99110622215,1471.99274213157,1526.77579878639
"NCF1",19703.2972554724,20670.2699551635,19765.5904477618,15252.7028832526,14382.5249278825,12553.4899011326
"CEP250",2824.71226864589,2693.25138117883,2634.04150152192,4061.67918575208,3893.30181969095,3702.0343670628
"TMEM175",1717.82460745365,1895.12226219723,1538.02325723011,1117.77909366424,966.313942149881,901.691892113038
"PCNX2",5397.38401003185,5308.89078707208,5305.34505355317,3956.59549658448,3981.68937464573,3727.94025089551
"ABCB7",969.833365262878,1033.28182022001,1061.32599036932,1587.15290527951,1558.68053641414,1759.92875328087
"SIGLEC9",1393.77250097659,1485.05301964355,1432.66159716924,2469.0774965898,2422.15895789548,2015.64489691997
"POLM",1170.76890082034,1223.25740151606,1153.83866749594,768.278527469779,623.812166700099,635.111990737635
"HIF1A",3534.37476705981,3857.43101046258,3524.47601886567,4868.87759809875,5803.83281525201,6260.86715079785
"TMEM167A",3269.55799187425,3237.69359586875,3031.07507419034,4258.61380322914,4953.95247914834,5306.52781734735
"RBM12B",472.721173247894,338.249205722245,560.215655933442,864.799841964462,1082.74754819609,1082.19740527005
"MIR34AHG",1207.93616751305,1078.45894016236,1105.01253234578,670.20041758002,691.802593588394,666.867590274517
"MAPKAP1",1470.4299885303,1592.78307489071,1403.10893642046,2190.41112087128,2258.13205302747,2331.52954494474
"MTND5P11",233.456893913579,224.727212020943,194.019642307224,55.2662365251816,56.0921021828427,77.717651498158
"ZNF580",1026.74574238609,967.25372184272,999.650872284903,611.820590264687,587.267312247641,544.023560487106
"GAPVD1",2555.24958512375,2562.35357211509,2946.27178682427,3764.33126529265,4081.12537396986,4148.28410792319
"FBXL6",713.146929666356,670.706472990341,593.6230115625,354.170952379685,322.954527719397,331.762447793212
"S100PBP",3340.40809400723,3161.24000827399,3599.00011988434,2162.38880375992,2293.82702714383,2379.99861792209
"NDUFB2",1516.88907189619,1563.82338261997,1553.44203675122,1043.83131239815,908.522079294831,954.3393334505
"ATP6AP2",11344.1466808653,11873.4738310034,11218.4469998965,14809.0161956561,15444.8753480121,16634.0844416219
"B4GALT5",866.461904773781,891.958521938796,909.70799174513,1399.55906017291,1475.39226347598,1368.83347477401
"FAM50A",2995.44940001552,3095.2119098967,3103.02937862216,2210.64946100727,1908.83123488886,1732.3515221041
"PRR22",128.923956340335,150.590399807849,170.891473025568,40.476680271964,26.346290419214,20.8918418005801
"BTBD1",2955.95917915452,3107.95417449583,3043.9240571246,4028.20808475796,4639.49675478998,4773.36801459654
"BICD2",3304.40230439867,3438.09466638227,3564.30786596185,4878.2183704692,4823.07090738837,4632.97483769665
"POLR2J3",856.008611016456,941.769192644469,1162.83295554992,498.174526424172,555.821739811805,466.305908988948
"TCF7L2",1070.88187158368,1134.06154932218,1265.62481902395,643.734895863735,715.599242999296,660.182200898332
"ITGA7",1300.85433424482,1113.21057088725,1148.69907432224,744.926596543645,616.163243675166,552.380297207338
"RPL29",21461.7735608712,20150.153881981,20356.6436627374,15957.9311972218,14440.3167907376,13118.4053034203
"RPL35",9558.95640253112,9633.152036939,8655.07490451299,7035.15839034636,6047.74847171377,5824.64549400173
"TUT1",498.273669099131,501.581870129219,477.982165154221,247.530467817011,235.416853100719,190.533597221291
"COX6C",1802.61243459639,2028.33684664264,1897.79477938921,1173.04533018942,1110.79359928751,1307.82929671631
"EXOC8",680.625571310235,597.728048468076,678.426298928572,1037.60413081785,1156.68713743711,1210.89115076162
"GGA3",4233.5839717164,4325.41963755774,4206.75701267451,3147.84028884274,2946.53512527145,3095.33528117395
"DDX55",1637.68268864749,1471.1523673536,1604.83796848823,1041.49611930554,916.171002319764,975.23117525108
"TOR1AIP1",2548.28072261887,2629.5400581832,2729.12397523539,3606.31653269249,3861.85624725511,4296.19834787129
"SLAMF8",362.380850253914,260.637230436661,269.828641619318,730.915437987966,622.112406027892,606.699085888846
"CAMKK1",1338.02160093753,1247.58354302348,1274.61910707792,821.209570902347,715.599242999296,597.506675496591
"LPAR6",10592.6710074221,11476.1468530489,10290.7504320434,6596.14208893506,7486.5958807373,8045.03044056739
"USP38",775.866692210302,1052.97441096411,821.050009498783,1450.9333082104,1657.26665540217,1659.64791263808
"RNGTT",502.91957743572,393.851814882066,382.899691440747,866.356637359537,771.691345182139,871.607639920202
"PYCR2",1495.98248438154,1366.89747517893,1359.42239444399,884.259784402906,905.122557950417,802.246725142276
"RNF175",543.571275380871,591.936110013928,564.070350813718,309.802283620032,255.813981167207,233.988628166497
"MORF4L1",5528.63092054048,5149.03328573759,5514.7834753815,7025.81761797591,8067.91403063221,8429.44032969806
"HMGN1",11419.6426913349,11600.0943359677,13109.8172878186,8319.51459128368,8492.00431834794,8979.31360588933
"VAMP1",909.436556887226,956.828232625254,952.109635428166,580.684682363176,523.526287039865,482.183708757389
"UBA1",6240.61637312269,5992.33952466155,5900.25296340909,9388.25463000304,8446.96066053445,7952.27066297281
"SSR1",7959.60245766048,7830.70079000813,8258.04133184457,10325.4454578385,11628.9126389066,12553.4899011326
"TMEM181",1547.08747608402,1644.91052097804,1716.62412001623,999.462643638496,1053.00173643246,1080.526057926
"EPHB2",232.295416829432,205.03462127684,222.287404762581,469.373811615275,448.736817462742,510.596613606178
"OXLD1",1313.63058217044,1311.29486601911,1278.4738019582,804.863219254054,678.204508210735,515.610655638317
"ERCC6L2",823.487252660336,756.427162111732,912.277788331981,1350.52000522803,1353.85937541316,1616.19288169288
"LMF2",3069.78393340094,3078.99448222509,2628.90190834822,2008.26605964745,1521.28580162558,1372.1761694621
"NDUFV3",2918.79191246181,2633.01522125569,2663.5941622707,1879.83043955371,1845.09020968108,1887.78682510042
"LRP5",32.5213583561205,27.8013045799105,59.105321497565,255.314444792388,221.81876772306,137.050482211806
"CCDC150",365.865281506355,284.963371944083,368.765810213068,115.20285923559,117.283486382307,147.078566276084
"SERPINF1",4392.70633224456,3982.53688107218,3624.69808575284,5929.05526214519,5653.40399576166,5901.52747182787
"SUZ12P1",1048.81380698488,1261.48419531344,1337.57912345576,669.422019882482,731.746969385266,663.524895586424
"RPL7A",37711.9994451741,37193.511977157,36853.4528520252,29674.8554232324,28295.9159102358,28954.42138826
"TECPR2",282.23893144776,284.963371944083,291.671912607549,625.053351122829,728.347448040852,513.103634622248
"SCX",130.085433424482,148.273624426189,150.333100330763,31.9143055990486,33.9952134441471,16.7134734404641
"TONSL",1088.30402784589,1110.89379550559,977.807601296673,649.962077444038,596.615995944782,616.727169953125
"SELENON",542.409798296723,619.737414593839,508.819724196429,1128.67666142977,1071.69910382674,905.03458680113
"CHCHD3",1212.58207584963,1208.19836153528,1162.83295554992,1754.50841025013,1814.49451758135,1994.75305511939
"MIR23AHG",723.60022342368,802.762669744916,914.847584918832,444.465085294066,437.688373093394,417.001162339579
"NFIL3",516.857302445486,472.622177858479,530.662995184659,883.481386705368,881.325908539514,895.842176408875
"PHPT1",851.362702679868,938.29402957198,849.31777195414,519.96966195523,452.136338807156,368.532089362233
"PGA3",139.377250097659,134.372972136234,109.216354941153,357.284543169836,323.804408055501,314.213300680725
"UGDH",398.386639862476,432.078608679443,436.865419764611,713.012290944597,821.834285012256,966.874438530848
"MYC",1372.86591346194,1409.75781973963,1435.23139375609,2371.77778439758,2334.6212832768,1960.49043456644
"AK3",903.62917146649,894.275297320455,1033.05822791396,1475.84203453161,1676.81390313256,1498.36289393761
"MARCHF1",5094.23849106944,5256.76334098475,5221.82666448052,6728.46969751648,8010.12216777716,8597.41073777473
"LYAR",1029.06869655438,932.502091117832,959.819025188718,532.424025115834,425.790048387942,583.300223072197
"CLEC16A",968.671888178731,964.936946461061,720.827942611607,1573.92014442137,1565.47957910297,1515.91204105009
"THOC1",1878.10844506596,1574.24887183743,1687.07145926745,912.282101514266,959.514899461052,1143.20158332774
"PRKAR2B",811.872481818864,733.25940829514,741.386315306413,1162.92616012143,1435.44788767911,1332.06383320499
"THOC2",4062.84684034676,4149.34470855164,4480.44034917411,2635.65460386289,2961.83297132132,3051.88025022874
"ATF5",1839.7797012891,1929.87389292212,1838.68945789164,1292.91857561024,1181.33366718411,1218.41221380983
"CEP83",768.89782970542,736.734571367629,707.978959677354,362.733327052601,437.688373093394,371.874784050326
"COA5",1593.5465594499,1545.28917956669,1480.20283402597,1004.91142752126,913.621361311453,1011.16514314808
"CRTAP",1825.84197627933,1845.31159149156,1459.64446133117,2690.92084038807,2687.32162275983,2735.99560220397
"PPID",320.567675224616,213.143335112647,264.689048445617,551.105569856741,585.567551575434,659.346527226308
"ALDH2",7524.0485511053,7429.89864898109,7722.2387434862,5848.10190160126,5532.72098803494,5380.06710048539
"VWA5A",189.320764715987,220.093661257625,218.432709882305,433.567517528538,472.533466873645,462.127540628832
"YWHAG",6503.11019413994,6929.4751665427,7074.65000359984,8951.57352168435,9420.92352570926,9275.97775945757
"MANEA",493.627760762543,464.513464022672,431.725826590909,778.39769753777,874.526865850684,1052.94882674924
"NAA30",609.775469177259,744.843285203436,666.862214287744,1041.49611930554,1364.0579394464,1469.11431541679
"PI4KA",4586.67300529713,4451.68389585817,4530.5513826177,7141.79887490904,6159.08279574335,6126.32368960211
"APOOL",441.361291975921,480.730891694286,502.395232729302,834.442331760489,817.584883331738,890.828134376736
"TOMM20",3997.80412363452,3834.26325664599,3778.88588096388,5068.14740866842,6004.40457457248,5702.63713788635
"CORO6",178.867470958663,223.568824330114,241.560879163961,59.1582250128705,63.7410252077758,71.0322621219724
"TRPT1",1043.00642156415,976.520823369357,932.836161026786,619.604567240065,503.129158973377,513.103634622248
"LZTR1",763.090444284684,715.883592932696,651.44343476664,406.323598114716,288.109433939147,332.598121465235
"PLCXD1",1372.86591346194,1515.17109960512,1427.52200399554,914.617294606879,887.275070892239,720.350705284002
"VCPKMT",522.664687866222,669.548085299512,544.796876412338,281.779966508673,256.663861503311,290.814437864075
"NELFA",880.399629783547,886.166583484648,808.20102656453,494.282537936484,506.528680317792,468.812930005018
"MINDY1",555.186046222342,562.976417743188,602.617299616478,1049.28009628091,912.77148097535,1023.70024822843
"ZNF133",613.2599004297,719.358756005185,593.6230115625,284.115159601286,320.404886711086,348.475921233676
"ZNF688",810.711004734717,803.921057435746,770.938976055195,468.595413917737,441.087894437809,377.724499754488
"WASH7P",528.472073286957,471.463790167649,585.913621801948,279.444773416059,212.470084025919,206.411396989732
"RPL36",6177.89661057874,5965.69660777247,5088.19724196429,4049.22482259148,3277.98845635188,3773.06662918477
"CCDC17",274.10859185873,262.95400581832,296.81150578125,92.6293260069946,114.733845373996,71.0322621219724
"FAM13A-AS1",967.510411094584,988.104700277653,1036.91292279424,451.470664571906,630.611209388929,486.362077117505
"KIAA1958",485.497421173513,355.625021084689,448.429504405439,855.459069594009,802.287037281872,825.645587958926
"BCL2L13",1971.02661179773,1803.60963462169,1963.3245923539,2859.05474305623,2733.21516090943,2739.33829689206
"SLC30A9",1394.93397806074,1442.19267508286,1355.56769956372,1936.65347147397,2545.39160663051,2549.6403733428
"ESRRA",3331.11627733405,3287.50426657442,3227.66451308442,2331.30110412562,2085.60634479842,1733.18719577613
"RAD51-AS1",564.477862895519,527.06639932747,501.110334435877,235.854502353944,232.017331756304,288.307416848006
"PGLS",1981.47990555505,1985.47650208194,1789.86332274148,1327.94647199943,1101.44491559037,1168.27179348844
"LPP",1828.16493044763,1741.0566993169,2122.65198073864,2751.63586079602,2960.13321064911,3196.45179548876
"ZYG11B",627.197625439466,844.464626614782,688.705485275974,1170.71013709681,1424.39944330976,1372.1761694621
"MRPL55",820.002821407894,896.592072702114,782.503060696023,497.396128726635,445.337296118327,442.907046172298
"HECA",2599.38571432134,2627.22328280154,2659.73946739042,3477.10251490122,4005.48602405663,4050.51028829647
"CCDC91",1494.82100729739,1336.77939521736,1824.55557666396,762.829743587014,859.229019800818,943.475575714198
"TNPO3",1458.81521768883,1605.52533948983,1541.87795211039,2181.07034850083,2336.32104394901,2348.2430183852
"MRPL24",1502.95134688642,1453.77655199115,1577.8551043263,983.894689687741,843.081293414848,977.738196267149
"MIA2",1679.49586367679,1712.09700704616,1839.97435618507,2426.26562322523,2687.32162275983,2898.11629457647
"PFKFB3",682.94852547853,663.756146845364,673.28670575487,1350.52000522803,1081.04778752388,1106.43194175872
"DMPK",331.02096898194,388.059876427918,295.526607487825,141.668380951874,135.980853776588,118.665661427295
"ANKLE2",4724.88877831064,4832.79344614111,4465.02156965301,3493.44886654951,3167.50401265841,3320.96717262021
"CD302",226.488031408696,181.866867460248,159.32738838474,371.295701725516,543.07353477025,600.013696512661
"HMGN5",1788.67470958663,2041.07911124176,2314.10182645901,432.010722133462,584.71767123933,769.655451933371
"TSPYL1",1912.95275759037,1844.15320380073,1878.52130498783,2855.16275456854,2558.13981167207,2862.18232667948
"YES1P1",156.799406359867,147.11523673536,123.350236168831,35.8062940867374,15.2978460498662,9.19241039225525
"CYB5R4",1216.06650710208,1142.17026315799,1396.68444495333,1837.01856618914,2122.15119925088,2259.66160915074
"EDEM3",1857.20185755131,1865.00418223566,1959.46989747362,2601.40510517123,3021.32459484857,3396.1778031023
"RBM47",2925.76077496669,3033.81736228274,3272.6359533543,4281.18733645773,4302.94414169292,4347.17444186471
"SMN1",492.466283678396,562.976417743188,399.603369255276,196.156219779518,227.767930075786,213.096786365917
"SGPP2",198.612581389164,162.174276716145,194.019642307224,50.595850339955,59.4916235272574,45.126378289253
"CWC25",1485.52919062422,1252.2170937868,1495.62161354708,812.647196229431,759.793020476688,910.884302505293
"ESPL1",1556.37929275719,1341.41294598068,1471.208545972,956.650770273919,871.127344506269,874.114660936272
"CNST",1041.84494448,888.483358866307,1017.63944839286,1596.49367764997,1542.53281002817,2018.98759160806
"KMT5C",482.012989921071,461.038300950183,476.697266860796,212.502571427811,238.816374445133,233.988628166497
"RPE",1270.65593005699,1409.75781973963,1287.46809001218,1916.41513133799,2031.21400328779,2228.74168328589
"ZFP91",2413.5493808578,2750.01237802948,2569.79658685065,3522.24958135841,3944.29463985717,4336.31068412841
"GHRL",2296.24019535893,2283.18213862515,2152.20464148742,1531.88666875433,1573.97838246401,1436.52304220789
"KDM5D",5585.54329766369,5656.40709432096,5891.25867535512,4378.48704864995,4063.27788691168,3992.84880492687
"DHX40",637.65091919679,600.044823849735,569.209943987419,1023.59297226217,1163.48618012593,970.21713321894
"RASSF5",4266.10533007252,4426.19936665992,3980.61491303166,6188.26169542527,6133.58638566024,5563.9153083305
"SLC2A11",1238.13457170087,1220.9406261344,1291.32278489245,763.608141284552,808.236199634597,656.003832538216
"HOOK3",3555.28135457445,3453.15370636305,3302.18861410309,4567.63768915163,4912.30834267926,5321.56994344377
"NUDT14",1101.08027577151,1049.49924789162,916.132483212257,622.718158030216,542.223654434146,580.793202056127
"GGA1",3245.16697310716,3041.92607611854,3036.21466736404,2290.04602615612,1891.83362816679,1929.57050870158
"PIM3",1255.55672796308,1358.78876134313,1410.81832618101,891.265363680746,687.553191907875,729.543115676257
"NLGN2",268.301206437994,309.289513451504,264.689048445617,106.640484562674,96.0364779797156,112.815945723133
"ZNHIT1",2033.74637434168,2013.27780666185,1981.31316846185,1422.1325934015,1228.07708566981,1130.6664782474
"MAST2",993.062906945821,910.49272499207,1079.31456647727,1716.36692307078,1609.67335658037,1502.54126229772
"MCRIP2",1406.54874890221,1553.3978934025,1481.4877323194,937.969225533012,776.790627198761,589.149938776359
"DEPP1",48.7820375341807,26.6429168890809,52.6808300304383,168.912300365696,175.925229573461,196.383312925453
"DHX32",475.044127416188,441.34571020608,574.34953716112,909.946908421653,874.526865850684,952.667986106453
"TTF2",2356.63700373459,2248.43050790026,2121.36708244521,3101.13642699047,3270.33953332695,3282.52618370715
"LAPTM4B",634.166487944349,627.846128429646,607.756892790179,1245.43631606043,1188.13270987294,944.311249386221
"SEC61A1",5262.65266827078,5464.11473764325,4819.6534986384,7990.2523652252,7528.24001720638,6832.46794246172
"WDR91",2561.05697054449,2491.69192297448,2374.49204625,1724.15090004616,1726.10696262657,1693.07485951901
"PAG1",4239.39135713713,4589.5320310669,3728.77484752029,5956.29918155901,6010.35373692521,6543.32485194169
"CELSR2",282.23893144776,192.292356677714,163.182083265016,542.543195183825,572.819346533879,478.841014069296
"FAM120A",4868.91193674489,5498.86636836813,5477.52142487216,7317.71675455257,7329.36801855811,7202.671379168
"HOOK2",1076.68925700442,1050.65763558245,926.41166955966,628.945339610518,584.71767123933,551.544623535315
"PLXND1",631.843533776055,712.408429860207,669.432010874594,1291.36178021516,1197.48139357008,1029.54996393259
"RASSF4",9637.93684425313,9679.48754457218,9307.80323757306,7501.41861117149,6851.73526966785,6672.85427110529
"OIP5-AS1",5698.20657482596,6252.97675509821,6347.39756952111,8025.2802616144,8872.75070892239,9876.82712964225
"STRBP",588.86888166261,560.659642361529,515.244215663555,866.356637359537,1090.39647122102,1098.91087871051
"MLH1",1428.61681350101,1592.78307489071,1404.39383471388,2107.90096493228,2292.97714680772,2339.05060799295
"FNDC3A",3015.19451044603,3355.84914033337,3149.28571718547,4339.56716377306,5076.33524754727,6191.50623601992
"ATP6V1F",4132.53546539559,3643.12928765911,3827.71201611404,2806.12369962366,2441.70620562587,2166.06615788415
"NUDCD2",1368.22000512535,1351.83843519815,1522.60447770901,791.630458395912,916.171002319764,891.663808048759
"ATG4B",3672.59054007332,3183.24937439975,3413.97476563109,2388.90253374341,2268.33061706072,1890.29384611649
"SLC39A14",288.046316868496,294.23047347072,267.258845032468,569.787114597647,517.57712468714,656.839506210239
"RECQL4",1389.12659264,1408.5994320488,1273.3342087845,847.675092618631,765.742182829413,574.943486351965
"CRIP3",370.511189842944,315.081451905653,317.369878476055,113.646063840514,152.128580162558,128.693745491573
"MFHAS1",117.309185498863,128.581033682086,84.8032873660715,317.58626059541,313.605844022257,284.964722159913
"SAP18",4458.91052604094,4317.31092372194,4720.71633004465,3294.95745367738,3294.98606307396,3094.49960750193
"GMPS",1260.20263629967,1246.42515533265,1514.89508794846,2132.80969125349,2015.91615723792,2197.82175742103
"BAZ2A",4191.7707966871,4128.49373011671,4213.18150414164,5936.83923912057,5976.35852348106,5378.39575314134
"MADD",2562.21844762863,2478.94965837535,2555.66270562297,3715.29221034777,3572.89693297986,3396.1778031023
"ANKRD44-IT1",91.7566896476256,94.9877906480276,125.920032755682,14.7895562532176,17.8474870581772,18.3848207845105
"TMEM109",2223.06713905766,2155.75949263389,2048.12787971997,3800.91595707693,3193.00042274152,2997.56146154723
"RAB4B",365.865281506355,303.497574997356,384.184589734172,138.554790161723,157.22786217918,110.308924707063
"ANAPC16",3549.47396915372,3885.2323150425,4052.56921746348,2615.41626372691,2700.06982780138,2736.83127587599
"HAUS5",897.821786045754,861.840441977226,791.49734875,510.628889584777,349.300818138611,423.686551715765
"SLC25A28",1109.21061536054,960.303395697743,1062.61088866274,657.746054419415,548.172816786872,482.183708757389
"TJAP1",1746.86153455733,1693.56280399288,1949.19071112622,1215.07880585646,887.275070892239,824.809914286903
"HGS",2411.2264266895,2553.08647058845,2497.84228241883,1701.57736681756,1645.36833069672,1317.02170710857
"GET3",1376.35034471438,1343.72972136234,1404.39383471388,2021.49882050559,1998.91855051585,2023.16595996818
"ZNF316",3103.46676884121,2781.28884568188,2621.19251858766,1991.91970799915,1844.24032934498,1709.78833295948
"NME9",221.842123072107,213.143335112647,215.862913295455,65.3854065931726,79.8887515937457,71.0322621219724
"WASH6P",630.682056691908,639.430005337942,623.175672311283,366.625315540289,307.656681669531,317.555995368818
"BCAT1",3266.07356062181,3358.16591571502,3316.32249533076,4338.01036837799,4997.29637628962,5442.74262588713
"SRGAP2C",1694.59506577071,1584.6743610549,2158.62913295455,857.015864989084,1088.69671054881,1060.46988979745
"TCP11L2",96.4025979842142,96.1461783388572,43.6865419764611,243.638479329322,320.404886711086,285.800395831936
"KLF3",1310.146150918,1413.23298281212,1435.23139375609,1967.78937937548,2210.53875420567,2530.41987888626
"VAPB",979.125181936055,843.306238923952,894.289212224026,1507.75634013066,1353.85937541316,1637.08472349346
"NCOR2",8195.38230574236,7970.86570059851,7993.35228339895,13607.1701506577,12619.8731108035,10206.9182300914
"OGFR",6492.65690038262,5745.60294651484,5877.12479412744,4550.5129398058,3946.84428086548,3743.81805066396
