"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0048193","GO:0048193","Golgi vesicle transport",278,-0.563363718083128,-2.08454686008873,0.00109769484083425,0.014204271923379,0.009388256411419,3444,"tags=45%, list=18%, signal=38%","51542/2619/55062/9570/160/3996/51272/84068/54732/120892/80055/51125/23033/29959/23041/9321/81555/5861/22820/22937/4218/374868/10434/149371/375056/63971/23062/64145/51762/55614/9522/56907/54520/6811/29886/6845/6642/1315/90196/9341/9919/11236/10427/10749/8729/2060/10066/8773/122553/9183/10652/9217/25839/738/8615/60684/10960/10490/377/22818/6102/57222/23233/9265/22872/10640/163882/3998/10564/6643/59349/4253/9950/51552/23299/10959/4905/51614/10802/57020/83696/55770/1314/10466/10484/27032/10890/22796/113419/6653/50999/9581/7415/2181/9135/81876/10228/3064/6892/26958/11196/9632/9980/51479/8452/29934/7805/51594/64764/9871/7109/54832/3916/11031/60412/5034/9276/372/4644/6272/6711/10972/10483/23499/57533/10525"
"GO:0071402","GO:0071402","cellular response to lipoprotein particle stimulus",31,-0.757017542511452,-2.07813065598039,0.00152905198776758,0.014204271923379,0.009388256411419,3039,"tags=65%, list=16%, signal=54%","55512/9655/375056/7040/3689/54209/9619/6721/348/6868/10333/3949/4864/10628/4023/19/6850/3688/948/7099"
"GO:0018279","GO:0018279","protein N-linked glycosylation via asparagine",23,-0.794853664976996,-2.06726930694822,0.00151975683890578,0.014204271923379,0.009388256411419,1265,"tags=48%, list=7%, signal=45%","2530/6185/201595/84061/6184/3703/56886/1650/6480/4245/4249"
"GO:0019915","GO:0019915","lipid storage",79,-0.635576696256746,-2.06612033484367,0.00131926121372032,0.014204271923379,0.009388256411419,2121,"tags=41%, list=11%, signal=36%","949/54209/123/84266/9619/60526/6721/348/32/79068/53349/4790/6713/6646/10938/114885/4864/4023/10226/114882/5465/8760/3074/19/718/3685/57674/8204/948/2760/338/3988"
"GO:0046466","GO:0046466","membrane lipid catabolic process",34,-0.733586848080671,-2.06419208465741,0.00149925037481259,0.014204271923379,0.009388256411419,1948,"tags=44%, list=10%, signal=40%","27293/340485/4758/5538/1545/3074/427/4668/2581/2517/8879/950/4074/2760/2720"
"GO:0008037","GO:0008037","cell recognition",93,-0.618138343607731,-2.051194858488,0.0012987012987013,0.014204271923379,0.009388256411419,2541,"tags=30%, list=14%, signal=26%","10576/4739/6950/27242/1954/949/54209/3958/9898/84868/23607/2048/23705/7203/22948/10574/23129/6091/10575/2683/81704/8829/4478/948/1794/351/2909/5175"
"GO:0055094","GO:0055094","response to lipoprotein particle",29,-0.751243115178075,-2.04751744592063,0.00151745068285281,0.014204271923379,0.009388256411419,3039,"tags=62%, list=16%, signal=52%","55512/9655/375056/7040/3689/54209/6721/348/10333/3949/4864/10628/4023/19/6850/3688/948/7099"
"GO:0150115","GO:0150115","cell-substrate junction organization",90,-0.621905238317591,-2.04680821923187,0.00132100396301189,0.014204271923379,0.009388256411419,3033,"tags=40%, list=16%, signal=34%","9922/9475/2185/6548/382/5786/51762/5339/23332/56940/94/596/3987/10982/9448/79834/7414/5795/71/3915/6714/25/613/4323/5295/387/9748/3655/1845/23603/667/8829/87/342184/23499/7094"
"GO:0060840","GO:0060840","artery development",76,-0.629009082682315,-2.0326307340856,0.00133689839572193,0.014204271923379,0.009388256411419,2860,"tags=41%, list=15%, signal=35%","1909/6722/2548/196528/94/10427/639/348/10000/9784/10370/7798/2022/51684/57178/3949/84516/4763/659/4775/23129/6091/25831/3340/1312/7046/8829/163/338/7048/4035"
"GO:0071404","GO:0071404","cellular response to low-density lipoprotein particle stimulus",28,-0.748105174509976,-2.03074480744186,0.00149700598802395,0.014204271923379,0.009388256411419,3039,"tags=61%, list=16%, signal=51%","55512/9655/375056/7040/3689/54209/6721/10333/3949/4864/10628/4023/19/6850/3688/948/7099"
"GO:0006888","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport",123,-0.591378743900998,-2.02923467637788,0.00122249388753056,0.014204271923379,0.009388256411419,3198,"tags=43%, list=17%, signal=36%","54732/120892/80055/29959/9321/81555/5861/22820/22937/375056/6811/6845/1315/9919/11236/10427/8729/122553/9183/10652/9217/8615/60684/10960/57222/22872/3998/59349/4253/10959/51614/10802/83696/1314/10484/113419/6653/50999/7415/81876/26958/11196/9632/8452/64764/9871/7109/5034/9276/372/10972/10483/10525"
"GO:0032869","GO:0032869","cellular response to insulin stimulus",166,-0.57149224602763,-2.02617157730204,0.00117785630153121,0.014204271923379,0.009388256411419,4206,"tags=51%, list=22%, signal=40%","5580/51094/55198/5106/5584/5925/5140/207/23175/5579/5590/5970/490/5595/9361/4641/10999/5894/324/5290/81565/10014/51763/6548/4218/8503/79837/2729/29904/7494/5786/3480/6655/51043/6443/4303/6464/10458/5164/2771/8615/9734/23516/23235/55667/5286/8648/2805/2932/9640/2475/23038/55625/3416/5305/9882/6714/10499/10890/5770/1509/7532/6653/5781/26060/2885/8396/9663/6667/143686/2241/6599/6772/5295/5315/114882/1979/2058/5594/142/11031/4644/64397/23191/5591"
"GO:0010878","GO:0010878","cholesterol storage",23,-0.773519851046925,-2.01178395073607,0.00151975683890578,0.014204271923379,0.009388256411419,2121,"tags=57%, list=11%, signal=50%","949/54209/9619/6721/6646/10938/4864/4023/5465/19/948/338/3988"
"GO:0150116","GO:0150116","regulation of cell-substrate junction organization",59,-0.64989483350133,-2.00904907795359,0.00142045454545455,0.014204271923379,0.009388256411419,3419,"tags=49%, list=18%, signal=40%","23122/395/9922/9475/6548/382/5786/23332/56940/94/3987/10982/9448/79834/7414/5795/71/6714/25/4323/5295/387/9748/1845/23603/8829/342184/23499/7094"
"GO:0150105","GO:0150105","protein localization to cell-cell junction",20,-0.788035847382128,-2.00423025986704,0.00151975683890578,0.014204271923379,0.009388256411419,1468,"tags=45%, list=8%, signal=42%","23370/5062/7414/55625/71/7082/3716/5175/2316"
"GO:0007044","GO:0007044","cell-substrate junction assembly",83,-0.6133449261949,-1.99971948207759,0.00132100396301189,0.014204271923379,0.009388256411419,2364,"tags=34%, list=13%, signal=30%","5786/5339/23332/56940/94/596/3987/9448/79834/7414/5795/71/3915/6714/25/613/4323/387/9748/3655/1845/23603/667/8829/87/342184/23499/7094"
"GO:0018210","GO:0018210","peptidyl-threonine modification",94,-0.601230717015134,-1.99773161835109,0.00129366106080207,0.014204271923379,0.009388256411419,2679,"tags=37%, list=14%, signal=32%","120892/9475/51763/1457/283106/161742/5347/10253/27347/801/5528/817/8476/6872/2932/57521/91/8445/28996/10114/790/9943/808/1459/2589/204851/9578/5594/51719/1981/351/5578/2590/65125/5591"
"GO:0014910","GO:0014910","regulation of smooth muscle cell migration",59,-0.640506111896748,-1.98002530132003,0.00142045454545455,0.014204271923379,0.009388256411419,2108,"tags=36%, list=11%, signal=32%","5361/1902/4303/596/4208/5328/6714/9732/3486/1545/10672/6653/85440/4763/538/2768/8829/7099/54434/4035/11057"
"GO:0036010","GO:0036010","protein localization to endosome",26,-0.738215359439055,-1.97588586967678,0.00150829562594268,0.014204271923379,0.009388256411419,2589,"tags=69%, list=14%, signal=60%","9475/382/253725/11021/4248/54472/387680/151636/7430/85377/55754/92241/6653/55737/11215/11252/8829/4478"
"GO:0030835","GO:0030835","negative regulation of actin filament depolymerization",40,-0.678263973092631,-1.97552252806465,0.00145137880986938,0.014204271923379,0.009388256411419,3181,"tags=48%, list=17%, signal=40%","29766/5290/55604/57482/2934/253725/6708/2314/29767/2059/120/23075/822/118/51474/6709/136319/830/6711"
"GO:0006099","GO:0006099","tricarboxylic acid cycle",31,-0.716775725456215,-1.96766062196056,0.00152905198776758,0.014204271923379,0.009388256411419,3278,"tags=65%, list=18%, signal=53%","8802/6390/1431/8803/3418/4190/2271/4191/1743/6391/1737/47/3419/8801/48/50/3658/3417/23530/4967"
"GO:0009791","GO:0009791","post-embryonic development",73,-0.614662128344817,-1.96637656752078,0.00134952766531714,0.014204271923379,0.009388256411419,2526,"tags=45%, list=14%, signal=39%","578/6648/23515/10018/4087/639/596/4297/5663/4594/7855/34/27161/25976/2475/5326/54542/472/25/54928/26058/6414/48/3658/57493/57003/50515/4643/7046/3708/8879/338/3482"
"GO:0010884","GO:0010884","positive regulation of lipid storage",21,-0.767570525411788,-1.9648023470541,0.00152439024390244,0.014204271923379,0.009388256411419,2121,"tags=57%, list=11%, signal=51%","949/123/6721/32/4790/10938/114885/4023/10226/718/948/338"
"GO:0007034","GO:0007034","vacuolar transport",156,-0.556884556448478,-1.96319803064026,0.00118906064209275,0.014204271923379,0.009388256411419,3477,"tags=45%, list=19%, signal=37%","55275/63894/51542/80762/4734/57679/120892/55681/84376/8027/79666/23484/79643/5289/51534/22879/9842/7782/51271/1130/63971/64145/7879/154/6845/8878/91782/757/65018/23274/8678/57724/738/10490/151636/9525/23355/4534/55207/411/54664/9765/245972/6653/7415/4864/55737/79158/57617/51479/3920/9392/7805/26985/8546/55187/27072/54832/3916/9114/2896/6272/950/4074/3482/8031/3988/4035/5660/3312"
"GO:0034383","GO:0034383","low-density lipoprotein particle clearance",22,-0.763580945734197,-1.95965047593256,0.00152905198776758,0.014204271923379,0.009388256411419,2121,"tags=45%, list=11%, signal=40%","949/54209/6646/10938/302/3949/57552/948/338/3988"
"GO:0007041","GO:0007041","lysosomal transport",122,-0.570682393232616,-1.9592936854548,0.00121212121212121,0.014204271923379,0.009388256411419,3214,"tags=46%, list=17%, signal=38%","55275/63894/51542/4734/57679/120892/55681/84376/79666/79643/5289/9842/7782/1130/63971/64145/7879/154/6845/91782/65018/23274/8678/57724/738/151636/9525/4534/55207/411/54664/9765/6653/7415/4864/55737/79158/57617/51479/3920/9392/7805/26985/8546/27072/3916/2896/6272/950/4074/3482/8031/3988/4035/5660/3312"
"GO:0019082","GO:0019082","viral protein processing",29,-0.717375844775613,-1.95521200498715,0.00151745068285281,0.014204271923379,0.009388256411419,1822,"tags=55%, list=10%, signal=50%","55741/6483/60559/27090/2932/2530/6482/4124/11320/5045/2589/821/6480/4245/1452/4249"
"GO:0051893","GO:0051893","regulation of focal adhesion assembly",54,-0.638586283619962,-1.95451456531626,0.00142857142857143,0.014204271923379,0.009388256411419,2364,"tags=46%, list=13%, signal=41%","23122/395/9475/6548/5786/23332/56940/94/3987/9448/79834/7414/5795/71/6714/25/4323/387/9748/1845/23603/8829/342184/23499/7094"
"GO:0090109","GO:0090109","regulation of cell-substrate junction assembly",54,-0.638586283619962,-1.95451456531626,0.00142857142857143,0.014204271923379,0.009388256411419,2364,"tags=46%, list=13%, signal=41%","23122/395/9475/6548/5786/23332/56940/94/3987/9448/79834/7414/5795/71/6714/25/4323/387/9748/1845/23603/8829/342184/23499/7094"
"GO:0030149","GO:0030149","sphingolipid catabolic process",30,-0.711269429764552,-1.95049805062593,0.00152439024390244,0.014204271923379,0.009388256411419,1948,"tags=40%, list=10%, signal=36%","27293/340485/4758/5538/3074/427/2581/8879/950/4074/2760/2720"
"GO:0018107","GO:0018107","peptidyl-threonine phosphorylation",88,-0.593792754911477,-1.95015188485218,0.00131233595800525,0.014204271923379,0.009388256411419,3184,"tags=38%, list=17%, signal=31%","120892/9475/51763/1457/283106/161742/5347/10253/27347/801/5528/817/8476/6872/2932/57521/91/8445/28996/10114/790/9943/808/1459/204851/9578/5594/51719/1981/351/5578/65125/5591"
"GO:0016197","GO:0016197","endosomal transport",273,-0.527660194068989,-1.94946377383215,0.0010989010989011,0.014204271923379,0.009388256411419,4286,"tags=52%, list=23%, signal=40%","30845/55317/128866/164/137492/57132/23023/537/85021/5962/55004/22853/54741/54918/6453/25978/54899/23011/8898/57589/7260/5987/55275/51542/5595/55773/8766/81624/22836/23325/51272/57679/80148/8301/120892/11149/84376/8027/400/116986/58533/23484/5604/84910/79643/5289/51534/7874/4218/382/51271/253725/1130/11021/64145/8411/51762/112936/22876/55614/54520/6811/29886/55353/7879/6642/8878/91782/200576/757/9341/8934/23274/8729/2060/10043/392/8678/9043/57724/163486/10652/9559/84440/738/9185/387680/10490/55745/51375/91056/9525/6643/55207/7430/7840/9784/257364/85377/51552/57706/6714/57020/9765/51201/92241/10890/30844/6653/9581/10938/124997/7415/57182/9827/55737/10228/23527/10311/51479/112574/157680/29934/401548/19/23085/1601/7109/23603/9897/5594/23317/1639/4478/4642/6272/9779/950/57533/1213/2316"
"GO:0019377","GO:0019377","glycolipid catabolic process",17,-0.801688228689437,-1.94943421743182,0.00154320987654321,0.014204271923379,0.009388256411419,451,"tags=53%, list=2%, signal=52%","4758/3074/4668/2581/2517/950/4074/2760/2720"
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading",89,-0.592354996347529,-1.94908855814194,0.00131752305665349,0.014204271923379,0.009388256411419,3121,"tags=40%, list=17%, signal=34%","11149/55604/10109/57091/9928/5861/4739/253725/81848/2192/9341/3987/79834/81/3915/6714/25/811/1793/84168/2241/57580/5295/387/4070/558/10461/1601/3685/3695/23603/5034/6480/8829/3676/2316"
"GO:0032092","GO:0032092","positive regulation of protein binding",50,-0.641580754043375,-1.94708400478463,0.00143266475644699,0.014204271923379,0.009388256411419,2160,"tags=40%, list=12%, signal=35%","7074/4318/5663/348/151636/6872/2932/3416/6737/28996/9693/25/6789/302/118/2035/8829/8239/351/4035"
"GO:0030166","GO:0030166","proteoglycan biosynthetic process",50,-0.641205912073188,-1.94594642576613,0.00143266475644699,0.014204271923379,0.009388256411419,3627,"tags=46%, list=19%, signal=37%","337876/56548/11046/2134/3479/79690/9394/54480/26035/9653/51363/7358/2132/9917/29940/2137/659/50515/3340/64131/124583/9375/1499"
"GO:1901342","GO:1901342","regulation of vasculature development",228,-0.533607345696044,-1.94277124769476,0.00112739571589628,0.014204271923379,0.009388256411419,2467,"tags=29%, list=13%, signal=25%","161742/7494/10253/339123/7040/94/64218/2113/4303/3099/154796/10000/728/55333/27161/3579/26523/6301/7453/3091/28996/2022/672/25/1545/6774/729230/5291/6786/10800/5176/22846/6667/23670/493/54583/6558/4763/6772/5315/64855/51752/102/7082/23328/23129/5294/718/204851/5230/7046/2969/2896/8829/3716/3688/719/5578/26051/7048/1499/65125/1536/1524/10457"
"GO:0022411","GO:0022411","cellular component disassembly",470,-0.510065789527354,-1.94099745688731,0.00104602510460251,0.014204271923379,0.009388256411419,3875,"tags=42%, list=21%, signal=34%","6601/101/8775/81631/25978/8289/10193/56648/23175/10133/115201/23401/57026/5579/55239/58526/81671/50810/5193/706/51024/51542/23122/6418/55062/65992/347240/81624/65991/9325/5828/29766/324/5290/84340/5976/11004/23708/9922/26235/55604/79065/23130/64127/57482/79643/5289/9100/51534/4324/9682/23710/64802/2934/9181/382/55102/25793/196528/149371/4739/253725/5347/29904/57553/51095/6790/7040/3480/6811/801/57326/7157/23332/154/9604/54209/123/5880/9711/8878/91782/65018/6708/23274/3099/8729/56893/10043/4318/9131/8678/53918/11331/2314/57724/6721/9474/7855/6749/55201/10982/23271/55626/51375/9525/10985/29767/9448/2932/26586/545/10767/2059/9342/83743/26046/6737/3091/24144/10269/120/3915/2107/4905/292/23075/3796/79137/132671/9776/2935/822/1777/10533/1659/29979/7415/84938/4134/9927/25893/444/3064/4323/2241/26058/22974/57551/6599/4609/1459/3159/5295/10226/5048/5045/118/3920/79594/102/51474/327/23405/401548/1520/6709/1845/136319/718/55187/9645/830/54832/11198/1639/7046/285590/23064/9948/3688/317/3936/10783/6711/488/9793/5578/987/10154/10075/10973/65125/4035/140775/1524/1213/3312"
"GO:0010506","GO:0010506","regulation of autophagy",326,-0.518875949934203,-1.93702266022484,0.00108342361863489,0.014204271923379,0.009388256411419,3582,"tags=41%, list=19%, signal=34%","155066/373/8992/221937/9817/23367/5987/706/5595/55062/51606/60673/6622/4734/120892/5290/23012/10558/58533/529/92140/23130/64127/5289/9100/4210/9682/1457/55613/5899/51100/4218/55255/79837/25793/2081/149371/535/5049/3953/64798/2597/112936/2072/11067/3587/23677/7157/154/85363/54209/9711/8878/51382/65018/596/23274/56893/10043/8678/5476/219771/340485/9559/8140/10670/6721/2309/2773/9474/7855/55626/1611/51375/83667/5286/2932/27/4534/57521/2475/29072/823/23118/7107/6737/3091/5305/53373/58528/10269/292/523/528/472/9776/25/245972/29978/6774/29979/5291/8396/4864/1982/25893/22926/9528/55737/143686/3064/22954/1459/23265/5768/112574/25853/9517/401548/2033/55187/54832/526/9114/3708/60412/1981/1915/8925/57533/65125/140775/5660"
"GO:0016050","GO:0016050","vesicle organization",329,-0.518530944764591,-1.93598408790741,0.00108108108108108,0.014204271923379,0.009388256411419,3397,"tags=41%, list=18%, signal=34%","9570/51606/8766/64645/81624/5873/6622/26258/1385/23325/57679/54732/8301/84376/54809/8027/55300/529/79666/80208/10015/8905/79643/1174/51534/55647/81555/5861/22937/4218/9842/4647/5552/51271/9839/149371/535/375056/6386/1130/63971/57082/10981/10159/8411/51762/301/6809/6811/55353/7879/6845/8878/91782/51382/200576/9341/8934/9919/10427/54734/29916/596/8729/2060/10043/8773/122553/9217/348/8615/60684/10490/9525/22872/79102/23355/10564/5869/59349/55207/9342/257364/79803/51552/10451/5305/54874/9882/10959/523/528/10802/83696/9765/5007/253832/23208/10484/1173/11234/6812/302/8396/116841/10228/399979/9632/57617/5048/10497/51479/9392/157680/8452/26985/55654/84343/8546/1182/19/9871/7109/27072/23603/9897/23317/526/9114/162/6272/950/10972/10483"
"GO:0044409","GO:0044409","symbiont entry into host",133,-0.558426866642797,-1.93548496094043,0.00121506682867558,0.014204271923379,0.009388256411419,1294,"tags=35%, list=7%, signal=32%","1525/90861/2934/3956/3839/85363/949/200576/2060/83737/6541/3416/6737/53373/942/6575/6714/11060/55770/7706/6404/6520/3949/4864/25893/1508/11059/57617/23265/5045/9213/558/920/3685/3695/3916/5034/867/8829/1234/1514/3688/7037/3693/950/4360"
"GO:0048514","GO:0048514","blood vessel morphogenesis",468,-0.508403384456362,-1.93529568193131,0.00104493207941484,0.014204271923379,0.009388256411419,2526,"tags=28%, list=14%, signal=25%","578/196528/375056/161742/3953/7494/1464/10253/301/9394/339123/7040/94/64218/2113/4303/10427/639/6464/3099/90627/80025/154796/91010/23509/348/9734/7855/10000/54828/79879/9525/5286/728/6886/55333/27161/25976/3579/26523/29072/6301/7453/3091/10451/10370/5795/71/9289/9990/55662/28996/7716/9693/2048/25932/2022/672/25/1545/6789/10672/6774/9444/57178/729230/5291/302/3949/6786/10800/5176/22846/219699/6667/23670/4323/493/54583/5547/6558/4763/6772/5315/79602/64855/10163/51752/387/7045/57493/5469/7082/90268/4775/2034/23328/23129/6091/5294/718/3685/204851/4643/2683/5230/57674/7046/2969/2896/8829/3716/6850/4627/3688/8879/719/5578/26051/338/7048/1499/506/65125/4853/1536/4035/1524/1317/2316/10457"
"GO:0048701","GO:0048701","embryonic cranial skeleton morphogenesis",29,-0.70976603685309,-1.93447142957731,0.00151745068285281,0.014204271923379,0.009388256411419,2715,"tags=41%, list=15%, signal=35%","9775/4087/9968/25902/29072/4323/25836/4522/50515/3340/7046/7048"
"GO:0051701","GO:0051701","biological process involved in interaction with host",166,-0.545268256008347,-1.93319690688463,0.00117785630153121,0.014204271923379,0.009388256411419,2830,"tags=34%, list=15%, signal=29%","79643/1525/90861/2934/3956/3839/5481/7879/85363/949/5091/91782/200576/2060/8678/3326/9525/83737/55207/6541/3416/6737/53373/942/6575/6714/11060/55770/7706/6404/6520/3949/4864/25893/1508/11059/57617/23265/5045/5465/9213/558/920/3685/3695/3916/5034/867/8829/1234/1514/3688/1642/7037/3693/950/4360"
"GO:0048771","GO:0048771","tissue remodeling",136,-0.555307427946293,-1.929792278279,0.00121654501216545,0.014204271923379,0.009388256411419,3031,"tags=36%, list=16%, signal=30%","9475/2185/3635/1909/23154/9842/7421/578/3953/284266/1464/7040/7157/7879/94/154/5880/4286/55366/4208/9474/823/7107/3091/133522/4790/6714/613/729230/64114/4323/4763/54/659/538/1436/558/1200/2034/84959/6850/7037/9770/5578/1499/3988/4853/2316/10457"
"GO:0097006","GO:0097006","regulation of plasma lipoprotein particle levels",58,-0.624721078984745,-1.92889714344239,0.00141643059490085,0.014204271923379,0.009388256411419,2121,"tags=38%, list=11%, signal=34%","949/54209/10162/9619/348/4043/5567/5326/6646/10938/302/3949/2181/4023/5045/57552/19/2235/948/338/7941/3988"
"GO:1901880","GO:1901880","negative regulation of protein depolymerization",64,-0.61439135852345,-1.92691776490737,0.00139275766016713,0.014204271923379,0.009388256411419,4034,"tags=52%, list=22%, signal=41%","11344/5962/146057/58526/50810/23122/81624/29766/324/5290/55604/57482/2934/9181/253725/23332/6708/2314/23271/29767/26586/2059/120/23075/822/22974/57551/118/51474/6709/136319/830/6711"
"GO:0051650","GO:0051650","establishment of vesicle localization",177,-0.541065213371656,-1.92581039928244,0.00117370892018779,0.014204271923379,0.009388256411419,4121,"tags=45%, list=22%, signal=35%","30850/55717/23400/22878/55763/388552/84364/6385/55088/5590/8195/55773/23122/55062/8766/5873/6622/26258/54732/8301/120892/157769/8027/55512/81565/80208/10015/22920/118426/9321/5861/4647/149371/6386/63971/23332/7879/66008/65018/9919/10749/8729/5663/8773/54820/122553/10652/60684/93664/23233/9525/10640/59349/81/9342/54874/1861/10959/83696/55770/23208/9371/6812/3064/23265/5048/10497/8452/26985/8546/26115/7109/1639/23291/60412/4644/10972/3676/1499"
"GO:1904018","GO:1904018","positive regulation of vasculature development",130,-0.556608913136464,-1.92411462635092,0.00122399020807834,0.014204271923379,0.009388256411419,2421,"tags=28%, list=13%, signal=25%","7494/339123/7040/94/2113/3099/10000/728/27161/3579/3091/28996/2022/672/25/1545/6774/6786/10800/6667/5315/51752/7082/23328/718/204851/7046/2896/8829/3716/3688/719/5578/7048/65125/1536/1524"
"GO:0016266","GO:0016266","O-glycan processing",33,-0.689287715572012,-1.92408127125293,0.00149700598802395,0.014204271923379,0.009388256411419,2697,"tags=42%, list=14%, signal=36%","29071/374907/10678/6483/23509/27090/283464/6482/9334/2589/84002/6480/55568/2590"
"GO:0014902","GO:0014902","myotube differentiation",92,-0.581051743777068,-1.92399849676576,0.00130208333333333,0.014204271923379,0.009388256411419,3648,"tags=45%, list=20%, signal=36%","975/607/5532/7504/4851/9215/3479/10014/80208/1827/4756/57462/7494/9456/5339/3566/9759/596/4208/9734/85461/9794/6497/30816/2475/57190/57486/1793/10938/963/64754/4323/64855/4773/23250/23646/5738/4627/3688/6272/1794"
"GO:0006606","GO:0006606","protein import into nucleus",144,-0.548383403226618,-1.92259018115495,0.001194743130227,0.014204271923379,0.009388256411419,4126,"tags=49%, list=22%, signal=38%","55198/10155/23633/9972/207/1432/999/754/5514/100288540/3836/55696/3320/120892/4851/9688/4927/1408/55705/80208/29969/9670/23511/3059/10758/3839/7040/7157/57506/8878/3840/51715/5663/11331/51194/1894/3838/26953/10073/55746/11261/23534/100101267/1434/9631/9679/51307/51684/6789/6774/10526/26060/10628/4763/5295/3786/9883/4928/5469/2033/3843/3842/4000/1026/51366/10527/6850/948/5903/2316"
"GO:1904888","GO:1904888","cranial skeletal system development",47,-0.642902960516209,-1.92221148044781,0.00143884892086331,0.014204271923379,0.009388256411419,3609,"tags=51%, list=19%, signal=41%","55165/7042/79363/57589/860/1399/1909/9775/4087/1954/9968/51715/25902/29072/4323/25836/497189/4522/1112/50515/3340/7046/7048/1499"
"GO:0016241","GO:0016241","regulation of macroautophagy",165,-0.544865005507512,-1.92219121724767,0.001194743130227,0.014204271923379,0.009388256411419,4093,"tags=49%, list=22%, signal=39%","23400/55763/9554/9637/665/207/10193/10133/155066/8992/23367/706/5595/55062/51606/4734/120892/5290/10558/58533/529/23130/64127/5289/1457/55613/5899/51100/79837/25793/2081/149371/535/5049/2597/112936/7157/154/9711/51382/65018/23274/56893/10043/8678/9559/6721/2773/9474/7855/55626/51375/83667/4534/2475/823/3091/5305/292/523/528/245972/29978/29979/8396/4864/55737/143686/3064/1459/23265/5768/112574/9517/401548/55187/54832/526/9114/60412/140775"
"GO:0001525","GO:0001525","angiogenesis",407,-0.507575152293384,-1.91774559025584,0.00105374077976818,0.014204271923379,0.009388256411419,2471,"tags=28%, list=13%, signal=25%","375056/161742/3953/7494/1464/10253/301/9394/339123/7040/94/64218/2113/4303/6464/3099/90627/80025/154796/91010/23509/9734/7855/10000/54828/79879/9525/5286/728/6886/55333/27161/3579/26523/29072/6301/7453/3091/10451/5795/71/9289/9990/28996/7716/2048/25932/2022/672/25/1545/6789/10672/6774/729230/5291/302/6786/10800/5176/22846/219699/6667/23670/4323/493/54583/5547/6558/4763/6772/5315/79602/64855/10163/51752/387/7045/5469/7082/90268/2034/23328/23129/6091/5294/718/3685/204851/2683/5230/57674/7046/2969/2896/8829/3716/6850/4627/3688/719/5578/26051/7048/1499/506/65125/4853/1536/1524/1317/2316/10457"
"GO:0048041","GO:0048041","focal adhesion assembly",73,-0.598872911944666,-1.91586500398525,0.00134952766531714,0.014204271923379,0.009388256411419,2364,"tags=40%, list=13%, signal=35%","23122/395/9475/2185/6548/5786/23332/56940/94/596/3987/9448/79834/7414/5795/71/6714/25/613/4323/387/9748/1845/23603/8829/87/342184/23499/7094"
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process",115,-0.562991673199612,-1.91482509895571,0.00123762376237624,0.014204271923379,0.009388256411419,3444,"tags=42%, list=18%, signal=34%","51542/6418/6622/5290/7466/2055/116986/58533/3572/2185/9928/5921/64802/25793/2729/6648/5831/6416/5641/65018/596/5663/55074/23394/4208/55626/80315/4436/595/3091/2632/28996/4841/5538/6812/219699/80331/387/4671/558/23129/16/2896/8829/5098/1499/10525/1524"
"GO:0043030","GO:0043030","regulation of macrophage activation",45,-0.647822610216556,-1.91460655919489,0.00146842878120411,0.014204271923379,0.009388256411419,2264,"tags=42%, list=12%, signal=37%","3566/3329/54209/5321/10333/84868/7107/1050/5788/472/23208/9258/3949/1075/8832/2896/9867/7099/11326"
"GO:0051653","GO:0051653","spindle localization",51,-0.631482809226146,-1.91358191087327,0.00144300144300144,0.014204271923379,0.009388256411419,3419,"tags=49%, list=18%, signal=40%","23122/3996/79648/81565/10096/89958/5347/10253/56907/23332/55755/54820/9183/10097/137886/259266/4134/3064/22919/5048/1639/23291/4627/3688/1778"
"GO:0046718","GO:0046718","symbiont entry into host cell",126,-0.552804554266333,-1.90906803275737,0.00120772946859903,0.014204271923379,0.009388256411419,2760,"tags=33%, list=15%, signal=29%","1525/90861/2934/3956/3839/85363/949/200576/2060/83737/6541/3416/6737/53373/942/6575/11060/7706/6404/6520/3949/4864/25893/1508/11059/57617/5045/9213/558/920/3685/3695/3916/5034/8829/1234/1514/3688/7037/3693/950/4360"
"GO:0000768","GO:0000768","syncytium formation by plasma membrane fusion",47,-0.638375849542232,-1.90867590008518,0.00143884892086331,0.014204271923379,0.009388256411419,2746,"tags=36%, list=15%, signal=31%","4756/135228/3566/54209/85461/30816/1793/10938/963/4773/8536/8754/5738/4627/3688/1794/9644"
"GO:0140253","GO:0140253","cell-cell fusion",47,-0.638375849542232,-1.90867590008518,0.00143884892086331,0.014204271923379,0.009388256411419,2746,"tags=36%, list=15%, signal=31%","4756/135228/3566/54209/85461/30816/1793/10938/963/4773/8536/8754/5738/4627/3688/1794/9644"
