"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0002399","GO:0002399","MHC class II protein complex assembly",14,0.930662883011801,2.38971854436491,0.0021978021978022,0.043881301080577,0.0341152370806892,644,"tags=86%, list=4%, signal=83%","3122/3123/3115/3118/3113/3111/3120/3119/3117/3127/3108/567"
"GO:0002503","GO:0002503","peptide antigen assembly with MHC class II protein complex",14,0.930662883011801,2.38971854436491,0.0021978021978022,0.043881301080577,0.0341152370806892,644,"tags=86%, list=4%, signal=83%","3122/3123/3115/3118/3113/3111/3120/3119/3117/3127/3108/567"
"GO:0001916","GO:0001916","positive regulation of T cell mediated cytotoxicity",32,0.748917601602682,2.32953501050329,0.00211864406779661,0.043881301080577,0.0341152370806892,1031,"tags=41%, list=6%, signal=38%","3122/911/3123/913/3106/3105/6891/912/5027/51571/3133/567/3134"
"GO:0001914","GO:0001914","regulation of T cell mediated cytotoxicity",40,0.704701238845585,2.30211228213951,0.00215982721382289,0.043881301080577,0.0341152370806892,1031,"tags=35%, list=6%, signal=33%","3122/911/3123/913/3106/3105/6891/912/5027/51571/3133/177/567/3134"
"GO:0002396","GO:0002396","MHC protein complex assembly",19,0.830496351825914,2.29079118697434,0.0021978021978022,0.043881301080577,0.0341152370806892,644,"tags=68%, list=4%, signal=66%","3122/3123/3115/3118/3113/3111/3105/3120/3119/3117/3127/3108/567"
"GO:0002501","GO:0002501","peptide antigen assembly with MHC protein complex",19,0.830496351825914,2.29079118697434,0.0021978021978022,0.043881301080577,0.0341152370806892,644,"tags=68%, list=4%, signal=66%","3122/3123/3115/3118/3113/3111/3105/3120/3119/3117/3127/3108/567"
"GO:0035914","GO:0035914","skeletal muscle cell differentiation",48,0.664230204720641,2.26604351563396,0.00214132762312634,0.043881301080577,0.0341152370806892,2336,"tags=31%, list=13%, signal=27%","2353/1958/51676/7832/3164/1655/26508/59269/221496/1959/3845/5925/283149/4209/79647"
"GO:0050684","GO:0050684","regulation of mRNA processing",112,0.552714364691925,2.24564310826309,0.00237529691211401,0.043881301080577,0.0341152370806892,4031,"tags=51%, list=22%, signal=40%","5935/1153/58517/6427/677/79811/3190/5394/26528/65110/3191/10209/10921/1025/9584/1655/6433/10284/4691/84148/4116/3178/6830/10181/9588/170506/57703/6432/23210/57060/6625/7536/9667/51341/91746/65109/984/6294/84081/27316/5725/6429/10262/9589/11030/55234/22827/8683/27339/51574/10772/6431/10659/1859/135295/6428/79066"
"GO:0046466","GO:0046466","membrane lipid catabolic process",34,-0.708874286341302,-2.22342546989965,0.00185873605947955,0.043881301080577,0.0341152370806892,1603,"tags=38%, list=9%, signal=35%","10825/340485/4074/1545/2581/3074/2720/4758/2760/427/8879/950/2517"
"GO:0044242","GO:0044242","cellular lipid catabolic process",180,-0.531908903631213,-2.19940723462883,0.00168918918918919,0.043881301080577,0.0341152370806892,2141,"tags=31%, list=12%, signal=27%","34/83667/3073/22876/54677/10449/3949/38/205251/5335/5465/5467/10455/10825/5096/80339/1666/222236/9663/747/5264/340485/22933/11057/83752/3033/4074/8605/949/3032/56261/171586/1545/10908/2581/215/3074/5095/2720/151056/5337/32/4758/51/2760/427/11343/3417/3295/8879/4023/950/2517/7941/338"
"GO:0002711","GO:0002711","positive regulation of T cell mediated immunity",55,0.624037075183837,2.18412625104176,0.0022075055187638,0.043881301080577,0.0341152370806892,1957,"tags=36%, list=11%, signal=33%","3122/911/3123/913/3106/3105/6891/912/5027/8809/51571/3133/567/1604/10892/3134/114548/6885/910/3554"
"GO:0010878","GO:0010878","cholesterol storage",23,-0.760446018466129,-2.18001163500928,0.00185873605947955,0.043881301080577,0.0341152370806892,2614,"tags=61%, list=14%, signal=52%","4864/10938/9619/3988/5465/5467/10062/949/6646/4023/948/19/54209/338"
"GO:0007035","GO:0007035","vacuolar acidification",34,-0.693937819622642,-2.17657637243275,0.00185873605947955,0.043881301080577,0.0341152370806892,1449,"tags=50%, list=8%, signal=46%","23557/533/9114/9296/523/3920/3916/8992/526/6556/51382/54664/2896/23312/1657/245972/8804"
"GO:0031341","GO:0031341","regulation of cell killing",84,0.564680914517074,2.16815374264382,0.00235294117647059,0.043881301080577,0.0341152370806892,1111,"tags=29%, list=6%, signal=27%","5272/3122/911/3123/913/3106/64581/3105/6891/912/5027/51571/3133/177/26228/383/567/8807/1604/6777/2150/146850/3134/1524"
"GO:0001913","GO:0001913","T cell mediated cytotoxicity",47,0.633248177349435,2.15193102218886,0.00216919739696312,0.043881301080577,0.0341152370806892,1507,"tags=34%, list=8%, signal=31%","3122/911/3123/913/3106/3105/6891/912/5027/51571/3133/177/567/3134/3251/634"
"GO:0072583","GO:0072583","clathrin-dependent endocytosis",44,-0.65647763766944,-2.15190713310805,0.00190114068441065,0.043881301080577,0.0341152370806892,2287,"tags=50%, list=13%, signal=44%","55681/23149/54874/2580/22876/6453/1175/55788/10825/22848/5291/29978/821/55589/1211/3676/1213/115548/163/85439/161/1601"
"GO:0002824","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",105,0.534919201224987,2.14678939170459,0.00229357798165138,0.043881301080577,0.0341152370806892,1957,"tags=32%, list=11%, signal=29%","3122/64332/911/3123/913/3106/64581/3105/6891/9466/912/7037/5027/8809/51571/84807/3133/567/7124/112441434/54537/1604/3717/10892/10673/3134/118460/64170/6046/114548/6885/910/8767/3554"
"GO:0019883","GO:0019883","antigen processing and presentation of endogenous antigen",28,0.711016569900106,2.14310646800502,0.00214132762312634,0.043881301080577,0.0341152370806892,1031,"tags=43%, list=6%, signal=40%","3122/911/3123/913/3106/3105/6891/972/912/3133/567/3134"
"GO:0048024","GO:0048024","regulation of mRNA splicing, via spliceosome",91,0.54754049863426,2.13498521395495,0.00236406619385343,0.043881301080577,0.0341152370806892,4031,"tags=53%, list=22%, signal=41%","5935/1153/58517/6427/3190/5394/26528/65110/3191/10209/10921/9584/1655/6433/10284/4691/4116/3178/10181/9588/57703/6432/23210/57060/6625/7536/51341/91746/65109/84081/27316/5725/6429/10262/9589/11030/55234/22827/8683/27339/51574/10772/6431/10659/1859/135295/6428/79066"
