"","C08_10_1","C08_10_2","C08_10_3","C08_100_1","C08_100_2","C08_100_3"
"IER5",3117.14190649117,3120.19332463938,2660.59554772434,2392.7794093151,2933.46519656237,2988.44687353972
"LTB4R",1872.002577452,1753.40378568822,1708.80791393898,1548.64973361777,1757.16814661021,1711.36957650189
"MRPL50",707.58262560571,849.422542101105,764.369991611414,954.153149309574,780.669583207849,784.736049526618
"RGCC",38.6422550391468,51.7366996850064,41.3421269501366,57.3231543189861,44.9877386933336,65.5738342755119
"TMEM175",1233.11729413811,1069.53868257913,991.292332871052,945.83204626327,1164.38853088628,929.858469644554
"YPEL2",1054.50420417938,1181.47808735215,1155.74212673937,1056.78008688066,985.760744898046,1119.05510624275
"CICP16",35.207387924556,20.6946798740026,27.5614179667577,15.7176390874639,7.93901271058829,32.2494266928747
"SESN2",1577.46272237584,1631.1170409782,1532.41483895173,1526.46012549429,1938.44227016864,1622.1461626516
"TMEM145",133.101100690395,99.7107303020123,145.156801291591,85.0601644733342,129.670540939609,103.198165417199
"ZNF343",255.897600037017,229.522813148028,305.931739431011,329.145853831597,355.932403191375,220.371082401311
"WDR47",802.900188035606,747.830477265092,838.78582012166,681.405882791818,758.175713861182,775.061221518756
"NDUFA4P1",10.3046013437725,15.991343539002,17.4555647122799,23.1141751286234,13.2316878509805,29.0244840235872
"OPRL1",79.8606604142367,75.2533813600093,79.0093981713721,43.454649241812,95.2681525270595,48.3741400393121
"ZNF75A",575.340241693963,618.018394419076,690.872877033393,645.347769591166,518.682163758435,555.765120007208
"MPV17L2",565.894357128839,457.164291762056,364.729431093427,454.886966531309,654.968548623534,457.941859038821
"RPL34P18",16.3156187943064,14.1100090050017,5.51228359335154,21.2650411183335,21.1707005615688,13.9747515669124
"LRRC61",48.9468563829193,17.8726780730022,32.154987627884,22.1896081234785,17.2011942062746,30.0994649133497
"ASB14",85.0129610861229,76.1940486270094,97.3836768158772,120.193710668842,99.2376588823536,90.2983947400492
"PIK3AP1",15053.3051296943,15491.8492202249,15717.3579525097,17014.8065956823,15536.6478746213,15866.7179328944
"CDS1",42.9358389323853,38.5673579470048,58.7976916624164,52.7003192932614,91.2986461717653,39.7742929212122
"PPP4R3B",3955.24948245134,4502.97420712955,4670.74163143321,5139.6679816007,4191.79871119062,4635.31759665586
"PRRG1",234.429680570824,270.912172896033,279.289035396478,345.788059924206,252.725237953727,282.719974007535
"SFT2D1",1753.49966199862,1918.96122468024,1908.16883723186,1887.04125750082,1573.24768548158,1767.26858276953
"TRAPPC2L",920.544386710341,903.981243587112,889.315086394049,892.207159964864,1022.80947088079,1000.80720836888
"EAF1",778.85611823347,816.499187756101,830.517394731632,747.974707162254,710.541637597652,793.335896644718
"P2RX5",13.7394684583633,11.2880072040014,8.26842539002731,23.1141751286234,17.2011942062746,11.8247897873874
"SHLD2",1327.57613978935,1711.07375867321,1899.90041184183,1952.68551486611,1614.26591781962,1787.69321967502
"PTMAP12",16.3156187943064,20.6946798740026,17.4555647122799,16.6422060926089,10.5853502807844,7.52486622833743
"RBFADN",15.4569020156587,30.1013525440037,21.1304204411809,22.1896081234785,14.5548566360785,6.44988533857494
"STAT3",5476.03689743642,5391.90477444467,4986.7792241187,5125.79947652353,5041.27307122357,4924.48745600197
"RGL4",12.0220349010679,29.1606852770036,14.6994229156041,11.0948040617392,10.5853502807844,13.9747515669124
"DCAF4L1",56.6753073907486,60.2027050880074,33.9924154923345,36.9826802057975,30.4328820572551,47.2991591495496
"RPSAP58",1351.62020959149,1615.1256974392,1187.89711436726,1644.80470215284,1370.80286136158,1477.02374253366
"ZNF433-AS1",73.8496429637028,88.4227230980109,56.0415498657407,70.2670923910152,43.6645699082356,59.123948936937
"CCDC138",149.416719484701,174.023444395021,214.97906014071,234.840019306814,179.950954773335,203.171388165111
"STXBP3",2173.41216675734,2456.0822341373,2820.45177193154,2457.49909967524,2099.8688619506,2386.45757527273
"ANP32C",14.598185237011,18.8133453400023,15.6181368478294,11.0948040617392,9.26218149568634,10.7498088976249
"CCDC7",128.807516797156,185.311451599023,131.376092308212,166.422060926089,101.88399645255,103.198165417199
"CEP57L1",513.512633631329,471.274300767058,519.992085639495,526.078625927469,407.535985810199,432.142317684521
"COA3",789.160719577242,630.247068890078,638.506182896554,600.968553344209,668.200236474515,621.33895428272
"DDX60L",2201.74982045272,2709.12172896033,2932.53487166302,3027.03237484452,2556.36209280943,2834.72460630369
"GBP3",346.062861795026,280.318845566035,298.582027973209,241.311988342828,287.127626366277,298.844687353972
"GDPD5",20.609202687545,16.9320108060021,15.6181368478294,25.8878761440582,26.463375701961,23.6495795747748
"HNRNPU",20033.862445851,21212.9875381196,22370.684249685,23006.0007890215,21461.7976942903,22190.8305073671
"RHOF",229.277379898938,246.45482395403,232.43462485299,211.72584417819,284.48128879608,307.444534472072
"RWDD2A",375.259232269048,338.640216120042,348.192580313372,278.294668548626,325.49952113412,353.668712731859
"SGF29",322.01879199289,255.861496624032,259.077328887522,238.538287327394,404.889648240003,314.96940070041
"SNORD19",15.4569020156587,19.7540126070024,24.8052761700819,13.868505077174,7.93901271058829,17.1996942361998
"TBX18",1631.56187943064,2093.92533634226,2054.24435245567,1911.07999963458,1716.14991427217,1753.29383120262
"TOX2",805.476338371549,727.13579739109,724.865292525728,824.713768589283,856.090203958437,755.711565503031
"ARL6IP4",26.6202201380789,34.8046888790043,26.6427040345325,36.0581132006525,44.9877386933336,36.5493502519247
"ATP9B",1201.34477332814,953.836608738118,975.674196023223,1005.92890159769,923.571811998438,968.557781676004
"CYB5A",336.616977229901,290.666185503036,263.670898548649,307.880812713264,391.657960389022,302.06963002326
"LIMD1-AS1",97.0349959871908,59.2620378210073,64.309975255768,44.379216246957,59.5425953294122,72.0237196140869
"DERL3",309.996757091822,257.742831158032,265.508326413099,209.876710167901,273.895938515296,257.995413542998
"HIP1R",31.7725208099651,41.3893597480051,38.5859851534608,44.379216246957,46.3109074784317,53.7490444881245
"MLH3",554.731039006418,675.399097706083,760.695135882513,681.405882791818,543.822370675298,581.564661361507
"MTRNR2L12",95.3175624298954,142.981424584018,204.873206886232,156.251823869494,115.11568430353,92.4483565195742
"DLGAP5",698.995457819233,835.312533096103,938.006924801987,1016.09913865429,795.224439843927,884.70927227453
"AFMID",694.701873925995,711.144453852088,737.727287576881,612.063357405948,657.61488619373,713.787310802294
"ARMH1",37.7835382604991,58.3213705540072,42.2608408823618,69.3425253858702,50.2804138337258,55.8990062676495
"NENF",334.040826893958,285.022181901035,266.427040345325,296.786008651525,322.853183563924,370.868406968059
"TRIM24",1028.74270081995,1216.28277623115,1213.62110446956,1407.19098183059,1040.01066508707,1297.50193394333
"DVL3",3068.19505010826,2866.21316254935,2621.09084863866,2890.19645808307,3182.22092816081,2995.97173976806
"ABCB8",930.848988054114,810.8551841541,774.475844865892,824.713768589283,1034.71798994667,875.034444266667
"SYNJ2",576.198958472611,501.375653311062,508.967518452792,556.589337097252,411.505492165493,469.766648826208
"CHD8",6539.12826940228,6046.60919227675,6135.17163940027,6596.78558170912,6265.20419743926,6787.42933796037
"ZNF382",134.81853424769,155.210099055019,121.270239053734,118.344576658552,97.9144900972556,133.297630330549
"PABIR3",174.319506065484,162.73543719102,209.466776547359,282.917503574351,189.213136269021,162.322114354136
"MFAP3",1464.11210759434,1480.61027825818,1589.37510274969,1601.35005291103,1268.91886490903,1352.32595932121
"IRF3",1717.43355729541,1870.04652679623,1379.90832620234,1287.9218381669,1769.07666567609,1512.49811189582
"NUDT18",498.914448394318,499.494318777062,410.66512770469,392.016410181453,451.200555718435,439.667183912859
"OSTF1",3754.30975624777,3891.54048357948,4114.0009885047,3751.89290687815,3683.70189771297,3749.53334349157
"RAF1",2619.0861748755,2568.02163891032,2694.58796321668,2714.52872710553,2789.23979898669,2793.87533249271
"SIGLEC22P",144.264418812815,171.201442594021,169.962077461673,124.816545694566,157.457085426668,138.672534779361
"ULK2",1328.434856568,1365.84887168417,1370.72118688008,1353.56609553219,1259.65668341334,1201.82863475446
"BEX5",16.3156187943064,9.40667267000116,13.7807089833789,38.8318142160873,7.93901271058829,15.0497324566749
"VKORC1",108.198314109611,103.473399370013,120.351525121509,94.3058345247835,117.762021873726,64.4988533857494
"ZC3H14",1707.12895595164,2015.84995318125,1760.25589414359,1910.15543262944,1448.86981968236,1729.64425162785
"ZDHHC5",6114.06346397167,6131.26924630676,5729.1000813567,6197.37263548651,6405.46008865965,6233.81417973268
"RNF207",145.123135591462,129.812082846016,107.489530070355,86.909298483624,146.871735145883,87.0734520707617
"FRMD4A",3391.07255887979,3139.94733724639,3056.56125251343,3211.94577587351,3216.62331657336,3734.48361103489
"RCCD1",612.265063175815,661.289088701082,596.245342014192,535.324295978918,628.505172921573,560.065043566258
"ZHX3",1459.8185237011,1438.28025124318,1524.1464135617,1521.83729046857,1554.72332249021,1614.62129642326
"ACAP2",5793.76210553608,6529.1715002478,7060.3165691511,6931.47883757159,5469.97975759533,5755.44768378837
"MORF4L2-AS1",21.4679194661927,31.9826870780039,15.6181368478294,12.9439380720291,11.9085190658824,21.4996177952498
"RARS1",2450.77768626055,2703.47772535833,2805.75234901594,2669.22494385343,2293.05150457492,2528.35505272138
"ADGRE5",554.731039006418,586.976374608072,408.827699840239,432.69735840783,538.529695534906,425.692432345946
"C6orf223",30.9138040313174,15.0506762720019,21.1304204411809,14.793072082319,0,24.7245604645373
"CEACAM21",140.829551698224,111.939404773014,97.3836768158772,98.0041025453633,101.88399645255,95.6732991888617
"SMG1P3",156.286453713883,125.108746511015,282.045177193154,177.516864987828,177.304617203138,112.872993425062
"SMG7",3286.30911188477,3170.04868979039,3374.43627306337,3094.5257662201,3163.69656516943,3094.86998162621
"YIPF1",963.480225642727,1125.97871859914,983.94262141325,918.095036108922,903.724280221967,1033.05663506175
"FANCF",256.756316815664,314.182867178039,300.419455837659,333.768688857322,318.88367720863,314.96940070041
"CERT1",3034.705095741,3359.12281045741,3403.83511889458,3539.24249569482,2655.59975169178,2955.12246595709
"DHRS4L2",222.407645669756,240.81082035203,191.092497902853,225.594349255365,292.420301506669,225.745986850123
"FBH1",1580.03887271178,1693.20108060021,1490.15399806937,1415.5120848769,1603.68056753883,1453.37416295889
"FIGNL1",680.962405467631,760.059151736094,830.517394731632,793.278490414355,648.352704698044,640.688610298444
"LINC02324",57.5340241693963,51.7366996850064,35.829843356785,51.7757522881164,63.5121016847063,68.7987769447994
"MYH3",140.829551698224,137.337420982017,155.262654546068,171.044895951813,170.688773277648,155.872229015561
"PTBP3",6124.36806531544,7226.20594509489,7296.42604973299,7333.66548480964,5814.00364172082,6217.68946638625
"RUNDC3A-AS1",13.7394684583633,49.8553651510061,21.1304204411809,21.2650411183335,26.463375701961,8.59984711809992
"BNIPL",29.196370474022,47.0333633500058,20.2117065089557,17.5667730977538,27.786544487059,23.6495795747748
"FAM184A",16.3156187943064,15.0506762720019,37.6672712212355,21.2650411183335,39.6950635529415,37.6243311416872
"KLHL21",1677.93258547762,1523.88097254019,1332.13520172662,1326.75365238298,1455.48566360785,1450.1492202896
"CDV3",10004.0504712458,10924.9096389393,11567.5271206482,12060.0520151106,10684.5879396667,11479.7209217736
"SUGT1",1366.2183948285,1487.19494912718,1586.61896095302,1483.93004325762,1492.5343895906,1779.09337255692
"LZTFL1",297.974722190754,274.674841964034,353.704863906724,359.65656500138,345.347052910591,324.644228708272
"SLC2A11",842.4011598534,894.57457091711,721.190436796827,746.125573151964,735.681844514515,791.185934865193
"ZNF697",216.396628219222,262.446167493032,214.97906014071,162.723792905509,214.353343185884,232.195872188698
"CD300C",1137.79973170821,1229.45211796915,1005.07304185443,1123.3489112511,1348.30899201491,1164.20430361278
"POMGNT2",320.301358435595,372.504237732046,294.907172244308,348.561760939641,336.084871414904,412.792661668796
"ZNF296",461.989626912466,402.60559027605,334.411871329994,357.80743099109,526.621176469023,461.166801708108
"AARSD1",73.8496429637028,73.372046826009,106.57081613813,60.0968553344209,70.1279456101966,77.3986240628993
"ANKRD27",1198.7686229922,1289.65482305716,1198.00296762174,1300.86577623893,1354.9248359404,1268.47744991974
"ARL6",85.8716778647706,106.295401171013,67.0661170524438,98.0041025453633,86.0059710313732,128.997706771499
"CKS2",549.578738334532,475.977637102059,531.016652826199,562.136739128121,586.163771798436,545.015311109583
"CPB2-AS1",22.3266362448404,11.2880072040014,36.7485572890103,28.661577159493,33.0792196274512,37.6243311416872
"FAM186B",62.6863248412826,59.2620378210073,52.3666941368396,38.8318142160873,68.8047768250985,27.9495031338248
"MAPRE1",9221.75948589772,9857.25229089422,9696.10684070536,10167.4633555789,9616.79073009262,10332.7163123971
"PIGX",488.609847050545,522.070333185064,565.009068318533,491.869646737106,486.926112916082,467.616687046683
"PPP1R11",1064.80880552316,1201.23209995915,1243.01995030077,1090.06449906588,1096.90692284628,1094.33054577822
"CD19",26.6202201380789,43.2706942820053,45.9356966112628,53.6248862984063,35.7255571976473,61.273910716462
"OTUD4",3567.96821528122,3852.97312563248,4529.25968587052,4505.41501607128,4036.98796333415,4167.70090960918
"TP53RK",866.445229655536,903.981243587112,938.006924801987,904.226531031748,744.944026010201,861.059692699755
"TRIM25",4291.00774290259,3744.79638992746,4257.32036193184,4433.29878966997,4232.81694352866,4294.54865460115
"TMEM45A",29.196370474022,33.8640216120042,35.829843356785,15.7176390874639,15.8780254211766,38.6993120314497
"ZDBF2",1993.08164324133,2152.24670689627,2407.9492163624,2327.13515194981,1796.86321016315,1974.7398944937
"RESF1",10370.7225357284,12139.3110806365,12104.0560570678,13729.8200264023,10995.5326041648,12022.5862711037
"ANKRD49",693.843157147347,736.542470061091,833.273536528308,865.39471681566,558.377227311376,620.263973392957
"ARHGAP27P1-BPTFP1-KPNA2P3",185.482824187905,194.718124269024,210.385490479584,192.309937070147,174.658279632942,150.497324566749
"FBXL3",1452.94878947192,1680.03173886221,1763.01203594027,1746.50707271879,1341.69314808942,1449.07423939984
"SH3BGRL3",4029.95784219369,3771.13507340346,3039.10568780115,2993.7479626593,3875.56137155218,3205.59301327175
"CCDC91",841.542443074752,951.014606937117,1037.22802948232,1081.74339601958,967.236381906674,995.432303920066
"APRT",2194.02136944489,1821.13182891222,1606.83066746197,1822.32156714067,2228.21623410511,2018.81411097396
"BTN3A2",627.721965191473,604.849052681075,676.173454117789,713.765727971891,723.773325448633,628.863820511057
"RN7SL559P",16.3156187943064,18.8133453400023,13.7807089833789,11.0948040617392,10.5853502807844,9.67482800786242
"ECSIT",1046.77575317155,931.260594330115,813.980543951578,903.301964026603,1075.73622228471,1047.03138662867
"ABHD18",996.11146323134,1248.26546330915,1165.84797999385,1063.25205591668,934.157162279222,1155.60445649468
"COPE",1799.87036804559,1527.64364160819,1376.23347047344,1517.21445544284,1930.50325745805,1637.19589510827
"CAP1P2",92.7414120939523,115.702073841014,93.7088210869762,57.3231543189861,109.823009163138,82.7735285117118
"CYP2R1",755.670765209982,616.137059885076,723.946578593503,825.638335594428,739.651350869809,707.337425463719
"FKBP1B",79.8606604142367,91.2447248990112,76.2532563746963,57.3231543189861,82.036464676079,64.4988533857494
"MRPL47",1461.5359572584,1442.04292031118,1500.25985132384,1566.21650671552,1464.74784510354,1642.57079955709
"SLC46A3",784.008418905356,820.261856824101,894.8273699874,842.280541687037,796.547608629025,667.563132542507
"SS18L1",925.696687382228,1024.38665376313,941.681780530888,861.696448795081,960.620537981183,876.10942515643
"ZNF282",913.67465248116,866.354552907107,675.254740185564,822.864634578993,1024.13263966589,838.485094014743
"CRYZL2P",478.305245706772,622.721730754077,646.774608286581,734.10620208508,529.267514039219,663.263208983457
"UBE2S",753.953331652686,622.721730754077,541.122506080676,601.893120349354,838.889009752163,680.462903219657
"LINC01909",82.4368107501798,79.0160504280097,113.001813663707,101.702370565943,99.2376588823536,126.847744991974
"MPV17",2018.84314660076,1636.7610445802,1665.62835912439,1707.6752585027,1522.96727164785,1736.09413696642
"SCD",40758.9918985134,40319.821065426,42366.4929845677,44058.3914961717,41085.7139460795,43678.6235128295
"TMEM208",668.940370566563,604.849052681075,602.676339539769,614.837058421383,734.358675729417,687.987769447994
"FBXW11",3763.7556408129,4209.48601982552,4414.42044434236,4067.17025563258,3858.36017734591,3804.35736886945
"MSH5",148.558002706053,141.100090050017,120.351525121509,146.0815868129,91.2986461717653,108.573069866012
"WASH4P",52.3817234975101,33.8640216120042,18.3742786445051,42.5300822366671,44.9877386933336,52.674063598362
"BZW1P2",49.805573161567,30.1013525440037,60.635119526867,34.2089791903626,30.4328820572551,41.9242547007371
"THTPA",316.866491321004,299.132190906037,266.427040345325,310.654513728699,235.524043747453,237.57077663751
"ZNF555",188.058974523848,258.683498425032,214.97906014071,167.346627931234,193.182642624315,219.296101511548
"GIT2",2997.78027425914,2864.33182801535,3021.65012308887,2931.80197331459,2709.8496718808,2792.80035160295
"TNRC6B",3875.3888220371,4432.42416210455,4318.87419539093,4033.88584344736,3478.61073602277,4357.97252709714
"AEBP2",1477.8515760527,1636.7610445802,1721.66990899013,1792.73542297603,1605.00373632393,1747.91892675381
"ATP5IF1",1956.15682175948,1725.18376767821,1717.99505326123,1482.08090924733,1732.02793969335,1836.06735971433
"COPS4",1608.37652640715,1533.28764521019,1536.08969468063,1704.90155748726,1710.85723913178,1547.97248125799
"DISC1",1591.2021908342,1855.93651779123,1781.38631458477,2095.06883365843,1640.72929352158,1860.79192017887
"NLN",2332.27477080717,2622.58034039632,2882.00560539063,2882.79992204191,2610.61201299845,2835.79958719345
"PLD2",1592.06090761285,1494.72028726318,1197.08425368951,1459.89130112385,1784.95469109727,1399.62511847076
"PSMA5",2997.78027425914,2738.28241423734,2808.50849081261,2963.23725148952,3023.44067394904,3009.94649133497
"TRAPPC12-AS1",23.1853530234881,30.1013525440037,20.2117065089557,22.1896081234785,7.93901271058829,19.3496560157248
"PPP1R37",633.732982642007,514.544995049063,431.795548145871,402.186647238047,538.529695534906,483.741400393121
"BOK",36.0661047032037,27.2793507430034,56.9602637979659,24.0387421337683,39.6950635529415,25.7995413542998
"NR2C1",1004.69863101782,1139.14806033714,1239.34509457187,1313.80971431095,1128.66297368864,1190.00384496708
"STRN3",769.410233668345,755.355815401093,885.640230665148,974.493623422763,740.974519654907,897.60904295168
"TMEM70",856.140628311763,730.89846645909,781.825556323694,875.564953872255,874.61456694981,800.860762873056
"ZBTB22",943.729739733829,959.480612340118,815.817971816028,852.450778743631,1087.6447413506,1005.10713192793
"B3GALNT2",963.480225642727,1082.70802431713,1066.62687531352,1032.74134474689,784.639089563143,1050.25632929795
"CD2BP2-DT",135.677251026338,92.1853921660114,89.1152514258499,105.400638586523,103.207165237648,48.3741400393121
"CSAD",626.004531634178,524.892334986065,474.975102960458,526.078625927469,467.078581139611,489.116304841933
"GRIN3B",6.01101745053395,15.0506762720019,11.9432811189283,11.0948040617392,17.2011942062746,23.6495795747748
"ANKRD13C",1002.12248068187,1080.82668978313,1311.92349521767,1322.13081735726,1171.00437481177,1167.42924628206
"TG",99.611146323134,79.0160504280097,35.829843356785,46.2283502572468,67.4816080400005,53.7490444881245
"EDA",103.904730216372,105.354733904013,78.0906842391469,69.3425253858702,88.6523086015692,81.6985476219493
"ATPAF1",1298.37976931533,1464.61893471918,1406.55103023687,1424.75775492835,1481.94903930981,1526.47286346274
"IFNAR2",102.187296659077,104.414066637013,87.2778235613994,103.551504576233,111.146177948236,132.222649440786
"NUP107",1740.6189103189,1738.35310941621,2028.52036235337,2179.20443112662,1681.74752585962,2044.61365232826
"XRCC3",534.121836318873,510.782325981063,368.404286822328,565.835007148701,500.157800767062,496.641171070271
"KRT8P33",26.6202201380789,50.7960324180063,26.6427040345325,24.0387421337683,23.8170381317649,27.9495031338248
"MIR762HG",26.6202201380789,24.457348942003,29.3988458312082,37.9072472109424,46.3109074784317,24.7245604645373
"TMSB4XP8",1960.45040565271,1687.55707699821,1879.68870533288,1781.64061891429,2072.08231746354,2039.23874787944
"ACBD3",1785.27218280858,1827.71649978123,1834.67172265384,1836.19007221784,1557.3696600604,1731.79421340737
"PRSS16",42.0771221537376,39.5080252140049,44.0982687468123,25.8878761440582,42.3414011231376,27.9495031338248
"WDR1",20440.89419893,19558.3538154664,18753.7074985142,19361.3576547401,22336.4122612402,20008.6193011492
"PDC-AS1",98.7524295444862,45.1520288160056,100.139818612553,101.702370565943,123.054697014119,78.4736049526618
"B9D2",115.068048338793,125.108746511015,99.2211046803278,121.118277673987,148.194903930981,127.922725881736
"GALNT2",4646.51648926274,3945.15851779849,3776.83297537803,4250.23452265127,4419.38374222748,4431.07122760099
"IL1B",7712.9941058137,7437.85608016992,7934.93223262955,8097.35783105935,8718.35912501104,7464.66729851074
"TAGLN",58.392740948044,85.6007212970106,45.9356966112628,52.7003192932614,29.1097132721571,64.4988533857494
"CDO1",49.805573161567,61.1433723550075,56.9602637979659,40.6809482263772,47.6340762635297,45.1491973700246
"BIN3",1431.48087000573,1281.18881765416,1166.76669392608,1320.28168334697,1325.81512266824,1513.57309278559
"RPL13P12",270.495785274028,256.802163891032,237.946908446342,244.085689358263,358.578740761571,263.37031799181
"CUL9",2242.10950904916,1953.76591355924,1913.68112082521,1658.67320723002,1979.46050250668,2074.71311724161
"LINC02878",15.4569020156587,29.1606852770036,16.5368507800546,23.1141751286234,31.7560508423532,31.1744458031122
"NFKBIB",748.8010309808,709.263119318087,691.791590965619,668.461944719789,987.083913683144,707.337425463719
"BBS12",200.939726203563,193.777457002024,173.636933190574,174.743163972393,145.548566360785,177.371846810811
"RN7SL535P",28.3376536953743,15.0506762720019,5.51228359335154,3.69826802057975,10.5853502807844,15.0497324566749
"RAPGEFL1",138.253401362281,131.693417380016,44.0982687468123,131.288514730581,121.73152822902,136.522572999836
"CCDC30",59.2514577266917,78.0753831610096,44.0982687468123,70.2670923910152,30.4328820572551,37.6243311416872
"UBE2V1",128.807516797156,188.133453400023,204.873206886232,146.0815868129,144.225397575687,159.097171684849
"ZNF771",113.350614781497,79.9567176950099,58.7976916624164,110.948040617392,92.6218149568634,102.123184527437
"MORF4L2",3721.67851865916,4073.0892661105,4104.81384918245,3922.01323582482,3699.57992313414,3687.18445188534
"SLAMF8",806.335055150196,688.568439444085,666.986314795537,616.686192431673,676.139249185103,704.112482794431
"TDRD15",210.385610768688,233.285482216029,272.858037870901,186.762535039277,140.255891220393,287.019897566585
"CHD1L",75.5670765209982,79.0160504280097,115.757955460382,112.797174627682,44.9877386933336,54.824025377887
"GLYCTK-AS1",25.7615033594312,21.6353471410027,30.3175597634335,21.2650411183335,56.8962577592161,30.0994649133497
"UBQLN1",3870.23652136521,4343.06077173954,4403.39587715566,4783.7096846199,4115.05492165493,4431.07122760099
"EFCAB13",43.794555711033,40.448692481005,51.4479802046144,68.4179583807253,37.0487259827454,66.6488151652744
"PSIP1",2078.09460432745,2382.71018731129,2469.50304982149,3039.97631291655,2072.08231746354,2372.48282370582
"RHEBL1",27.4789369167266,31.0420198110038,18.3742786445051,30.5107111697829,27.786544487059,46.2241782597871
"TRAPPC12",2395.8198124271,2399.6421981173,1960.5355313687,1961.93118491756,2263.94179130276,2108.03752482424
"DIABLO",77.2845100782936,87.4820558310108,74.4158285102458,66.5688243704354,67.4816080400005,63.423872495987
"EEF1A1P6",1258.87879749754,950.073939670117,1217.29596019847,1262.95852902798,1217.3152822902,1211.50346276233
"OSGIN2",1318.98897200288,1938.71523728724,1870.50156601062,1750.20534073936,1344.33948565962,1603.87148752564
"OXLD1",887.913149121729,750.652479066093,566.846496182984,698.048088884427,985.760744898046,765.386393510893
"PCMTD1-DT",191.493841638439,181.548782531022,158.937510274969,245.934823368553,210.38383683059,154.797248125799
"PSPC1-AS2",14.598185237011,6.58467086900081,25.7239901023072,6.47196903601456,15.8780254211766,6.44988533857494
"RP9",182.047957073314,217.294138677027,237.946908446342,238.538287327394,243.463056458041,235.420814857985
"RTKN",227.559946341642,207.887466007026,221.410057666287,211.72584417819,260.664250664316,267.67024155086
"WDR73",230.994813456233,254.920829357031,215.897774072935,212.650411183335,224.938693466668,185.971693928911
"SRSF6",6631.01096471759,7197.98592708489,7397.48458227777,7352.15682491253,6306.2224297773,6466.01005192138
"ZNF215",24.9027865807835,20.6946798740026,17.4555647122799,7.39653604115949,9.26218149568634,24.7245604645373
"SIAH1",235.288397349472,258.683498425032,318.793734482164,230.217184281089,240.816718887845,252.620509094185
"HIC2",606.254045725281,751.593146333093,592.570486285291,673.084779745514,702.602624887064,742.811794825881
"SLC12A5-AS1",49.805573161567,35.7453561460044,29.3988458312082,30.5107111697829,33.0792196274512,22.5745986850123
"METTL15P1",30.0550872526697,52.6773669520065,29.3988458312082,15.7176390874639,34.4023884125493,32.2494266928747
"UBQLN4P1",18.8917691302495,24.457348942003,19.2929925767304,26.8124431492032,31.7560508423532,27.9495031338248
"GTF2A1",1803.30523516018,2149.42470509526,2433.67320646471,2208.79057529125,1712.18040791687,1995.16453139918
"OSBPL10",12.0220349010679,13.1693417380016,5.51228359335154,22.1896081234785,13.2316878509805,12.8997706771499
"WDR33",3084.51066890256,3332.78412698141,3082.28524261574,3521.67572259706,3179.57459059061,3301.26631246061
"C8orf58",137.394684583633,131.693417380016,183.742786445051,138.68505077174,228.908199821962,163.397095243899
"CCDC43",522.958518196453,673.517763172083,750.589282628035,776.636284321747,665.553898904318,687.987769447994
"GGACT",167.449771836303,131.693417380016,73.4971145780206,124.816545694566,186.566798698825,138.672534779361
"GPR39",80.7193771928844,95.0073939670117,94.6275350192015,52.7003192932614,86.0059710313732,84.9234902912368
"GTF2F2",692.984440368699,798.626509683098,823.16768327383,951.37944829414,795.224439843927,758.936508172318
"LYRM1",156.286453713883,196.599458803024,183.742786445051,185.837968034132,140.255891220393,138.672534779361
"MTDH",8903.17556101942,10331.3485934623,11205.5538313515,11961.12334556,9747.78443981732,10641.2358277589
"PATL2",177.754373180075,172.142109861021,180.986644648376,195.083638085582,203.767992905099,201.021426385586
"QPRT",15444.021263979,14391.2685178348,13793.57097843,12402.1418070142,15065.5997871264,13904.8778090778
"SEC23B",3461.4873347289,3495.51956417243,3277.97131017972,3419.04878502598,3113.41615133571,3192.6932425946
"NIPSNAP1",1962.16783921001,1785.38647276622,1676.65292631109,1750.20534073936,2068.11281110825,1965.06506648583
"ATP11B",2463.65843794027,2826.70513733535,3155.78235719376,2896.66842711909,2342.00874962355,2649.82789326454
"E2F5",158.003887271178,167.438773526021,111.164385799256,183.988834023842,177.304617203138,145.122420117936
"HEIH",86.7303946434184,117.583408375014,138.725803766014,106.325205591668,140.255891220393,160.172152574611
"LCMT1-AS2",29.196370474022,41.3893597480051,26.6427040345325,33.2844121852177,15.8780254211766,20.4246369054873
"NDUFS3",1359.34866059932,1237.91812337215,1249.45094782635,1335.07475542929,1418.43693762511,1337.27622686454
"POU5F1P3",83.2955275288275,89.363390365011,55.1228359335154,61.9459893447107,74.0974519654907,48.3741400393121
"TMEM134",546.143871219941,538.061676724066,357.379719635625,501.115316788556,598.072290864318,505.241018188371
"NFE2L1",5862.45944782789,5647.7662710687,5554.5444342339,6011.53466745238,6027.03381612161,5810.27170916626
"APTX",844.977310189343,808.9738496201,873.69694954622,732.25706807479,846.828022462751,777.211183298281
"GNRHR2",20.609202687545,31.0420198110038,20.2117065089557,15.7176390874639,22.4938693466668,11.8247897873874
"PON2",1326.71742301071,1612.3036956382,1609.58680925865,1542.17776458175,1332.43096659373,1367.37569177789
"TMEM231",114.209331560145,73.372046826009,94.6275350192015,85.9847314784791,124.377865799217,128.997706771499
"EMC7",1207.35579077868,1451.44959298118,1402.87617450797,1376.68027066081,1425.0527815506,1536.1476914706
"BCLAF1P2",38.6422550391468,32.9233543450041,78.0906842391469,44.379216246957,66.1584392549024,83.8485094014743
