"","WT_10_1","WT_10_2","WT_10_3","C08_10_1","C08_10_2","C08_10_3"
"CEP85",1379.80325234105,1501.88927051725,1209.66936309839,1231.93054650706,1287.81717136166,1221.37582259442
"BOP1",1706.0448687844,1777.86284945816,1700.02274424062,1729.83580905367,1626.4202295274,1414.07974651991
"GBA3",73.6674617775306,92.3713218769151,123.816685418681,68.440585917059,60.0293510321533,90.846135564874
"LINC01560",47.9423163949009,42.194307524023,41.2722284728937,55.6079760576104,54.4015993728889,71.5757431723249
"WDFY1",1631.20808221675,1698.03578116946,1943.725426652,1607.49826172692,2100.08932751549,2112.40206131656
"MAD1L1",18.7091966419125,9.12309351870767,4.91336053248735,11.1215952115221,29.0767169061992,22.0233055914846
"PREB",1917.69265579603,1877.0764914741,1627.30500835981,2148.17889047169,1986.59633572032,1771.95846238153
"PRKCSH",5720.33687326476,5741.84698333664,5287.75860506289,5615.55007449469,5113.75034105156,4996.53745606807
"PPA2",2138.69504112863,1960.32471983231,1836.61416704377,1752.07899947671,1894.67639195234,1849.95766968471
"AGO4",3322.05172872959,3209.04814520542,3311.60499889647,2926.69055527824,3040.86181322251,3264.03741620461
"SNU13",2779.48502611413,3147.46726395414,2755.41258661891,2858.24996936118,2676.93387259009,2533.59778075371
"METAP1",2366.71337520193,2642.27596035571,2397.71993985383,2237.15165216387,2339.26877303422,2335.38803043035
"ATP5F1C",4913.50276808228,4834.09917822522,4989.02628468765,4566.69809531576,4543.4715062461,4819.43337360321
"CDC123",3773.41109771573,3970.82645401751,3823.57716638166,3475.07074993867,3748.08260507007,3667.79801871516
"FCER1G",6939.94262935943,7705.59286323846,7025.12288935041,8487.48816103928,7298.25594345601,7375.0544599484
"MIS18A",467.729916047813,492.647050010214,474.630627438278,430.320183953508,440.840546642376,406.513515709487
"MIR22HG",629.096737084309,746.95328184419,723.246670382138,627.942375789016,604.045344761042,657.946254545602
"PDXDC1",3879.81965361661,4093.98821652007,4029.93830874612,4172.30921896871,4226.44149610754,4313.81498273205
"BTN2A1",1528.30750068623,1683.21075420156,1686.26533474966,1473.18361186469,1504.48561024334,1562.73705926243
"YWHAB",13520.9025481522,14156.7603676546,14165.218415161,12949.8143628315,13200.8294754145,13647.1083648566
"EID1",6716.6015944466,7008.81659574716,7503.68420521468,6162.2192545072,6755.177908337,7014.42283088784
"PPAT",1189.20331155157,938.538245737051,1194.92928150092,891.438631569693,997.987960909548,1100.24764184125
"ZNF775",235.034282814026,214.39269768963,142.487455442133,169.390450144721,168.832549777931,143.15148634465
"SULT4A1",59.6355642960962,65.0020413207921,43.2375726858887,47.9084101419413,43.1460960543602,25.6938565233987
"RBM7",785.786258960326,713.882067838875,727.177358808128,754.557459735575,830.093369741495,872.673484062577
"ARHGEF26",15.2012222715539,19.3865737272538,7.86137685197976,15.3991318313383,30.952634125954,27.5291319893557
"D2HGDH",682.885677429807,786.866815988536,637.754197116858,811.876450441112,798.202777005663,729.521997717927
"DUSP28",301.68579585084,396.854568063784,350.813942019597,327.65930507792,332.975306506475,232.162346443567
"EIF4E",3041.4137791009,3088.16715608255,3230.04321405718,2664.04980682152,2930.18269725698,3134.65049585464
"FN3KRP",997.434045971962,927.134378838667,882.439551634728,907.693270724995,831.031328351372,816.697582350887
"NEK4",741.351916935784,728.707094806775,707.523916678178,735.736298608384,769.126060099464,910.296631114697
"ST6GALNAC6",15.2012222715539,4.56154675935383,13.7574094909646,19.6766684511545,15.0073377580383,27.5291319893557
"TMEM209",423.295574023271,512.033623737468,581.741887046502,400.377427614795,425.833208884337,500.112564473296
"ZNF542P",367.167984097533,434.487328828453,307.576369333708,384.122788459494,444.592381081885,448.724851426499
"PTRHD1",300.51647106072,353.519873849922,323.299123037668,281.461909583905,295.456962111379,272.538406694622
"DOHH",467.729916047813,550.806771191975,493.30139746173,482.506130715266,477.420932427594,365.219817725453
"PCYT2",1068.76285816925,1118.71934273153,1057.35518659128,1280.69446397297,1270.93391638387,1018.57788360616
"SNIP1",796.310182071402,720.724387977906,695.731851400209,598.855126774266,684.709785210498,707.498692126443
"TRAF2",556.598600096898,550.806771191975,537.521642254116,550.946716632325,465.227470499188,445.971938227563
"TLN1",35819.9262957317,35430.6740665911,33006.9733851435,40336.3148175427,36209.8921343168,34206.7817722405
"ARHGAP30",12580.7654168961,12966.1966634633,12627.3365684925,13926.8037267975,13374.3518182418,12870.7868427568
"ZBED8",30.4024445431079,45.6154675935383,72.7177358808128,82.984210424434,54.4015993728889,73.411018638282
"MTCL1",194.107915159842,208.690764240438,122.834013312184,126.615083946559,137.879915651977,157.833690072306
"POLR3GL",536.720078664866,466.41815614393,467.751922692796,445.719315784847,465.227470499188,389.078398782895
"VRK2",583.493070269647,616.949199202606,647.580918181833,548.380194660435,567.464958975824,549.665002054136
"ASB7",1144.76896952702,1025.20763416477,1204.7560025659,1004.36559833284,1043.94793279354,1044.27174012956
"NDUFS6",900.38008839204,1077.66542189734,881.45687952823,939.347041711635,901.378224092177,714.839793990271
"TRAM1",5162.56894837774,4772.51829697395,5439.0901094635,4739.51057475633,5753.43811298794,6158.26682601888
"EMD",799.818156441761,880.37852455529,955.157287515541,891.438631569693,764.436267050077,715.757431723249
"KRBOX4",346.120137875382,378.608381026368,400.930219450968,390.111339727236,454.909925790537,434.960285431821
"SHOC2",2431.02623865851,2175.85780421178,2599.16772168581,1947.99017666429,2205.14069182176,2459.26912438245
"ZNF517",231.526308443668,257.727391903492,297.749648268733,289.161475499574,196.033349464376,162.421878737199
"SLC35G6",10.5239231110758,6.84232013903075,22.6014584494418,23.9542050709706,21.5730480271801,25.6938565233987
"STOML2",2166.75883609149,1955.76317307296,1939.79473822601,2001.03163075001,1892.80047473258,1708.64145880601
"TATDN3",1134.24504641595,1042.31343451235,1114.35016876813,971.000812698274,1081.46627718864,963.519619627451
"TOR1AIP2",2749.08258157102,2533.93922482105,2864.48919044012,2681.15995330079,2993.02592411877,3088.76860920571
"ZNF654",1080.45610607045,1071.96348844815,1272.56037791422,867.484426498723,1142.43358683067,1075.47142305083
"RNF167",2115.30854532624,2570.43159889589,2020.3738509588,2668.32734344134,2311.1300147379,2335.38803043035
"AMBRA1",1715.39946710535,1667.24534054383,1405.22111229138,1851.31784905645,1788.68706903619,1584.76036485391
"SLC9A3R1",1985.51349362297,2140.50581682679,1823.8394296593,2251.69527667124,2139.48358913034,2027.97938988254
"EIF2B1",1896.64480957388,2194.10399124919,2059.6807352187,1863.29495159193,1941.57432244621,1912.35703552725
"ARPC5",12988.8597686478,13202.2567082598,13905.7929790457,13065.3078515666,14279.4818767735,15208.9277863861
"ZNF330",1722.41541584607,1759.61666242074,1928.98534505453,1730.69131637763,1714.58833885588,1569.16052339328
"ZNF594-DT",51.4502907652595,59.3001078715998,43.2375726858887,61.5965273253531,66.595061301295,79.8344827691317
"SDF2",876.99359258965,928.274765528505,1034.75372814184,1160.06793129415,951.090030415678,1023.16607227106
"SPATA33",148.504248345181,88.9501618073998,100.232554862742,171.956972116611,128.500329553203,126.634007151036
"HTT",6465.1967645709,6801.26621819657,6450.25970704939,7252.13558523636,7017.80631910267,6592.30947371772
"FAF2",2446.22746093006,2551.04502516863,2534.31136265697,2274.79397441825,2443.38217873061,2341.8114945612
"MMP11",50.2809659751399,13.6846402780615,22.6014584494418,22.2431904230442,13.1314205382835,14.6822037276564
"GET3",1993.6987671538,2196.38476462887,2022.33919517179,2221.75252033253,2206.07865043163,2221.60095154101
"MAP1LC3B",2363.20540083158,2210.06940490693,2229.68300964276,2280.78252568599,2537.17803971835,2470.28077717819
"PREX2",7909.31288036852,7677.0831959925,8630.80911136728,6668.67959029343,7762.54545534532,8150.45834431526
"SLC12A2",1145.93829431714,1043.45382120219,1142.84765985656,1103.60444791258,1298.13471607031,1238.81093952101
"ZNF268",813.850053923195,886.080458004482,924.694452214119,710.92658621345,740.987301803142,909.378993381718
"COA7",1518.95290236527,1501.88927051725,1597.82484516489,1755.50102877256,1617.97860203851,1604.03075724646
"AFF3",47.9423163949009,25.0885071764461,44.2202447923861,35.931307606456,8.44162748889656,27.5291319893557
"TFCP2",2702.30958996624,2349.19658106722,2510.72723210104,2292.75962822148,2386.16670352809,2376.68172841438
"YY1",5380.06335933997,5459.0310842567,5741.75311826472,5034.66060152365,5415.77301343208,5217.68814971589
"PILRB",206.970487851157,184.74264375383,141.504783335636,198.477699159471,211.978645832291,228.491795511653
"FHL2",39.7570428640641,50.1770143528922,52.0816216443659,79.5621811285811,50.6497649333793,65.1522790414753
"KRT18",195.277239949962,141.407949539969,166.071585998072,206.17726507514,191.343556414989,204.633214454211
"ZNF600",228.018334073309,280.535125700261,284.974910884266,285.739446203721,344.230809825004,294.561712286106
"BACE1-AS",46.7729916047813,60.4404945614383,60.9256706028431,59.8855126774266,85.354233498843,80.7521205021102
"NEK11",49.1116411850204,57.0193344919229,28.4974910884266,100.094356903699,33.7665099555862,63.3170035755182
"RNLS",226.849009283189,315.887113085253,209.309158683961,262.640748456714,313.27817569905,313.832104678656
"SAMD1",532.042779504388,488.08550325086,521.798888550157,608.265707337862,589.038007003004,524.888783263716
"TBCCD1",485.269787899606,482.383569801668,490.353381142237,467.106998883928,619.052682519081,560.676654849879
"TPM2",148.504248345181,173.338776855446,171.967618637057,203.61074310325,235.427611079226,158.751327805285
"MPP3",159.028171456257,140.26756285013,132.660734377158,170.245957468684,167.894591168054,181.692271129748
"MADD",3847.07855949326,3753.01259625837,3423.62961903719,4083.33645727653,3943.17799592457,3729.27974682472
"LETMD1",1935.23252764783,1833.74179726024,1798.28995489037,2054.07308483573,2036.30814204382,1884.82790353789
"SACM1L",4859.71382773678,4837.52033829474,5402.73124152309,4817.36174123699,5665.27000365947,5727.89472925195
"DDX59",708.610822812437,670.547373625014,676.078409270259,583.455994942928,676.268157721602,594.629250970084
"TSNARE1",562.445224047495,500.629756839083,534.573625934624,673.284263959068,657.508985524054,482.677447546704
"NOC2LP1",39.7570428640641,20.5269604170923,15.7227537039595,5.13304394377942,19.6971308074253,17.435116926592
"NFU1",749.537190466621,841.605377100782,754.692177790057,658.740639451693,634.060020277119,810.274118220038
"SMG7",3152.49963416226,3026.58627483127,3053.16223488764,3274.02652880731,3160.92051528682,3370.48339323012
"PDZD11",491.116411850204,523.437490635852,555.20974017107,604.843678042009,600.293510321533,545.994451122222
"CTNNAL1",395.231779060402,504.050916908599,428.445038432897,337.069885641515,311.402258479295,487.265636211597
"POLA2",184.753316838886,212.111924309953,177.863651276042,196.766684511545,146.321543140874,128.469282616993
"TAF12",1002.11134513244,919.151672009797,890.300928486708,1036.01936931948,1088.03198745778,952.507966831709
"TSG101",1667.45715071045,1589.69904563481,1585.05010778042,1390.19940144026,1500.73377580383,1593.01910445072
"YLPM1",3396.88851529724,3577.39304602324,3721.37926730592,3621.36250233638,3903.78373430972,3855.91375397576
"COPS6",2445.05813613994,2304.72150016352,2499.91783892956,2329.5464431519,2316.75776639717,2124.33135184529
"FKBP7",109.916530271236,123.161762502554,148.383488081118,127.470591270522,90.0440265482299,83.5050337010458
"MAPK3",1586.77374019221,1511.01236403596,1472.04281553321,1515.95897806286,1456.64972113959,1213.11708299761
"TIMM21",626.75808750407,614.668425822929,546.365691212593,634.786434380722,650.943275254912,697.404677063679
"FZR1",1358.7554061189,1469.95844320177,1113.36749666163,1341.43548397436,1231.53965476902,936.908125371074
"ADAMTS10",2702.30958996624,2768.85888292778,2586.39298430134,2768.42170034504,2573.75842550357,2036.23812947935
"LAT2",14672.6874664199,14330.0991445101,13794.7510310115,15653.2175065554,15057.0495643618,14364.7010720458
"TMPPE",123.94842775267,167.636843406253,161.158225465585,184.789581976059,165.080715338422,198.209750323361
"CYLD-AS1",141.488299604463,201.848444101407,221.101223961931,141.158708453934,177.274177266828,144.069124077628
"LYRM2",1729.43136458679,1670.66650061334,1766.84444748245,1725.55827243385,1812.13603428313,2048.16742000807
"CENPA",279.468624838568,328.431366673476,303.645680907718,285.739446203721,238.241486908858,263.362029364837
"MPHOSPH10",1363.43270527938,1474.51998996113,1545.74322352052,1201.13228284439,1219.34619284061,1560.90178379647
"PPP1R1A",15.2012222715539,33.0712140053153,25.5494747689342,37.6423222543824,37.5183443950958,37.6231470521195
"SLAMF7",9009.647507871,9481.17493931694,9305.90484853104,9301.93113345228,9965.81022994732,10038.0391610521
"ATP5MGP1",22.2171710122711,27.369280556123,11.7920652779696,13.6881171834118,9.37958609877395,11.0116527957423
"LZIC",1552.86332127874,1396.97369505211,1361.98353960549,1399.60998200386,1569.20475432488,1738.9235039943
"USP8",2445.05813613994,2458.67370329172,2611.94245907028,2274.79397441825,2237.03128455759,2506.06864876435
"AGPAT3",3125.60516398951,2849.82633790631,2725.93242342398,2882.20417443215,2656.29878317278,2565.71510140796
"HLA-L",18.7091966419125,7.98270682886921,10.8093931714722,21.3876830990809,14.0693791481609,31.1996829212698
"KPNA2",7024.13401424803,7810.5084387036,7064.42977361031,7135.78658917736,6432.52014653917,7035.52849874635
"MED4",1088.64137960129,1133.54436969943,1207.70401888539,991.532988473392,1133.05400073189,1022.24843453808
"PAK1IP1",782.278284589968,764.059082191767,869.664814250261,682.694844522663,774.753811758728,735.027824115798
"SNORD59A",35.079743703586,15.9654136577384,23.5841305559393,13.6881171834118,14.0693791481609,16.5174791936134
"ZNRD2-DT",35.079743703586,39.913534144346,19.6534421299494,44.4863808460883,44.0840546642376,49.5524375808403
"ICAM1",2502.3550508558,2725.52418871392,2455.69759413718,3044.75056598516,2738.83914084199,2503.31573556542
"LGALSL",100.56193195028,118.6002157432,69.7697195613204,71.8626152129119,77.8505646198238,71.5757431723249
"TAPBPL",1989.02146799333,1918.13041230829,1964.36154088844,2207.20889582515,2158.24276132789,1939.8861675166
"CYP2R1",851.26844720702,729.847481496613,744.865456725082,752.846445087649,614.362889469694,723.098533587078
"TBC1D16",1543.50872295778,1534.96048452256,1399.3250796524,1709.30363327855,1641.42756728544,1492.99659155606
"NPM1",27302.564524501,27432.0018240641,28562.3474474555,24266.4652442172,25997.3987899718,28420.1582280779
"STAG3L4",693.409600540883,612.387652443252,651.511606607823,603.988170718046,544.953952338766,613.899643362633
"ZNF160",891.025490071084,801.691842956436,852.959388439804,882.883558330061,957.65574068482,944.249227234902
"GNPTG",1827.65464695683,1797.24942318541,1736.38161218103,1925.74698624125,1783.05931737693,2061.93198600275
"ZRANB2-DT",5.84662395059766,9.12309351870767,31.445507407919,27.3762343668236,30.0146755160766,25.6938565233987
"CPSF1",3828.36936285135,3948.01872022074,3301.7782778315,3969.55398318942,3245.33679017579,2906.15870034299
"BOLA3",77.1754361478892,95.7924819464305,110.059275927717,65.018556621206,90.0440265482299,62.3993658425397
"CCDC39",26.8944701727493,23.9481204866076,34.3935237274114,20.5321757751177,49.7118063235019,61.4817281095612
"FAM222A",137.980325234105,92.3713218769151,99.2498827562445,102.660878875588,92.8579023778621,55.97590171169
"LINC01882",14.0318974814344,28.5096672459615,18.6707700234519,43.6308735221251,30.0146755160766,23.8585810574416
"ITPKB",1159.97019179858,1150.650170047,1048.5111376328,1134.40271157525,1039.25813974415,869.920570863642
"PSMG2",1403.18974814344,1446.01032271517,1447.47601287077,1295.23808848034,1303.76246772958,1388.38588999651
"PTGES3",8023.90670980024,7339.52873580032,8234.7922524488,7483.12256270644,8495.09112965957,9346.14031038628
"RNF166",4286.74468057821,4332.3290346963,3800.97570793221,4328.86705925398,3851.25805215658,3247.519937011
"NPHP3",129.795051703268,148.250269679,229.945272920408,197.622191835508,166.956632558176,269.785493495686
"TMOD4",83.0220600984868,77.5462949090152,46.1855890053811,36.7868149304192,50.6497649333793,61.4817281095612
"TTC3P1",114.593829431714,43.3346942138614,79.5964406262951,41.9198588741986,45.9599718839924,79.8344827691317
"ASF1A",1136.58369599619,918.011285319959,1070.12992397574,985.544437205649,1118.04666297385,1388.38588999651
"ITGA9",15.2012222715539,11.4038668983846,22.6014584494418,18.8211611271912,32.8285513457088,30.2820451882913
"CEP295NL",38.5877180739446,38.7731474545076,35.3761958339089,62.4520346493163,32.8285513457088,66.0699167744538
"ZC3HAV1",4812.940836132,4499.96587810256,4675.55388271496,4197.97443868761,4357.75570149038,4629.48236287666
"ADAT2",1108.51990103332,1152.93094342668,1222.44410048285,978.700378613943,1049.5756844528,1163.56464541677
"COA5",886.348190910606,918.011285319959,1118.28085719412,1104.45995523654,1008.3055056182,1110.34165690402
"FAM133B",800.98748123188,615.808812512768,966.94935279351,636.497449028649,702.530998798169,760.721680639197
"MYPOP",415.110300492434,468.698929523606,368.502039936551,378.989744515714,389.252823099119,327.596670673333
"SIGLEC11",449.020719405901,476.681636352476,502.145446420207,498.760769870567,396.756491978138,354.208164929711
"HROB",230.356983653548,231.498498037207,158.210209146093,166.823928172831,154.76317062977,190.868648459533
"ZNF436",387.046505529565,404.837274892653,399.94754734447,298.57205606317,379.873237000345,367.05509319141
"MXD3",382.369206369087,307.904406256384,311.507057759698,337.069885641515,284.201458792851,234.915259642502
"CDCA4P1",2.33864958023907,14.8250269679,17.6880979169545,26.5207270428604,22.5110066370575,16.5174791936134
"ELF3",28.0637949628688,27.369280556123,24.5668026624367,12.8326098594486,22.5110066370575,13.7645659946779
"EME2",1454.6400389087,1346.79668069922,1311.86726217412,1612.6313056707,1451.02196948033,1394.80935412736
"KIF2A",2184.29870794329,2182.70012435081,2368.2397766589,1794.85436567487,2140.42154774022,2272.98866458781
"NME9",84.1913848886064,99.2136420159459,120.868669099189,71.8626152129119,88.1681093284751,77.9992073031746
"RANBP3",2048.65703228942,2281.91376636676,1925.05465662854,2137.05729526017,1929.3808605178,1659.08902122517
"SAMD8",1683.82769777213,1890.76113175216,1992.85903197687,1518.52550003475,1721.15404912502,1872.89861300917
"YIF1B",1262.8707733291,1192.84447757103,1016.08295811838,1530.50260257023,1241.85719947767,1092.90653997742
"CD4",12417.0599462793,12892.0715286238,11834.320178549,12509.2280909905,11158.8935817114,11432.8485151794
"SKP2",1695.52094567332,1521.2758442445,1734.41626796803,1658.82870116472,1768.05197961889,1937.13325431767
"MIR1244-2",325.07229165323,314.746726395414,351.796614126094,266.91828507653,290.767169061992,308.326278280784
"MTF2",3014.51930892816,3173.69615782043,2975.53113847434,2486.95979076113,2796.05461604451,3194.29694849825
"MORN4",7.0159487407172,9.12309351870767,17.6880979169545,44.4863808460883,13.1314205382835,8.25873959680672
"ZXDB",479.423163949009,506.331690288276,468.734594799293,408.076993530464,473.669097988084,412.936979840336
"CLSTN3",2822.75004334855,3130.36146360657,3095.41713546703,3584.57568740596,3353.20203031169,2841.00642130151
"LMF2",2045.14905791906,2077.78454888567,1850.37157653474,2207.20889582515,1678.94591168054,1506.76115755074
"RAB3A",187.091966419125,192.725350582699,155.2621928266,139.447693806008,181.963970316215,115.622354355294
"RTN3P1",35.079743703586,58.1597211817614,53.0642937508634,63.3075419732796,75.974647400069,60.5640903765826
"MTRNR2L12",116.932479011953,80.9674549785305,141.504783335636,94.9613129599193,142.569708701364,204.633214454211
"IFITM10",451.35936898614,452.733515865868,486.422692716248,614.254258605604,510.249483773303,450.560126892456
"POU5F1",29.2331197529883,28.5096672459615,19.6534421299494,17.1101464792647,18.7591721975479,11.0116527957423
"CYSTM1",222.171710122711,208.690764240438,192.603732873504,178.801030708317,188.529680585356,158.751327805285
"FARP1",763.569087948055,875.816977795936,793.016389943458,976.133856642054,843.224790279778,857.073642601942
"RAP2B",1931.72455327747,2009.36134749536,1910.31457503108,2024.13032849702,2092.58565863647,2134.42536690805
"SMPDL3B",406.925026961597,411.679595031683,451.046496882339,339.636407613405,416.453622785563,364.302179992474
"MRPL24",1113.1972001938,1166.61558370474,1086.8353497862,1081.36125748953,930.454940998376,1073.63614758487
"PINX1",155.520197085898,190.444577203023,148.383488081118,165.968420848868,184.777846145847,248.67982563718
"H2BC8",16.3705470616735,9.12309351870767,14.740081597462,25.6652197188971,20.6350894173027,22.0233055914846
"SLC35C2",4804.75556260116,4845.50304512361,4422.02447923861,4672.7810034872,4540.65763041647,3930.24241034702
"AIMP2",578.815771109169,562.21063809036,541.452330680106,587.733531562744,465.227470499188,435.877923164799
"EEF1A1",414016.981813672,431054.764892039,418313.689014908,407035.841117201,392148.30132781,409640.825103477
"TXLNG",692.240275750764,621.51074596196,765.501570961529,660.451654099619,729.731798484613,965.354895093408
"UPF3AP3",28.0637949628688,14.8250269679,32.4281795144165,5.98855126774266,22.5110066370575,14.6822037276564
"ZGLP1",21.0478462221516,17.1058003475769,12.7747373844671,24.8097123949339,35.642427175341,22.0233055914846
"SNORD100",16.3705470616735,36.4923740748307,37.3415400469039,25.6652197188971,14.0693791481609,15.5998414606349
"SUPT20H",922.597259404312,947.661339255759,1141.86498775006,996.666032417171,1137.74379378128,1191.09377740613
"WASH6P",477.08451436877,359.221807299114,412.722284728937,402.943949586685,339.541016775617,348.70233853184
"TAF1C",1331.86093594615,1328.5504936618,1120.24620140712,1422.70867975086,1069.27281526023,837.803250209393
"SERINC3",4998.863477761,5014.2802752197,5095.15487218938,5029.52755757987,5419.52484787159,5531.52025439455
"AMMECR1",569.461172788213,474.400862972799,655.442295033812,508.171350434163,732.545674314246,708.416329859421
"DNM1",123.94842775267,123.161762502554,157.227537039595,189.067118595875,200.723142513763,114.704716622316
"FBRSL1",1518.95290236527,1545.22396473111,1517.24573243209,1617.76434961448,1415.37954230499,1108.50638143806
"CEP83",397.570428640641,604.404945614383,481.50933218376,398.666412966869,483.048684086858,408.348791175444
"LINC02615",43.2650172344227,39.913534144346,21.6187863429443,27.3762343668236,56.2775165926437,72.4933809053035
"PRDM4",1320.16768804495,1435.74684250662,1204.7560025659,1145.52430678677,1303.76246772958,1183.7526755423
"ZNF19",79.5140857281283,78.6866815988536,71.7350637743153,94.1058056359561,100.361571256881,97.2695996957236
"HECW2",39.7570428640641,29.6500539357999,29.4801631949241,33.3647856345663,37.5183443950958,75.246294104239
"RPS28",7250.98302353122,7305.31713510516,6385.40334802056,7510.49879707326,6331.22061667242,5424.15663963606
"GTDC1",907.396037132758,968.188299672851,864.751453717774,762.257025651244,839.472955840268,894.696789654062
"SMG1P5",104.069906320638,124.302149192392,162.140897572083,122.337547326743,185.715804755724,179.856995663791
"BRF2",194.107915159842,237.200431486399,201.447781831981,164.257406200942,224.172107760697,133.057471281886
"NDUFV2-AS1",42.0956924443032,46.7558542833768,47.1682611118786,45.3418881700516,92.8579023778621,52.3053507797759
"SMYD2",788.124908540565,854.149630689005,775.328292026504,694.671947058149,734.421591534,772.650971167918
"SRP72",6293.30602042333,6261.86331390298,6271.41338366685,5162.13119279417,6322.77898918352,6130.73769402952
"ARL5B",1280.41064518089,1317.14662676342,1455.33738972275,1006.07661298077,1401.31016315683,1260.83424511249
"MAMSTR",9.35459832095626,20.5269604170923,10.8093931714722,22.2431904230442,33.7665099555862,14.6822037276564
"PDE6B",104.069906320638,143.688722919646,101.215226969239,166.823928172831,156.639087849525,111.95180342338
"SRSF4",4870.23775084785,4983.48983459406,4918.27389301984,4575.25316855539,4793.90645508337,4638.65874020644
"FHIP2B",1148.27694389738,968.188299672851,1003.30822073392,1292.67156650845,1160.25480041834,991.048751616807
"MAPRE1",9924.05949374448,10066.1933112041,10170.6563022488,9187.29315204121,9828.86827290522,9684.74863385535
"PTMAP2",25.7251453826297,20.5269604170923,23.5841305559393,16.2546391553015,5.62775165926437,18.3527546595705
"C1GALT1C1",694.578925331003,697.916654181137,772.380275707011,673.284263959068,848.852541939042,892.861514188105
"PLAAT3",467.729916047813,425.364235309745,505.0934627397,518.437438321722,350.796520094146,336.773048003119
"VNN2",98.2232823700408,94.652095256592,71.7350637743153,42.7753661981619,92.8579023778621,61.4817281095612
"FBXO24",15.2012222715539,13.6846402780615,8.84404895847723,16.2546391553015,18.7591721975479,30.2820451882913
"MCM10",459.544642516976,419.662301860553,487.405364822745,358.457568740596,413.639746955931,437.713198630756
"PVT1",353.136086616099,315.887113085253,324.281795144165,370.434671276082,362.052023412674,393.666587447787
"ST13P4",23.3864958023907,21.6673471069307,42.2549005793912,34.2202929585295,43.1460960543602,53.2229885127544
"LINC00324",249.066180295461,242.902364935592,190.638388660509,204.466250427214,214.792521661923,150.492588208478
"DUSP2",450.19004419602,367.204514127984,292.836287736246,376.423222543824,298.270837941012,268.867855762708
"PRKAB1",1879.10493772209,1690.0530743406,1578.17140303494,1569.85593947254,1670.50428419164,1515.93753488052
"RAB2B",872.316293429172,916.870898630121,943.365222237571,703.227020297781,761.622391220445,985.542925218936
"CCDC90B",907.396037132758,985.294100020428,815.6178483929,951.32414424712,1013.93325727746,998.389853480635
"C2orf27A",119.271128592192,104.915575465138,115.955308566701,134.314649862228,130.376246772958,151.410225941457
"CASTOR3",137.980325234105,165.356070026576,173.932962850052,208.74378704703,229.799859419962,143.15148634465
"GCLC",4475.00597178745,4148.72677763231,4759.08101176725,4570.97563193558,4930.84841212547,4734.09306443621
"NABP2",917.919960243833,881.518911245128,958.105303835033,852.085294667384,827.279493911862,852.48545393705
"TUBGCP2",2981.77821480481,3137.2037837456,2967.66976162236,3190.18681105891,2736.96322362224,2483.12770543989
"BATF2",231.526308443668,266.850485422199,238.789321878885,219.865382258552,187.591721975479,222.985969113782
"HNRNPLP2",101.731256740399,119.740602433038,98.267210649747,83.8397177483972,98.4856540371265,69.7404677063679
"MED28-DT",29.2331197529883,49.0366276630537,25.5494747689342,45.3418881700516,60.9673096420307,43.1289734499907
"SLC4A7",3286.97198502601,2854.38788466566,3604.44128663272,3114.90216655015,3657.10061991196,3808.19659186088
"LINC00539",37.4183932838251,27.369280556123,41.2722284728937,75.2846445087649,30.952634125954,48.6347998478618
"NUP88",1310.813089724,1427.76413567775,1226.37478890884,1165.20097523793,1075.83852552937,1371.86841080289
"KDM6A",1811.28409989516,1605.66445929255,1803.20331542286,1788.01030708317,1839.33683396957,1998.61498242723
"PDZK1P1",16.3705470616735,29.6500539357999,35.3761958339089,29.0872490147501,41.2701788346054,53.2229885127544
"RILPL1",340.273513924784,309.044792946222,254.512075582845,294.294519443354,237.303528298981,242.256361506331
"TPM3P9",337.934864344545,363.783354058468,272.200173499799,301.994085359023,252.310866057019,285.385334956321
"ZNF646",1930.55522848735,1743.651248763,1738.34695639402,1765.76711666012,1693.0152908287,1561.81942152945
"FABP3",95.8846327898017,71.8443614598229,76.6484243068027,113.782474087111,82.5403576692108,115.622354355294
"SMCO4",803.326130812119,903.186258352059,926.659796427114,891.438631569693,784.133397857502,704.745778927507
"HIC2",689.901626170524,749.234055223867,724.229342488635,603.988170718046,749.428929292039,591.876337771149
"NXF3",15.2012222715539,34.2116006951537,5.89603263898482,26.5207270428604,28.1387582963218,38.540784785098
"ZNF776",510.994933282236,618.089585892444,644.63290186234,665.584698043399,607.797179200552,708.416329859421
"TNRC18P1",37.4183932838251,23.9481204866076,64.856359028833,32.509278310603,22.5110066370575,28.4467697223343
"C2orf49-DT",116.932479011953,133.4252427111,182.777011808529,99.2388495797355,133.19012260259,116.539992088273
"TIAL1",3888.00492714745,4086.0055096912,4034.85166927861,3552.92191641932,3774.34544614664,3984.38303659276
"ATP23",106.408555900878,115.179055673684,105.145915395229,150.56928901753,122.872577893939,127.551644884015
"DOLPP1",523.857505973551,478.962409732153,516.885528017669,460.262940292222,447.406256911517,456.065953290327
"SLC35E2B",2563.15993994202,2791.66661672455,2507.77921578154,3157.67753274831,2723.83180308396,2590.49132019838
"IFNGR2",3888.00492714745,3630.99122044565,3654.55756406409,3509.2910428972,3503.27540789207,3542.08164929711
"LRRC7",31.5717693332274,29.6500539357999,27.5148189819292,59.0300053534634,44.0840546642376,27.5291319893557
"LHFPL5",66.6515130368134,118.6002157432,97.2845385432495,65.018556621206,90.9819851581073,58.7288149106256
