"","WT_V_1","WT_V_2","WT_V_3","WT_10_1","WT_10_2","WT_10_3"
"LINC01238",10.6683436533616,14.7640048937682,7.62403380215566,12.2810075116042,22.944375753383,12.0395844084058
"PSMB4",3084.12116524454,3491.68715737618,3540.81912725829,3572.74976858419,3713.99612738456,3241.22811680583
"PUM2",6521.26752047304,5495.37353581615,5702.77728401243,5537.71097044086,5247.27897664325,6226.18507977559
"SEC11C",725.447368428589,747.691390691547,903.992579398457,727.649695062549,706.287740582399,804.072244418532
"TMPRSS9",42.6733746134464,17.9277202281471,31.5852828946449,48.1006127537831,37.9080990708067,30.9589313359007
"ZNF567-DT",115.412081340912,87.5294575844829,93.6667009979124,88.0138871664968,124.697694311864,126.415636288261
"WDR11",4105.37260769815,3720.52923322959,3721.61764313798,3865.44711427742,3953.41570046334,4138.17715523206
"ZKSCAN8P1",76.618104419597,39.0191557906731,34.8527259527116,48.1006127537831,48.8814961702508,24.0791688168117
"SBF1",2893.06082890706,3558.12517939814,3294.67175021727,3290.28659581729,3109.46170536065,2943.67838785523
"XKR8",396.668414020445,399.682703909868,368.131917875516,412.437168931374,347.15838096423,322.488868082299
"DYNLT3",785.578032656627,527.28588906315,680.717303763898,698.994010868806,734.220024108257,702.595747261969
"LIPT2",96.0150928802544,108.620893147009,96.9341440559791,94.1543909222989,72.8234534781287,96.3166752672466
"EYS",21.3366873067232,10.545717781263,5.44573843011119,10.2341729263368,4.98790777247457,9.45967346374744
"ZDHHC20",3491.45792291834,2976.00155787242,3055.05925929237,3222.74105450347,3061.57779074489,3656.59377889583
"CHORDC1",1834.9551083782,1452.14533847991,1372.32608438802,1454.27597283246,1316.80765193329,1630.5037170241
"RGS9",14.5477413454931,4.2182871125052,4.35659074408895,6.1405037558021,15.9613048719186,13.7595250381781
"CNOT4",756.482549965641,740.309388244663,539.128104581007,607.909871824408,587.575535597504,702.595747261969
"TMC8",3514.73430907113,4285.77970630528,3875.18746686712,3810.1825804752,3916.50518294703,3481.15983465906
"EIF2S3B",93.1055446111558,127.603185153282,125.251983892557,84.9436352885957,91.7775030135321,124.695695658489
"GMEB2",630.402124971367,733.981957575905,656.756054671409,718.438939428846,644.437684203714,531.461654599629
"MORF4L1",7736.48884753323,7292.36384574336,6993.41729194878,7360.41716862145,7527.75041021862,7833.46959829776
"RPL7AP10",42.6733746134464,46.4011582375572,31.5852828946449,55.2645338022189,24.9395388623728,13.7595250381781
"SATB2",495.593055169798,528.340460841276,420.411006804583,483.052962123098,525.72547921882,534.901535859173
"ZDHHC4",572.211159589395,606.378772422622,505.364526314318,542.411165095852,555.652925853667,483.303316966005
"GUSBP17",16.4874401915588,7.3820024468841,7.62403380215566,16.3746766821389,20.9492126443932,8.5997031488613
"STX16",2369.34214046931,2151.32642737765,1951.75265335185,2215.69843855192,2217.62379564219,2319.33993924789
"TMEM62",350.115641714867,392.300701462984,294.069875226004,405.273247882939,364.117267390644,351.727858788427
"ZNF658B",36.8542780752492,44.2920146813046,60.9922704172453,91.0841390443978,34.915354407322,49.0183079485094
"RFX5",3330.46291869489,3550.74317695125,3431.90435865607,3575.82002046209,3541.41451845694,3534.477994182
"TASL",859.286588807125,670.707650888327,681.80645144992,697.970593576172,605.532003578413,767.953491193315
"WDR11-DT",26.1859344218876,7.3820024468841,15.2480676043113,16.3746766821389,22.944375753383,27.5190500763562
"GIT2",2708.78943853081,2704.97661089396,2494.14820099092,2465.41225795454,2701.45084957223,2449.1954567957
"RDH13",203.668378836903,208.805212069007,155.74811910118,201.613206648836,205.501800225952,219.292430295963
"LSM11",357.87443709913,316.37153343789,276.643512249648,317.259360716442,295.284140130495,264.870856984928
"CICP27",17.4572896145917,9.4911460031367,19.6046583484003,3.07025187790105,13.9661417629288,14.6194953530642
"EDF1",2378.0707852766,2954.91012230989,3077.93136069884,2761.17985552568,2655.56209806546,2617.74963851338
"ZBED9",12.6080424994273,26.3642944531575,30.4961352086226,18.4215112674063,17.9564679809084,15.4794656679504
"PIK3R3",503.351850554061,612.70620309138,582.694012021897,610.980123702309,592.563443369979,600.259279790519
"EIF3A",19394.0789123884,18779.8142248731,19179.8907508516,18703.9744401732,18554.0193320509,18665.6556846035
"PAICSP1",3.87939769213149,8.4365742250104,10.8914768602224,8.18733834106947,11.970978653939,14.6194953530642
"RBMS1",3629.17654098901,2826.25236537848,3096.44687136122,2937.20762985867,2865.05422450939,3318.62544514558
"DXO",209.487475375101,294.225526097238,237.434195552848,211.847379575172,216.475197325396,245.951510057433
"UNKL",173.603046722884,213.023499181513,196.046583484003,226.175221672044,228.446175979335,186.61355833029
"ACTA2-AS1",9.69849423032873,8.4365742250104,16.3372152903336,19.44492856004,7.98065243595931,21.4992578721533
"FGFRL1",479.105614978239,650.670787103927,608.83355648643,622.237713921279,494.800451029477,500.502723263728
"LRRC37A",116.381930763945,94.911460031367,95.8449963699569,101.318311970735,90.7799214590372,77.3973283397518
"BCAP29",50.4321699977094,16.8731484500208,41.387612068845,45.0303608758821,15.9613048719186,22.3592281870394
"FBF1",48.4924711516436,97.0206035876196,70.7945995914454,59.3582029727536,74.8186165871185,47.2983673187372
"WHAMMP4",241.492506335185,211.968927403386,169.907039019469,185.238529966697,170.58644581863,208.112816202444
"MAP2K1P1",12.6080424994273,9.4911460031367,18.515510662378,11.2575902189705,25.9371204168678,18.9193469274949
"PHAF1",1419.85955532013,1433.16304647364,1727.38823003127,1643.6081719697,1505.35056573283,1652.86294521114
"SNORD17",26.1859344218876,20.0368637843997,19.6046583484003,34.7961879495452,34.915354407322,16.3394359828365
"WDR25",128.989973263372,163.458625609577,169.907039019469,137.137917212914,171.584027373125,100.616526841677
"DHRS4",338.477448638473,321.644392328521,368.131917875516,341.82137573965,408.01085578842,356.887680677744
"SLC39A1",64.0100619201696,84.365742250104,65.3488611613342,51.1708646316842,69.830708814644,61.0578923569153
"SRP72",5567.90553763172,5277.077177744,5134.24219190883,5508.03186895448,5477.72031573157,5488.33054960329
"BOLA2P2",12.6080424994273,5.2728588906315,8.7131814881779,5.11708646316842,13.9661417629288,20.6392875572671
"HCFC1R1",268.648290180106,394.409845019236,264.662887703404,284.510007352164,308.252700338928,253.691242891409
"MRPL27",879.653426690816,812.020269157251,954.09337295548,895.490131054473,720.253882345328,881.469572758284
"MRPL58",679.864445546044,851.039424947924,813.593321458611,805.429409302709,753.17407364366,646.69767679437
"NUDT3",273.49753729527,376.482124791089,384.46913316585,333.634037398581,330.199494537816,287.230085171968
"RPL13",15578.691282177,19592.8890658085,19220.1892152344,18050.0107901803,18175.9359228973,16007.4874412904
"RPL7AP66",9.69849423032873,12.6548613375156,23.9612490924892,14.3278420968716,29.9274466348474,18.9193469274949
"ZNF451-AS1",52.3718688437751,46.4011582375572,81.6860764516678,45.0303608758821,53.8694039427253,51.5982188931678
"BORCS8",368.542780752492,355.390689228563,413.87612068845,364.336556177591,356.136614954684,339.688274380022
"DGCR11",73.7085561504983,31.637153343789,64.259713475312,40.9366917053473,53.8694039427253,44.7184563740788
"TVP23C",175.54274556895,133.93061582204,111.093063974268,120.763240530775,139.661417629288,112.656111250083
"ACAP2-IT1",70.7990078813997,58.0014477969465,78.4186333936011,58.3347856801199,61.8500563786847,56.7580407824846
"SHC1",1665.23145934744,1756.91658235842,1754.61692218182,1886.15807032388,1706.8620397408,1793.03810653758
"VKORC1",118.32162961001,121.275754484524,79.5077810796233,104.388563848636,109.733970994441,61.9178626718014
"AHCYL1",9087.48909381802,8708.65374376698,8557.43336907672,8659.13371297359,8530.31987248601,8442.32858123714
"AK9",165.844251338621,100.184318921998,101.290734800068,119.739823238141,143.651743847268,154.794656679504
"CYB5R2",7.75879538426298,8.4365742250104,21.7829537204447,12.2810075116042,1.99516310898983,10.3196437786336
"DLGAP4",398.608112866511,392.300701462984,421.500154490606,389.921988493433,346.160799409735,395.58634484762
"GPR108",1457.68368281841,1851.82804238978,1964.82242558412,1665.099935115,1773.70000389196,1566.00594340764
"NECTIN2",1316.08566705561,1406.79875202048,1442.03153629344,1426.64370593135,1331.77137525071,1222.87778776808
"NSUN5",857.34688996106,1181.12039150146,1155.58569486959,1155.43812338343,1067.41226330956,1160.95992509628
"PLTP",101.834189418452,100.184318921998,98.0232917420013,86.9904698738631,100.755737003986,75.6773877099795
"RHOT2",2087.11595836674,2509.88083194059,2217.50468874127,2438.80340834607,2358.28279482598,2303.00050326506
"RNPC3",865.105685345323,786.71054648222,884.387921050056,926.192649833483,823.004782458304,921.028207243046
"RPL32P18",8.72864480729586,8.4365742250104,15.2480676043113,9.21075563370315,9.97581554494914,1.71994062977226
"SEPTIN2P1",11.6381930763945,5.2728588906315,11.9806245462446,8.18733834106947,0.997581554494914,8.5997031488613
"SMIM35",17.4572896145917,21.091435562526,49.0116458710007,23.5385977305747,17.9564679809084,24.9391391316978
"SPAG17",14.5477413454931,10.545717781263,10.8914768602224,4.09366917053473,31.9226097438372,16.3394359828365
"TM9SF3",8011.92608367456,6535.18130904868,6653.60321390985,7091.25842065879,7204.53398656227,7750.05247775381
"TMEM222",802.065472848186,1175.84753261082,1055.38410775555,1140.08686399392,1074.39533419102,1011.32509030609
"TRA2B",5089.76977207652,4763.5007217965,4737.79243419673,4648.36134314219,4537.00090984287,4938.80951839105
"MTMR4",2739.82462006787,2587.91914352194,2533.35751768772,2768.34377657411,2617.65399899465,2757.92479983982
"TBC1D32",102.804038841485,123.384898040777,95.8449963699569,123.833492408676,164.600956491661,82.5571502290685
"KLF11",551.844321705705,477.721015491214,512.988560116474,539.340913217951,590.568280260989,512.542307672134
"FAM210A",490.743808054634,558.923042406939,591.407193510075,580.277604923298,568.621486062101,592.519546956544
"TMEM18",595.487545742184,504.085309944371,613.190147230519,509.661811731574,673.367549284067,648.417617424142
"EBAG9",557.663418243902,601.105913531991,634.973100950964,677.502247723498,591.565861815484,631.21821112642
"KIF24",319.080460177815,395.464416797362,333.279191922805,277.346086303728,383.071316926047,304.42949146969
"PELO",404.427209404708,440.811003256793,368.131917875516,401.179578712404,388.059224698522,342.26818532468
"ZNF34",97.9547917263202,116.002895593893,76.2403380215566,105.411981141269,96.7654107860066,128.99554723292
"ZNF542P",326.839255562078,322.698964106648,405.162939200272,321.353029886977,380.078572262562,269.170708559359
"HMGN2",11094.107550073,9829.66354391524,9668.3640088194,10874.8321515255,10174.3342742936,10557.855555857
"HMGN1P38",54.3115676898409,64.3288784657043,50.1007935570229,55.2645338022189,40.9008437342915,45.5784266889649
"ACMSD",22.3065367297561,21.091435562526,21.7829537204447,16.3746766821389,12.9685602084339,19.779317242381
"GTF2H2B",87.2864480729586,72.7654526907147,31.5852828946449,80.849966118061,36.9105175163118,37.8386938549897
"CCDC25",1601.22139742727,1310.83272021099,1286.28341719226,1473.7209013925,1504.35298417833,1430.13063365564
"DNAJC30",195.90958345264,294.225526097238,220.007832576492,273.252417133193,253.385714841708,251.971302261636
"PDZD8",1188.06554321527,936.459738976154,1028.15541560499,1095.05650311804,1103.32519927137,1120.54132029663
"ADORA2B",55.2814171128738,84.365742250104,58.8139750452008,94.1543909222989,79.8065243595931,59.337951727143
"ATMIN",1830.10586126303,1632.47711253951,1729.56652540331,1761.30116062257,1819.58875539872,1820.55715661394
"MCRIP1",1064.89466649009,1273.92270797657,1379.95011819017,1149.29761962763,1200.09061005738,1182.45918296843
"RBKS",128.989973263372,144.476333603303,166.639595961402,169.887270577191,117.7146234304,102.33646747145
"LINC00174",291.924676332895,222.514645184649,263.573740017381,277.346086303728,190.538076908529,240.791688168117
"SVIL2P",30.0653321140191,30.5825815656627,35.9418736387338,26.6088496084758,49.8790777247457,42.9985157443065
"PDHX",1163.81930763945,986.02461254809,999.837575768414,1105.29067604438,1006.55978848537,1205.67838147036
"MIF4GD-DT",19.3969884606575,33.7462969000416,57.7248273591786,60.3816202653873,50.8766592792406,28.3790203912423
"OTULIN",3670.88006617942,3066.69473079128,3402.49737113347,3145.98475755594,3315.96108714109,3301.42603884786
"NUTM2D",107.653285956649,97.0206035876196,98.0232917420013,102.341729263368,119.70978653939,119.535873769172
"TMEM160",310.351815370519,362.772691675447,385.558280851872,322.37644717961,375.090664490088,280.350322652879
"PISD",1479.99021954816,1687.31484500208,1666.39595961402,1592.43730733801,1588.1498347559,1449.04998058313
"FEZ1",76.618104419597,89.6386011407355,84.9535195097345,98.2480600928336,98.7605738949965,89.4369127481576
"SLC48A1",108.623135379682,134.985187600166,153.569823729135,70.6157931917241,149.637233174237,124.695695658489
"MCPH1-DT",68.859309035334,36.9100122344205,46.8333504989562,45.0303608758821,66.8379641511592,71.3775361355488
"MOCS2",1260.80424994273,1111.51865414512,1173.01205784595,1258.80326993943,1188.11963140344,1260.71648162307
"SYN3",15.517590768526,10.545717781263,27.2286921505559,15.3512593895052,15.9613048719186,6.87976251908904
"TOP1P1",13.5778919224602,27.4188662312838,10.8914768602224,10.2341729263368,14.9637233174237,12.0395844084058
"USP27X-DT",32.0050309600848,14.7640048937682,38.1201690107783,28.6556841937431,29.9274466348474,1.71994062977226
"YDJC",1033.85948495304,1104.13665169824,1101.12831056848,1049.00272494953,1096.34212838991,944.247405744971
"AHNAK",53.341718266808,42.182871125052,59.903122731223,36.8430225348126,84.7944321320677,65.3577439313459
"KLHL3",68.859309035334,78.0383115813462,93.6667009979124,37.8664398274463,98.7605738949965,65.3577439313459
"MRM3",423.824197865365,543.104465735044,571.802535161674,549.575086144288,612.515074459877,488.463138855322
"FASTKD3",433.522692095694,303.716672100374,307.139647458271,400.15616141977,411.003600451905,326.78871965673
"MMP24",55.2814171128738,35.8554404562942,45.744202812934,26.6088496084758,44.8911699522711,40.4186047996481
"PGP",916.507704766065,1063.00835235131,991.124394280236,935.403405467187,1000.5742991584,890.929246222031
"STYK1",158.085455954358,106.511749590756,68.6163042194009,160.676514943488,118.712204984895,107.496289360766
"ANKRD18EP",181.361842107147,170.840628056461,137.232608438802,156.582845772954,166.596119600651,221.012370925736
"CDH1",139.658316916734,151.858336050187,125.251983892557,239.479646476282,116.717041875905,121.255814398944
"ERVFRD-3",14.5477413454931,6.3274306687578,11.9806245462446,15.3512593895052,0.997581554494914,4.29985157443065
"PHOSPHO2",64.9799113432025,22.1460073406523,28.3178398365782,14.3278420968716,53.8694039427253,82.5571502290685
"WDFY1",1633.22642838736,1464.80019981743,1289.55086025033,1427.66712322399,1485.39893464293,1701.02128284477
"MED31",110.562834225748,56.9468760188202,41.387612068845,58.3347856801199,49.8790777247457,65.3577439313459
"RBSN",856.377040538027,963.878605207438,768.938266331699,820.780668692214,1038.48239822921,885.769424332714
"S100A5",5.81909653819724,24.2551508969049,17.4263629763558,16.3746766821389,13.9661417629288,0.85997031488613
"GTF3C5",1962.97523221853,2027.94152933687,2034.52787748954,2086.74785968008,1925.33240017518,1778.41861118452
"TMX1",4007.41781597183,3126.80532214448,3401.40822344745,3809.15916318257,3328.92964734953,3879.32609045133
"SAP30",406.366908250774,388.082414350478,386.647428537894,345.915044910185,387.061643144027,371.507176030808
"WFIKKN1",10.6683436533616,11.6002895593893,22.872101406467,23.5385977305747,24.9395388623728,12.899554723292
"RNPEPL1",2138.51797778748,2859.99866227853,2603.06296959315,2924.92662234707,2731.37829620707,2341.69916743493
"SDCBP",10236.760660112,8930.11381717351,8839.52261975648,9025.51710373645,8905.4105369761,9178.46317077967
"BTN2A3P",204.638228259936,228.842075853407,236.345047866825,231.292308135212,186.547750690549,194.353291164265
"DTX2P1-UPK3BP1-PMS2P11",13.5778919224602,27.4188662312838,33.7635782666893,22.515180437941,16.9588864264135,17.1994062977226
"ZNF584",164.874401915588,126.548613375156,222.186127948536,190.355616429865,204.504218671457,178.013855181429
"NLE1",452.919680556352,455.575008150562,499.918787884207,508.638394438941,525.72547921882,464.38397003851
"EP400P1",1081.38210668165,1119.95522837013,1140.33762726528,1258.80326993943,1226.02773047425,1026.80455597404
"AP3S1",1507.14600339308,1226.46697796089,1153.40739949755,1451.20572095456,1159.18976632309,1507.52796199539
"STRADB",666.286553623584,825.729702272893,556.554467557363,600.745950775972,632.466705549775,681.096489389815
"MRPS28",204.638228259936,217.241786294018,221.096980262514,232.315725427846,257.376041059688,211.552697461988
"RIPK3",380.180973828886,379.645840125468,450.907142013206,410.390334346107,430.955231541803,452.344385630105
"ALDH1A3-AS1",196.879432875673,113.89375203764,135.054313066757,127.92716157921,196.523566235498,179.733795811201
"MYH11",52.3718688437751,52.728588906315,21.7829537204447,27.6322669011094,39.9032621797966,34.3988125954452
"ZC2HC1C",84.3768998038599,53.7831606844413,58.8139750452008,57.3113683874863,57.859730160705,52.458189208054
"KLF4",32.0050309600848,26.3642944531575,2.17829537204447,20.4683458526737,50.8766592792406,14.6194953530642
"TMEM230",2869.78444275427,2596.35571774695,2969.01659209662,3055.92403580418,2798.21626035823,2898.95993148115
"FAM229B",3.87939769213149,16.8731484500208,10.8914768602224,13.3044248042379,12.9685602084339,18.9193469274949
"PABPC1",58005.7241421731,55220.5420180274,53214.6667913605,56017.7689295973,57799.8752674353,56991.0927378188
"ELF1",4589.32746979155,4268.90655785526,4048.36194894466,4188.84697874967,4167.89573467975,4136.45721460229
"COPS6",2026.9852941387,2191.40015494645,2387.41172776074,2139.96555889703,2016.11232163422,2187.76448107032
"SPATA6",27.1557838449204,42.182871125052,16.3372152903336,52.1942819243178,27.9322835258576,29.2389907061284
"A1BG",23.276386152789,9.4911460031367,14.1589199182891,11.2575902189705,15.9613048719186,6.01979220420291
"MTERF2",148.38696172403,149.749192493935,189.511697367869,222.081552501509,169.588864264135,151.354775419959
"C16orf86",29.0954826909862,23.2005791187786,25.0503967785115,22.515180437941,31.9226097438372,42.9985157443065
"CHST13",234.703560373955,261.533800975322,197.135731170025,215.941048745707,213.482452661912,205.532905257785
"LINC00621",21.3366873067232,6.3274306687578,6.53488611613342,8.18733834106947,27.9322835258576,13.7595250381781
"LINC01852",53.341718266808,33.7462969000416,35.9418736387338,66.5221240211894,37.9080990708067,45.5784266889649
"FBXL4",775.879538426298,634.852210432033,572.891682847697,608.933289117042,566.626322953111,683.676400334474
"GAB3",2181.19135240093,1939.35749997427,1848.28362317974,2145.0826453602,1961.245336137,2114.667004305
"GNRHR2P1",7.75879538426298,13.7094331156419,21.7829537204447,6.1405037558021,6.9830708814644,16.3394359828365
"PET100",82.4372009577942,32.6917251219153,55.5465319871341,55.2645338022189,67.8355457056541,81.6971799141824
"LCN12",34.9145792291834,20.0368637843997,18.515510662378,18.4215112674063,26.9347019713627,10.3196437786336
"ARHGEF26",19.3969884606575,26.3642944531575,6.53488611613342,13.3044248042379,16.9588864264135,6.87976251908904
"ENTPD1-AS1",183.301540953213,127.603185153282,121.984540834491,184.215112674063,144.649325401762,156.514597309276
"SWT1",249.251301719448,195.095778953365,197.135731170025,272.22899984056,228.446175979335,204.672934942899
"KLHDC1",210.457324798133,95.9660318094933,88.2209625678012,138.161334505547,125.695275866359,194.353291164265
"NUDT18",344.29654517667,382.809555459847,505.364526314318,389.921988493433,395.042295579986,355.167740047972
"ZNF596",19.3969884606575,41.1282993469257,42.4767597548672,26.6088496084758,36.9105175163118,17.1994062977226
"NAMPT",1691.41739376933,1340.36072999853,1450.74471778162,1562.75820585163,1560.21755123005,1572.02573561185
"ETFA",3143.28198004954,2981.27441676305,3118.22982508166,3094.81389292426,3046.61406742747,3428.701645451
"KDM4D",29.0954826909862,51.6740171281887,38.1201690107783,45.0303608758821,35.9129359618169,63.6378033015737
"LAMTOR1",3450.72424715096,4756.11871934961,4567.88539517726,4145.86345245905,4254.68532992081,3778.70956360966
"MIR4420",14.5477413454931,23.2005791187786,29.4069875226004,25.5854323158421,24.9395388623728,35.2587829103314
"ODF3B",229.854313258791,370.154694122331,248.32567241307,378.664398274463,319.226097438372,240.791688168117
"RIT1",1672.02040530867,1422.61732869238,1447.47727472355,1623.13982611702,1538.27075703116,1582.34537939048
"SAPCD1",6.78894596123011,4.2182871125052,14.1589199182891,8.18733834106947,16.9588864264135,12.0395844084058
"TFDP1",3836.72431751805,3597.14433518881,3629.04008982609,3534.88332875674,3555.38066021987,3632.51461007902
"AZIN2",12.6080424994273,12.6548613375156,15.2480676043113,26.6088496084758,13.9661417629288,14.6194953530642
"ID1",15.517590768526,15.8185766718945,0,14.3278420968716,1.99516310898983,1.71994062977226
"LYSMD2",277.376934987402,295.280097875364,290.802432167937,341.82137573965,287.303487694535,301.849580525032
"MOGS",1469.3218758948,1610.33110519886,1595.60136002258,1647.70184114023,1574.18369299297,1639.96339048785
"MSH2",1445.07564031898,1269.70442086407,1428.96176406118,1270.0608601584,1233.01080135571,1450.7699212129
"PDE7A",869.954932460487,769.837398032199,932.310419235035,988.621104684138,840.961250439212,884.049483702942
"RPL18A",12415.0424642438,14843.0977771277,15278.5637395199,14477.2610215961,13991.0813017912,12467.8496252191
"TAS2R20",51.4020194207423,47.4557300156835,53.3682366150896,59.3582029727536,39.9032621797966,26.65907976147
"TMEM216",318.110610754782,363.827263453573,348.527259527116,309.072022375372,349.15354407322,300.12963989526
"WDR44",1128.90472841026,913.259159857376,908.349170142546,886.27937542077,881.862094173504,1024.22464502938
"CFAP20DC",18.4271390376246,20.0368637843997,55.5465319871341,45.0303608758821,14.9637233174237,9.45967346374744
"EIF4EP2",278.346784410435,281.570664759722,275.554364563626,269.158747962659,233.43408375181,270.030678874245
"ENO2",13.5778919224602,12.6548613375156,8.7131814881779,10.2341729263368,27.9322835258576,11.1796140935197
"MECR",366.603081906426,368.045550566079,349.616407213138,398.109326834503,393.047132470996,368.067294771264
"TMED2-DT",73.7085561504983,45.3465864594309,41.387612068845,61.405037558021,77.8113612506033,52.458189208054
"ST3GAL5",873.834330152618,950.169172091796,876.763887247901,976.340097172534,909.794377699361,944.247405744971
"GNAQP1",13.5778919224602,9.4911460031367,10.8914768602224,8.18733834106947,11.970978653939,2.57991094465839
"STAG1",1591.52290319694,1442.65419247678,1479.0625576182,1648.72525843286,1615.08453672727,1447.33003995336
"ESR1",28.1256332679533,14.7640048937682,28.3178398365782,20.4683458526737,14.9637233174237,18.9193469274949
"DENND1B",2332.48786239406,1939.35749997427,1854.81850929587,2107.21620553275,2052.02525759604,2247.10243279746
"METTL4",423.824197865365,394.409845019236,445.461403583095,442.116270417751,384.068898480542,528.88174365497
"TYMS",525.658387283817,562.086757741318,572.891682847697,593.582029727536,482.829472375538,485.023257595778
"CCDC200",518.869441322587,478.77558726934,487.938163337962,446.209939588286,425.967323769328,521.142010820995
"DALRD3",159.055305377391,258.370085640944,307.139647458271,176.027774332994,247.400225514739,224.45225218528
"FAM72D",136.748768647635,88.5840293626092,148.124085299024,141.231586383448,161.608211828176,119.535873769172
"ZNF100",716.718723621293,627.470207985148,663.290940787542,662.150988333993,577.599720052555,658.737261202776
"ZSCAN23",61.100513651071,53.7831606844413,54.4573843011119,40.9366917053473,47.8839146157559,54.1781298378262
"SLC2A9-AS1",10.6683436533616,9.4911460031367,4.35659074408895,2.04683458526737,20.9492126443932,14.6194953530642
"KDM5B",1872.77923587648,1705.24256523023,1692.53550407856,1796.09734857211,1948.27677592857,1744.01979858907
"BIK",212.397023644199,232.005791187786,269.019478447493,215.941048745707,208.494544889437,229.612074074597
"KTI12",86.3165986499257,91.7477446969881,112.18221166029,99.2714773854673,104.746063221966,123.835725343603
"MYO5B",20.3668378836903,4.2182871125052,7.62403380215566,9.21075563370315,27.9322835258576,10.3196437786336
"SLC44A3-AS1",7.75879538426298,8.4365742250104,9.80232917420013,17.3980939747726,17.9564679809084,3.43988125954452
"BMS1P20",12.6080424994273,5.2728588906315,5.44573843011119,13.3044248042379,11.970978653939,9.45967346374744
"CACNA2D3",331.688502677243,383.864127237973,273.376069191582,264.04166149949,320.223678992867,326.78871965673
"SGSM3",29.0954826909862,32.6917251219153,46.8333504989562,35.8196052421789,24.9395388623728,26.65907976147
"TIMM13",1274.3821418652,1687.31484500208,1766.59754672807,1490.09557807464,1545.25382791262,1449.90995089802
