"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","evidence_codes","intersection","intersection_gene","intersection_gene_id","term"
"query_1",TRUE,0.0376483369125274,146,702,12,0.0170940170940171,0.0821917808219178,"GO:0007269","GO:BP","neurotransmitter secretion",21017,2797,"IBA,IBA,ISS IEA,ISS IBA,IBA,IEA,IMP,ISS IBA TAS IEA,IBA TAS,ISS IBA,IEA,IEA","SYT2,MYOF,SLC30A1,UNC13B,SNAP47,TPRG1L,PREPL,STXBP1,SYT11,RIMS3,CADPS2,DGKI","SYT2,MYOF,SLC30A1,UNC13B,SNAP47,TPRG1L,PREPL,STXBP1,SYT11,RIMS3,CADPS2,DGKI","ENSG00000143858,ENSG00000138119,ENSG00000170385,ENSG00000198722,ENSG00000143740,ENSG00000158109,ENSG00000138078,ENSG00000136854,ENSG00000132718,ENSG00000117016,ENSG00000081803,ENSG00000157680","GO:BP - neurotransmitter secretion"
"query_1",TRUE,0.0376483369125274,10,702,3,0.00427350427350427,0.3,"GO:0030002","GO:BP","intracellular monoatomic anion homeostasis",21017,6647,"IEA,IEA,ISS TAS","WNK1,KCNE3,SLC12A2","WNK1,KCNE3,SLC12A2","ENSG00000060237,ENSG00000175538,ENSG00000064651","GO:BP - intracellular monoatomic anion homeostasis"
"query_1",TRUE,0.0376483369125274,10,702,3,0.00427350427350427,0.3,"GO:1903242","GO:BP","regulation of cardiac muscle hypertrophy in response to stress",21017,22852,"ISS IEA,IMP IEA,IEA","LMNA,ATP2B4,ACACB","LMNA,ATP2B4,ACACB","ENSG00000160789,ENSG00000058668,ENSG00000076555","GO:BP - regulation of cardiac muscle hypertrophy in response to stress"
"query_1",TRUE,0.0376483369125274,10,702,3,0.00427350427350427,0.3,"GO:0021932","GO:BP","hindbrain radial glia guided cell migration",21017,6488,"IEA,IEA,IEA","FLNA,ITGB1,RBFOX2","FLNA,ITGB1,RBFOX2","ENSG00000196924,ENSG00000150093,ENSG00000100320","GO:BP - hindbrain radial glia guided cell migration"
"query_1",TRUE,0.0376483369125274,165,702,13,0.0185185185185185,0.0787878787878788,"GO:0035265","GO:BP","organ growth",21017,8930,"IBA,IEA,IBA,ISS IEA,IEA,ISS IEA,IEA,ISS,IMP IBA,IEA,IMP IBA,ISS IEA,IEA","PSAP,TGFBR2,ANXA6,TGFBR1,PPARA,VGLL4,TENM4,AKAP6,WWC2,ACACB,WWC1,LEPR,SMPD3","PSAP,TGFBR2,ANXA6,TGFBR1,PPARA,VGLL4,TENM4,AKAP6,WWC2,ACACB,WWC1,LEPR,SMPD3","ENSG00000197746,ENSG00000163513,ENSG00000197043,ENSG00000106799,ENSG00000186951,ENSG00000144560,ENSG00000149256,ENSG00000151320,ENSG00000151718,ENSG00000076555,ENSG00000113645,ENSG00000116678,ENSG00000103056","GO:BP - organ growth"
"query_1",TRUE,0.0376483369125274,10,702,3,0.00427350427350427,0.3,"GO:0061299","GO:BP","retina vasculature morphogenesis in camera-type eye",21017,15387,"ISS IEA,ISS IEA,IMP IBA IEA","NRP1,CYP1B1,LRP5","NRP1,CYP1B1,LRP5","ENSG00000099250,ENSG00000138061,ENSG00000162337","GO:BP - retina vasculature morphogenesis in camera-type eye"
"query_1",TRUE,0.0376483369125274,10,702,3,0.00427350427350427,0.3,"GO:1990144","GO:BP","intrinsic apoptotic signaling pathway in response to hypoxia",21017,25094,"IDA IBA,IEA,IEA","HYOU1,PIK3CB,PINK1","HYOU1,PIK3CB,PINK1","ENSG00000149428,ENSG00000051382,ENSG00000158828","GO:BP - intrinsic apoptotic signaling pathway in response to hypoxia"
"query_1",TRUE,0.0376483369125274,10,702,3,0.00427350427350427,0.3,"GO:0010612","GO:BP","regulation of cardiac muscle adaptation",21017,4259,"ISS IEA,IMP IEA,IEA","LMNA,ATP2B4,ACACB","LMNA,ATP2B4,ACACB","ENSG00000160789,ENSG00000058668,ENSG00000076555","GO:BP - regulation of cardiac muscle adaptation"
"query_1",TRUE,0.0376483369125274,10,702,3,0.00427350427350427,0.3,"GO:0051124","GO:BP","synaptic assembly at neuromuscular junction",21017,13508,"IEA,IBA,IEA","APP,MYCBP2,LARGE1","APP,MYCBP2,LARGE1","ENSG00000142192,ENSG00000005810,ENSG00000133424","GO:BP - synaptic assembly at neuromuscular junction"
"query_1",TRUE,0.0376483369125274,146,702,12,0.0170940170940171,0.0821917808219178,"GO:0099643","GO:BP","signal release from synapse",21017,19183,"IBA,IBA,ISS IEA,ISS IBA,IBA,IEA,IMP,ISS IBA TAS IEA,IBA TAS,ISS IBA,IEA,IEA","SYT2,MYOF,SLC30A1,UNC13B,SNAP47,TPRG1L,PREPL,STXBP1,SYT11,RIMS3,CADPS2,DGKI","SYT2,MYOF,SLC30A1,UNC13B,SNAP47,TPRG1L,PREPL,STXBP1,SYT11,RIMS3,CADPS2,DGKI","ENSG00000143858,ENSG00000138119,ENSG00000170385,ENSG00000198722,ENSG00000143740,ENSG00000158109,ENSG00000138078,ENSG00000136854,ENSG00000132718,ENSG00000117016,ENSG00000081803,ENSG00000157680","GO:BP - signal release from synapse"
"query_1",TRUE,0.0376483369125274,10,702,3,0.00427350427350427,0.3,"GO:0010887","GO:BP","negative regulation of cholesterol storage",21017,4473,"TAS,IDA IBA,TAS","ABCA1,PPARA,ABCG1","ABCA1,PPARA,ABCG1","ENSG00000165029,ENSG00000186951,ENSG00000160179","GO:BP - negative regulation of cholesterol storage"
"query_1",TRUE,0.037652143896132,60,702,7,0.00997150997150997,0.116666666666667,"GO:1905517","GO:BP","macrophage migration",21017,24693,"TAS IEA,IMP IBA,IEA,IEA,ISS IEA,ISS,IDA IBA","CX3CR1,CMKLR1,C3AR1,B4GALT1,CCR2,SLAMF8,LGALS3","CX3CR1,CMKLR1,C3AR1,B4GALT1,CCR2,SLAMF8,LGALS3","ENSG00000168329,ENSG00000174600,ENSG00000171860,ENSG00000086062,ENSG00000121807,ENSG00000158714,ENSG00000131981","GO:BP - macrophage migration"
"query_1",TRUE,0.0377202999671529,508,702,29,0.0413105413105413,0.0570866141732283,"GO:0008015","GO:BP","blood circulation",21017,3096,"TAS IEA,IC,IEA,IEA,IMP,TAS,IMP,TAS,IEA,IMP IBA IEA,IEA,IMP ISS IBA IEA,IMP ISS IEA,IEA,TAS NAS,IBA IEA,IDA TAS,ISS TAS,TAS,TAS IEA,IEA,IEA,IDA,IMP,IEA,IEA,IEA,IMP,IEA","ATP1A1,FLNA,ARHGAP35,WNK1,ITGA4,C3AR1,ITGB1,MYOF,GNA12,KCNE3,EPAS1,TRDN,BMPR2,PPARA,ERAP1,PRCP,ATP2B4,ASPH,HSPB7,HTR7,SUCNR1,MAP2K6,AMOT,ACVRL1,AKAP12,THRA,OPRL1,LRP5,EHD3","ATP1A1,FLNA,ARHGAP35,WNK1,ITGA4,C3AR1,ITGB1,MYOF,GNA12,KCNE3,EPAS1,TRDN,BMPR2,PPARA,ERAP1,PRCP,ATP2B4,ASPH,HSPB7,HTR7,SUCNR1,MAP2K6,AMOT,ACVRL1,AKAP12,THRA,OPRL1,LRP5,EHD3","ENSG00000163399,ENSG00000196924,ENSG00000160007,ENSG00000060237,ENSG00000115232,ENSG00000171860,ENSG00000150093,ENSG00000138119,ENSG00000146535,ENSG00000175538,ENSG00000116016,ENSG00000186439,ENSG00000204217,ENSG00000186951,ENSG00000164307,ENSG00000137509,ENSG00000058668,ENSG00000198363,ENSG00000173641,ENSG00000148680,ENSG00000198829,ENSG00000108984,ENSG00000126016,ENSG00000139567,ENSG00000131016,ENSG00000126351,ENSG00000125510,ENSG00000162337,ENSG00000013016","GO:BP - blood circulation"
"query_1",TRUE,0.0378251927807715,266,702,18,0.0256410256410256,0.0676691729323308,"GO:0032386","GO:BP","regulation of intracellular transport",21017,7540,"IMP,IMP,IDA,IDA,IEA,IMP,IMP IEA,IMP,IDA IEA,IDA,IDA,IEA,ISS IEA,IMP,TAS,IMP IEA,ISS,IMP","FLNA,DYNC1H1,WNK1,LCP1,CD36,LAMP1,DNAJC13,UBR5,CAMK1,SNX12,ASPH,TRIM58,ZDHHC2,RAB23,WWC1,TMEM53,MDFIC,GAS1","FLNA,DYNC1H1,WNK1,LCP1,CD36,LAMP1,DNAJC13,UBR5,CAMK1,SNX12,ASPH,TRIM58,ZDHHC2,RAB23,WWC1,TMEM53,MDFIC,GAS1","ENSG00000196924,ENSG00000197102,ENSG00000060237,ENSG00000136167,ENSG00000135218,ENSG00000185896,ENSG00000138246,ENSG00000104517,ENSG00000134072,ENSG00000147164,ENSG00000198363,ENSG00000162722,ENSG00000104219,ENSG00000112210,ENSG00000113645,ENSG00000126106,ENSG00000135272,ENSG00000180447","GO:BP - regulation of intracellular transport"
