"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","evidence_codes","intersection","intersection_gene","intersection_gene_id","term"
"query_1",TRUE,0.0341140710062624,3,167,3,0.0179640718562874,1,"CORUM:2710","CORUM","LRP-1-Alpha-2-M-annexin VI complex",3383,1142,"CORUM,CORUM,CORUM","A2M,LRP1,ANXA6","A2M,LRP1,ANXA6","ENSG00000175899,ENSG00000123384,ENSG00000197043","CORUM - LRP-1-Alpha-2-M-annexin VI complex"
"query_1",TRUE,0.0341140710062624,3,167,3,0.0179640718562874,1,"CORUM:2346","CORUM","ITGAV-ITGB5-ADAM9 complex",3383,987,"CORUM,CORUM,CORUM","ITGB5,ADAM9,ITGAV","ITGB5,ADAM9,ITGAV","ENSG00000082781,ENSG00000168615,ENSG00000138448","CORUM - ITGAV-ITGB5-ADAM9 complex"
"query_1",TRUE,5.56039096988599e-21,4658,702,274,0.39031339031339,0.0588235294117647,"GO:0007275","GO:BP","multicellular organism development",21017,2802,"NAS,IDA,IEA,IBA,IEA,ISS IBA IEA,IEA,IMP ISS IEA,IEP,IMP ISS,ISS TAS IEA,IEA,ISS,IEA,IMP IBA NAS IEA,IEA,TAS,TAS,ISS IBA IEA,ISS IEA,IMP NAS IEA,IEA,IEA,NAS,ISS IEA,IMP,IMP ISS TAS NAS IEA,IMP ISS IBA TAS IEA,IEA,IEA,IEA,IBA,IDA ISS,IBA,IMP IBA,IEA,IMP ISS IEA,IEA,IEA,IBA,IEP IEA,IDA IMP IGI ISS IBA IEA,IEA,ISS IEA,ISS IBA IEA,IEA,IEA,ISS,IEP,IMP,IDA,IEA,IEA,IMP IEA,TAS,IEA,NAS IEA,IEA,IDA HEP IBA TAS IEA,TAS IEA,IBA,IMP IEP IEA,IEA,IBA,IEA,IEA,IEA,ISS,IEA,IGI,IDA IEA,IMP ISS IBA TAS NAS IEA,IEA,IDA,IEA,IEA,IEA,IBA IEA,IMP,IEA,IEA,ISS IEA,IMP,IBA IEA,IMP ISS IBA IEA,IBA IEA,IDA,IEA,IMP,IBA,IEA,IMP NAS,IMP IEA,IEA,IEA,IEA,IEA,IEA,ISS,ISS IEA,ISS IEA,ISS IEA,IEA,IEA,IMP IEP IBA IEA,IBA,NAS IEA,IEA,IEA,ISS IBA IEA,IEA,IMP,ISS,IEA,IEA,IDA ISS,TAS,ISS,IDA IMP IEA,ISS IEA,ISS IEA,ISS IEA,IMP ISS IBA IEA,IDA,IMP IEA,ISS IEA,IBA IEA,IEA,IEA,IGI,IEA,HEP,IEA,IEA,IEA,TAS IEA,IEA,ISS IEA,IEA,IEA,IMP,IEA,ISS,IMP IEA,IEA,IBA IEA,IBA,IEA,IMP ISS IBA IEA,ISS IEA,IEA,IDA IEA,ISS IEA,ISS IBA,IEA,ISS IEA,ISS,IEA,IMP,IDA,IMP ISS IBA IEA,IBA IEA,IEA,IEA,IMP IEA,ISS IEA,IDA ISS IEA,IEA,IEA,ISS IEA,IDA IBA,IMP IEA,TAS,IEA,ISS IEA,ISO IEA,IEA,IEA,IMP IEA,IEA,IEA,ISS IEA,ISS IBA,IEA,IDA ISS IEA,ISS IBA TAS IEA,IMP IBA IEA,IMP IEA,IBA IEA,IEA,IMP,ISS,IEA,IEA,ISS IBA,IDA ISS IEA,IDA,IDA IBA IEA,IBA,IEA,IMP ISS IBA TAS,IEA,TAS,IEA,IBA IEA,IMP IEA,NAS IEA,NAS,IEA,ISS IEA,ISS IEA,IEA,IEA,NAS,IEA,IEA,IEA,IEA,TAS IEA,IEA,IEA,IDA IBA IEA,IEP ISS IEA,IMP IGI,IDA IEP ISS IBA IEA,IMP,IEA,TAS IEA,IDA IMP,IMP ISS IBA IEA,ISS IBA IEA,IEA,IMP IGI ISS IBA TAS IEA,IEA,IEA,IBA IEA,IBA TAS IEA,IEA,IMP ISS TAS IEA,IEA,IEA,IEP,IMP,IEA,ISS IBA IEA,ISS IEA,ISS IEA,IBA IEA,ISS IEA,IEA,IDA IBA IEA,IEA,IBA IEA,IEA,IEA,ISS TAS IEA,IEA,ISS,IMP,IEA,IEA,ISS IBA IEA,IBA,TAS IEA,IMP IBA IEA,IEA,IBA IEA,ISS IEA,ISS IBA TAS NAS IEA,IBA IEA,IEA,ISS IEA,IEA,ISS IBA IEA","GPNMB,SYT2,A2M,PSAP,CNOT1,PRKDC,FLNA,SLC31A1,PECAM1,IQGAP1,CX3CR1,CYBB,LRP1,LIPA,NOTCH2,NDRG1,CMKLR1,NCOA4,ARHGAP35,TRIP12,WNK1,NIN,KLF13,USP22,ZFP36L2,ATP5F1B,CTNNB1,TGFBR2,IGF2R,APOB,AP2B1,APLP2,MACF1,PLXNC1,PPP1R16B,ST14,PRKCA,HERC1,RASSF2,ANXA6,ITGA4,APP,FMN1,DIP2B,MYCBP2,SH3PXD2A,C3AR1,SCARB2,ITGB5,USP9X,TFRC,ATRN,SGPL1,SPTBN1,CSDE1,ADAR,TLR4,BIRC6,MBP,APAF1,TDRD6,ITGB1,HSD17B4,CRYBG3,PCDHGC3,NRIP1,ARCN1,XYLT1,MGAT1,JAK1,SETX,NRP1,SLC30A1,B3GNT5,TXNRD1,GALC,CBL,BMP2K,CCR1,EXOC4,ITPR1,CERS2,ANO6,GAS7,TGFBR1,UBASH3B,GTF2I,GNA12,SH3PXD2B,FBXW11,SLC40A1,DCTN1,STK24,OGDH,RTCB,WASHC5,B4GALT1,NDST1,MICAL2,MYO1E,CDKN1A,ALCAM,GBA,FOXN3,ITGAV,FRYL,MTPN,SERINC5,LMNA,TANC2,SEC24D,SASH1,STRN,CERT1,EPAS1,NFATC3,NAIP,DICER1,CAMK1,OTULIN,ATP7A,CUL3,BMPR2,EXTL3,AFG3L2,ADAM10,CYFIP2,TCF12,MUL1,TIFAB,PPARA,GNB4,ACO2,FURIN,PTPN13,ERAP1,ACP5,VGLL4,GSDME,ACO1,DOP1B,STK40,SLC12A2,TAOK1,CSNK2A2,PRCP,UNC119B,SEC24C,TENM4,EGLN1,SELENOP,ATP2B4,TRIM32,ATXN1,LMBR1,CEMIP2,AKAP6,ASPH,SP1,IL1RN,DOCK7,LRRC4,RAPH1,PRMT5,PIK3CB,STXBP1,CCR2,MAPK6,HMG20A,IL1RAP,TNFSF13,SPART,KIF3B,KIF26B,CYP1B1,HLTF,WDR48,HSPB7,ZDHHC2,PCDHGA10,ATP11C,SLC26A2,SLAMF8,PCDHGB6,RAPGEF2,EPHB2,TMEM106B,VEZF1,RBFOX2,PAPSS2,MBTPS2,MYO9A,VAV3,CPT2,GPR137B,TGM2,KIF13B,TNIK,IGF2BP3,PRKACB,ADGRG6,AMER1,TMOD2,CCDC134,PLXNA2,AKT3,FUT10,NGRN,ACACB,SLC39A14,CELSR2,LGR4,LRIG1,CD2,PCDHGB7,TRAPPC6B,MAP2K6,MITF,APBA2,PELO,ARG2,AMOT,MMP9,STARD13,SLIT3,RAB23,ADCY9,EYA2,ETS1,TNFRSF21,CDKL5,ZHX2,ACVRL1,IL7R,VANGL1,SOBP,NLGN4Y,CSPG4,LEPR,LRFN3,CD109,LAMB3,SMOC1,THRA,LGI2,MAP2K5,SARM1,NEO1,GRIN3A,ZBED6,HPSE,EDA,ASTN2,SMPD3,PCDHB8,SERPINI1,LARGE1,TNFSF4,IGSF3,MLLT3,DAGLA,TNFRSF11A,MAMDC2,PCDHA4,LRP5,LAMA2,NEXMIF,PLS1,NRP2,GPRIN1,CPLANE2,KLF15,HDAC11,C3orf70","GPNMB,SYT2,A2M,PSAP,CNOT1,PRKDC,FLNA,SLC31A1,PECAM1,IQGAP1,CX3CR1,CYBB,LRP1,LIPA,NOTCH2,NDRG1,CMKLR1,NCOA4,ARHGAP35,TRIP12,WNK1,NIN,KLF13,USP22,ZFP36L2,ATP5F1B,CTNNB1,TGFBR2,IGF2R,APOB,AP2B1,APLP2,MACF1,PLXNC1,PPP1R16B,ST14,PRKCA,HERC1,RASSF2,ANXA6,ITGA4,APP,FMN1,DIP2B,MYCBP2,SH3PXD2A,C3AR1,SCARB2,ITGB5,USP9X,TFRC,ATRN,SGPL1,SPTBN1,CSDE1,ADAR,TLR4,BIRC6,MBP,APAF1,TDRD6,ITGB1,HSD17B4,CRYBG3,PCDHGC3,NRIP1,ARCN1,XYLT1,MGAT1,JAK1,SETX,NRP1,SLC30A1,B3GNT5,TXNRD1,GALC,CBL,BMP2K,CCR1,EXOC4,ITPR1,CERS2,ANO6,GAS7,TGFBR1,UBASH3B,GTF2I,GNA12,SH3PXD2B,FBXW11,SLC40A1,DCTN1,STK24,OGDH,RTCB,WASHC5,B4GALT1,NDST1,MICAL2,MYO1E,CDKN1A,ALCAM,GBA,FOXN3,ITGAV,FRYL,MTPN,SERINC5,LMNA,TANC2,SEC24D,SASH1,STRN,CERT1,EPAS1,NFATC3,NAIP,DICER1,CAMK1,OTULIN,ATP7A,CUL3,BMPR2,EXTL3,AFG3L2,ADAM10,CYFIP2,TCF12,MUL1,TIFAB,PPARA,GNB4,ACO2,FURIN,PTPN13,ERAP1,ACP5,VGLL4,GSDME,ACO1,DOP1B,STK40,SLC12A2,TAOK1,CSNK2A2,PRCP,UNC119B,SEC24C,TENM4,EGLN1,SELENOP,ATP2B4,TRIM32,ATXN1,LMBR1,CEMIP2,AKAP6,ASPH,SP1,IL1RN,DOCK7,LRRC4,RAPH1,PRMT5,PIK3CB,STXBP1,CCR2,MAPK6,HMG20A,IL1RAP,TNFSF13,SPART,KIF3B,KIF26B,CYP1B1,HLTF,WDR48,HSPB7,ZDHHC2,PCDHGA10,ATP11C,SLC26A2,SLAMF8,PCDHGB6,RAPGEF2,EPHB2,TMEM106B,VEZF1,RBFOX2,PAPSS2,MBTPS2,MYO9A,VAV3,CPT2,GPR137B,TGM2,KIF13B,TNIK,IGF2BP3,PRKACB,ADGRG6,AMER1,TMOD2,CCDC134,PLXNA2,AKT3,FUT10,NGRN,ACACB,SLC39A14,CELSR2,LGR4,LRIG1,CD2,PCDHGB7,TRAPPC6B,MAP2K6,MITF,APBA2,PELO,ARG2,AMOT,MMP9,STARD13,SLIT3,RAB23,ADCY9,EYA2,ETS1,TNFRSF21,CDKL5,ZHX2,ACVRL1,IL7R,VANGL1,SOBP,NLGN4Y,CSPG4,LEPR,LRFN3,CD109,LAMB3,SMOC1,THRA,LGI2,MAP2K5,SARM1,NEO1,GRIN3A,ZBED6,HPSE,EDA,ASTN2,SMPD3,PCDHB8,SERPINI1,LARGE1,TNFSF4,IGSF3,MLLT3,DAGLA,TNFRSF11A,MAMDC2,PCDHA4,LRP5,LAMA2,NEXMIF,PLS1,NRP2,GPRIN1,CPLANE2,KLF15,HDAC11,C3orf70","ENSG00000136235,ENSG00000143858,ENSG00000175899,ENSG00000197746,ENSG00000125107,ENSG00000253729,ENSG00000196924,ENSG00000136868,ENSG00000261371,ENSG00000140575,ENSG00000168329,ENSG00000165168,ENSG00000123384,ENSG00000107798,ENSG00000134250,ENSG00000104419,ENSG00000174600,ENSG00000266412,ENSG00000160007,ENSG00000153827,ENSG00000060237,ENSG00000100503,ENSG00000169926,ENSG00000124422,ENSG00000152518,ENSG00000110955,ENSG00000168036,ENSG00000163513,ENSG00000197081,ENSG00000084674,ENSG00000006125,ENSG00000084234,ENSG00000127603,ENSG00000136040,ENSG00000101445,ENSG00000149418,ENSG00000154229,ENSG00000103657,ENSG00000101265,ENSG00000197043,ENSG00000115232,ENSG00000142192,ENSG00000248905,ENSG00000066084,ENSG00000005810,ENSG00000107957,ENSG00000171860,ENSG00000138760,ENSG00000082781,ENSG00000124486,ENSG00000072274,ENSG00000088812,ENSG00000166224,ENSG00000115306,ENSG00000009307,ENSG00000160710,ENSG00000136869,ENSG00000115760,ENSG00000197971,ENSG00000120868,ENSG00000180113,ENSG00000150093,ENSG00000133835,ENSG00000080200,ENSG00000240184,ENSG00000180530,ENSG00000095139,ENSG00000103489,ENSG00000131446,ENSG00000162434,ENSG00000107290,ENSG00000099250,ENSG00000170385,ENSG00000176597,ENSG00000198431,ENSG00000054983,ENSG00000110395,ENSG00000138756,ENSG00000163823,ENSG00000131558,ENSG00000150995,ENSG00000143418,ENSG00000177119,ENSG00000007237,ENSG00000106799,ENSG00000154127,ENSG00000263001,ENSG00000146535,ENSG00000174705,ENSG00000072803,ENSG00000138449,ENSG00000204843,ENSG00000102572,ENSG00000105953,ENSG00000100220,ENSG00000164961,ENSG00000086062,ENSG00000070614,ENSG00000133816,ENSG00000157483,ENSG00000124762,ENSG00000170017,ENSG00000177628,ENSG00000053254,ENSG00000138448,ENSG00000075539,ENSG00000105887,ENSG00000164300,ENSG00000160789,ENSG00000170921,ENSG00000150961,ENSG00000111961,ENSG00000115808,ENSG00000113163,ENSG00000116016,ENSG00000072736,ENSG00000249437,ENSG00000100697,ENSG00000134072,ENSG00000154124,ENSG00000165240,ENSG00000036257,ENSG00000204217,ENSG00000012232,ENSG00000141385,ENSG00000137845,ENSG00000055163,ENSG00000140262,ENSG00000090432,ENSG00000255833,ENSG00000186951,ENSG00000114450,ENSG00000100412,ENSG00000140564,ENSG00000163629,ENSG00000164307,ENSG00000102575,ENSG00000144560,ENSG00000105928,ENSG00000122729,ENSG00000142197,ENSG00000196182,ENSG00000064651,ENSG00000160551,ENSG00000070770,ENSG00000137509,ENSG00000175970,ENSG00000176986,ENSG00000149256,ENSG00000135766,ENSG00000250722,ENSG00000058668,ENSG00000119401,ENSG00000124788,ENSG00000105983,ENSG00000135048,ENSG00000151320,ENSG00000198363,ENSG00000185591,ENSG00000136689,ENSG00000116641,ENSG00000128594,ENSG00000173166,ENSG00000100462,ENSG00000051382,ENSG00000136854,ENSG00000121807,ENSG00000069956,ENSG00000140382,ENSG00000196083,ENSG00000161955,ENSG00000133104,ENSG00000101350,ENSG00000162849,ENSG00000138061,ENSG00000071794,ENSG00000114742,ENSG00000173641,ENSG00000104219,ENSG00000253846,ENSG00000101974,ENSG00000155850,ENSG00000158714,ENSG00000253305,ENSG00000109756,ENSG00000133216,ENSG00000106460,ENSG00000136451,ENSG00000100320,ENSG00000198682,ENSG00000012174,ENSG00000066933,ENSG00000134215,ENSG00000157184,ENSG00000077585,ENSG00000198959,ENSG00000197892,ENSG00000154310,ENSG00000136231,ENSG00000142875,ENSG00000112414,ENSG00000184675,ENSG00000128872,ENSG00000100147,ENSG00000076356,ENSG00000117020,ENSG00000172728,ENSG00000182768,ENSG00000076555,ENSG00000104635,ENSG00000143126,ENSG00000205213,ENSG00000144749,ENSG00000116824,ENSG00000254122,ENSG00000182400,ENSG00000108984,ENSG00000187098,ENSG00000034053,ENSG00000152684,ENSG00000081181,ENSG00000126016,ENSG00000100985,ENSG00000133121,ENSG00000184347,ENSG00000112210,ENSG00000162104,ENSG00000064655,ENSG00000134954,ENSG00000146072,ENSG00000008086,ENSG00000178764,ENSG00000139567,ENSG00000168685,ENSG00000173218,ENSG00000112320,ENSG00000165246,ENSG00000173546,ENSG00000116678,ENSG00000126243,ENSG00000156535,ENSG00000196878,ENSG00000198732,ENSG00000126351,ENSG00000153012,ENSG00000137764,ENSG00000004139,ENSG00000067141,ENSG00000198785,ENSG00000257315,ENSG00000173083,ENSG00000158813,ENSG00000148219,ENSG00000103056,ENSG00000120322,ENSG00000163536,ENSG00000133424,ENSG00000117586,ENSG00000143061,ENSG00000171843,ENSG00000134780,ENSG00000141655,ENSG00000165072,ENSG00000204967,ENSG00000162337,ENSG00000196569,ENSG00000050030,ENSG00000120756,ENSG00000118257,ENSG00000169258,ENSG00000132881,ENSG00000163884,ENSG00000163517,ENSG00000187068","GO:BP - multicellular organism development"
