"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","evidence_codes","intersection","intersection_gene","intersection_gene_id","term"
"query_1",TRUE,0.0266039449994739,25,589,6,0.0101867572156197,0.24,"GO:0033177","GO:CC","proton-transporting two-sector ATPase complex, proton-transporting domain",22115,1367,"IEA,IEA,ISS,IEA,IEA,ISS IEA","MT-ATP6,TCIRG1,RNASEK,MT-ATP8,ATP5ME,ATP6V0C","MT-ATP6,TCIRG1,RNASEK,MT-ATP8,ATP5ME,ATP6V0C","ENSG00000198899,ENSG00000110719,ENSG00000219200,ENSG00000228253,ENSG00000169020,ENSG00000185883","GO:CC - proton-transporting two-sector ATPase complex, proton-transporting domain"
"query_1",TRUE,0.0496240738632675,49,589,7,0.0118845500848896,0.142857142857143,"GO:0016469","GO:CC","proton-transporting two-sector ATPase complex",22115,723,"IEA,IBA NAS IEA,ISS NAS,IEA,IEA,ISS NAS IEA,IBA IEA","MT-ATP6,TCIRG1,RNASEK,MT-ATP8,ATP5ME,ATP6V0C,ATP6V1C2","MT-ATP6,TCIRG1,RNASEK,MT-ATP8,ATP5ME,ATP6V0C,ATP6V1C2","ENSG00000198899,ENSG00000110719,ENSG00000219200,ENSG00000228253,ENSG00000169020,ENSG00000185883,ENSG00000143882","GO:CC - proton-transporting two-sector ATPase complex"
