"","WT_V_1","WT_V_2","WT_V_3","WT_10_1","WT_10_2","WT_10_3","C08_V_1","C08_V_2","C08_V_3","C08_10_1","C08_10_2","C08_10_3","CTRL_Veh_0_vs_AD_Veh_0_pvalue","CTRL_Veh_10_vs_AD_Veh_10_pvalue","CTRL_Veh_0_vs_CTRL_Veh_10_pvalue","AD_Veh_0_vs_AD_Veh_10_pvalue","CTRL_Veh_0_vs_AD_Veh_10_pvalue"
"GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI",0.139478241193933,-0.245636811760692,0.0709956231291478,0.366339606710024,0.145454971961952,0.542351346262972,-0.544401562661978,-0.721279185413492,-0.626225873031238,0.440666829312405,0.394851908232003,0.569933479125065,0.0215789398945489,0.426383841607595,0.0927774417485893,0.000115181191969896,0.0395210515913652
"GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",-0.0161288400129533,-0.033124714250648,-0.0511145525540747,-0.00571699809869372,-0.000449473944835771,0.335615605665473,-0.311443692951806,-0.266029167162841,-0.34239471934868,0.339070104469569,0.201324474359608,0.189498182830707,0.0020884597457194,0.364091390549571,0.331932628924623,0.00248790644883607,0.0247106842965946
"GOBP_RESPONSE_TO_OXYGEN_RADICAL",0.148454147872313,0.305687573504683,0.109420772531357,0.0546749682281289,0.0468498349801253,0.261974611855661,-0.305470873153158,-0.206310530048287,-0.319391170095256,0.00199211222906093,0.116127857209234,0.101470339160355,0.00531625962317527,0.587147587886718,0.511863841234284,0.00227395496815274,0.191921998347457
"GOBP_PROTEIN_DENEDDYLATION",0.0619651427318498,-0.237014664123776,0.097812387503691,-0.507231008581335,-0.0424236101907505,0.504274515209298,-0.6701021625118,-0.561805195279696,-0.739093039815832,0.53448217419397,0.478122238868856,0.288434180923618,0.0139878924662586,0.261378662631926,0.975281206414173,0.000517138534802176,0.0286780596215443
"GOBP_FORMATION_OF_QUADRUPLE_SL_U4_U5_U6_SNRNP",0.242874490011315,-0.245870784359197,0.274487209034241,0.423200742281295,0.508988790167087,-0.133662655484387,0.434733907597191,0.518134564863011,0.637752483610165,-0.546323515497759,-0.523554347989479,-0.0844679527955894,0.108242265653086,0.0655924295997345,0.5411834006026,0.0158309187496541,0.103912898329418
"GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",-0.265016154282875,-0.454033992985004,-0.472611133925279,-0.152007695698482,-0.139131970862185,0.37523822676401,-0.0719790576970382,-0.112242545462783,-0.261287926595957,0.266350720147321,-0.0720497157160894,0.129664902047116,0.0483349593431748,0.714174942298715,0.120793232079865,0.103485036889935,0.017213255403861
"GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.0620886873679904,-0.412486306271717,-0.428631193145254,0.121127020640507,-0.189498074680276,0.353160787737668,-0.307257004333902,-0.146634884815165,-0.23627786006411,0.148519967825093,0.0702742363083443,0.277422562092675,0.873856226217235,0.707951677106449,0.190155083645283,0.00779375820038524,0.104725484859171
"GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.0486466523459277,-0.425455467024685,-0.394029632497736,0.100119906135458,-0.108375162312734,0.307760093761088,-0.368863609050996,-0.244954283282036,-0.18281217939828,0.118810104812056,0.0422550229250767,0.222024412380288,0.961747584588057,0.846391145912723,0.144665869809544,0.00652702017240771,0.116770188421666
"GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY",-0.291053004058281,-0.461557375206543,-0.379665132925876,-0.282624307847625,0.0298475778533718,0.367844054019002,0.0207523188673466,-0.10118056375883,-0.369151442388589,0.394049400372128,-0.265647353647302,-0.131941102060857,0.176660226765576,0.892805526246407,0.15004309440471,0.564722358363864,0.197524727166563
"GOBP_MRNA_3_SPLICE_SITE_RECOGNITION",-0.36401292437418,-0.503583852376138,-0.663818098498771,0.170139942149628,0.105691690781277,0.531666250420167,0.073744269705975,0.0430584342698969,-0.2266813975019,0.485664419834485,0.199757242340985,-0.244238986325718,0.0216172490806315,0.655840928600427,0.0115192949095691,0.491920781216261,0.0744488977547505
