"","WT_V_1","WT_V_2","WT_V_3","WT_10_1","WT_10_2","WT_10_3","C08_V_1","C08_V_2","C08_V_3","C08_10_1","C08_10_2","C08_10_3","CTRL_Veh_0_vs_AD_Veh_0_pvalue","CTRL_Veh_10_vs_AD_Veh_10_pvalue","CTRL_Veh_0_vs_CTRL_Veh_10_pvalue","AD_Veh_0_vs_AD_Veh_10_pvalue","CTRL_Veh_0_vs_AD_Veh_10_pvalue"
"GOBP_DEVELOPMENTAL_PIGMENTATION",0.154687073234709,-0.0367810818746092,-0.00866853582205446,0.241232991244506,0.00821158919263187,0.0854920113157769,-0.358995466271757,-0.284915815713969,-0.325676109293594,0.178386488900688,0.307564095053276,0.237009124193656,0.0173506915225112,0.193330904660807,0.455112114864905,0.000702850405083851,0.0542704210566712
"GOBP_AUTOPHAGIC_CELL_DEATH",0.333373732009277,0.278647121426329,0.027780698388407,-0.238584258565164,-0.379414475140706,0.27006335741699,-0.277933873798199,-0.495319700418815,-0.511054487207338,0.268737040323209,0.43085993894317,0.181764710235827,0.00683164029786587,0.163040662552547,0.233149353752813,0.00233712602438556,0.538129596027567
"GOBP_SOMATIC_STEM_CELL_DIVISION",-0.0245033405229706,0.440104464192781,0.356495687391216,0.382039348607242,0.162937713876215,0.552593468192749,-0.527489211621038,-0.385904917451658,-0.566718303325295,0.416570118784188,0.371832449741074,0.158050581753443,0.0229654264828815,0.735757083867606,0.585050671944538,0.00186420870247587,0.745163497014662
"GOBP_FIBROBLAST_PROLIFERATION",-0.0371555579768938,-0.119724892957453,-0.0363666372229658,-0.00520432787730241,0.081205075866146,0.225233311003306,-0.256798999581766,-0.237404103158496,-0.244909222122498,0.183389435744047,0.220176535876271,-0.026506718078077,0.0189485559695959,0.816842780928505,0.119460248015838,0.0394552046451628,0.119348526557002
"GOBP_REGULATION_OF_FIBROBLAST_PROLIFERATION",-0.0313652093919233,-0.0584459784326213,0.0139462367547536,0.0810200989181404,0.0463056913254618,0.230952441370314,-0.280114124399617,-0.225431170704125,-0.221846324502579,0.234898540470833,0.234432772449585,-0.036728685911464,0.00163364663959803,0.829892980656682,0.111835785195727,0.0455018830830047,0.197087497661082
"GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION",-0.173010339430087,0.0280265985205539,-0.0299991356255667,0.079112487501467,0.116599121457294,0.214886204909727,-0.342594008858676,-0.320507108805474,-0.353011316044614,0.37381462271778,0.255330351494295,0.0564696515539476,0.0395444219782554,0.436934426315583,0.0618231314502806,0.0245980430934125,0.0700995248707158
"GOBP_BEHAVIORAL_RESPONSE_TO_COCAINE",0.275441968828145,0.331981581536798,0.513986870185785,-0.303164174155708,-0.0550595459350922,0.204454766685258,-0.246112270553912,-0.173364446932349,-0.392421232285592,0.434743651432072,0.660774857984229,0.260765781705878,0.00273742067861589,0.0574878256448685,0.0826318670248166,0.0108352985011505,0.602179889026987
"GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY",-0.0353320452271033,0.0875469783364578,0.0129088238913421,0.0967662535916248,0.0751468304694696,0.0271095908036186,-0.169477930849363,-0.0970773169684589,-0.083474495635662,0.048052599412493,0.00149161122362365,-0.0196922243330966,0.0401329577549265,0.121003432274825,0.354042602240839,0.0220046573303049,0.791994586284907
"GOBP_LYMPHOCYTE_CHEMOTAXIS",-0.0616969691273138,0.156266394972481,0.130054589721742,-0.00548450034526224,0.166748606004986,-0.14722300026279,-0.225723035310776,-0.148794745496052,-0.204619165691694,0.0972960813222009,0.229005503199094,0.160632781850531,0.048237490873353,0.218155796620961,0.573189159462261,0.00290604443753895,0.343858572723987
"GOBP_VESICLE_DOCKING",0.206791385068836,0.14274585362066,-0.0675985758109969,-0.225092230195743,-0.244936524487368,0.154025778354612,-0.25114069269791,-0.403805398928862,-0.381419133037136,0.320169575598753,0.340024805871461,0.344993227223875,0.0168903783770555,0.076486713329427,0.276538863509975,0.00407003073933312,0.0994426856717996
"GOBP_VESICLE_FUSION_WITH_GOLGI_APPARATUS",0.311868081945651,0.0880180226461216,-0.229453366097812,-0.294701294095519,-0.106455837870272,0.572772148298882,-0.70965536504661,-0.492917502796742,-0.566506922089889,0.267427269644143,0.536531414597026,0.615918342831091,0.0395282235010378,0.251118410386019,0.999049379391435,0.00228608964134126,0.102179414946215
"GOBP_ORGANELLE_FISSION",0.0178845206373539,-0.114619177879166,-0.160494146164895,-0.0925243956144572,-0.0326657255164235,0.285311009758178,-0.26109302922904,-0.242549476328166,-0.35998874300822,0.109306920441293,0.0803431902465542,0.0328009514823206,0.0420174613356361,0.876863361838292,0.364531517138281,0.00234589895825624,0.0798020066663114
"GOBP_ISOTYPE_SWITCHING_TO_IGA_ISOTYPES",-0.0296121826787777,0.321331106254737,0.0547367307621706,0.152533226898046,0.353569243808946,0.337911988496599,-0.40112994255915,-0.478672466149923,-0.674372918327991,0.531889892963912,0.324657529608693,0.404156517368489,0.0104937250588643,0.19147402062228,0.265289302694494,0.0010944741097447,0.0827978294047073
"GOBP_POSITIVE_REGULATION_OF_ISOTYPE_SWITCHING_TO_IGA_ISOTYPES",0.277710306395364,0.492032447877525,0.327169316792018,0.0315320505434795,0.475715957972579,0.510773130545035,-0.700426316395501,-0.696086338671503,-0.88835119253322,0.744003124387923,0.58343295932133,0.480767334704362,0.000240967970588851,0.2257372226727,0.886157870119621,0.000201912152902769,0.0791745758579039
"GOBP_POSITIVE_REGULATION_OF_ISOTYPE_SWITCHING_TO_IGG_ISOTYPES",0.379504461186157,0.0314600699112286,0.0107384330469189,0.0675421198407275,0.0330349940459994,0.415661823861073,-0.621042575886343,-0.470908822161097,-0.268039460078313,-0.089463415368139,0.128551336201927,0.303360108216683,0.0204076283865671,0.74604606872612,0.862762065218948,0.0210227357733065,0.880561390000767
"GOBP_MESODERM_MORPHOGENESIS",0.243354317911351,0.21820657469541,0.070069784897153,0.105522673400257,-0.169526633009549,-0.0239253261389512,-0.108138339085257,-0.166149645896487,0.00725549277028847,0.0375736446018123,0.159364500033708,0.159246816343846,0.0232345605346148,0.196305711328022,0.107301845231782,0.0356252179251312,0.439275472582396
