"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","evidence_codes","intersection","intersection_gene","intersection_gene_id","term"
"query_1",TRUE,0.0258573998930286,3,19,1,0.0526315789473684,0.333333333333333,"CORUM:7176","CORUM","GNAS-L-GNB2-GNG8 complex",3383,2665,"CORUM","GNG8","GNG8","ENSG00000167414","CORUM - GNAS-L-GNB2-GNG8 complex"
"query_1",TRUE,0.0258573998930286,2,19,1,0.0526315789473684,0.5,"CORUM:1042","CORUM","SRA-SRC-1 ribonucleoprotein complex",3383,559,"CORUM","SRA1","SRA1","ENSG00000213523","CORUM - SRA-SRC-1 ribonucleoprotein complex"
"query_1",TRUE,0.0258573998930286,3,19,1,0.0526315789473684,0.333333333333333,"CORUM:7175","CORUM","GNAS-L-GNB1-GNG8 complex",3383,2664,"CORUM","GNG8","GNG8","ENSG00000167414","CORUM - GNAS-L-GNB1-GNG8 complex"
"query_1",TRUE,0.0258573998930286,3,19,1,0.0526315789473684,0.333333333333333,"CORUM:1617","CORUM","G protein complex (CACNA1A, GNB1, GNG2)",3383,790,"CORUM","CACNA1A","CACNA1A","ENSG00000141837","CORUM - G protein complex (CACNA1A, GNB1, GNG2)"
"query_1",TRUE,0.0258573998930286,1,19,1,0.0526315789473684,1,"CORUM:1972","CORUM","BMP4-BGN complex",3383,864,"CORUM","BGN","BGN","ENSG00000182492","CORUM - BMP4-BGN complex"
"query_1",TRUE,0.0258573998930286,3,19,1,0.0526315789473684,0.333333333333333,"CORUM:7075","CORUM","GNAI1-GNB5-GNG8 complex",3383,2572,"CORUM","GNG8","GNG8","ENSG00000167414","CORUM - GNAI1-GNB5-GNG8 complex"
"query_1",TRUE,0.0258573998930286,3,19,1,0.0526315789473684,0.333333333333333,"CORUM:7074","CORUM","GNAI1-GNB4-GNG8 complex",3383,2571,"CORUM","GNG8","GNG8","ENSG00000167414","CORUM - GNAI1-GNB4-GNG8 complex"
"query_1",TRUE,0.0258573998930286,2,19,1,0.0526315789473684,0.5,"CORUM:2688","CORUM","MMP14-CLDN1 complex",3383,1129,"CORUM","CLDN1","CLDN1","ENSG00000163347","CORUM - MMP14-CLDN1 complex"
"query_1",TRUE,0.0258573998930286,2,19,1,0.0526315789473684,0.5,"CORUM:7073","CORUM","GNAI1-GNB3-GNG8 complex",3383,2570,"CORUM","GNG8","GNG8","ENSG00000167414","CORUM - GNAI1-GNB3-GNG8 complex"
"query_1",TRUE,0.0258573998930286,3,19,1,0.0526315789473684,0.333333333333333,"CORUM:2693","CORUM","NFAT-JUN-FOS DNA-protein complex",3383,1131,"CORUM","FOS","FOS","ENSG00000170345","CORUM - NFAT-JUN-FOS DNA-protein complex"
"query_1",TRUE,0.0258573998930286,2,19,1,0.0526315789473684,0.5,"CORUM:2694","CORUM","ERG-JUN-FOS DNA-protein complex",3383,1132,"CORUM","FOS","FOS","ENSG00000170345","CORUM - ERG-JUN-FOS DNA-protein complex"
"query_1",TRUE,0.0258573998930286,2,19,1,0.0526315789473684,0.5,"CORUM:6795","CORUM","LPAR2-SIVA1 complex",3383,2377,"CORUM","LPAR2","LPAR2","ENSG00000064547","CORUM - LPAR2-SIVA1 complex"
"query_1",TRUE,0.0258573998930286,3,19,1,0.0526315789473684,0.333333333333333,"CORUM:7072","CORUM","GNAI1-GNB2-GNG8 complex",3383,2569,"CORUM","GNG8","GNG8","ENSG00000167414","CORUM - GNAI1-GNB2-GNG8 complex"
"query_1",TRUE,0.0258573998930286,2,19,1,0.0526315789473684,0.5,"CORUM:2909","CORUM","PLC-gamma-2-Syk-LAT-FcR-gamma complex",3383,1281,"CORUM","LAT","LAT","ENSG00000213658","CORUM - PLC-gamma-2-Syk-LAT-FcR-gamma complex"
"query_1",TRUE,0.0258573998930286,2,19,1,0.0526315789473684,0.5,"CORUM:6797","CORUM","LPAR2-SIVA1 complex",3383,2379,"CORUM","LPAR2","LPAR2","ENSG00000064547","CORUM - LPAR2-SIVA1 complex"
"query_1",TRUE,0.0286540943675433,4,19,1,0.0526315789473684,0.25,"CORUM:6990","CORUM","THSD1-FAK-talin-vinculin complex",3383,2504,"CORUM","THSD1","THSD1","ENSG00000136114","CORUM - THSD1-FAK-talin-vinculin complex"
"query_1",TRUE,0.0286540943675433,4,19,1,0.0526315789473684,0.25,"CORUM:2955","CORUM","LCK-SLP76-PLC-gamma-1-LAT complex, pervanadate-activated",3383,1307,"CORUM","LAT","LAT","ENSG00000213658","CORUM - LCK-SLP76-PLC-gamma-1-LAT complex, pervanadate-activated"
"query_1",TRUE,0.0286540943675433,4,19,1,0.0526315789473684,0.25,"CORUM:2754","CORUM","JUND-FOSB-SMAD3-SMAD4 complex",3383,1173,"CORUM","FOSB","FOSB","ENSG00000125740","CORUM - JUND-FOSB-SMAD3-SMAD4 complex"
"query_1",TRUE,0.0286540943675433,4,19,1,0.0526315789473684,0.25,"CORUM:2692","CORUM","SMAD3-SMAD4-cJun-cFos complex",3383,1130,"CORUM","FOS","FOS","ENSG00000170345","CORUM - SMAD3-SMAD4-cJun-cFos complex"
"query_1",TRUE,0.0286540943675433,4,19,1,0.0526315789473684,0.25,"CORUM:2547","CORUM","PLC-gamma-1-SLP-76-SOS1-LAT complex",3383,1081,"CORUM","LAT","LAT","ENSG00000213658","CORUM - PLC-gamma-1-SLP-76-SOS1-LAT complex"
"query_1",TRUE,0.0286540943675433,4,19,1,0.0526315789473684,0.25,"CORUM:551","CORUM","core-histone (H2A/H2B/H3/H4)-TDIF2-TDT complex",3383,307,"CORUM","H2BC21","H2BC21","ENSG00000184678","CORUM - core-histone (H2A/H2B/H3/H4)-TDIF2-TDT complex"
"query_1",TRUE,0.0286540943675433,4,19,1,0.0526315789473684,0.25,"CORUM:6146","CORUM","CENP-T-W-S-X heterotetramer complex",3383,1927,"CORUM","CENPT","CENPT","ENSG00000102901","CORUM - CENP-T-W-S-X heterotetramer complex"
"query_1",TRUE,0.0348917444761264,5,19,1,0.0526315789473684,0.2,"CORUM:2922","CORUM","LAT-PLC-gamma-1-p85-GRB2-SOS signaling complex, C305 activated",3383,1292,"CORUM","LAT","LAT","ENSG00000213658","CORUM - LAT-PLC-gamma-1-p85-GRB2-SOS signaling complex, C305 activated"
"query_1",TRUE,0.0399030254384463,6,19,1,0.0526315789473684,0.166666666666667,"CORUM:2529","CORUM","LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated",3383,1073,"CORUM","LAT","LAT","ENSG00000213658","CORUM - LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated"
"query_1",TRUE,0.0399030254384463,6,19,1,0.0526315789473684,0.166666666666667,"CORUM:927","CORUM","CENP-A NAC complex",3383,518,"CORUM","CENPT","CENPT","ENSG00000102901","CORUM - CENP-A NAC complex"
"query_1",TRUE,0.0454207244274152,7,19,1,0.0526315789473684,0.142857142857143,"CORUM:1150","CORUM","Histone H3.3 complex",3383,634,"CORUM","IPO4","IPO4","ENSG00000196497","CORUM - Histone H3.3 complex"
"query_1",TRUE,0.032023357049495,22,202,4,0.0198019801980198,0.181818181818182,"GO:0030021","GO:MF","extracellular matrix structural constituent conferring compression resistance",20196,3601,"RCA,RCA,ISS RCA,HDA RCA","OGN,PRG4,BGN,PRG2","OGN,PRG4,BGN,PRG2","ENSG00000106809,ENSG00000116690,ENSG00000182492,ENSG00000186652","GO:MF - extracellular matrix structural constituent conferring compression resistance"
"query_1",TRUE,0.00624142272481015,1583,197,35,0.177664974619289,0.0221099178774479,"TF:M09610_1","TF","Factor: ER-beta; motif: NRGGTCANKSTGACCTNN; match class: 1",20044,2147,"TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF","TSC22D3,NPIPB5,HSH2D,NPEPL1,POU6F1,NPIPB11,LCAT,NPIPB3,SAPCD1,MUC6,BRICD5,GPC2,CCDC17,SCX,TBC1D3L,C1S,GNMT,MAP4K1,OVGP1,C1R,ARL6IP4,ALB,EGFL8,TMEM86B,CHRNE,DIPK1B,KLHL29,FSCN2,CACNA1F,ATP6V1C2,MADCAM1,COL4A4,CCDC196,RAPSN,B3GNT4","TSC22D3,NPIPB5,HSH2D,NPEPL1,POU6F1,NPIPB11,LCAT,NPIPB3,SAPCD1,MUC6,BRICD5,GPC2,CCDC17,SCX,TBC1D3L,C1S,GNMT,MAP4K1,OVGP1,C1R,ARL6IP4,ALB,EGFL8,TMEM86B,CHRNE,DIPK1B,KLHL29,FSCN2,CACNA1F,ATP6V1C2,MADCAM1,COL4A4,CCDC196,RAPSN,B3GNT4","ENSG00000157514,ENSG00000243716,ENSG00000196684,ENSG00000215440,ENSG00000184271,ENSG00000254206,ENSG00000213398,ENSG00000169246,ENSG00000228727,ENSG00000184956,ENSG00000182685,ENSG00000213420,ENSG00000159588,ENSG00000260428,ENSG00000274512,ENSG00000182326,ENSG00000124713,ENSG00000104814,ENSG00000085465,ENSG00000159403,ENSG00000182196,ENSG00000163631,ENSG00000241404,ENSG00000180089,ENSG00000108556,ENSG00000165716,ENSG00000119771,ENSG00000186765,ENSG00000102001,ENSG00000143882,ENSG00000099866,ENSG00000081052,ENSG00000196553,ENSG00000165917,ENSG00000176383","TF - Factor: ER-beta; motif: NRGGTCANKSTGACCTNN; match class: 1"
"query_1",TRUE,0.00624142272481015,1921,197,40,0.203045685279188,0.0208224882873503,"TF:M00712_1","TF","Factor: myogenin; motif: RGCAGSTG; match class: 1",20044,5539,"TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF","CENATAC,CLASRP,NPIPB5,LPAR2,TNFRSF13C,TPM2,NPEPL1,NPIPB11,LCAT,NPIPB3,CH25H,MUC6,BRICD5,GRIN2C,GPC2,SCX,ELF3,LIN7B,GNMT,MUC5B,UNC5CL,OXER1,ASIC3,STX16-NPEPL1,CHRNE,SCNN1D,NPIPB6,DIPK1B,UTS2R,PRAP1,LAT,AOC2,COL4A4,RAPSN,SULT1A3,TSNAXIP1,AOC3,IGFL4,TTC39A,KIF12","CENATAC,CLASRP,NPIPB5,LPAR2,TNFRSF13C,TPM2,NPEPL1,NPIPB11,LCAT,NPIPB3,CH25H,MUC6,BRICD5,GRIN2C,GPC2,SCX,ELF3,LIN7B,GNMT,MUC5B,UNC5CL,OXER1,ASIC3,STX16-NPEPL1,CHRNE,SCNN1D,NPIPB6,DIPK1B,UTS2R,PRAP1,LAT,AOC2,COL4A4,RAPSN,SULT1A3,TSNAXIP1,AOC3,IGFL4,TTC39A,KIF12","ENSG00000186166,ENSG00000104859,ENSG00000243716,ENSG00000064547,ENSG00000159958,ENSG00000198467,ENSG00000215440,ENSG00000254206,ENSG00000213398,ENSG00000169246,ENSG00000138135,ENSG00000184956,ENSG00000182685,ENSG00000161509,ENSG00000213420,ENSG00000260428,ENSG00000163435,ENSG00000104863,ENSG00000124713,ENSG00000117983,ENSG00000124602,ENSG00000162881,ENSG00000213199,ENSG00000254995,ENSG00000108556,ENSG00000162572,ENSG00000198156,ENSG00000165716,ENSG00000181408,ENSG00000165828,ENSG00000213658,ENSG00000131480,ENSG00000081052,ENSG00000165917,ENSG00000261052,ENSG00000102904,ENSG00000131471,ENSG00000204869,ENSG00000085831,ENSG00000136883","TF - Factor: myogenin; motif: RGCAGSTG; match class: 1"
"query_1",TRUE,0.00624142272481015,9824,197,128,0.649746192893401,0.0130293159609121,"TF:M02111","TF","Factor: NR1B2; motif: NTGACCY",20044,6008,"TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF","EGR1,IER2,TSC22D3,FKBP11,CENATAC,CLASRP,FOSB,ZNF700,AGER,NPIPB5,CENPT,ERMN,REC8,LPAR2,EGR3,ARHGAP33,HSH2D,NPEPL1,CCL3,NDUFA11,POU6F1,RHEX,NPIPB11,LCAT,NPIPB3,FAM229A,RTEL1-TNFRSF6B,MUC6,BRICD5,GRIN2C,TMEM91,GPC2,EBLN2,SCX,SYCP2L,ELF3,LIN7B,TBC1D3L,AKR7A3,CAMK2B,CHKB,C1S,SGPP2,PRR22,GNMT,OVGP1,STIMATE-MUSTN1,MUC5B,CPT1B,C1R,CCDC188,TGM1,ADM5,UNC5CL,OXER1,TMPRSS9,ALB,YY2,ANKLE1,ASIC3,CDK11A,EGFL8,CRB2,STX16-NPEPL1,TMEM86B,CHRNE,ATP6V0C,SCNN1D,RHBDF1,LRRC4B,NPIPB6,CACNA1A,H1-3,RUNDC3B,DIPK1B,UTS2R,RBFOX3,GRIN3B,KLHL29,DNAJB13,THSD1,FSCN2,SCO2,FBXW12,CACNA1F,KLF2,CMTM2,PTPN20,CABP4,MADCAM1,COL11A2,HINT2,PKD2L2,C1QTNF12,IPO4,PRAP1,LAT,AOC2,NTN5,TYRO3,ANGPT2,COL4A4,ZNF610,VARS2,RSPO4,FAM81B,ESAM,MCF2,RAPSN,TMEM74B,MC1R,SMIM45,B3GNT4,SULT1A3,GRM3,H1-7,AVPR1B,CNDP1,MCAM,AOC3,IGFL4,UPK3BL2,TTC39A,KIF12,PRG2,CRYBG2,C6orf132,CXCL14","EGR1,IER2,TSC22D3,FKBP11,CENATAC,CLASRP,FOSB,ZNF700,AGER,NPIPB5,CENPT,ERMN,REC8,LPAR2,EGR3,ARHGAP33,HSH2D,NPEPL1,CCL3,NDUFA11,POU6F1,RHEX,NPIPB11,LCAT,NPIPB3,FAM229A,RTEL1-TNFRSF6B,MUC6,BRICD5,GRIN2C,TMEM91,GPC2,EBLN2,SCX,SYCP2L,ELF3,LIN7B,TBC1D3L,AKR7A3,CAMK2B,CHKB,C1S,SGPP2,PRR22,GNMT,OVGP1,STIMATE-MUSTN1,MUC5B,CPT1B,C1R,CCDC188,TGM1,ADM5,UNC5CL,OXER1,TMPRSS9,ALB,YY2,ANKLE1,ASIC3,CDK11A,EGFL8,CRB2,STX16-NPEPL1,TMEM86B,CHRNE,ATP6V0C,SCNN1D,RHBDF1,LRRC4B,NPIPB6,CACNA1A,H1-3,RUNDC3B,DIPK1B,UTS2R,RBFOX3,GRIN3B,KLHL29,DNAJB13,THSD1,FSCN2,SCO2,FBXW12,CACNA1F,KLF2,CMTM2,PTPN20,CABP4,MADCAM1,COL11A2,HINT2,PKD2L2,C1QTNF12,IPO4,PRAP1,LAT,AOC2,NTN5,TYRO3,ANGPT2,COL4A4,ZNF610,VARS2,RSPO4,FAM81B,ESAM,MCF2,RAPSN,TMEM74B,MC1R,SMIM45,B3GNT4,SULT1A3,GRM3,H1-7,AVPR1B,CNDP1,MCAM,AOC3,IGFL4,UPK3BL2,TTC39A,KIF12,PRG2,CRYBG2,C6orf132,CXCL14","ENSG00000120738,ENSG00000160888,ENSG00000157514,ENSG00000134285,ENSG00000186166,ENSG00000104859,ENSG00000125740,ENSG00000196757,ENSG00000204305,ENSG00000243716,ENSG00000102901,ENSG00000136541,ENSG00000100918,ENSG00000064547,ENSG00000179388,ENSG00000004777,ENSG00000196684,ENSG00000215440,ENSG00000277632,ENSG00000174886,ENSG00000184271,ENSG00000263961,ENSG00000254206,ENSG00000213398,ENSG00000169246,ENSG00000225828,ENSG00000026036,ENSG00000184956,ENSG00000182685,ENSG00000161509,ENSG00000142046,ENSG00000213420,ENSG00000255423,ENSG00000260428,ENSG00000153157,ENSG00000163435,ENSG00000104863,ENSG00000274512,ENSG00000162482,ENSG00000058404,ENSG00000100288,ENSG00000182326,ENSG00000163082,ENSG00000212123,ENSG00000124713,ENSG00000085465,ENSG00000248592,ENSG00000117983,ENSG00000205560,ENSG00000159403,ENSG00000234409,ENSG00000092295,ENSG00000224420,ENSG00000124602,ENSG00000162881,ENSG00000178297,ENSG00000163631,ENSG00000230797,ENSG00000160117,ENSG00000213199,ENSG00000008128,ENSG00000241404,ENSG00000148204,ENSG00000254995,ENSG00000180089,ENSG00000108556,ENSG00000185883,ENSG00000162572,ENSG00000007384,ENSG00000131409,ENSG00000198156,ENSG00000141837,ENSG00000124575,ENSG00000105784,ENSG00000165716,ENSG00000181408,ENSG00000167281,ENSG00000116032,ENSG00000119771,ENSG00000187726,ENSG00000136114,ENSG00000186765,ENSG00000284194,ENSG00000164049,ENSG00000102001,ENSG00000127528,ENSG00000140932,ENSG00000204179,ENSG00000175544,ENSG00000099866,ENSG00000204248,ENSG00000137133,ENSG00000078795,ENSG00000184163,ENSG00000196497,ENSG00000165828,ENSG00000213658,ENSG00000131480,ENSG00000142233,ENSG00000092445,ENSG00000091879,ENSG00000081052,ENSG00000167554,ENSG00000137411,ENSG00000101282,ENSG00000153347,ENSG00000149564,ENSG00000101977,ENSG00000165917,ENSG00000125895,ENSG00000258839,ENSG00000205704,ENSG00000176383,ENSG00000261052,ENSG00000198822,ENSG00000187166,ENSG00000198049,ENSG00000150656,ENSG00000076706,ENSG00000131471,ENSG00000204869,ENSG00000284981,ENSG00000085831,ENSG00000136883,ENSG00000186652,ENSG00000176092,ENSG00000188112,ENSG00000145824","TF - Factor: NR1B2; motif: NTGACCY"
