"","C08_V_1","C08_V_2","C08_V_3","C08_100_1","C08_100_2","C08_100_3"
"PDS5B",1394.21781114875,1352.39112164568,1655.68462764532,2076.83463772932,1765.87600010063,1880.58306935375
"DLEU2",390.635058704547,434.621795723884,471.377634782876,333.871845305408,251.648176918517,193.107446594026
"TMEM205",139.739370593496,127.643779812112,110.222631018881,54.6335746863395,53.1498304698593,69.0934900657523
"MYH10",646.823904792624,662.481766297571,826.66973264161,1100.259490211,868.837024619536,1021.34351340785
"IL1B",5567.34356023635,5617.38121900408,5484.16218377987,6645.56732087447,7147.02516256944,6151.09224380236
"GOLGA1",1127.44264910662,1195.20993824068,940.410107203648,798.257230139295,756.029221173304,857.467927995491
"AKR1B1",3729.55911061279,3649.97915826369,3464.97739000845,4171.12166737234,4398.41964398529,4329.85871078715
"NAIF1",284.771899164019,252.1228378107,269.693671641944,381.676223155955,446.892452113919,390.643963064061
"TFAP4",551.547061206149,655.09741539935,612.087376509107,334.63064495383,490.280068824008,387.986521138455
"P3H1",1734.03855327384,1728.99301745497,1573.60394497169,1099.50069056258,1466.50144480101,1236.59630938193
"TRIM24",789.739170172336,754.25869888975,647.264811940665,1154.89306489734,852.566668353253,1069.17746806876
"BRF2",80.456001250801,61.1846217281196,98.4968192083621,154.036328629541,158.364800991826,166.533027337967
"PXK",783.387380599905,970.514689480518,820.806826736351,1245.94902270791,1097.70670276526,1109.92491092805
"PIM3",1144.3807546331,1237.40622908766,1287.49413679502,832.403214318257,995.745803496547,960.222349118917
"NOSIP",1081.92149050419,1190.99030915598,1143.26665152563,848.338006935106,950.188805950953,801.661647557768
"LINC01278",622.475378098303,485.257344740259,560.493804542822,409.751810147547,372.048813289015,361.412101882397
"SPATA5",304.88589947672,328.076161335262,277.901739909307,451.485790810723,427.368024594379,463.280709030622
"TMIGD3",5652.03408786877,5401.12522841332,5431.39603063254,4701.52262161889,4641.39029756179,4740.87639528085
"TP53INP2",332.410320957257,310.142737725296,331.840474237696,455.27978905283,456.654665873689,501.370709964306
"ANLN",847.963907919626,707.842778958073,758.660024140598,1195.10944626368,953.44287720421,1011.59955968063
"NCK1-DT",539.902113656691,467.323921130293,501.864745490226,382.435022804377,318.898982819156,327.751170824723
"RAB20",444.625270070216,398.754948503952,354.119516677683,518.260159871804,600.918491434735,627.156294442983
"TIMM9P2",39.1693690299952,22.153052694664,45.7306660610253,6.82919683579244,2.16938083550446,8.85813975201953
"AQP11",106.921791135933,125.533965269763,140.709741726232,69.0507680063458,41.2182358745847,55.8062804377231
"NOSTRIN",77.2801064645852,68.5689726263409,99.669400389414,18.2111915621132,34.7100933680714,34.5467450328762
"MTHFD2L",424.511269757516,704.67805714455,583.945428163861,390.781818937012,355.778457022731,341.924194427954
"AKR7A3",134.44621261647,102.326005303924,109.050049837829,53.8747750379182,44.4723071278414,57.577908388127
"ATF5",1676.87244712196,1757.47551377668,1677.96367008531,1277.81860794161,1416.60568558441,1392.49956901747
"FZD1",99.511369968096,97.0514689480518,127.81134873466,156.312727574805,236.462511069986,226.7683776517
"HRAS",544.136640038312,689.909355348107,554.630898637563,301.243460423289,387.234479137546,465.052336981025
"CDC40",1115.79770155716,1053.8523639033,1129.19567735301,1663.28882933967,1323.32230965772,1361.4960798854
"MRPS18B",1159.20159696878,1339.73223439158,1272.25058144134,1570.71527223226,1628.1203170461,1574.97724790907
"ELMOD2",689.169168608835,794.34517519438,737.553562881664,1158.68706313945,861.24419169527,1052.34700253992
"ZCWPW1",217.019477058082,191.993123353755,213.409774951451,118.372745153736,130.162850130268,105.411863049032
"DNAJC25",376.872847964278,387.150968521033,374.053396755566,279.238270619069,240.801272740995,222.33930777569
"MFSD14C",1887.54013460761,2109.81454234895,2181.00099675659,1719.44000332285,1539.17570279041,1646.72817990043
"ARHGEF40",917.833593216375,1006.38153670045,847.776193900545,1107.0886870468,1316.81416715121,1258.74165876198
"ANKRD6",197.964108340787,256.342466895398,226.308167943022,368.776629132792,338.423410338696,355.211404055983
"ARHGAP11B",124.918528257823,102.326005303924,120.775861648349,53.8747750379182,53.1498304698593,54.9204664625211
"MC1R",71.9869484875588,29.5374035928853,39.8677601557656,10.6231950778994,6.50814250651338,14.1730236032313
"DDX21",6812.29431643295,6844.23837538,6526.58685373504,8880.99108512386,7312.98279648553,8258.44369080781
"TBL2",1330.69991542443,1459.99166330547,1490.350681117,1772.55597871235,1852.65123352081,1733.53794947022
"MRPL20",1568.89202439062,1567.59220496527,1371.91998183076,1025.89712466571,1185.56662660319,1240.13956528273
"CTTN-DT",78.3387380599905,63.2944362704686,52.7661531473368,15.934792616849,21.6938083550446,25.6886052808566
"ATP5F1D",1714.98318455655,1741.65190470906,1591.19266268747,1075.97790146152,1501.21153816909,1169.27444726658
"ZBTB8OS",876.546960995569,740.544904364482,768.040673589014,519.777759168647,568.377778902168,632.471178294195
"SCN4B",149.267054952144,174.059699743789,170.02427125253,322.489850579088,248.394105665261,255.114424858163
"CTPS1",1669.46202595412,1738.48718289554,1568.91362024748,2101.11622647881,2067.41993623575,1981.56586252677
"SERPINF1",4003.74469382276,3626.77119829785,3307.85151174749,4326.67559529872,4741.181815995,4400.7238288033
"C8orf76",169.381055264844,130.808501625635,104.359725113622,63.7391704673961,70.5048771538949,53.1488385121172
"CCNDBP1",1139.08759665608,1118.20170744494,1082.29243011093,1371.15096469744,1426.36789934418,1404.0151506951
"RPS7P3",77.2801064645852,83.3376744227836,126.638767553608,52.3571757410754,21.6938083550446,22.1453493800488
"POLR1G",294.299583522667,312.252552267645,308.388850616658,162.383124762176,219.10746438595,186.02093479241
"CIC",2648.696251704,2727.9902032572,2564.43504296057,3038.99259192764,3839.80407884289,3162.35589147097
"EIF2AK4",2013.51729446084,2044.41029153613,2057.87997274614,2440.29966932317,2411.26679866321,2545.82936473041
"SP100",8273.20591809224,7949.78119557085,8763.87174718212,7191.14426808944,6460.41612813228,7276.07599230884
"ATP6V1H",2291.93740405242,2070.7829733155,2211.48810746394,2705.12074662223,2645.55992889769,2632.6391343002
"C2orf49-DT",269.951056828345,212.03636150607,262.658184555632,148.724731090591,158.364800991826,129.328840379485
"RFLNB",2465.55298569889,2364.047194702,2639.48023854789,2904.68505415705,3080.52078641633,3088.83333152921
"RFC1",1739.33171125087,1539.10970864356,1607.6087992222,2238.45896284308,1879.76849396461,2076.34795787338
"SYVN1",1897.06781896626,1794.39726826778,1688.51690071478,1235.32582763001,1522.90534652413,1421.73143019914
"MSRB2",294.299583522667,370.272452182241,325.977568332436,209.428702964302,212.599321879437,209.052098147661
"ADHFE1",61.400632533506,61.1846217281196,127.81134873466,34.9047838273836,22.7784987727968,24.8027913056547
"NBPF15",1349.75528414173,1220.52771274887,1212.4489412077,996.303938377275,1002.25394600306,953.135837317302
"NPIPA9",197.964108340787,42.196290846979,44.5580848799733,34.1459841789622,14.100975430779,18.602093479241
"ARAP2",408.631795826437,442.006146622105,539.387343283888,712.512869867678,616.104157283267,662.588853451061
"POLR2F",617.182220121276,610.791310010022,658.990623751184,302.00226007171,483.771926317494,449.10768542739
"MED21",453.094322833458,446.225775706803,372.880815574514,673.055288149766,566.208398066664,586.408851583693
"TSSK4",207.491792699434,184.608772455533,184.095245425153,319.454651985402,346.016243262961,266.630006535788
"DOLK",277.361477996182,302.758386827075,358.80984140189,397.611015772805,502.211663419282,558.948618352433
"CEBPB",2278.17519331215,2496.96551086998,2552.70923115005,1666.32402793336,2080.43622124878,1993.08144420439
"ARL17A",202.198634722408,348.119399487577,267.34850927984,170.729920894811,133.416921383524,147.045119883524
"FAM135A",2919.70594012775,3120.4157081341,2926.76262790562,4189.33285893445,3372.30250879168,3616.77846074958
"HTRA1",11067.9933299622,10416.1543955768,10385.5515205769,11828.1689195925,13225.6302636529,12400.5098388521
"MRPL53P1",37.0521058391847,25.3177745081874,35.1774354315579,4.5527978905283,8.67752334201784,4.42906987600977
"RACGAP1",1424.9181274155,1384.03833978091,1361.36675120129,1721.71640226812,1695.37112294674,1733.53794947022
"NFS1",723.045379661804,664.59158083992,742.243887605871,493.97857112232,507.635115508044,554.519548476423
"CHIC1",484.853270695617,420.908001198616,453.788917067097,714.789268812943,586.817516003956,620.069782641367
"PDF",74.1042116783694,68.5689726263409,53.9387343283888,114.578746911629,164.872943498339,136.415352181101
"LIME1",57.1661061518849,73.8435089822133,49.248409604181,21.2463901557987,18.4397371017879,17.7162795040391
"TRIM45",166.205160478628,129.753594354461,162.988784166218,72.8447662484527,85.6905430024262,77.0658158425699
"ZRANB2",3862.94669163385,3914.76088332848,4064.16637352599,3503.37797676152,2525.15929252719,3149.95449581815
"ANKHD1-EIF4EBP3",117.508107089986,132.918316167984,168.851690071478,74.3623655452955,54.2345208876115,70.8651180161563
"SNX4",1243.8921246012,1391.42269067913,1329.70705931289,1773.31477836077,1531.58286986615,1745.05353114785
"CBR3-AS1",101.628633158907,121.314336185065,145.400066450439,53.1159753894968,48.8110687988503,66.4360481401465
"CLEC17A",1665.2274995725,1393.53250522148,1488.0055187549,1102.53588915627,1257.15619417483,1156.87305161375
"BTBD7",2019.86908403327,2216.36017673757,2043.80899857351,3020.78140036552,2341.84661192706,2661.87099548187
"HMMR",684.934642227214,662.481766297571,630.848675405938,865.031599200376,850.397287517748,896.443742904377
"TRIM4",641.530746815598,625.560011806464,669.543854380652,830.126815372993,828.703479162704,917.703278309223
"PIK3CD-AS1",120.684001876202,122.369243456239,111.395212199933,44.7691792568616,57.4885921408682,62.8927922393387
"ISYNA1",606.595904167223,607.626588196498,722.310007527989,366.500230187528,513.058567596805,440.249545675371
"JMJD7-PLA2G4B",254.071582897266,251.067930539525,236.86139857249,103.196752185308,147.517896814303,168.304655288371
"TRMT10B",375.814216368873,356.558657656973,382.261465022929,262.544678353798,175.719847675861,253.342796907759
"CRKL",2464.49435410348,2473.75755090415,2273.63491005969,2851.56907876756,2851.65110827061,3038.3419349427
"PPIAP41",98.4527383726907,88.612210778656,89.1161697599467,44.7691792568616,13.0162850130268,36.3183729832801
"GPR39",14.8208423356739,26.3726817793619,8.20806826736351,43.2515799600188,70.5048771538949,69.9793040409543
"UBAC2",1397.39370593496,1394.58741249266,1266.38767553608,1758.89758504077,1657.40695832541,1661.78701747886
"ATAD5",925.244014384212,1064.40143661505,1108.08921609407,815.709622052986,616.104157283267,796.346763706556
"ATP5PF",1222.71949269309,1525.39591411829,1325.01673458868,996.303938377275,1034.79465853563,1080.69304974638
"GARRE1",786.56327538612,726.831109839214,821.979407917403,966.710752088842,1004.42332683856,1118.78305068007
"MRPS16",1619.70634097007,1585.52562857524,1454.00066450439,1928.86870628715,1937.25708610548,1897.41353488258
"LINC01252",87.866422418638,120.25942891389,92.6339133031024,50.0807767958113,35.7947837858236,40.7474428592898
"MIX23",372.638321582657,408.249113944522,437.37278053237,285.30866780644,267.918533184801,263.972564610182
"MIA2",1530.78128695603,1559.15294679588,1679.13625126636,2460.78725983054,1855.90530477407,1945.24748954349
"ALG10",97.3941067772854,55.9100853722472,36.3500166126098,178.317917379025,119.315945952745,155.903259635544
"ARID2",1024.75538435231,938.867471345284,1051.80531940358,1477.38291547643,1128.07803446232,1440.33352367838
"SMC2",2627.5236197959,2227.96415672049,2668.79476807419,3532.97116304996,2848.39703701736,3216.39054395829
"INO80D-AS1",150.325686547549,83.3376744227836,132.501673458868,46.2867785537043,30.3713316970624,68.2076760905504
"HTATSF1",2007.1655048884,1625.61210487987,1792.8766258284,2377.31929850419,2136.84012297189,2374.86726751644
"CENPW",385.341900727521,352.339028572275,347.084029591371,220.051898042201,213.684012297189,267.51582051099
"RAB1A",3509.36373876849,3530.77463662097,3343.02894717905,4302.39400654924,3878.85293388197,4254.56452289498
"MAP3K14-AS1",151.384318142955,173.004792472614,165.333946528322,101.679152888465,80.267090913665,71.7509319913582
"QRSL1",959.12022543718,1086.55448930971,1043.59725113622,1417.43774325114,1233.29300498429,1334.92166062934
"SBF2",992.996436490149,977.899040378739,932.202038936284,1305.8941949332,1238.71645707305,1171.93188919218
"NLGN2",244.543898538619,281.660241403585,241.551723296698,173.765119488497,149.687277649808,132.872096280293
"OR9A4",286.88916235483,271.11116869184,233.343655029334,191.97631105061,133.416921383524,117.81325870186
"TIGD2",119.625370280796,198.322566980801,198.166219597776,273.167873431698,295.035793628607,333.066054675934
"NAV3",745.276643165315,692.019169890456,721.137426346937,1009.20353240044,874.260476708297,967.308860920533
"TMPPE",43.4038954116163,28.4824963217109,72.7000332252196,117.613945505314,108.469041775223,128.443026404283
"CALM1",6864.16726460781,7371.69201096724,7352.0840051956,8588.85322048163,8216.52991447314,8352.33997217922
"PPM1F-AS1",367.345163605631,308.032923182947,361.155003763994,222.328296987465,197.413656030906,242.713029205335
"SIPA1L3",1187.78465004472,1106.59772746203,1286.32155561397,1400.74415098587,1597.74898534903,1616.61050474356
"NECAB3",435.097585711569,421.96290846979,419.784062816591,217.775499096937,277.680746944571,325.979542874319
"ZBED6",0,7.38435089822133,1.17258118105193,28.8343866400125,26.0325700260535,30.1176751568664
"SPATA1",61.400632533506,47.4708272028514,94.9790756652063,24.2815887494842,14.100975430779,24.8027913056547
"DGAT1",1229.07128226553,1117.14680017377,1361.36675120129,756.523249476119,1082.52103691673,800.775833582566
"FAM89B",114.33221230377,128.698687083286,120.775861648349,60.7039718737106,63.9967346473816,48.7197686361074
"DGUOK",923.126751193401,813.333506075521,933.374620117336,637.391704673961,723.488508640737,622.727224566973
"WRAP73",957.00296224637,789.070638838508,854.811680986857,489.425773231792,731.081341565003,575.77908388127
"AHCTF1",1857.89844993626,1711.059593845,1782.32339519893,2390.21889252736,2032.70984286768,2249.96749701296
"NRBF2",1291.53054639444,1463.156385119,1357.84900765813,1759.65638468919,1735.50466840357,1652.92887772684
"TMEM147-AS1",320.765373407799,449.390497520327,399.850182738708,296.690662532761,185.482061435631,211.709540073267
"PSD3",71.9869484875588,107.600541659797,76.2177767683754,188.182312808503,134.501611801277,187.792562742814
"SLCO4C1",1140.14622825148,1282.76724174816,1160.85536924141,1782.42037414183,1403.58940057139,1512.08445566973
"CCDC154",29.6416846713477,21.0981454234895,30.4871107073502,0.758799648421383,3.25407125325669,6.20069782641367
"AHCYL2",802.4427493172,774.301937042065,745.761631149027,1162.48106138156,900.293046734351,1062.97677024234
"YPEL4",151.384318142955,150.85173977795,221.617843218815,72.0859666000314,106.299660939719,85.9239555945895
"EEFSEC",441.449375284,417.743279385092,340.04854250506,542.541748621289,695.286557779179,544.775594749201
"LINC02918",55.0488429610744,41.1413835758046,85.5984262167909,19.728790858956,21.6938083550446,10.6297677024234
"TGM1",102.687264754312,132.918316167984,141.882322907283,25.799188046327,79.1824004959128,41.6332568344918
"TIMELESS",2431.67677464592,2297.58803661801,2349.85268682807,2792.38270619069,2778.97685028121,2940.90239767048
"COMMD2",873.371066209353,731.050738923912,858.329424530012,1220.90863431,979.475447230264,1119.66886465527
"AP4B1",788.680538576931,784.85100975381,857.156843348961,528.124555301282,579.224683079691,665.246295376667
"DDX17",31012.6125873976,31406.6992774065,32502.7777575784,28538.4547771282,26440.4136231284,27652.4548638794
"SCAP",1518.07770781117,1470.54073601722,1388.33611836548,1677.70602265968,2052.23427038722,1854.89446407289
"RPS17",352.524321269957,436.731610266233,384.606627385033,256.474281166427,248.394105665261,271.944890387
"EOGT-DT",104.804527945122,112.875078015669,73.8726144062716,51.598376092654,19.5244275195401,34.5467450328762
"GFUS",1288.35465160822,1127.69587288551,1033.04402050675,738.312057914005,951.273496368706,843.29490439226
"PPIH",778.094222622878,682.525004449886,893.50685996157,618.421713463427,520.65140052107,529.716757170768
"ADGRE2",2568.2402504532,2663.64085971555,2770.80933082571,3305.33126852354,3052.31883555477,3267.76775452001
"FCGR1B",712.459063707751,773.247029770891,792.664878391104,632.838906783433,472.925022139972,504.913965865113
"ZBTB41",474.266954741564,474.708272028514,296.663038806138,714.030469164521,615.019466865514,597.038619286117
"DUSP12",470.032428359943,527.453635587238,426.819549902902,609.31611768237,732.166031982755,671.44699320308
"CRYL1",439.33211209319,483.14753019791,388.124370928189,597.93412295605,616.104157283267,627.156294442983
"NUTM2E",29.6416846713477,40.0864763046301,39.8677601557656,105.473151130572,63.9967346473816,110.726746900244
"DEPDC5",665.879273509919,689.909355348107,759.83260532165,517.501360223383,554.27680347139,455.308383253804
"SPSB2",618.240851716682,512.684933790795,535.869599740732,336.907043899094,454.485285038184,306.491635419876
"RPAP1",782.328749004499,670.921024466967,587.463171707017,861.996400606691,1051.06501480191,928.333046011647
"RAD54B",95.2768435864749,113.929985286843,128.983929915712,58.4275729284465,42.302926292337,51.3772105617133
"CYB5R3",927.361277575022,1085.49958203854,1038.90692641201,1270.98941110582,1633.54376913486,1234.82468143152
"NANP",309.120425858341,349.174306758752,221.617843218815,478.043778505471,419.775191670113,482.768616485065
"UBQLN4P1",2.11726319081055,2.10981454234895,3.51774354315579,22.0051898042201,26.0325700260535,23.0311633552508
"FRG1BP",240.309372156998,224.695248760163,221.617843218815,391.540618585433,341.677481591952,322.436286973511
"HOOK1",284.771899164019,303.813294098249,246.242048020905,476.526179208628,346.016243262961,479.225360584257
"LIMD1",1174.02243930445,1242.68076544353,1206.58603530244,1541.12208594383,1462.16268313001,1513.85608362014
"RECQL5",999.348226062581,1194.15503096951,1015.45530279097,772.458042092968,890.530832974581,702.450482335149
"WEE1",368.403795201036,418.798186656267,473.72279714498,600.210521901314,539.091137622858,698.907226434341
"KNOP1",662.703378723703,561.210668264821,742.243887605871,467.420583427572,484.856616735247,427.848150022543
"RO60",999.348226062581,1034.86403302216,1001.38432861835,1591.20286273964,1137.84024822209,1362.3818938606
"NAT10",1601.70960384818,1653.0396939304,1607.6087992222,1991.09027745771,2110.80755294584,1890.32702308097
"RETN",1061.80749019149,1012.7109803275,870.055236340532,585.793328581307,824.364717491695,685.620016806312
"ARL11",691.286431799646,572.81464824774,646.092230759613,815.709622052986,804.840289972155,1104.61002707684
"VWCE",376.872847964278,448.335590249152,345.911448410319,215.499100151673,248.394105665261,285.232100015029
"IL2RG",199.022739936192,151.906647049125,171.196852433582,106.231950778994,77.0130196604083,92.1246534210031
"FBXO22",1319.05496787497,1245.84548725706,1463.38131395281,1107.0886870468,931.749068849165,1044.3746767631
"KIF14",636.237588838571,566.485204620694,599.188983517536,842.267609747735,751.690459502295,821.149555012211
"UBE3AP2",9.52768435864749,20.043238152315,31.6596918884021,0,2.16938083550446,1.77162795040391
"CBX7",552.605692801554,554.881224637774,437.37278053237,267.856275892748,349.270314516218,388.872335113657
"CTC1",985.586015322312,766.917586143844,854.811680986857,581.240530690779,623.696990207532,685.620016806312
"SRPK3",82.5732644416116,64.349343541643,76.2177767683754,22.7639894526415,29.2866412793102,31.8893031072703
"ZFP64",233.957582584566,218.365805133117,282.592064633515,355.877035109628,476.179093393229,343.695822378358
"ANTKMT",440.390743688595,534.837986485459,405.713088643968,228.398694174836,346.016243262961,301.176751568664
"CLIC2",64.5765273197219,53.8002708298983,56.2838966904926,24.2815887494842,13.0162850130268,16.8304655288371
"RAC1P2",237.133477370782,251.067930539525,131.329092277816,56.9099736316037,49.8957592166026,143.501863982716
"CENPBD2P",289.00642554564,363.943008555194,290.800132900879,436.309797842295,562.954326813407,440.249545675371
"MAP3K13",511.319060580749,503.190768350225,627.330931862782,378.64102456227,374.218194124519,390.643963064061
"BAG4",814.087696866658,890.341736871258,909.922996496297,1377.22136188481,980.560137648016,1221.53747180349
"RRP36",890.309171735837,1088.66430385206,886.471372875259,1213.32063782579,1373.21806887432,1213.56514602668
"ANAPC2",2144.78761229109,2350.33340017673,1911.30732511465,1492.55890844486,1825.533973077,1652.04306375164
"NEK7",1740.39034284627,1450.4974978649,1733.07498559475,2643.6579751001,1836.38087725453,2169.35842526958
"APBB1IP",7812.70117409094,7802.09417760642,8244.41828397612,9099.52538386922,9351.11609144197,9120.34068867931
"RUVBL1",817.263591652873,731.050738923912,866.537492797376,1022.86192607202,1032.62527770012,1112.58235285365
"SRGAP2B",696.579589776672,708.897686229248,803.218109020572,967.469551737263,1089.02917942324,903.530254705992
"MIRLET7IHG",309.120425858341,320.691810437041,269.693671641944,210.946302261144,183.312680600127,115.155816776254
"LRIF1",585.423272259118,622.395289992941,702.376127450106,447.691792568616,442.55369044291,482.768616485065
"SMIM29",586.481903854523,525.343821044889,470.205053601824,335.389444602251,395.912002479564,363.183729832801
"DR1",2172.31203377163,2487.47134542941,2605.47538429739,3137.63654622242,2796.33189696525,3103.00635513244
"CETN3",522.964008130207,498.971139265527,505.382489033382,349.806637922257,337.338719920944,388.872335113657
"GPR89B",461.563375596701,418.798186656267,466.687310058668,310.349056204346,332.999958249935,279.031402188615
"AGPAT5",570.602429923444,556.991039180123,692.99547800169,934.841166855143,786.400552870367,796.346763706556
"PIGB",641.530746815598,603.4069591118,608.569632965952,427.96300170966,433.876167100892,482.768616485065
"ZNF672",829.967170797737,793.290267923206,817.289083193195,1037.27911939203,1232.20831456653,979.71025657336
"UNG",705.048642539914,748.984162533878,763.350348864806,877.93119322354,1112.89236861379,989.454210300582
"SMN1",448.859796451837,512.684933790795,364.67274730715,293.655463939075,218.022773968198,318.893031072703
"KLHL8",1203.6641239758,1214.19826912182,1199.55054821612,1664.04762898809,1414.43630474891,1501.45468796731
"FAM157C",260.423372469698,185.663679726708,230.99849266723,149.483530739012,119.315945952745,109.840932925042
"CEP164",1912.94729289733,1736.37736835319,1592.36524386852,1418.19654289956,1398.16594848262,1327.83514882773
"OGT",9420.76256751156,10516.3705863384,9606.95761635846,8795.24672485225,7941.01854836407,8223.89694577493
"PNMA1",850.081171110437,956.80089495525,692.99547800169,1071.42510357099,1151.94122365287,1176.36095906819
"FAF2",1454.55981208685,1820.76995004715,1720.17659260318,2193.68978358622,2080.43622124878,2061.28912029494
"RN7SL138P",308.061794262935,300.648572284726,456.134079429201,192.735110699031,208.260560208428,240.055587279729
"FDX1",1271.41654608174,1261.66909632467,1225.34733419927,1011.4799313457,1000.08456516756,971.737930796543
"CAP1P1",24.3485266943214,15.8236090676171,22.2790424399867,69.8095676547672,59.6579729763726,57.577908388127
"DARS1",2160.66708622217,2089.77130419664,2003.94123841775,1816.56635832079,1633.54376913486,1590.92189946271
"RBM7",441.449375284,427.237444825663,419.784062816591,756.523249476119,561.869636395655,556.291176426827
"ZNF226",784.44601219531,586.528442773009,628.503513043834,474.249780263364,423.02926292337,495.170012137892
"DZIP1L",236.074845775377,219.420712404291,189.958151330413,110.784748669522,105.214970521966,147.045119883524
"ECD",766.44927507342,697.293706246329,762.177767683754,932.564767909879,1053.23439563742,942.506069614878
"LONP1",2227.3608767327,1931.53521352047,2177.48325321343,2466.09885736949,3001.33838592042,2553.80169050723
"BGN",4.23452638162111,4.2196290846979,28.1419483452463,0,0,0
"METAP1",1839.90171281437,1724.77338837027,1548.9797401696,2343.17331432523,1989.32222615759,2143.66981998873
"BLM",291.123688736451,328.076161335262,417.438900454487,588.828527174993,452.31590420268,535.03164102198
"DYNC2I1",626.709904479924,580.198999145962,714.101939260625,437.827397139138,509.804496343548,395.958846915273
"ARFGAP2",3643.80995138496,3330.34225509782,3531.81451732841,3936.65257601013,4534.00594620432,4225.33266171332
"PARN",1035.34170030636,1185.71577280011,1283.97639325186,1512.28769930382,1435.0454226862,1567.00492213226
"ENPP4",230.78168779835,216.255990590768,261.48560337458,403.681412960176,361.201909111493,325.979542874319
"RNU4-47P",34.9348426483741,44.306105389328,53.9387343283888,12.1407943747421,3.25407125325669,14.1730236032313
"AGAP14P",64.5765273197219,80.1729526092602,93.8064944841544,29.5931862884339,36.8794742035758,25.6886052808566
"PPP4R1L",369.462426796441,400.864763046301,324.804987151385,242.815887494842,218.022773968198,255.114424858163
"ACY3",28887.9389754192,28978.3027391629,26689.120261923,21013.4386637334,26364.4852938857,22244.5605452714
"TUBG1",815.146328462063,803.839340634951,823.151989098455,526.60695600444,700.71000986794,527.059315245162
"FADD",93.1595803956643,107.600541659797,100.841981570466,135.825137067428,214.768702714941,232.083261502912
"CRCP",1027.93127913852,1027.47968212394,1065.8762935762,1278.57740759003,1283.18876420089,1368.58259168702
"RIPK3",568.485166732634,568.595019163042,497.174420766018,333.871845305408,418.690501252361,387.100707163254
"EIF3E",8598.20581788166,8882.31922328909,7940.71975808367,11193.0536138638,9407.51999316509,10005.2688499061
"WDR59",1165.55338654121,1150.90383285135,1219.48442829401,827.850416427729,931.749068849165,976.167000672552
"LSM12P1",202.198634722408,196.212752438453,185.267826606205,320.213451633823,262.49508109604,345.467450328762
"EME1",357.817479246983,299.593665013551,306.043688254554,220.051898042201,182.227990182375,210.823726098065
"BAX",5304.80292457584,5263.98728316063,5270.75240882842,4217.40844592604,4774.80721894532,4381.23592134886
"ZNF587",567.426535137228,714.17222258512,850.121356262649,509.913363739169,471.84033172222,484.540244435468
"LINC00476",158.794739310791,158.236090676171,195.821057235672,77.397564138981,99.7915184332051,98.3253512474168
"MICOS10",268.89242523294,278.495519590062,219.272680856711,137.34273636427,131.24754054802,180.706050941198
"BTBD10",689.169168608835,715.227129856295,613.259957690159,1002.37433556465,840.635073757978,873.412579549126
"CILK1",294.299583522667,283.770055945934,262.658184555632,532.677353191811,406.758906657086,364.069543808003
"APMAP",2622.23046181887,2446.32996185361,2559.74471823636,2925.93144431285,3199.83673236908,3048.08588866992
"KPNA1",1456.67707527766,1579.19618494819,1427.0312973402,2024.47746198825,1774.55352344265,1795.54492773436
"GLMN",663.762010319108,668.811209924618,868.88265515948,559.99414053498,432.79147668314,527.945129220364
"CMTR2",1183.5501236631,1162.50781283427,1281.63123088976,1752.06838820497,1381.89559221634,1565.23329418185
"SMNDC1",1486.31875994901,1497.96832506776,1408.26999844337,1256.57221778581,1033.70996811787,1136.49933018411
"RTN3",3680.86205722415,3872.5645924815,3695.97588267568,4676.48223322098,4234.63139090471,4429.06987600977
"DOP1A",1099.91822762608,992.667742175182,938.064944841544,1403.77934957956,1252.81743250383,1256.97003081157
"RAD51",200.081371531597,199.377474251976,211.064612589347,304.278659016974,310.221459477138,322.436286973511
"NEDD4L",465.797901978322,454.665033876199,423.301806359747,553.164943699188,621.527609372028,752.94187892166
"ADAP1",760.097485500988,839.706187854883,708.239033355366,531.159753894968,636.713275220559,490.740942261882
"CHERP",617.182220121276,623.450197264115,705.893870993262,765.628845257175,952.358186786458,942.506069614878
"PXDC1",2030.45539998732,2082.38695329842,2165.75744140291,1632.93684340282,1752.8597150876,1756.56911282547
"ZNF18",402.280006254005,386.096061249858,423.301806359747,297.449462181182,278.765437362323,202.851400321247
"MICA",662.703378723703,620.285475450592,595.67123997438,463.626585185465,408.928287492591,482.768616485065
"MORF4L2",3609.93374033199,3732.2619254153,3652.59037897676,3218.82810860351,3032.79440803523,3038.3419349427
"SELL",129.153054639444,135.028130710333,90.2887509409986,213.222701206409,220.192154803703,198.422330445238
"CFDP1",510.260428985343,700.458428059852,576.909941077549,449.209391865459,370.964122871263,401.273730766485
"TRIM27",2611.64414586482,2619.33475432622,2307.6397643102,2949.45423341391,3156.44911565899,3057.82984239714
"ANGPT2",65.6351589151271,44.306105389328,34.004854250506,15.1759929684277,9.76221375977007,13.2872096280293
"TBC1D25",527.198534511828,527.453635587238,573.392197534394,723.894864593999,799.416837883393,683.848388855908
"PIGBOS1",353.582952865362,347.064492216403,359.982422582942,221.569497339044,254.902248171774,231.19744752771
"TAPT1",1404.8041271028,1500.0781396101,1294.52962388133,1138.19947263207,1049.98032438416,1115.23979477926
"GOLGA6L5P",87.866422418638,120.25942891389,103.18714393257,25.799188046327,52.065140052107,50.4913965865113
"ABCC1",2620.11319862806,2422.0670946166,2934.97069617298,3185.44092407296,3299.62825080228,3291.68473185046
