"","C08_V_1","C08_V_2","C08_V_3","C08_100_1","C08_100_2","C08_100_3"
"ATP1A1",1364.5761264774,1386.14815432326,1215.96668475085,8770.96513610276,8733.92724374095,8346.1392743528
"HSPA8",5124.83555335694,4867.34214919903,4474.56978689416,21550.6688148157,21863.0200602139,20945.9572576254
"A2M",12958.709359356,12568.1652287727,11742.227947054,46503.7952531529,48465.0525555874,46175.7108993274
"NEAT1",18889.1635568163,18718.2746197199,18663.9746588036,5814.68170585306,5683.77778902168,5861.43107391132
"EEF1A1P5",4164.65669632436,3959.06698871781,4191.97772226065,15964.3858031375,15106.4834480353,14962.2838551362
"CNOT1",2688.9242523294,2595.07188708921,2605.47538429739,9575.29276342943,9399.92716024082,9556.16116447867
"EIF3L",1889.65739779842,1994.82964979093,1838.60729188943,8454.54568271105,8669.93050909357,7831.48135476047
"SYT2",1593.24055108494,1314.4144598834,1368.4022382876,6982.47436477356,7175.227113431,7395.66087896111
"CX3CR1",10039.0034192282,10161.9217432237,10038.4674909856,28868.5326241915,28568.5762227582,27358.3646241123
"PSAP",72597.7789181077,71048.004713601,68207.8747206097,201367.974299121,228356.619578124,215275.82713743
"PRKDC",3879.88479716034,4078.27151036052,4031.33410045653,11586.8706313945,11403.3503618292,11609.4779589968
"PPP1R16B",6280.86125553951,6697.60626468675,6071.62535548689,19108.8515461957,20412.7889716792,19054.7444205692
"PDIA6",818.322223248279,733.160553466261,804.390690201624,3405.49282211517,3564.29271273383,3543.25590080781
"ABHD2",516.612218557775,504.2456756214,548.767992732303,2593.57719830429,2547.93779129999,2676.9298330603
"FCGBP",117336.60877153,113530.175431068,110545.090843671,292836.719118428,333017.313296619,323403.595834432
"TFRC",2949.3476247991,3247.00458067504,3031.12235301924,9774.85707096425,8899.88487765705,9382.54162533909
"SLC31A1",2494.13603877483,2375.65117468492,2379.16721635437,7914.28033303502,7201.25968345705,7194.58110659026
"GOLGA8A",8518.80844822626,9278.96435725069,9438.10592628698,3068.58577821607,2838.63482325759,3075.54612190118
"DYNC1H1",4308.63059329948,4307.18638820538,4214.25676470064,10711.2158371162,11130.0083765556,11424.3428381796
"HADHA",4897.22976034481,4882.11085099547,5020.99261726436,11804.6461304915,11688.623941698,11783.0974981364
"MAT2A",5497.4738749396,5716.54250249449,5648.32354912715,13323.0042269826,13523.9201285348,13199.5140444843
"SMCR8",1003.5827524442,936.757656802935,945.100431927855,3208.20491352561,3413.52074466627,3363.43566384182
"PLXDC2",9446.16972580128,9306.39194630123,9524.87693368483,24920.498053455,22176.4955909443,24560.9640904246
"DOCK2",6444.94915282732,5779.83693876495,6068.10761194374,15194.2041599898,15624.9654677209,15195.2529306143
"CCNL2",11232.08122725,11570.2229502417,12020.1296869633,4702.28142126731,4855.07430985898,4654.06662571106
"CD93",1352.93117892794,1166.72744191897,1313.29092277816,4800.92537556209,4285.61184053906,4405.15289867931
"MGAT5",1256.59570374606,1187.82558734246,1016.62788397202,4160.49847229444,4035.0483540383,4235.96242941574
"MSN",20913.2671672312,21319.6759504362,20393.5319008552,44054.3899880486,45960.5023809975,44354.4773663122
"GALNT2",1145.43938622851,1164.61762737662,1215.96668475085,3488.2019837931,3622.86599529245,3651.32520578245
"ARHGAP31",2262.29571938108,2281.76442755039,2184.51874029974,5950.50684292048,5785.73868829039,5718.81502390381
"FKBP11",2557.65393449915,2469.53792181945,2469.45596729536,720.100866351892,713.726294880967,752.94187892166
"NDRG1",1563.59886641359,1481.08980872896,1602.91847449799,4499.6819151388,5180.48143518465,4918.92500429645
"ADAR",4985.09618276345,5268.20691224533,5005.74906191069,12246.2675258727,11807.9398876508,11715.775636021
"GSTM2",8429.88339421222,8322.16346229544,7512.72762699971,2903.16745486021,3005.67714759143,3066.68798214916
"TBC1D14",432.980322520758,366.052823097543,347.084029591371,1807.46076253973,1809.26361681072,1853.12283612249
"USP22",1655.69981521385,1640.38080667631,1676.79108890426,4485.26472181879,5045.97982338337,4797.56848969378
"TGFBR2",2229.47813992351,2342.94904927851,2287.70588423231,5850.34528932886,5812.8559487342,5674.52432514371
"GNS",2054.80392668164,2029.64158973969,2039.11867384931,5558.96622433505,5140.34788972782,5342.34408444298
"TLN1",13317.5854701984,13152.5838570034,12520.8218512725,29192.5400740674,32948.5561296417,30891.8765711929
"CLTC",7229.39516502263,7619.59521969324,7077.70000882945,19119.4747412736,16964.5581336449,17762.3418307496
"ARHGAP35",2425.32498507349,2277.54479846569,2441.31401895012,6065.84438948053,6577.56269324952,6135.14759224873
"PARM1",4954.39586649669,4727.03948213283,4475.74236807522,11676.4089899082,11100.7217352763,11240.0935313376
"KLF13",2646.57898851319,2265.94081848277,2381.51237871647,6784.42765653558,7629.71239846918,7082.96854571482
"CTDSP2",2567.1816188578,2610.89549615683,2545.67374406374,6184.21713463427,6782.56918220469,6719.78481588202
"PLEKHB2",3677.68616243793,3718.54813089003,3532.98709850946,8471.99807462474,8258.83284076548,8373.59950758406
"CYBB",25582.8911345639,24763.9481908208,25160.0744018313,65659.6923775507,56047.0385756755,60053.7584488164
"SORT1",3764.49395326116,3921.09032695553,3708.87427566725,9576.81036272627,8731.75786290545,9308.13325142212
"SRA1",14268.2366428723,14292.938617143,13659.3981780739,4809.27217169472,5714.14912071875,5504.44804190494
"PRKCA",3736.96953178063,4272.37444825663,3761.64042881459,10542.0035155183,9828.37987525295,10550.0444446553
"ZFP36L2",3548.53310779849,3663.69295278895,3704.18395094305,8269.39856849623,8936.76435186062,8515.32974361638
"DDB1",8790.87676824542,8178.69607341571,8215.10375444982,18137.5879962163,19291.2190797234,18597.664409365
"SCRN1",3109.2009957053,3075.0546954736,3202.31920545282,7766.31440159285,7163.29551883573,7623.31507058801
"MIR503HG",4195.35701259111,4013.92216681888,4093.48090305229,1440.20173270378,1538.09101237266,1569.66236405786
"AHSA2P",6766.77315783053,6533.04073038353,7186.75005866728,2795.41790478437,2607.59576427636,2567.08890013526
"PARP4",2552.36077652212,2645.70743610559,2518.70437689954,6623.56213107025,6085.11324359001,6528.4489972384
"IQGAP1",7891.03991215093,8139.66450438226,8318.29089838239,19423.7534002906,17474.3626299884,18559.5744084313
"MCM2",388.517795513736,347.064492216403,383.434046203981,1818.84275726605,1928.57956276346,1570.54817803306
"LIPA",3858.71216525223,4347.27286451002,4229.50032005431,12042.9092200958,10371.8097745468,11120.5086446853
"PECAM1",3464.90121176147,3324.01281147077,3364.13540843799,8468.20407638263,8110.23025353342,7697.72344450497
"ST6GAL1",3529.47773908119,3501.23723302809,3602.16938819153,7750.379608976,7896.54624123623,7876.65786749577
"CSNK1A1",1151.79117580094,1161.4529055631,1329.70705931289,3558.01155144786,3674.93113534455,3586.66078559271
"TBC1D5",1324.348125852,1223.69243456239,1223.00217183716,3506.41317535521,3451.4849092876,3442.27310763479
"PRPF8",8385.4208672052,7774.66658855589,7211.37426346937,18183.1159751216,18661.0139470094,18421.3874282998
"TRIP12",5208.46744939396,5133.178781535,5012.784548997,12641.6021427002,11207.021396216,12304.8419295303
"CTNNB1",5946.33367139144,5981.32422755928,5862.90590525965,12975.4739880056,12283.0342906263,13283.6663721285
"NRIP1",772.801064645852,871.353405990117,821.979407917403,2672.49236174011,2570.71629007278,2900.1549548112
"SPG7",8663.84097679678,8262.0337478385,8148.26662712986,3749.98786249847,3817.0255800701,3697.38753249295
"NIBAN1",2218.89182396946,2277.54479846569,2285.36072187021,5222.05918043596,5325.82995116345,5337.02920059177
"ATRN",1048.04527945122,1082.33486022501,1108.08921609407,2983.60021759288,2972.05174464111,3116.29356476047
"ATP5F1B",9640.95793935585,9275.79963543717,8952.65731733148,19800.1180259076,21101.5673869519,19549.9144327071
"LRBA",1270.35791448633,1274.32798357877,1159.68278806036,3765.92265511532,3377.72596088044,3531.74031913019
"LCP1",18800.2385028023,17975.6199008131,16797.2254185689,40233.0749585986,37591.0311176213,38494.8179203513
"LENG8",15343.8063438041,14475.4375750562,15243.5553536751,5691.75616280879,6714.2336858863,6066.05410218298
"STAT1",1837.78444962356,1922.0410480799,1925.37829928727,4597.56706978516,4535.09063662207,4819.71383907383
"MKI67",4019.62416775383,3620.4417546708,4072.37444179335,9856.80743299376,9030.04772778731,9482.63860453691
"CD163",1258.71296693687,1039.08366210686,1056.49564412779,3567.11714722892,4033.96366362054,3560.08636633665
"FAM168B",2560.82982928536,2456.87903456535,2783.70772381728,6468.76700279229,6231.54644998656,6335.34155064437
"GAB2",1860.01571312707,1785.95801009839,1791.70404464735,4297.08240901029,4589.32515750968,4432.61313191057
"TXNRD1",2740.79720050426,2985.38757742377,2956.07715743191,6907.35319957985,6592.74835909805,6638.28993016344
"TLR7",3094.38015336962,3029.6936828131,3065.12720726974,7960.56711158873,6907.3085802462,7633.94483829043
"SCD",17968.1540688138,17836.372141018,17677.8338855389,36159.0796462241,33680.7221616245,35992.3934404058
"CPD",1009.93454201663,1046.46801300508,1049.46015704148,3048.09818770869,2865.75208370139,2789.42820791095
"ASMTL-AS1",1234.36444024255,1212.08845457947,1241.76347073399,188.941112456924,264.664461931544,238.283959329325
"B4GALT1",1912.94729289733,1835.53865184359,1975.7992900725,4526.99870248197,4613.18834670023,4817.94221112342
"ZNF700",2388.2728792343,2289.14877844861,2264.25426061128,771.699242444546,720.234437387481,799.890019607364
"SYK",3768.72847964278,3642.59480736547,3880.07112810084,8063.00506412561,8142.77096606599,8548.10486069885
"PCDHGC3",91.0423172048538,75.9533235245623,102.014562751518,762.59364666349,810.263742060916,694.478156558331
"TIFAB",1804.966870166,1760.6402355902,1702.5878748874,4362.33917877453,5127.33160471479,4771.87988441292
"ARRB1",2074.91792699434,1649.87497211688,1816.32824944944,5262.27556180229,5771.63771285962,5361.83199189742
"EEF1A1",189229.339047098,186671.116170679,180593.918018532,340691.177745771,347282.076980478,339377.479249248
"FOS",21827.9248656614,21466.3080611294,22600.3296835949,10450.1887580593,11276.4415829522,10648.3697959027
"ATP2A2",6195.11209631168,6251.38048897994,6358.90774484461,12501.2242077423,12431.6368778583,12251.6930910182
"HYOU1",1233.30580864715,948.361636785854,1124.5053526288,3457.84999785624,3884.27638597074,3746.99311510426
"SMC1A",3948.69585086168,3758.63460719466,3768.6759159009,8186.6894068183,8148.19441815475,8710.20881816081
"ALOX5AP",16898.9361574544,16658.0407191162,15906.0637209694,34446.4688397371,40101.0047442999,36372.4076357674
"GAS6-AS1",4168.89122270598,3830.36830163452,3738.18880519355,1252.7782195437,1463.24737354776,1407.5584065959
"ITGA4",1373.04517924064,1442.05823969551,1566.56845788538,4253.83082905027,3923.32524100982,3826.71637287244
"MYO15B",7987.37538733281,7811.58834304699,7586.60024140598,2587.50680111692,3215.02239821761,2659.21355355626
"SEL1L",1688.51739467142,1570.75692677879,1682.65399480952,5271.38115758335,4265.00272260177,4748.84872105767
"GLB1",1370.92791604983,1298.59085081578,1253.48928254451,3307.60766746881,3340.84648667687,3316.48752315611
"IGF2R",2332.16540467782,2603.51114525861,2335.78171265544,5677.33896948879,6238.05459249307,6282.19271213225
"TGOLN2",4486.48070132756,4307.18638820538,4276.40356729639,9752.09308151161,9002.93046734351,9203.60720234829
"CENATAC",2696.33467349724,2626.71910522445,2871.65131239618,837.714811857206,786.400552870367,962.879791044523
"CSDE1",9381.59319848156,9530.03228779022,9705.45443556682,20132.4722719161,18359.4700108742,20030.0256072666
"NIN",3911.6437450225,3858.85079795623,4052.44056171547,9340.0648724188,8310.89798081758,9364.82534583505
"ARCN1",2389.33151082971,2381.98061831197,2451.86724957958,5415.55309078341,5169.63453100713,5335.25757264136
"CLASRP",4737.37638943861,4585.68190779545,4569.54886255937,1651.90683461335,1812.51768806398,1948.7907454443
"NPIPB5",1385.74875838551,1461.04657057665,1314.46350395921,333.113045656987,366.625361200254,287.889541940635
"LUC7L",3589.81974001929,3641.53990009429,3828.47755613455,1534.29288910804,1509.8890615111,1555.48934045463
"MPEG1",2521.66046025537,2446.32996185361,2516.35921453744,5636.36378847403,5439.72244502743,5352.9738521454
"SSH1",3838.59816493953,3598.28870197614,3964.49697313657,8107.01544373405,8395.50383340226,8076.85182589141
"ZNF106",4625.16144032565,4089.87549034344,4570.72144374042,10196.7496754865,9728.58835681975,9729.78070361825
"PIK3AP1",6538.10873322299,6321.00436887746,6111.49311564266,13964.1899298987,12736.4348852467,13074.6142739808
"KIAA0100",3789.90111155089,3612.00249650141,3727.63557456408,7577.37328913593,8078.77423141861,7770.36019047153
"AP2B1",1459.85297006388,1292.26140718873,1307.4280168729,3525.38316656574,3468.83995597163,3444.9305495604
"C3AR1",4305.45469851326,4332.50416271357,4160.31803037225,8743.64834875959,8467.09340097391,8657.94579362389
"APP",2490.96014398862,2389.36496921019,2440.14143776907,5232.68237551385,5421.28270792564,5258.1917567988
"MLXIPL",2241.12308747297,2143.57157502653,2129.4074247903,756.523249476119,786.400552870367,794.575135756152
"PARP1",3349.5103678623,3258.60856065796,3083.88850616658,6877.76001329141,7222.9534918121,7569.28041810069
"ITGB1",3383.38657891526,3694.28526365301,3339.5112036359,9040.33901129235,7733.8426785734,8606.56858306218
"MAN2C1",7892.09854374634,8072.15043902709,7503.3469775513,2817.42309458859,3305.05170289104,3343.94775638737
"NOTCH2",1018.40359477988,1048.57782754743,1004.9020721615,2877.36826681388,3010.01590926244,2621.12355262258
"RPA1",3054.15215274422,2974.83850471202,2963.11264451823,6200.91072689954,6816.19458515501,6647.14806991546
"SIRPA",7640.14422403988,7220.84027118929,7262.96783543565,14036.2758964987,14758.2978239368,14448.5117495191
"RCN3",3605.69921395037,3692.17544911067,3448.56125347373,1048.66111411835,1356.94771260804,1140.92840006012
"NCOA4",9170.92551099591,9634.46810763649,9167.23967346399,20439.7861295268,18213.0368044777,19004.2530239827
"MT-CO3",282616.525235774,271660.775380122,258235.208340704,145463.410201676,145535.082730652,146414.42033318
"EPB41L2",3022.39320488206,2953.74035928853,3228.11599143596,6883.07161083036,6463.67019938554,6707.38342022919
"EFCAB14",2589.41288236131,2994.88174286434,2876.34163712038,6986.26836301567,6371.4715138766,6866.82993576554
"HUWE1",5186.23618589045,5067.77453072218,4695.01504893193,10672.5170550467,10152.7023101609,10330.3625788052
"APBB3",11387.7000717746,11270.6292852281,10882.725941343,4582.39107681673,5397.4195187351,4965.87314498215
"PLXNC1",5395.84524178069,6081.54041832085,5690.53647164501,13090.0527349173,11943.5261898698,12263.2086726958
"TTLL3",3416.20415837283,3123.58042994762,3270.32891395383,1238.3610262237,1302.71319172043,1354.40956808379
"CDV3",4468.48396420567,4318.7903681883,4303.37293446058,9897.78261400852,8758.87512334926,9459.60744118166
"ABCC4",4456.83901665621,4673.23921130293,4751.29894562242,11159.6664293333,9588.66329292971,10431.3453719782
"GAS7",2628.5822513913,2154.12064773828,2598.43989721108,6317.00707310801,6226.1229978978,6212.2134080913
"NSD1",2859.36393918965,2788.11991771414,2824.7480651541,6112.88996768266,5739.09700032705,6124.5178245463
"IPO5",2903.82646619667,2860.90851942518,2945.52392680245,6315.48947381117,6011.35429518286,5957.98479720834
"PSMD2",3068.9729950799,2922.0931411533,2774.32707436887,6537.05897115021,7434.46812327378,6650.69132581626
"SPTBN1",1353.98981052335,1252.1749308841,1262.86993199293,3075.41497505186,3357.11684294315,3318.25915110652
"FOXN3",3090.145626988,3357.76984414836,3443.87092874952,8117.63863881195,7120.99259254339,7723.41204978583
"PRAM1",14667.3407543401,14304.5425971259,14423.9211081198,6236.57431037534,7288.03491687723,6520.47667146158
"AGER",972.882436177449,935.70274953176,967.379474367842,195.770309292717,236.462511069986,208.166284172459
"PTGS1",5650.97545627337,5730.25629701975,5604.93804542822,11005.6301007037,11280.7803446232,10635.0825862746
"PNN",13251.9503112833,12475.3333889094,13274.7915506889,6748.76407305978,6276.0187571144,6553.25178854405
"DOCK8",9616.60941266153,9011.01791037237,9178.96548527451,17837.8621350899,17726.0108069069,17209.5939102235
"EIF4G1",6962.6200029805,6611.10386845044,6600.45946814131,13083.9823377299,14252.8320892643,13234.0607895172
"CERS6",323.941268194015,254.232652353049,307.216269435606,1447.03092953958,1175.80441284342,1327.83514882773
"KCTD20",2790.55288548831,2772.29630864652,2692.24639169523,6221.39831740692,5669.6768135909,5835.74246863047
"HK1",3165.30847026178,2913.6538829839,2734.4593142131,6511.25978310388,6961.54310113381,6570.96806804809
"COPB2",1589.00602470332,1452.60731240725,1495.04100584121,3567.87594687734,3497.04190683319,3497.19357409731
"CLEC2D",2210.42277120622,2208.97582583935,2436.62369422591,720.100866351892,521.736090938823,663.474667426263
"FTH1",5683.79303573093,5507.67086280194,5451.32991071042,11001.8361024616,12697.3860302076,11729.0628456491
"ITGAX",18558.8704990499,18580.081767196,17892.4162416714,8475.03327321842,9534.4287720421,9343.5658104302
"HDLBP",5757.8972474093,5692.27963525747,5682.32840337765,11253.7575857375,12307.9821702346,11090.3909695285
"DIP2B",1675.81381552655,1475.81527237309,1483.31519403069,3838.00862171535,3649.98325573625,3817.85823312042
"TMED10",3324.10320957257,3264.938004285,3191.76597482335,7029.51994297569,6484.27931732283,6730.41458358444
"USP9X",2515.30867068294,2354.55302926143,2298.25911486178,5605.25300288875,5098.04496343548,5374.23338755025
"C6orf89",1939.41308278247,1841.86809547063,1750.66370331053,4115.72929303758,4343.10043267993,4136.75126419312
"VASH1",10392.5863720936,9603.87579677243,9802.77867359413,19054.2179715093,21676.4533083606,21089.4591216081
"RASSF2",2810.66688580101,2678.40956151199,2734.4593142131,5653.0573807393,5501.54979883931,5653.26478973887
"NFE2L1",2396.74193199755,2321.85090385502,2311.15750785335,4933.71531403583,4940.76485286141,4787.82453596656
"LAP3",2845.60172844938,2799.72389769706,2655.89637508262,5640.15778671614,5926.74844259818,5747.16107111027
"LRP10",3134.60815399502,2749.08834868068,3150.72563348654,6877.76001329141,8219.7839857264,7408.06227461394
"PGM1",448.859796451837,503.190768350225,417.438900454487,1476.62411582801,1566.29296323422,1521.82840939696
"NORAD",4549.99859705188,4518.16784244028,4543.75207657623,10217.9960656423,8879.27575971975,9629.68372442043
"TUBA1B",2438.02856421835,2474.81245817532,2446.00434367433,5633.32858988035,6893.20760481542,5824.22688695284
"RAB11FIP1",607.654535762629,533.783079214285,661.335786113288,1949.35629679453,1928.57956276346,1796.43074170956
"EXOC4",927.361277575022,804.894247906125,921.648808306817,2523.76763064952,2480.68698539935,2308.43121937629
"CYFIP1",13119.6213618576,12763.32307394,12702.5719343356,23101.655296189,25252.6776156897,23836.3682587094
"ANKRD13D",5560.99177066392,5370.53291754926,5429.05086827043,2277.15774491257,2633.62833430241,2454.59052528461
"GALNT10",1076.62833252717,1167.78234919014,1142.09407034458,2740.02553044961,2726.91171022911,2677.8156470355
"MYOF",3717.91416306333,3927.41977058257,4098.17122777649,8553.18963700583,7789.16188987876,8195.55089856847
"RTCB",1780.61834347167,1675.19274662507,1696.72496898214,3678.66069554686,3915.73240808555,3886.95172318617
"SUPT16H",3986.80658829627,3982.27494868365,3821.44206904824,8507.66165810054,7668.76125350827,7920.94856625587
"SEC23B",978.175594154475,1073.89560205562,901.714928228934,2806.04109986227,2552.276552971,2630.8675063498
"NDST1",2739.73856890886,2407.29839282015,2366.26882336279,5698.58535964458,6136.09369322436,5595.68688135074
"CAPZA2",3020.27594169125,3436.88788948644,3421.59188630953,7695.74603428966,6922.49424609473,7573.7094879767
"SLCO2B1",4528.82596514377,4239.67232285022,3921.11146943765,9063.86180039342,10010.6078654353,8983.03952252301
"WNK1",5779.0698793174,6005.58709479629,6120.87376509107,12190.1163518895,11064.9269514905,12022.2672714409
"CHST11",2081.26971656677,1992.71983524859,1839.77987307048,4281.14761639344,4477.6020444812,4377.69266544805
"TNS3",2326.8722467008,2100.32037690838,2087.19450227243,4623.36625783148,4959.2045899632,4980.93198256058
"CPED1",2884.77109747938,2614.06021797035,2447.17692485538,6396.68103619226,5964.71260721951,5861.43107391132
"TMBIM6",18303.7402845572,18696.1215670252,18303.9922362206,33088.9762687112,31399.6182130916,32146.1891600789
"HMGCS1",3463.84258016606,3395.74650591064,3453.25157819793,7359.59779003899,6617.69623870635,6985.5290084426
"MYH9",16380.2066757058,15651.6591824157,15261.1440713909,29648.5786627687,35002.9597808645,33439.4775638737
"LTB4R",3421.49731634985,3222.74171343802,3205.83694899598,1270.98941110582,1440.46887477496,1410.21584852151
"ASCC3",1298.94096756227,1244.79057998588,1283.97639325186,3328.09525797618,2908.05500999373,3067.57379612436
"GOLGA8B",2178.66382334406,2214.25036219523,2082.50417754823,787.634035061395,712.641604463215,850.381416193875
"APAF1",1906.5955033249,1906.21743901228,1921.86055574411,4081.58330885862,4051.31871030458,3896.69567691339
"MYCBP2",4168.89122270598,4086.71076852992,4454.63590681628,8608.58201134059,8226.29212823291,8219.46787589892
"DCTN1",1706.51413179331,1733.21264653966,1658.02979000743,3965.48696265015,4877.85280863178,4138.52289214353
"KAT2A",3055.21078433963,3140.45894628641,2953.73199506981,1369.6333654006,1372.13337845657,1315.4337531749
"ATP5F1A",10419.0521619787,10037.4426852251,9452.1769004596,18596.6617835112,19316.1669593317,18376.2109155645
"SPRING1",989.820541703933,1111.8722638179,981.450448540465,2565.5016113127,2547.93779129999,2559.11657435844
"ITGB2-AS1",7823.28749004499,7256.70711840922,6917.05638702533,2672.49236174011,3335.42303458811,2794.74309176216
"RAB31",6218.40199141059,6249.2706744376,5906.29140895857,13996.8183147808,11881.6988360579,12800.8977556434
"WDR1",8471.17002643302,8418.16002397232,8536.39099805805,15890.0234375922,18310.6589420754,16487.655520434
"ITPRIPL2",1343.4034945693,1337.62241984924,1430.54904088335,3081.48537223923,3056.65759722578,3080.86100575239
"CSF1R",22947.9570936002,22074.9895565971,21999.9681188963,40279.3617371523,44747.8184939505,40654.4323918936
"MT-ND4",461923.310339138,421512.463064999,425306.920179345,233463.681828049,207290.846974958,230308.976110582
"PIK3CG",4608.22333479917,4762.90632935276,4588.3101614562,10207.3728705644,8892.29204473278,9488.83930236332
"GNB1",8248.85739139791,8073.20534629826,8456.65547774652,15132.7413884676,15501.3107600971,14560.1243103945
"RAPGEF1",7086.47989964292,6543.58980309527,6421.05454744037,13181.8674923763,15505.6495217681,14200.4838364625
"SAMHD1",18455.1246027002,17453.4408015817,18920.7699374539,33715.7447783073,32116.5985792258,32934.5635980086
"MICAL1",26282.6466191268,24887.3723415482,24977.1517375872,11277.2803748386,13478.3631309892,12014.2949456641
"TBC1D9",1726.62813210601,1781.73838101369,1788.18630110419,3673.34909800791,3719.4034424724,3688.52939274093
"MBP",2717.50730540534,2477.97717998884,2399.10109643225,5587.80061097506,5372.4716391268,5271.47896642682
"CBL",4203.82606535435,4228.0683428673,4338.55036989214,8915.89586895125,7981.15209382091,8989.24022034942
"XRCC6",6664.08589307622,6213.40382721766,6414.01906035406,11894.9432886536,11589.9171136826,11810.5577313676
"RANBP2",4471.65985899189,4125.74233756338,4188.45997871749,9486.51320456413,8271.8491257785,8886.485799226
"ROBO1",1461.97023325469,1466.32110693252,1566.56845788538,3525.38316656574,3226.95399281288,3364.32147781702
"OAS3",1767.91476432681,1542.27443045708,1670.928182999,3667.27870082054,3828.95717466537,3726.61939367462
"PSME3",2175.48792855784,2456.87903456535,2336.9542938365,5526.33783945293,4994.99937374902,4982.70361051099
"SORL1",2349.10351020431,2358.77265834613,2178.65583439449,5052.08805918957,4661.99941549908,4802.88337354499
"EFTUD2",3526.30184429498,3505.45686211278,3459.11448410319,6567.41095708707,6656.74509374543,7036.90621900432
"CENPT",1803.90823857059,1916.76651172402,1889.02828267466,629.803708189748,712.641604463215,718.395133888784
"APLP2",3836.48090174872,3802.94071258399,3989.12117793866,7169.89787793364,7307.55934439677,7352.25599417621
"DHCR24",7496.17032706476,6663.84923200916,6893.60476340429,13744.1380318565,14495.8027428408,13318.2131171614
"CAP1",16081.6725658016,15671.702420568,14870.6745381006,27976.9430372964,26965.4037853204,27958.9464992993
"CALU",1424.9181274155,1367.15982344212,1458.6909892286,3378.176034772,3037.13316970624,3250.93728899117
"FGD5",841.612118347195,828.102207871964,820.806826736351,2168.64939518831,2339.67723109156,2008.14028178283
"LUC7L3",13604.4746325532,13152.5838570034,15108.7085178541,6915.69999571248,5866.00577920406,6424.80876213977
"DIAPH1",4486.48070132756,4270.26463371428,4564.85853783516,8733.78395333011,8294.6276245513,8270.84508646064
"ANAPC1",1003.5827524442,1045.41310573391,1167.89085632772,2760.51312095699,2542.51433921123,2830.17565077024
"TMEM140",110.097685922149,106.545634388622,83.253263854687,591.863725768678,585.732825586204,612.09745686455
"M6PR",4197.47427578192,3924.25504876905,3828.47755613455,7766.31440159285,8720.91095872793,8009.52996377606
"NAGA",4631.51322989808,4536.10126605025,4614.10694743934,8675.35638040167,9366.3017572905,8468.38160293067
"FLNA",1405.86275869821,1241.62585817236,1213.62152238875,3089.83216837187,3784.48486753753,3380.26612937065
"ADAM9",2627.5236197959,2704.78224329136,2631.27217028053,5952.78324186575,5188.07426810892,5617.83223073079
"G3BP2",2719.62456859616,2694.23317057961,2864.61582530986,6672.12530856922,5599.17193643701,6050.99526460454
"NCKAP1L",14262.9434848953,13655.7746253536,13893.9144142843,23912.8121203515,23777.4986475466,23449.2675515461
"TCIRG1",10133.2216312193,9832.79067461729,9170.75741700714,4304.6704054945,5026.45539586383,4515.87964557956
"MCFD2",1385.74875838551,1279.60251993464,1321.49899104552,3079.20897329397,2899.37748665171,2924.95774611685
"MRC1",205.374529508624,242.628672370129,225.13558676197,885.519189707754,843.889145011235,931.876301912455
"SEC31B",1548.77802407792,1507.46249050833,1484.48777521174,578.964131745515,551.022732218133,534.145827046778
"SLC1A4",3416.20415837283,3207.97301164158,3487.25643244844,6386.81664076278,6563.46171781874,6548.82271866804
"POLR2B",3230.9436291769,3303.96957331846,3498.98224425896,6915.69999571248,6364.96337137009,6572.73969599849
"SRSF11",15482.4870828022,16152.7401362236,17114.994918634,8736.06035227538,7572.22380632832,7843.8827504133
"TBC1D1",3212.94689205501,3117.25098632058,2892.75777365511,6121.99556346372,6296.62787505169,5977.47270466278
"EPB41",1386.80738998091,1425.17972335672,1423.51355379704,3074.65617540344,2951.44262670382,3188.93031072703
"ITPR2",3982.57206191465,4134.18159573277,4289.30196028796,9953.17498834328,8110.23025353342,9443.66278962802
"IARS2",1905.5368717295,2122.47342960305,2143.47839896293,4432.1487464293,4241.13953341122,4541.56825086041
"AKAP13",3770.84574283359,3633.1006419249,3717.08234393462,7148.65148777785,6708.81023379754,7137.88901217734
"FPR1",468.973796764537,485.257344740259,442.063105256578,1366.59816680691,1464.33206396551,1304.80398547248
"GIPR",1938.35445118706,1833.42883730124,2220.86875691235,673.055288149766,754.944530755552,707.765366186361
"RSRP1",5860.58451216361,5297.74431583822,5848.83493108703,2632.27598037378,2831.04199033332,2824.86076691903
"NIPA2",1091.44917486284,1156.17836920723,1184.30699286245,2564.74281166427,2536.00619670471,2627.32425044899
"SRRM2",44701.7777475832,44345.1369583614,42799.2131083954,24928.0860499393,26672.5373725273,25186.3487569171
"ZMIZ2",4867.58807567346,4792.44373294564,4486.29559870468,2170.16699448515,2402.58927532119,2174.6733091208
"ARHGAP30",5697.5552464712,5238.66950865245,4952.98290876335,10224.8252624781,11701.6402267111,11037.2421310163
"CDK5RAP3",1267.18201970012,1165.6725346478,1348.46835820972,403.681412960176,407.843597074838,427.848150022543
"JAK1",2683.63109435238,2762.80214320595,2578.50601713319,5570.34821906137,5484.19475215527,5074.82826393199
"CCDC18-AS1",2031.51403158273,1993.77474251976,2144.65098014398,890.830787246703,826.534098327199,829.121880789028
"TLR8",372.638321582657,580.198999145962,526.488950292316,1783.17917379025,1852.65123352081,1854.89446407289
"IFNAR1",1912.94729289733,1785.95801009839,1856.1960096052,4206.78525084815,3712.89529996588,4092.46056543302
