"gene","AD_logFC","AD_padj","AD_label","AD_drug_logFC","AD_drug_padj","AD_drug_label"
"FCF1P7",2.86482363223433,0.000120418436290197,"up",-3.01665564868426,3.32483033037435e-08,"down"
"MED15P9",2.19330794772227,0.000132508314986936,"up",-1.71903639702787,0.000707675853163026,"down"
"CSRP2",2.95403449967925,0.000133811414443592,"up",-3.25722398550967,1.99828704678679e-05,"down"
"FAM209B",2.083154303796,0.000136516718949531,"up",-2.20917613999123,6.13493368947541e-06,"down"
"MEP1A",-2.47166207375852,0.000150418754359171,"down",2.48009276387665,0.000112604126813847,"up"
"CYP51A1P2",-6.24821967883428,0.000162098006154651,"down",6.27382973642651,0.000120046558848285,"up"
"AKT3-IT1",6.40638495725131,0.000175528345736276,"up",-3.16098920551763,0.0142077078602344,"down"
"LRRC4B",1.74081530199962,0.00018194820487047,"up",-1.67106572439673,0.000133222074993599,"down"
"NPIPB6",6.3266770499595,0.000182484470757518,"up",-3.86480665217324,0.00282181064490215,"down"
"CACNA1A",5.83663793486902,0.000184426554938892,"up",-1.78571417616696,0.0449810986771996,"down"
"ZNF460",-1.63451967184076,0.000185532456265519,"down",1.83410816998132,4.07924029573475e-06,"up"
"HSP90AB4P",4.35128981797989,0.000191994973563983,"up",-2.25214557900226,0.00446488177742345,"down"
"RPL21P44",3.32151243369913,0.000193206694227818,"up",-2.42029275053687,0.00681777635552384,"down"
"BACH1-IT1",2.68446407078104,0.000199680249494049,"up",-1.76240482122012,0.0194730658855175,"down"
"TAS2R3",-6.24996254120521,0.000208622347170038,"down",6.01439594044496,0.000429201028462296,"up"
"MAGEA4",-3.15985641333045,0.000222194130824425,"down",2.18485632206672,0.0440450079939681,"up"
"NANOGP5",3.75513395129585,0.000226297500951518,"up",-3.91430157067364,4.43230712116686e-05,"down"
"H1-3",4.30546048542848,0.000235179987480614,"up",-2.90938007931593,0.00418611766834649,"down"
"GTF2IRD2P1",2.36386715597904,0.000236234135141175,"up",-1.54693972756955,0.00495358858411657,"down"
"RUNDC3B",2.53998166893675,0.00024786086187582,"up",-2.29354335136867,0.000288553574065244,"down"
"GAPDHP43",2.24935414034667,0.000260156076774106,"up",-2.69044552821611,4.4129296045641e-07,"down"
"KRTAP5-9",2.76340679081435,0.000268319843246325,"up",-2.39036592514553,0.000839364206953713,"down"
"SDC3",-3.39180557915549,0.000297147168865882,"down",2.82161163968384,0.0117505660621126,"up"
"SCARNA7",2.17066494795362,0.000301391211103198,"up",-1.92727413463241,0.000281942481084581,"down"
"NSRP1P1",3.10408441913308,0.000305580069219449,"up",-3.88885420118152,3.22326653545925e-06,"down"
"GNG8",2.29313172039863,0.000314406140501567,"up",-1.91423962364404,0.00193814695539485,"down"
"RPEP4",2.42205349476532,0.000321231559830188,"up",-2.57706020542316,0.000129613177894206,"down"
"RN7SL233P",6.20421484244447,0.000321882985184965,"up",-4.12526867827703,0.00478520603135911,"down"
"UBQLN4P1",-3.48721424174103,0.000324322091075013,"down",2.74946069546601,0.00863532561039835,"up"
"DISC1-IT1",3.49469260389433,0.000327146645193667,"up",-3.7243228424428,0.000111846385752479,"down"
"RNU7-40P",3.81037423219171,0.000333634074621341,"up",-1.93987510516192,0.0183462293831151,"down"
"ANKRD33B",-1.91942124747185,0.000339766480098909,"down",2.96380412653469,2.5264156267917e-13,"up"
"MIR581",6.18150145652361,0.000341503075853314,"up",-6.56611669090445,9.68939716687436e-05,"down"
"PRKCA-AS1",2.44166366622499,0.000362780630440119,"up",-2.43278058928123,0.000186218373715099,"down"
"PPIAP2",4.52655947095018,0.000368772988943378,"up",-3.06917287321995,0.00155891184654957,"down"
"PCDHB8",-4.03187475003451,0.000371453424781809,"down",3.47857167104961,0.00509858909607472,"up"
"ZBTB12BP",1.83130917299478,0.000371522510655363,"up",-1.73671337062398,0.000937230997361817,"down"
"DIPK1B",1.59069744992562,0.000389648616303689,"up",-1.65548824392794,0.000164971774327444,"down"
"UTS2R",6.32593415121872,0.000437965681264697,"up",-3.89311063505144,0.0102103145439926,"down"
"OR13A1",3.66099656920093,0.000453051088827031,"up",-2.85702662972175,0.000896161564436881,"down"
"HMGB1P24",4.47983239554144,0.00052765661191946,"up",-2.38868780385586,0.00585607900760553,"down"
"RBFOX3",2.20854152571189,0.000561898631165927,"up",-2.72624209939795,1.98794572311414e-05,"down"
"GRIN3B",2.28336047891137,0.000572154279014884,"up",-2.22203607407851,0.000295152375748365,"down"
"PPIAP51",3.75444240767882,0.000573641696589214,"up",-2.87187495640029,0.00172838238719886,"down"
"MTCYBP18",2.74726286770986,0.000583858324523065,"up",-1.92101343959356,0.00652199158602304,"down"
"DCTN6-DT",2.60575905032027,0.000585774628417196,"up",-2.17831140398055,0.00152206390653977,"down"
"SYNE3",-1.53742307019054,0.000588174934754859,"down",1.50518249671338,0.000335978901532929,"up"
"RNU6ATAC18P",2.13816869125957,0.000605877453576649,"up",-1.61988204287817,0.00387893889356866,"down"
"NR3C2",-2.62153876649495,0.000616801111978542,"down",2.64647724012389,0.000350352399115291,"up"
"KLHL29",1.73897369364057,0.00061861538320348,"up",-1.70469642975426,0.0019259390921477,"down"
"RPS14P4",4.96189756961602,0.000628522996993616,"up",-6.25987656189944,5.22425633998373e-05,"down"
"LDLRAD4-AS1",2.59092647913896,0.000635301930952512,"up",-3.21915875539349,2.56508399234176e-06,"down"
"DNAJB13",1.71397813454444,0.000640015443193496,"up",-1.56149202663046,0.00146285585478235,"down"
"ARL2BP",-2.45902124286682,0.000643659072292553,"down",2.52617336252195,0.000280403433686949,"up"
"FAM166B",2.37084650777226,0.000646592733214106,"up",-1.50886033987227,0.0144516839270164,"down"
"MTCO3P11",2.70674169744525,0.0006503355230057,"up",-2.57839068030855,0.00272760429313202,"down"
"TLCD5",-2.84399261195804,0.000654917256891928,"down",3.03090040640011,4.63804919337552e-05,"up"
"THSD1",1.90675891566171,0.00066306262717764,"up",-2.23300943801458,8.94388212377012e-05,"down"
"TMEM273",-1.75901973916232,0.000683358199543075,"down",1.93080999221813,3.03228804994694e-05,"up"
"FSCN2",3.99855554639486,0.000685626095902799,"up",-6.27401720579473,4.1576689959485e-05,"down"
"SCO2",1.66575271545794,0.000713109153541298,"up",-1.92001729875634,0.000199003483475796,"down"
"SNORD100",1.93913461364917,0.000713332481198024,"up",-1.85958688386825,0.000220725549196777,"down"
"SMARCA5-AS1",-2.77731035523761,0.000714549942007947,"down",2.72309146995909,0.000902099795843679,"up"
"DIRAS3",6.08093553262284,0.000749289824229108,"up",-3.6483193440774,0.0160659322450061,"down"
"DAGLA",-1.77900820256549,0.000782533068372309,"down",1.66762032137851,0.00178624620684649,"up"
"RBBP4P2",-5.42793538509435,0.000843317593977251,"down",5.56638509791766,0.000814095590421153,"up"
"ANKRD19P",2.56530800947643,0.000865870353273753,"up",-2.04054448703961,0.00620717251703862,"down"
"MAMDC2",-5.98919201569056,0.00093162292782839,"down",4.97454841874743,0.0214121514100328,"up"
"SMARCE1P6",3.10344036402402,0.00104690591920158,"up",-1.85612533999679,0.0263061077942073,"down"
"SNORD104",1.65705062466242,0.00105806814825039,"up",-2.12235553160425,1.92093086724963e-05,"down"
"CAP1P1",-1.60793259835252,0.00105921687647018,"down",1.81170946337313,2.89525463925248e-05,"up"
"MRPL53P1",2.62681982477744,0.00107913141893992,"up",-3.34756356773717,3.15477831924638e-05,"down"
"FBXW12",5.9935418316198,0.0010910676742111,"up",-3.50223456554314,0.0155236848050316,"down"
"CACNA1F",2.20278666678052,0.00109560925262005,"up",-1.6951350452401,0.0129945344501687,"down"
"HDAC4-AS1",2.11328924908235,0.00110591485764585,"up",-1.83502108430704,0.00373875885826444,"down"
"MSTN",2.26174111893277,0.00110949572233291,"up",-3.90590773589696,3.33134318840462e-06,"down"
"ZNRF2P1",-2.06670914943607,0.00114802183847432,"down",2.08351093029938,0.000904179213113591,"up"
"EIF2S2P3",1.50130177042755,0.00119179982388011,"up",-1.59490444781826,0.000134074364092742,"down"
"NUTF2P6",3.25083901831396,0.00119742224442532,"up",-3.47816307430428,0.000612369271629716,"down"
"LINC02289",5.94870077466168,0.00123525848676145,"up",-6.33359622070194,0.000414059561752355,"down"
"KLF2",4.10430669585615,0.00124801845399941,"up",-2.18905234326602,0.0166545525370572,"down"
"CMTM2",2.36060810798004,0.00125840104441797,"up",-2.79136017576101,0.000275392935360432,"down"
"LINC00499",-2.11890248400567,0.00127952992822509,"down",2.0931934635485,0.00104198975580026,"up"
"C11orf94",3.43716619134908,0.00133677346119657,"up",-1.94465095941465,0.0245867744739498,"down"
"ACAP2-IT1",-1.56195739807832,0.00140600218299437,"down",1.84736398460112,0.000104104076205892,"up"
"RNU6-824P",4.28331391293124,0.0014186373092263,"up",-7.09052012263431,8.30309817694947e-06,"down"
"RPSAP36",3.44307880281495,0.00147728502089383,"up",-3.0937151760148,0.00279880985783037,"down"
"RN7SL285P",4.79389765956333,0.00152417468059193,"up",-3.1486655373187,0.00341449413130378,"down"
"DM1-AS",4.76292464617443,0.00155766683418714,"up",-3.13477330288999,0.00435117150308146,"down"
"FBXL21P",2.53767339327426,0.00156736552578831,"up",-1.80004860005016,0.00547491862172713,"down"
"PTPN20",2.23877872182847,0.00157253165507003,"up",-2.745243589542,8.4595093736052e-05,"down"
"MFSD14A",-1.7979642066639,0.00157914611144233,"down",1.9728791269229,9.42366070317678e-05,"up"
"CABP4",1.53326242862112,0.00164198689393149,"up",-1.65082426808126,2.60694483583864e-06,"down"
"LINC00115",1.57452041878055,0.00164198689393149,"up",-1.54948315065002,0.000735367760082682,"down"
"ATP6V1C2",1.54986987031627,0.00164253919821414,"up",-1.70529576230375,0.000176456336355373,"down"
"MADCAM1",2.63819493351455,0.0016675197752664,"up",-1.92489075396453,0.00975574691421018,"down"
"RPA4",3.43894934234649,0.00169305660789871,"up",-3.22001232194023,0.00209099657625663,"down"
"COL11A2",1.68110036260142,0.00176747519059296,"up",-1.64427265997799,3.15726608357778e-05,"down"
"RNU6-10P",5.89674204789279,0.00179948643443328,"up",-4.45331728511198,0.0109890574781151,"down"
"B3GALNT1P1",3.48119814574718,0.00180094959787447,"up",-2.51961233547389,0.00913282925109997,"down"
"HINT2",2.6735004405846,0.00187153615805298,"up",-1.67944047306846,0.0171066341352305,"down"
"ARMH4",-5.70141336044898,0.00193679117234192,"down",5.09579630992165,0.0174073760578041,"up"
"OR2T8",2.55974778030857,0.0019574357762216,"up",-2.30247559592759,0.00153565034738927,"down"
"C1GALT1P1",2.29071793097389,0.00204769292778053,"up",-2.25667655095178,0.0035333955966457,"down"
"GLRX5P3",3.52615429619225,0.00213683834301676,"up",-3.70953721183663,0.000767791428635035,"down"
"GAS1",-1.5223920118498,0.00219189781748207,"down",1.76474691002182,6.10933173230098e-05,"up"
"LONRF3",-3.26758459749556,0.00221175946557959,"down",2.74938039207627,0.00630246224405227,"up"
"OCIAD1-AS1",2.71627644441298,0.00225675196862774,"up",-1.52839294006379,0.0494132473082302,"down"
"LYNX1",-1.72668152818061,0.00228542410125932,"down",1.59716484452181,0.0060766787000229,"up"
"PKD2L2",2.02762633516112,0.00228901405315969,"up",-1.64415977119337,0.00786647623548445,"down"
"C1QTNF12",1.77990886769507,0.00236401439282333,"up",-2.22036315433076,0.000271484259563201,"down"
"IPO4",2.9228322482088,0.00238279269148749,"up",-2.89641664443529,0.00291642705168135,"down"
"LBX2-AS1",-2.35975381100473,0.00241957594097766,"down",2.02853763184278,0.0167871951805624,"up"
"EIF5AP3",5.84233129293223,0.00248423852571595,"up",-4.34932535105265,0.014848461636839,"down"
"RNU6-238P",4.62873928925637,0.00252216189257405,"up",-5.9151979860642,0.000242095873039989,"down"
"PRAP1",3.87636648780123,0.00252375746685736,"up",-2.43029485919812,0.0107105608731348,"down"
"RNU4-51P",5.72014492190484,0.00257302724469744,"up",-3.63763894391805,0.0276930661969337,"down"
"LAT",1.63587084426947,0.00265105266297303,"up",-1.61374184291547,0.00164779621101027,"down"
"RN7SKP80",2.53390696534311,0.00265105266297303,"up",-1.57932057257658,0.0399169419162317,"down"
"MT-TF",3.5768089824541,0.00271643014531657,"up",-3.94551375454907,0.000664866408366885,"down"
"FBXW11P1",5.7635632276532,0.00285365075504747,"up",-6.14796915945618,0.00108035807435409,"down"
"LINC01375",2.50348120364918,0.002856847343934,"up",-2.96499642146308,7.58538241941453e-05,"down"
"CCDC175",2.24853320137932,0.00286126561610379,"up",-1.55374116927525,0.0207998828763045,"down"
"AOC2",1.87360222585274,0.00287483159240111,"up",-1.76063873372581,0.00242701519827253,"down"
"H3P33",5.67030206532448,0.00306273872977843,"up",-6.05471764819998,0.00113954490002005,"down"
"CFAP69",5.79293266521417,0.00308636539628586,"up",-4.35157259988746,0.0167792317358235,"down"
"RN7SL32P",3.24802748131628,0.00311059766056423,"up",-1.81938767032522,0.0347676755122334,"down"
"PRDM5",-2.24103772776679,0.00312950108934249,"down",1.77153636925738,0.0214531883926429,"up"
"RNU6-88P",1.74826236636613,0.00317976215173331,"up",-1.74908572218435,0.00255317312588084,"down"
"POU5F1B",4.54953168735649,0.00323417530326131,"up",-3.65944544332164,0.00323848034301362,"down"
"RIMKLBP2",-1.80832930398037,0.00331358873306103,"down",1.76740961705429,0.00318075358221739,"up"
"HMGN2P20",3.49214964338833,0.00345497777148103,"up",-3.8924335982556,0.000602390647845778,"down"
"SNORD69",2.47765835713649,0.0034685187060395,"up",-2.42970011148428,0.00182974771090789,"down"
"EXTL3-AS1",3.48247991329912,0.00352558450450307,"up",-1.90397309727206,0.0411658634561277,"down"
"PYY2",2.57385577101813,0.00353106415377354,"up",-2.8633914715065,0.000189292169939128,"down"
"FAM183BP",2.52516979682159,0.00353239417058479,"up",-3.67969066768901,6.30326050251874e-05,"down"
"NEXMIF",-3.13741753876016,0.00356261902880673,"down",3.82552074514135,0.000160620682541965,"up"
"ZNF503-AS2",-1.84732274926387,0.00366559955032874,"down",1.54738572193554,0.0140899637704307,"up"
"CFAP58-DT",2.50994571126289,0.00372809080629183,"up",-1.89250667483775,0.0166893849188573,"down"
"OR7E91P",3.95995403761354,0.00385886423419386,"up",-2.61816345713255,0.0224370603541154,"down"
"AGAP7P",1.70897620998568,0.00395495082349531,"up",-1.99230320991631,0.000268262847225044,"down"
"NTN5",2.5084213814336,0.0040106048041681,"up",-2.18614472336788,0.00634570334143203,"down"
"TYRO3",2.77023891065149,0.00411416092745322,"up",-2.20677942272076,0.0181125986414843,"down"
"ANGPT2",1.65337722904932,0.00425668573784408,"up",-1.65616507168785,0.00235413923582164,"down"
"NHP2P1",2.79073686000638,0.00441651786347399,"up",-2.03933134974592,0.0129945344501687,"down"
"ZNF564",2.3191546142772,0.00443893004183979,"up",-2.36402938927501,0.000803217783973554,"down"
"EHMT2-AS1",2.18710731848923,0.00447309278026438,"up",-2.15821672627449,0.00155692426589968,"down"
"RNA5SP296",1.96861071640928,0.00448197263285515,"up",-2.02051601789135,0.00123425444740922,"down"
"HSPD1P11",-2.40826997259423,0.00448896813096508,"down",2.30081404668559,0.00486150312238684,"up"
"NANOGNBP3",4.48749679053263,0.00448896813096508,"up",-2.57673059106123,0.0179717990576989,"down"
"PTGES3L",2.28740809230652,0.00449657392848783,"up",-2.04532188215748,0.0053270151033208,"down"
"SRXN1",-2.52265307384644,0.00450040042201123,"down",2.02317889761342,0.0461052690900537,"up"
"FOXP1-AS1",4.45073056382265,0.00457686568784809,"up",-3.26838412708467,0.00978098517531623,"down"
"CDC42P6",-1.84937613958106,0.0048472487305501,"down",2.09315985679707,0.000397768687288383,"up"
"TCAF1P1",-1.72139995307766,0.00487408319190831,"down",1.93338630150165,0.000330452783977332,"up"
"UBE3AP2",2.95713645756133,0.0048783696993536,"up",-5.34313519986002,0.000168176745798851,"down"
"MCCC1-AS1",1.55097223748824,0.00488765484372183,"up",-1.63138846672664,0.00123916970877337,"down"
"COL4A4",2.12818423699772,0.0049567205375367,"up",-1.50523468235535,0.0211390561021564,"down"
"ANK2-AS1",3.72110770405216,0.00499251691231393,"up",-2.1240731264833,0.0366236592520981,"down"
"POLR2KP1",3.74620127455029,0.00511663025853645,"up",-2.50074294448664,0.0107142669603521,"down"
"ZNF658B",-1.82678509876134,0.0051500887649461,"down",1.6080931748348,0.029588000099788,"up"
"MFAP1P1",5.59168825197355,0.00520420682044884,"up",-5.01448557984065,0.00939062834870153,"down"
"LYPLA1P3",-4.32624808600278,0.0052988446255666,"down",4.56151461958949,0.00176484031838738,"up"
"CCDC196",2.26727218415336,0.00533321645598688,"up",-1.64122223544139,0.0293526401143431,"down"
"PLCXD3",-5.43831034496794,0.00543334721654211,"down",5.25474616857147,0.00934835322084997,"up"
"KIF7",1.80213766111498,0.00554191098187021,"up",-1.63960537913445,0.00231216706118148,"down"
"ANKRD20A7P",2.03993922550059,0.00564934875458527,"up",-1.83421283380423,0.0139028947820139,"down"
"PFKP-DT",5.57302077746542,0.00595896436841316,"up",-3.53288579331053,0.0381126665690018,"down"
"ZNF610",4.38404985384368,0.0061637299810714,"up",-3.21065641141798,0.0106030159329189,"down"
"BNIP3P40",2.77635401045282,0.00634722412854337,"up",-1.86082835518131,0.0294172478830283,"down"
"TIMM9P1",5.51890196438653,0.00639737815570516,"up",-5.90365058037106,0.00265073690497407,"down"
"GAPDHP60",3.22889299544947,0.00648288339262875,"up",-3.75686533556259,0.000289988086562834,"down"
"RN7SKP23",1.83751504847376,0.00650650205545642,"up",-1.61888375539343,0.00729098559429254,"down"
"RPSAP16",4.9868289277581,0.00666785192348787,"up",-3.12785315844774,0.0321964668510046,"down"
"MTND6P4",2.01771815417731,0.00670978583130019,"up",-2.28128931962783,0.0012222940075016,"down"
"RPL12P21",5.510556592477,0.00686256972947904,"up",-4.01547758482384,0.0332783233687989,"down"
"DPPA2P1",3.10117567361295,0.00686317457421792,"up",-1.98807733656967,0.0471009554970044,"down"
"IHO1",1.72044272373761,0.00699317076538796,"up",-1.63637603292813,0.00542336060085207,"down"
"RNU6-50P",3.58469467493937,0.00706816764270912,"up",-3.36185768559486,0.0156395765285647,"down"
"LIX1L-AS1",1.55766338027087,0.00718478663056508,"up",-1.56913635241334,0.00526896596959631,"down"
"KCNJ6-AS1",-1.91137221795515,0.00721326552747689,"down",2.15162380755007,0.00121656001132177,"up"
"VARS2",1.87659611625964,0.00721386193786013,"up",-1.69348154954406,0.00653660282357895,"down"
"FAM133CP",3.35350948600559,0.00731203511421044,"up",-2.81819734258817,0.0107562333646827,"down"
"CYCSP2",5.5292413839967,0.00744385937255013,"up",-5.91317627394002,0.00321998709766752,"down"
"BTBD9-AS1",3.62075578289155,0.00746702084833362,"up",-2.98311586085435,0.0220790073089062,"down"
"MIR210HG",1.77877116936292,0.00747604229353912,"up",-2.20358588160343,0.000830050037642108,"down"
"LINC00513",2.45834498773431,0.00749479303454679,"up",-2.29319839405561,0.00673832582392021,"down"
"CYP2D8P",1.65386245574824,0.00780076012951589,"up",-1.8479557960447,0.00224940038309655,"down"
"PTGES3P3",-5.34124036515744,0.00784409346391314,"down",5.8308690712244,0.000861045559360318,"up"
"RN7SL220P",3.3378361346471,0.00790139400691198,"up",-3.79859826438902,0.00393508919071279,"down"
"TBC1D3",3.920217012847,0.00793315809558995,"up",-5.778467681733,0.000714718716539311,"down"
"RNA5SP425",5.44064305226967,0.00804253523258291,"up",-5.82481975261611,0.00343869096046342,"down"
"RSPO4",5.48745142043262,0.00804253523258291,"up",-5.87162937618687,0.00347751841849258,"down"
"LINC01645",-5.32595120247537,0.00812553274623584,"down",4.77192760368438,0.0359845671763407,"up"
"CLIP4",-1.85974287174413,0.00834972354344889,"down",1.68971375695599,0.0108807900482665,"up"
"HIGD1AP16",3.40878709621517,0.0083603461099286,"up",-6.31614970166736,6.91664126243083e-05,"down"
"FAM81B",5.05537502507853,0.00864156547154066,"up",-4.52337043444163,0.0118262496892644,"down"
"RNU6-415P",2.12325608020888,0.00912362139253326,"up",-1.99253413621857,0.00831444385280592,"down"
"RPL9P30",5.44163299148015,0.00929471178617975,"up",-5.82563189876417,0.00407861834133485,"down"
"RNU6-936P",5.42730720028182,0.00956215457749652,"up",-5.81181656048972,0.0042001532385587,"down"
"ESAM",2.90031513647019,0.00956665077267927,"up",-2.06184364631771,0.0396246997400805,"down"
"HULC",2.14493390954758,0.00956665077267927,"up",-1.96245105716632,0.0122018841982557,"down"
"SNRPFP2",5.38963626472348,0.00992248653206568,"up",-5.77430064390149,0.00434648778069254,"down"
"MCF2",2.95502427000663,0.0101788224972336,"up",-2.34166487633054,0.0225871700177117,"down"
"TMEM44-AS2",2.06725053160002,0.0101796760408672,"up",-1.54719468509324,0.034229652813022,"down"
"SNORA31",2.5147332614208,0.0102374405688771,"up",-2.50664763173951,0.00726001100586204,"down"
"MIR548AY",5.44985491869707,0.0102535346280734,"up",-3.95414552564799,0.0451314718221313,"down"
"C18orf15",3.2703612803946,0.0103670065592387,"up",-2.50398095294512,0.0184345390429757,"down"
"NPIPP1",1.68446901450566,0.0105217548028104,"up",-1.65527644385869,0.0119295272420347,"down"
"MIR5190",3.05033032456528,0.0106980759680094,"up",-3.09307619339991,0.00303146485687575,"down"
"RPL23AP58",3.25520140189999,0.0108877503666899,"up",-2.15339244173672,0.0392413447868095,"down"
"FABP7P1",5.45337000047399,0.0109272757383526,"up",-5.83853430459754,0.00498784817435326,"down"
"LEXM",4.81673821311123,0.010936384902498,"up",-3.34829431934044,0.0406425330363061,"down"
"PRG4",2.24519282404521,0.0109604138328591,"up",-1.91091478314587,0.0075303805127023,"down"
"AGBL5-IT1",2.06548581628517,0.0110045741016393,"up",-1.77478070160592,0.0107903151900071,"down"
"RNA5SP122",5.32701158598694,0.011134356509217,"up",-4.75003001303732,0.0180288886966596,"down"
"MIR3685",2.20631948754562,0.0112491431718789,"up",-1.74351537174537,0.0285723774630382,"down"
"MIR4489",1.74751131469893,0.0115398529314514,"up",-1.50635851462853,0.0232603989604341,"down"
"RNU6-942P",3.39565555758931,0.0117996393261771,"up",-6.90900553309768,1.85971810350832e-05,"down"
"RNU6-1010P",3.11003746170486,0.0119023943950237,"up",-2.72573256170031,0.00936736115933633,"down"
"RAPSN",1.75745162511567,0.0120323436985396,"up",-1.85576898708426,0.00374223105468794,"down"
"TMEM74B",4.85032397721419,0.0122728782695503,"up",-3.32345581319854,0.0497849365253167,"down"
"ATP6V0E1P2",5.38095360298482,0.0123547217532173,"up",-5.76611721686375,0.00566775692124878,"down"
"RN7SL587P",3.79691790940639,0.0125900501097465,"up",-2.58000556163404,0.0398318262184435,"down"
"HNRNPA1P57",5.29665722709633,0.012716982860917,"up",-5.68080493378071,0.0057481132081043,"down"
