"gene","AD_logFC","AD_padj","AD_label","AD_drug_logFC","AD_drug_padj","AD_drug_label"
"RAPH1",-1.63985422124828,3.42954650587961e-22,"down",1.68056899400963,1.62668086719954e-25,"up"
"MSNP1",-2.86433237825978,8.65686614793295e-22,"down",2.90396150614842,6.03860066963717e-24,"up"
"DNAJC14",-1.64301920245923,1.72511841086591e-21,"down",1.60908615280673,2.46445513453071e-22,"up"
"CCL3",1.59662858522941,1.45774834909368e-20,"up",-1.60881885491826,4.45674685051499e-19,"down"
"CCR2",-2.99849453885523,2.50292454657006e-20,"down",2.61192045686496,3.0074543830459e-15,"up"
"PDE4DIP",-1.74856042902349,2.5213060187402e-20,"down",1.80182089651398,3.95398559825656e-23,"up"
"NDUFA11",1.58764178628985,3.26869697605884e-20,"up",-1.76391039680371,4.01314512819623e-36,"down"
"ZBTB47-AS1",-2.55969874426447,5.69297633028701e-20,"down",2.43641514746818,1.06657209569614e-16,"up"
"DOCK1",-3.43658699543279,1.49619229459833e-19,"down",3.02530665281425,5.9337995048748e-14,"up"
"POU6F1",1.6443058241118,1.64049047759228e-19,"up",-1.51541690591538,1.08811155329135e-18,"down"
"RHEX",2.01012594786169,2.25188018989866e-19,"up",-2.3772641029005,1.97147678736212e-24,"down"
"ATP6V0D2",-4.05183492437724,3.23368240105105e-19,"down",3.28977975861116,1.67361458351899e-10,"up"
"RPL21P7",3.62673795575933,1.16975888272248e-18,"up",-2.21726462500653,7.26032971560998e-10,"down"
"NPIPB13",2.43656245955967,3.99879850843097e-18,"up",-2.47975613735727,4.04482005729175e-21,"down"
"MAN1A1",-2.16423726683083,4.43709539029738e-18,"down",2.06621821921773,1.84290977878085e-18,"up"
"MTND5P11",2.5201002422613,4.7803536806031e-18,"up",-1.78791615714001,1.12391589142043e-11,"down"
"RAPGEFL1",1.8524897201961,6.03978115142027e-18,"up",-2.02149913871335,0.000106157474615293,"down"
"SYT11",-2.00086134106794,6.75302351548129e-18,"down",2.04202066842783,1.77112691912192e-18,"up"
"HSPB7",-2.19006289882703,9.04805875376715e-18,"down",2.27255956417382,4.93773220124962e-23,"up"
"NPIPB11",1.94531562627805,9.78606245709995e-18,"up",-1.98691560830591,7.82282530975259e-21,"down"
"EIF4BP7",-2.38764976002528,1.31708553040111e-17,"down",2.15116409885505,9.14034258011337e-15,"up"
"LINC02930",1.99309570975376,5.25539590225094e-17,"up",-1.67411158167512,1.79469124388766e-12,"down"
"LINC02604",1.96476982797739,6.48781434409473e-17,"up",-1.85926683362214,1.90791519626582e-18,"down"
"PCDHGA10",-1.51125833898249,7.78515221132595e-17,"down",1.76487991400871,1.26691895558713e-23,"up"
"LCAT",1.93579004516128,1.25006249652169e-16,"up",-1.99519250117315,1.26259300312157e-19,"down"
"DHFRP1",-1.9205737131788,1.56588324888276e-16,"down",1.76005880278544,2.05424363282308e-13,"up"
"LINC01160",2.0744004338493,2.38263882763199e-16,"up",-1.6554400030971,3.78347060172821e-14,"down"
"NPIPB3",1.89733988453475,2.40791130715562e-16,"up",-1.84060455757837,2.05477509672826e-18,"down"
"NCR3LG1",-2.2210184340981,2.98386501404184e-16,"down",2.12766147038041,4.59114624532668e-17,"up"
"PCDHGB6",-2.38408634859345,3.00708379786789e-16,"down",2.28817843502415,2.78765421241008e-14,"up"
"SAPCD1",3.91609214705632,3.82063691846464e-16,"up",-3.03381155503925,1.22104998905502e-09,"down"
"CH25H",3.01584500963634,5.13453269897169e-16,"up",-2.01443753825668,3.31861231168792e-15,"down"
"FAM229A",1.71436299215495,6.1431702915782e-16,"up",-1.94736288098638,7.59843139842976e-20,"down"
"RTEL1-TNFRSF6B",1.87015492226549,7.21905401477166e-16,"up",-1.80046104169535,7.08002751640823e-16,"down"
"RSPH4A",2.48304144189295,2.17168322386298e-15,"up",-2.48085180345324,4.33690956895411e-13,"down"
"MUC6",3.05676497405278,2.51359832413761e-15,"up",-1.81496589829145,1.27920287127672e-08,"down"
"AKR7L",2.51918535593088,4.7808364665748e-15,"up",-2.53265002000012,5.30576803442184e-17,"down"
"BRICD5",1.8800964114199,3.50411627084213e-14,"up",-1.50669454286663,1.03344542867657e-11,"down"
"ZNF551",-1.53206257836155,5.02562308350483e-14,"down",1.53888246614885,1.74397655697236e-12,"up"
"NME9",2.09402705626529,6.23488147030161e-14,"up",-1.59036882895093,7.94121499638512e-11,"down"
"RPS7P3",4.21076063563056,6.47464400775141e-14,"up",-2.37035552674906,2.08351948263068e-08,"down"
"GPR137B",-1.59239017987813,6.88075994145829e-14,"down",1.55785044689956,1.05514842750032e-14,"up"
"TGM2",-1.51558357266338,9.55542529572918e-14,"down",1.60222667956897,2.43733315819193e-19,"up"
"CTBP1-AS",1.64053887249533,1.40233146906754e-13,"up",-1.52917430838248,5.28298992838614e-14,"down"
"GRIN2C",2.21449413637194,1.51958260178834e-13,"up",-1.81872705806474,5.81255008259326e-12,"down"
"TMEM91",1.92932933000754,2.23447399938656e-13,"up",-1.70624837083436,2.67024567229799e-13,"down"
"GPC2",1.7699534954482,2.24854608327836e-13,"up",-1.56120683968106,1.09510118175953e-12,"down"
"CCDC17",1.72535279895162,2.80091199970832e-13,"up",-1.58272251358182,3.18400612924776e-11,"down"
"RASL10A",2.04075928092932,3.14616222829538e-13,"up",-2.28562112037717,6.83662136141144e-17,"down"
"SUMO4",2.5280747299289,4.45656430139937e-13,"up",-3.06490820290089,2.66709149335741e-20,"down"
"ERVW-1",-3.26597692010835,4.500312994309e-13,"down",3.17630426838803,1.96201905355732e-13,"up"
"ZNF792",-1.57840403577748,9.01753492082829e-13,"down",1.75349636253405,3.38312788863975e-18,"up"
"ALDH1A1",-2.38572504353359,1.14666475016784e-12,"down",1.58827787556843,0.000146436670309411,"up"
"TNIK",-1.704597433479,1.51286055851293e-12,"down",1.66850814239687,2.5322392846025e-13,"up"
"PPP1R9A-AS1",4.73540777330984,3.59186359205807e-12,"up",-3.8154621161937,2.05233448825319e-10,"down"
"EBLN2",1.81239944097512,5.25675462725741e-12,"up",-1.82341213606889,2.87437063305054e-13,"down"
"THTPA",-1.77568371031091,5.33207273345403e-12,"down",1.58608578629977,7.55121351660831e-10,"up"
"ADGRG6",-2.41729509440635,6.16265312805195e-12,"down",1.97613107302364,1.09477433361443e-08,"up"
"LINC00173",4.20493986375116,1.24775310967276e-11,"up",-2.20045831637573,2.01208350366786e-06,"down"
"SCX",2.44340914473555,1.26489009797113e-11,"up",-2.37392153675172,1.85791147135113e-11,"down"
"YES1P1",3.07166522067129,1.56190983679679e-11,"up",-2.81705067768498,4.07979433142246e-11,"down"
"CLEC9A",2.22580274178569,1.60168600280785e-11,"up",-1.78663403321531,1.0493057134982e-10,"down"
"LINC01357",2.6964432103699,2.22930201330252e-11,"up",-1.99645896431587,1.62196465296888e-08,"down"
"SYCP2L",3.85282481800137,4.09844138025351e-11,"up",-2.86003247217292,4.36641272948644e-09,"down"
"KLRK1-AS1",-3.42580044467565,5.81105438628583e-11,"down",2.03887411168269,0.00518773603820554,"up"
"ELF3",3.38527530708885,1.10118877150703e-10,"up",-2.59489231903935,4.01851009896985e-09,"down"
"CADPS2",-4.5753056130796,1.17896951317183e-10,"down",2.66285221801765,0.00864198748284067,"up"
"LIN7B",1.86279214677004,1.22509059092033e-10,"up",-1.89043139033814,9.66568365662358e-11,"down"
"RPSAP47",-1.62289696137137,1.54729852056063e-10,"down",1.55764005295112,2.16326281323691e-14,"up"
"YY1P1",2.35755753113887,2.22367433813934e-10,"up",-2.10749670573738,1.88184886467379e-12,"down"
"ABCA11P",2.21095351666697,2.93638503845142e-10,"up",-1.90174628067634,5.97109759040204e-09,"down"
"FAM238A",2.81922176599898,3.49971767637368e-10,"up",-2.71974306019068,6.81574055212264e-12,"down"
"HSPA7",1.72705643850822,3.65143205123979e-10,"up",-1.59757520550504,2.16348841826707e-13,"down"
"TBC1D3L",1.72412504274733,3.85775645779337e-10,"up",-1.57886424998549,2.21970901554667e-10,"down"
"SNORA33",2.09061424841548,5.36704072644171e-10,"up",-1.99515988078077,2.24487783002535e-09,"down"
"ROCK1P1",2.02848797135242,5.65396232190645e-10,"up",-1.69752674865403,1.35818250932785e-07,"down"
"AKR7A3",2.47151874533172,5.810225161701e-10,"up",-1.9598115891753,7.67307484851907e-09,"down"
"RNU7-181P",5.191479258977,5.84930554741457e-10,"up",-3.44542079591938,2.32195692923406e-09,"down"
"LRIG1",-1.85989681109378,9.31371922607608e-10,"down",1.60411875053889,4.11749818594043e-08,"up"
"MTND4P12",1.51267486174265,1.08118682133557e-09,"up",-1.54811537379154,3.62478688626706e-10,"down"
"RPS15AP10",2.98085124647456,1.15646530102646e-09,"up",-2.51508962935364,4.84625226235468e-10,"down"
"CD2",-6.99368607183309,1.1572533870589e-09,"down",3.9683319114204,0.0167792317358235,"up"
"PCDHGB7",-2.35140645155255,1.17220566605424e-09,"down",2.59382455818924,3.58755525289087e-14,"up"
"CAMK2B",1.97343096467416,1.36230967420304e-09,"up",-1.65180686401756,3.18431257052641e-09,"down"
"CHKB",1.91937997850115,1.5334829493705e-09,"up",-1.72286721797725,9.79428852272494e-08,"down"
"LINC01914",2.17169424255562,1.68277340027369e-09,"up",-2.05121861822736,3.36738505775397e-10,"down"
"TGM5",-1.73318637361318,1.86415047305296e-09,"down",1.54929770113061,1.2803666777272e-07,"up"
"USP43",3.74877459633505,2.86967023129117e-09,"up",-2.24914203374515,1.72563212491182e-06,"down"
"ACER2",-2.90223243223905,2.9171889805208e-09,"down",2.94853273434667,1.45814593587427e-12,"up"
"APBA2",-2.20604047679398,3.1602491557375e-09,"down",1.61170909412576,0.000162262448436925,"up"
"SLC8A1-AS1",1.85743768572249,3.70162717556467e-09,"up",-1.91257322239004,1.25223605495294e-10,"down"
"C1S",3.57925481755932,3.72225504409622e-09,"up",-1.62164084454494,0.000913765880974078,"down"
"ARHGAP10",-2.85051986341972,4.32611615707962e-09,"down",3.2263949621884,2.41511288884044e-13,"up"
"ABCG1",-2.23662544550966,4.58158068655516e-09,"down",1.52290973756959,0.000461917001835962,"up"
"SGPP2",1.81498070320943,5.90955407144069e-09,"up",-1.8379296825712,4.38229123397248e-11,"down"
"RNA5SP498",2.6872220222805,6.18948050946826e-09,"up",-2.19492652029677,2.44819102577383e-09,"down"
"KCNAB3",1.96945827098701,6.50950512516176e-09,"up",-1.67149008037781,3.94625349025569e-07,"down"
"ABLIM3",-3.11367886051407,6.75349919546309e-09,"down",1.86096597241862,0.00970178819778101,"up"
"NCAPGP1",2.91225847475685,8.64774975083863e-09,"up",-2.81493368133226,7.29461908577647e-14,"down"
"SNORD14A",2.45365345567629,8.86913348260948e-09,"up",-2.1777333073402,7.79539021977128e-09,"down"
"LPCAT3",-1.51013792764246,9.26649203617326e-09,"down",1.58907894584506,2.33925991859243e-12,"up"
"MGAT3",-2.09156212226336,9.82658008471403e-09,"down",1.9622320722556,5.57178661090952e-08,"up"
"CELF2-AS1",-2.48696014155399,1.08963501421174e-08,"down",2.49476553847214,2.56062675037492e-09,"up"
"GABRA3",-2.38893514585991,1.09700371118219e-08,"down",1.92937360216101,2.09845208555151e-05,"up"
"RAB23",-1.7002969702173,1.48086884031359e-08,"down",1.56737057692909,2.12313773005877e-06,"up"
"PTOV1-AS2",2.04230505175781,1.5030274515289e-08,"up",-1.90727875921819,1.53236374688931e-13,"down"
"ZNF415P1",3.62008768987516,1.54530411082216e-08,"up",-4.07020935786259,4.16452690314132e-10,"down"
"CFAP126",-1.91834405215084,1.86219875041494e-08,"down",2.16333942226297,1.55220878626707e-12,"up"
"TREML2",-1.94986715500482,1.88400903024188e-08,"down",2.16064686599002,9.46840126245369e-12,"up"
"PLD1",-2.12571406084568,1.91378868781704e-08,"down",2.24353698415365,8.63129350467478e-11,"up"
"EIF4BP6",-2.42028370817693,1.93931132054628e-08,"down",2.42968338985906,2.19571825115636e-09,"up"
"PRR22",2.29800701043248,2.00335674486328e-08,"up",-2.35524329848279,1.26304680306129e-11,"down"
"SPTA1",-1.79091761498467,2.36968361119622e-08,"down",1.77456071085935,5.81790242803515e-08,"up"
"GNMT",2.35788892431771,2.47764634573542e-08,"up",-1.93841480843199,5.06543175456033e-09,"down"
"FAM133DP",2.30611519699229,2.53105515278395e-08,"up",-1.88683083244184,5.53361259931028e-06,"down"
"NPIPA5",1.87289676859694,2.95102934463724e-08,"up",-1.63884727074384,1.03670771474312e-06,"down"
"RNU6-595P",4.10464440123945,2.98470091872764e-08,"up",-3.05370418714744,2.49610532474541e-05,"down"
"RBM17P4",7.82028870015402,3.09640577366005e-08,"up",-4.03236304621051,8.09336167347293e-07,"down"
"EYA2",-5.23000309361143,3.6791968295763e-08,"down",3.569207481664,0.00570533048098497,"up"
"UPF3AP3",2.32917970858862,4.11436385141581e-08,"up",-3.00553678662183,2.01261975930141e-10,"down"
"CRABP2",2.92463220569848,4.72584876887543e-08,"up",-2.40210255329519,3.0565789969394e-07,"down"
"TERF1P7",2.74020644709406,4.83681613173138e-08,"up",-2.15065712540199,9.95308813529489e-06,"down"
"TET2-AS1",3.92569426660317,4.92357854920284e-08,"up",-2.27678548536368,0.000662887106005976,"down"
"SBNO1-AS1",1.77963622057051,6.08565269290512e-08,"up",-1.95744200173042,2.27786693620529e-10,"down"
"MAP4K1",2.01418157347628,7.38418891544938e-08,"up",-2.00594430645154,7.46076808401776e-09,"down"
"OVGP1",1.65894631771976,7.52235298225298e-08,"up",-1.67330906483492,4.66431756844009e-08,"down"
"ABCG2",-2.9325987725722,7.77499350534958e-08,"down",2.17003540596945,0.0006381343358151,"up"
"COX6CP17",4.89325212084761,7.93844389532656e-08,"up",-3.34443608034565,1.82241748659235e-05,"down"
"STIMATE-MUSTN1",1.76074600937616,8.14416504585458e-08,"up",-1.81994213330588,2.28515094570628e-10,"down"
"MUC5B",2.54014662910092,1.22769388131804e-07,"up",-2.32092212946683,6.52895004527224e-08,"down"
"TNFRSF21",-2.71510641431018,1.26427643580232e-07,"down",2.24596721442371,4.77155736076367e-05,"up"
"PEG13",3.18375941032343,1.27490710290238e-07,"up",-2.43839822796414,9.58742927304662e-06,"down"
"DGKI",-2.76965038013036,1.33723300208192e-07,"down",2.03534683389356,0.00106581427358106,"up"
"LINC00900",-1.91918807297631,1.37917646844564e-07,"down",1.70704736752721,3.86649937358626e-06,"up"
"OGN",2.41476615987991,1.3805434151201e-07,"up",-2.11852462172688,7.47163445669507e-07,"down"
"UCP3",1.56142669568541,1.41186869471055e-07,"up",-1.5219404484576,5.68486545005637e-07,"down"
"CPT1B",1.98907450872186,1.4345800220195e-07,"up",-1.71138034888803,2.31064382284976e-06,"down"
"ACVRL1",-1.89043764599233,1.50210407892341e-07,"down",1.99339164040425,5.30554773737382e-10,"up"
"SNORA3B",2.72296305880673,1.62613891482316e-07,"up",-2.9849429801434,6.76169023287953e-09,"down"
"ECM2",2.38745109671304,1.66055094873016e-07,"up",-1.95938043083749,1.20993463991879e-07,"down"
"ALG10",-1.69810827792517,1.89647295327194e-07,"down",1.51254001025796,1.67399010420243e-05,"up"
"C1R",1.91601062953228,1.97488944015319e-07,"up",-2.01221237181098,8.86265413067282e-08,"down"
"RNA5SP383",2.86102337351334,2.19810538562592e-07,"up",-2.16432978623777,1.76758986408479e-06,"down"
"RN7SL600P",4.08188981440318,2.47592714857227e-07,"up",-2.54219417832955,9.79560250370659e-06,"down"
"FLJ42393",3.46176505456742,2.48174705312614e-07,"up",-2.54161315100573,7.07852318685498e-05,"down"
"CCDC188",4.24825934156521,2.60158191378057e-07,"up",-3.11134094657503,1.71215262056683e-06,"down"
"CASC19",7.48617640310098,2.70425183865845e-07,"up",-2.26025243064939,0.00143052408594211,"down"
"ASAP1-IT2",3.2411599587704,3.93749430440065e-07,"up",-3.18918299024098,1.01693945468933e-07,"down"
"INO80D-AS1",1.95734693734968,4.15448038813469e-07,"up",-2.01640670448015,1.38441782426537e-08,"down"
"DEPP1",-1.85189839794072,4.79883119042078e-07,"down",2.08301856381039,5.15075884771915e-11,"up"
"ABCB10P1",-7.29079784594069,5.07478162708705e-07,"down",5.71694789768698,0.0015514396222971,"up"
"TATDN2P2",-1.83581438932758,5.12232346905646e-07,"down",1.51608779029024,2.79091299831565e-05,"up"
"IL11RA",1.87070999445253,5.65102693154986e-07,"up",-1.55046343660395,8.83526187118671e-06,"down"
"RAB5CP1",4.9835287749147,5.79733028364496e-07,"up",-3.21552463242334,1.47592402199666e-06,"down"
"TGM1",1.77851583690821,6.4915365902251e-07,"up",-1.60536055569258,2.50684857543935e-06,"down"
"ICAM3",-1.50443428563091,6.69754842567096e-07,"down",1.51393365819076,8.27379744816549e-21,"up"
"ENOX1-AS1",3.29679760582558,8.88690130934419e-07,"up",-3.29612665512035,6.80790993492698e-07,"down"
"MSH5-SAPCD1",2.37477455234884,1.0071389385994e-06,"up",-2.56528662835667,9.98653247305054e-07,"down"
"WWC1",-2.37002497984895,1.25637086405836e-06,"down",1.66973931672196,0.00319399256380937,"up"
"CLDN1",2.25452568009894,1.28009300561899e-06,"up",-1.52249397206813,0.000374564466413068,"down"
"ARHGEF5",-2.45323762950279,1.32392148874912e-06,"down",1.53188889781245,0.0135438790531717,"up"
"RPL7P18",7.19876425114499,1.33368986725861e-06,"up",-4.38325882572296,5.32962121970344e-05,"down"
"ARL6IP4",2.01515782058079,1.34567262856734e-06,"up",-1.83548695528043,1.8775296924607e-06,"down"
"CSPG4",-1.97693362822725,1.35310343516372e-06,"down",1.75585498078354,4.33646669825359e-05,"up"
"B3GALT2",3.64737272043601,1.42861957030735e-06,"up",-2.13057271414094,0.000542537530746418,"down"
"RN7SL558P",3.09498942149305,1.57711211971641e-06,"up",-3.3355573145503,2.66485444005925e-07,"down"
"ZFPM2-AS1",-7.15642143577957,1.60233095251828e-06,"down",5.32479472092092,0.00683094497382034,"up"
"ADM5",3.1165859780525,1.71961889467202e-06,"up",-1.59391693664061,0.00253745580022462,"down"
"RPL4P7",3.22954602027601,1.78280626414471e-06,"up",-2.6513245712065,4.68011107339824e-06,"down"
"HTR1DP1",4.51416986856624,1.82346868782885e-06,"up",-2.56210171672043,0.000215968030137429,"down"
"HEXD-IT1",2.07723344958045,1.88619005112307e-06,"up",-1.90466993791043,4.58310079250166e-06,"down"
"LRRC8D-DT",2.29985065565127,1.88958475219709e-06,"up",-1.87944544310815,0.000187427788472552,"down"
"TAS2R14",1.55077257822751,1.9936586913689e-06,"up",-1.58578623390444,4.60417413194028e-08,"down"
"PARK7P1",3.38194066439335,1.99444708260077e-06,"up",-1.93626274730195,0.000662204390087522,"down"
"ANKRD44-IT1",1.97219384430007,2.04755861264874e-06,"up",-2.61594411100592,7.10576721238397e-11,"down"
"RPP21",1.73225962038402,2.21893692971705e-06,"up",-1.9236128074924,6.46212950028434e-08,"down"
"UNC5CL",2.11381015167458,2.37649451650656e-06,"up",-1.58874706906332,0.000117551429202907,"down"
"TMPPE",-1.67746224413442,2.44320925844214e-06,"down",1.65870061488023,1.54450427309051e-06,"up"
"SRGAP3-AS3",4.02062558422864,2.46811053391006e-06,"up",-3.80767232554323,1.16741224078834e-06,"down"
"PHBP19",3.65017129863321,2.66990665297194e-06,"up",-2.58035933149692,0.00013888954333975,"down"
"OXER1",2.12096638994841,2.89372346683834e-06,"up",-1.8439190162114,0.00014460788428119,"down"
"FAM151B-DT",2.38674830029964,3.01226663902993e-06,"up",-1.70344487102692,2.10453332973764e-05,"down"
"MUSK",2.84814651156182,3.26723198563153e-06,"up",-2.69951236048682,3.28902794503586e-06,"down"
"TMPRSS9",1.90977402957897,3.70786756458852e-06,"up",-1.78285963997205,1.36850337226419e-06,"down"
"DNAI7",7.11192141999155,4.00638706487221e-06,"up",-1.76861132545241,0.0424927577035589,"down"
"RNU6-611P",2.75189437979416,4.2752618303252e-06,"up",-2.13497193189867,4.98688089231727e-05,"down"
"LINC01814",-2.08670339304569,4.28793493979418e-06,"down",1.934383243589,1.68427898403261e-05,"up"
"MST1P2",1.62231389735267,4.34544488952457e-06,"up",-1.91017345376869,7.71705874679306e-07,"down"
"MARK2P8",2.48263844965807,4.63663143380534e-06,"up",-2.52975400786019,5.28354421749358e-05,"down"
"CD109",-4.67443732233759,4.64477922423116e-06,"down",4.60977504090427,2.70901618699449e-06,"up"
"LAMB3",-2.29252690942917,4.99768188711059e-06,"down",2.23899731335124,2.53091702804613e-06,"up"
"APRG1",2.03404869683373,5.10990871324494e-06,"up",-1.72428514197487,8.540374116048e-06,"down"
"RNU6ATAC39P",6.99131996800778,5.58991998472918e-06,"up",-7.37551602581512,1.10718153366773e-06,"down"
"ALB",7.06634613578578,5.68769632315091e-06,"up",-3.59299398155105,0.000741285121359485,"down"
"GCAWKR",2.99761271624768,5.82631034624176e-06,"up",-2.32520118983803,0.000194656391890867,"down"
"RNU4-47P",3.00313867775457,6.22772569292143e-06,"up",-2.38411136846118,3.95466591239746e-05,"down"
"EIF4HP1",-2.42220660734683,6.98221968748048e-06,"down",2.45406012472699,8.0724809022639e-07,"up"
"LGI2",-2.67646411524221,8.39141466338479e-06,"down",1.87368698969465,0.0131712852766545,"up"
"SLC44A3-AS1",2.61743374086267,1.09844573581061e-05,"up",-2.09519442352197,0.000128221929835903,"down"
"ODAD2P1",-2.56896067719261,1.13923638900315e-05,"down",1.95919701939706,0.00301091476393584,"up"
"PIGCP1",-1.64583405611569,1.24700217902893e-05,"down",1.77188155047702,7.02097666412995e-07,"up"
"YY2",2.07880701956322,1.29220059411859e-05,"up",-1.65251076803165,3.17210989122146e-06,"down"
"C1orf21",-3.19759135830211,1.34250513208189e-05,"down",2.69206538601277,0.000824384622486653,"up"
"ANKLE1",2.01833864665023,1.44184815428152e-05,"up",-1.82059207000412,0.000293255262453998,"down"
"GOT2P6",6.77534508544068,1.45304189874882e-05,"up",-3.70145139498756,0.000631450393633817,"down"
"ASIC3",2.10104285404569,1.47623784631318e-05,"up",-2.10292015729945,7.03494827048951e-06,"down"
"CSNK2A3",-2.0473274924804,1.64335387615499e-05,"down",2.20111537288552,3.01017569638637e-07,"up"
"KHK",-2.00346200046451,1.75582210446897e-05,"down",1.50092959153811,0.00245241607627497,"up"
"HNRNPA1P49",-2.29863844165107,1.83756516540051e-05,"down",2.13373295237419,2.53679001048828e-05,"up"
"MTMR8",-2.02313843521466,1.89690626036242e-05,"down",2.26203208231171,5.25332796228412e-08,"up"
"MATN1-AS1",3.23547615940756,2.17685487705348e-05,"up",-1.73329753232322,0.00381947143402797,"down"
"MYORG",-1.93989420148252,2.18632722727924e-05,"down",1.82736479773097,6.04577046349407e-05,"up"
"MEIS3P1",-3.3955056503477,2.24431640985892e-05,"down",3.32832595720264,2.48474354513907e-05,"up"
"ATP6V0CP1",5.61238407288813,2.31123664126896e-05,"up",-1.83619683837749,0.0207287395913964,"down"
"MRPL37P1",3.85522341467137,2.43205144835497e-05,"up",-2.67888750705282,0.000255442380753522,"down"
"RNU2-68P",4.91802449780727,2.46609091644134e-05,"up",-3.47508271062886,0.000118393744611399,"down"
"SNORD15B",3.24198067214328,2.52874910991219e-05,"up",-1.77382343502108,0.0182193869909776,"down"
"NSA2P6",6.71781905132868,2.56195360137239e-05,"up",-3.644308297388,0.0016337577118656,"down"
"CDK11A",1.5308713326766,2.75285632525774e-05,"up",-1.81762048633949,1.13779434784737e-08,"down"
"CYP2E1",6.72066022901277,3.16112160632582e-05,"up",-2.18957240220433,0.034677816189135,"down"
"C1orf146",5.63426565666138,3.16644492038113e-05,"up",-3.83040803556173,4.51227715418329e-05,"down"
"MST1L",2.45313867126076,3.37970334338536e-05,"up",-1.60541725482623,0.00147103143153155,"down"
"TBC1D22A-AS1",1.90393382720395,3.4539458899739e-05,"up",-1.7100948586707,7.90088672000385e-05,"down"
"GPRASP2",-1.69410211886291,3.52296169762255e-05,"down",1.92356555534274,5.17302799386777e-07,"up"
"RNY1P16",4.8617185050688,3.54657561007749e-05,"up",-2.09240505532215,0.017160048069607,"down"
"EGFL8",3.36281628877129,3.56906150873897e-05,"up",-2.57019362509034,0.000185291362307907,"down"
"BIRC6-AS2",3.09688376146138,3.6595459319236e-05,"up",-1.74470259265009,0.0231583323606241,"down"
"DIRAS1",-2.78521084983834,4.69747773900982e-05,"down",2.2847612168259,0.00234820061377431,"up"
"MIOS-DT",2.4714241919002,4.70598329977105e-05,"up",-1.6723232173188,0.0036633888920046,"down"
"ZBED6",-3.65308662439422,5.56334040172279e-05,"down",3.48573709888585,0.000224258528413724,"up"
"EPHB4",3.12434917783635,5.63608711640303e-05,"up",-1.63663533840341,0.00493681458502624,"down"
"SNORD99",1.74401412165801,5.65491368821855e-05,"up",-1.57677162336731,9.89695401027993e-05,"down"
"CRB2",3.11897623187289,5.7832265376265e-05,"up",-3.61614262802778,3.44202578912283e-05,"down"
"RNU4-62P",2.71631020471308,5.83100423056507e-05,"up",-2.62307476916182,1.90930101517018e-05,"down"
"RNF14P1",4.60509437608403,5.90012691384178e-05,"up",-4.64187696465954,5.81952286596826e-06,"down"
"STX16-NPEPL1",1.6844016717232,5.94717820269646e-05,"up",-1.5044856312827,1.97207078859961e-05,"down"
"GPR39",-2.06974438263863,6.06671938843726e-05,"down",2.16676508372371,8.5808367489415e-06,"up"
"PPIAP72",3.96456674522695,6.23353705800701e-05,"up",-2.73236134492777,0.000351823187894009,"down"
"TIMM9P2",3.29992094193813,6.43460345137539e-05,"up",-2.16797204448011,0.0012987607993122,"down"
"PABPC1P1",4.13273085953127,6.70431562181528e-05,"up",-2.51146481005081,0.000760103087222999,"down"
"CRACD",-4.28317200941236,6.71455762601653e-05,"down",4.42005201734269,2.89266913971269e-05,"up"
"TMEM86B",2.07051297904835,6.72803624399695e-05,"up",-2.33215449804614,1.42702000609433e-08,"down"
"NPM1P52",6.57516747424999,6.88790372656866e-05,"up",-3.51572612419058,0.00187909786463681,"down"
"CHRNE",6.60581723677314,6.89286833050836e-05,"up",-2.98559963203396,0.00787084047879025,"down"
"GOLGA6L5P",1.51407137307272,7.75085271692232e-05,"up",-1.51007499179544,1.80844544891956e-05,"down"
"PPP1R32",2.22613171420773,7.81632346219367e-05,"up",-1.86378232781453,0.000325387150927173,"down"
"ATP6V0C",1.91267996744579,7.95247867254932e-05,"up",-1.68642176292043,0.000206789548349206,"down"
"LINC00654",-3.000362633146,8.14434016425211e-05,"down",3.10634388488388,4.37133132198421e-06,"up"
"CMBL",-2.02426645047472,8.20463487792382e-05,"down",1.81462118716784,7.96695983919373e-05,"up"
"CCDC149",-3.15563890965543,8.45384628398694e-05,"down",2.15390318672645,0.0292006556088033,"up"
"IFITM3P5",5.33797301214693,9.26011879336195e-05,"up",-2.56183776954902,0.00307180266826704,"down"
"RNU6-549P",6.45080772472958,9.49481316704021e-05,"up",-3.37761434556428,0.00988894366249203,"down"
"COX5BP6",3.70439328832786,9.72515614476594e-05,"up",-2.37058801956232,0.00114855095181177,"down"
"RABGAP1L-AS1",4.06637891324443,9.99071035577874e-05,"up",-4.18553136541337,3.37134760521614e-05,"down"
"CCRL2",-1.79325477104474,0.000101489914798661,"down",1.98318455009634,1.40676908501371e-06,"up"
"FRMPD2B",1.59756323965626,0.000101621231925658,"up",-1.70494849433824,0.000150739680520347,"down"
"SCNN1D",1.9559272506474,0.000101910362912266,"up",-1.54645262793479,0.000104620816504034,"down"
"OPRL1",-2.17851759928975,0.000108718804525015,"down",2.26708836351147,6.36298245929185e-06,"up"
"RHBDF1",6.42825074025783,0.000109139581630794,"up",-2.64883611070605,0.0218669455324429,"down"
"RPL11P3",1.93871332004428,0.000116096258211403,"up",-1.54936963783867,0.000277888587243848,"down"
"FOXN3-AS2",2.40387625589201,0.000116449707112227,"up",-1.726473413723,0.00216750551278043,"down"
