"","WT_V_1","WT_V_2","WT_V_3","C08_V_1","C08_V_2","C08_V_3"
"RPS17",153.303097614427,195.161599313098,227.454600103524,338.146827304057,418.938071823644,368.46135051925
"ST3GAL2",1343.81115280304,1471.80406116122,1403.12902661265,924.064903443519,838.888071357006,1096.39718934996
"CUL2",1460.32150699,1413.73158526805,1273.15496941064,979.91498002527,1016.98734826754,945.867247369538
"RBBP5",847.985134232947,741.614077389773,734.550353581079,447.816068591859,521.142770505257,520.114650275648
"KNL1",1507.62646282531,1092.90495615335,1140.22695636312,688.479125862314,690.134698028321,902.056294106578
"CLCN5",1142.32708165265,907.263434855524,992.529164088106,631.613593342713,658.764939027034,711.085472191113
"HPRT1",1169.48363037292,907.263434855524,951.173782251102,1507.95206770728,1457.17590199528,1467.10525542116
"BAHD1",792.796019091753,815.870685908903,881.263493907594,561.547133631062,570.727228281486,530.224870259408
"ADM5",7.00814160523096,12.376101419855,0.984651948500105,64.9891800224013,71.8468673900452,40.4408799350396
"ARPC1A",153.303097614427,157.081287252006,156.559659811517,276.204015095206,304.590240625403,310.046746168637
"MCM3",3213.2329259984,3801.36715149854,3737.7387965064,2743.76194407076,2761.550719823,2425.3294383264
"PLPBP",1314.02655098081,1289.9705710695,1172.72047066363,870.245738737468,923.889998973398,878.465780811138
"PNPLA6",2554.46761510669,2896.9597400476,2967.74097277932,2179.16844262614,2072.4279495044,2050.12794115131
"RPL4P7",5.25610620392322,1.90401560305462,8.86186753650095,32.4945900112007,56.667951744261,60.6613199025594
"RCN1",182.211681736005,132.329084412296,170.344787090518,279.250382908756,387.568312822356,323.527039480317
"TFEC",4166.34018430981,3610.01358339155,3701.3066744119,2651.3554537264,3094.47493632054,2810.64115548525
"HTR1DP1",1.75203540130774,2.85602340458192,0,37.5718697004508,38.45325296932,30.3306599512797
"MRPL45P2",179.583628634043,172.313412076443,171.329439039018,387.904168258708,306.614096044841,304.42995728877
"DEPTOR",254.921150890276,344.626824152885,302.288148189532,151.302934739653,154.824939586999,146.036510876532
"MRPL41",616.716461260325,787.310451863084,774.921083469583,1011.39411409862,1205.20590227526,1127.85120707722
"DOCK5",2765.58788096427,2483.78835418475,2814.1352688133,3439.34926149802,3676.33336940893,3428.48793227058
"HEXD-IT1",25.4045133189622,25.7042106412373,13.7851272790015,92.4064903443519,66.7872288414505,115.705850925252
"PSMC5",1846.64531297836,2260.06652082583,2079.58491523222,2764.07106282776,2717.02590059537,2920.73021753064
"LRRC8D-DT",15.7683186117697,10.4720858168004,17.7237350730019,90.3755784686519,70.8349396803262,55.0445310226928
"SNRPG",1008.2963734526,1164.3055412679,1060.47014853461,1534.35392209138,1477.41445618966,1479.46219095687
"STRADA",1072.24566560034,807.302615695157,709.934054868576,1291.65995294523,1323.60144431238,1606.40161964185
"SIGLEC15",98.9900001738874,121.856998595495,142.774532532515,33.5100459490507,48.5725300665094,24.7138710714131
"TMEM131L",805.936284601561,772.078327038647,705.010795126075,418.367846394209,508.99963798863,518.991292499675
"PTCSC1",339.018850153048,290.362379465829,355.459353408538,187.859348502254,172.027710652221,124.692713133039
"WDR74",493.197965468129,353.194894366631,442.108724876547,710.819156495015,682.03927635057,725.689123278766
"UBALD1",477.429646856359,610.237000779004,604.576296379065,851.967531856168,890.496384552673,878.465780811138
"TBC1D9B",5327.06363767619,6363.22014540853,6459.31678216069,4707.6537278727,4434.26722398842,4602.3968081627
"PROSER3",289.085841215777,289.410371664302,294.410932601531,561.547133631062,452.331686244369,467.316834804902
"TAS2R14",70.0814160523096,50.4564134809473,35.4474701460038,156.380214428903,131.550602263463,170.750381947945
"PARK7P1",4.38008850326935,1.90401560305462,5.90791169100063,35.5409578247507,47.5606023567905,43.8109532629596
"CFAP410",200.608053449736,252.282067404737,203.822953339522,461.016995783909,359.234336950226,395.42193714261
"TMEM131",4337.16363593731,4304.97927850649,4422.07190071397,3484.02932276342,3571.09288759816,3324.01565910506
"SDCBP",9246.3668304016,8061.60206333324,7991.43521402686,6628.89636228494,6504.67131807339,6694.08898702503
"RPS6KA4",1606.6164629992,2035.39267966538,2008.68997494022,2738.68466438151,2680.59650304549,2499.47105154064
"WDR76",483.561770760936,389.371190824669,493.310626198553,242.693969146155,263.101204526926,271.852581785544
"ANKRD44-IT1",30.6606195228855,20.9441716336008,17.7237350730019,80.2210190901516,82.9780721969536,110.089062045386
"TMEM126B",915.438497183295,880.60721641276,925.572831590099,1243.93352386628,1239.61144440571,1291.86144236932
"ING5",756.879293364944,1037.68850366477,979.728688757605,1378.98916360033,1372.17397437889,1422.17094438223
"SLC25A17",624.60062056621,476.003900763654,578.975345718062,928.126727194919,909.723011037333,804.324167596899
"CASP1",4426.51744140401,4085.06547635368,4261.57363310846,3427.16379024382,3351.50457458915,3336.37259464077
"ESCO2",705.194249026366,629.27715680955,560.26695869656,356.425034185357,433.105059759709,303.306599512797
"ERO1A",3652.11779402599,2981.68843438353,2949.03258575782,2264.46674140555,2430.65035874491,2270.30606524208
"LINC02693",282.077699610546,337.010761740667,324.935143005035,148.256566926103,168.991927523064,175.243813051838
"STAU2",1639.02911792339,1402.30749164972,1497.65561366866,1161.68159290042,1031.15433620361,968.334402889004
"SSH3",820.828585512677,1048.16058948157,961.020301736103,1351.57185327838,1339.79228766788,1424.41765993417
"HS3ST4",374.935575879857,314.162574504012,351.520745614538,537.176191122661,539.357469280198,722.319049950846
"XBP1",1583.8400027822,1466.09201435205,1610.89058774617,1070.29055849392,1215.32517937245,1016.63878725586
"LYST",2979.33619992381,2483.78835418475,2630.00535444378,1915.14989878514,1955.044335177,2096.18560996622
"SIPA1L1",1484.85000260831,1497.50827180246,1576.42776954867,1169.80524040322,1027.10662536473,1102.01397822983
"TYMP",2687.62230560607,3218.73837696383,3253.29003784435,4068.93194296503,4016.3410798745,4095.76245119873
"RPP21",30.6606195228855,31.4162574504012,28.5549065065031,86.3137547172518,108.276264939927,106.718988717466
"ZNF251",133.154690499388,81.8726709313485,135.881968893015,280.265838846606,268.160843075521,238.151848506344
"OTUD4",3440.12151046775,2903.62379465829,2935.24745847881,2306.1004348574,2357.79156364514,2270.30606524208
"POMP",1758.16752521232,1747.88632360414,1882.6545255322,2400.53783707745,2272.78963602875,2403.98564058291
"POLD3",876.893718354524,901.55138804636,795.598774388085,616.381754274963,519.118915085819,561.678887986661
"KIF13A",114.758318785657,137.089123419932,101.419150695511,32.4945900112007,31.3697590012873,47.1810265908795
"SLC9A5",31.5366372235393,74.25660851913,65.971680549507,163.488405993853,186.194698588286,157.270088636265
"ZNF202",600.072124947901,384.611151817032,465.74037164055,844.859340291217,894.544095391548,742.539489918366
"BFAR",1285.11796685923,1437.53178030623,1323.37221878414,931.173095008469,979.54602300794,989.678200632497
"PYM1",798.92814299633,951.05579372578,910.803052362597,1261.19627480973,1330.68493828041,1219.96654470703
"PNPLA2",479.181682257667,587.388813542349,622.300031452067,864.153003110368,981.569878427378,816.681103132605
"HRAS",286.457788113816,352.242886565104,360.382613151039,521.944352054911,661.800722156191,531.348228035382
"UNC5CL",18.3963717137313,21.8961794351281,14.7697792275016,93.4219462822019,58.6918071636989,86.4985487499458
"COA8",209.368230456275,174.217427679497,165.421527348018,368.610505439558,346.07927672388,315.663535048504
"CUL1",2127.84699488825,2024.92059384858,1952.56481387571,1453.11744706338,1616.04855242116,1469.35197097311
"DRC3",311.862301432778,351.290878763577,334.781662490036,554.438942066111,614.2401197994,487.537274772422
"ZNF195",1277.23380755334,1046.25657387851,922.618875744599,1468.34928613113,1686.88349210148,1776.02864381382
"TMPPE",155.055133015735,154.225263847424,131.943361099014,41.6336934518509,27.3220481624115,69.648182110346
"REPIN1",5768.57655880574,6375.59624682838,6535.1349821952,5083.3724248772,4891.65854878139,4514.77490163678
"SLC12A5",148.046991410504,138.04113122146,169.360135142018,293.466766038656,274.232409333834,314.54017727253
"SRGAP3-AS3",5.25610620392322,0.952007801527308,0.984651948500105,43.6646053275509,24.2862650332547,51.6744576947728
"EIF3B",5318.30346066965,5591.14181836988,5691.28826233061,4537.05713031389,4352.30107950119,4438.3865728706
"RNF38",2313.56274742687,1957.32803994014,1843.2684475922,1376.95825172463,1547.23746816027,1385.10013777511
"DTWD2",1178.24380737946,1051.96862068768,1011.23755110961,596.072635517962,736.683372675393,782.980369853406
"TAP1",562.403363819785,686.397624901189,610.484208070065,423.445126083459,364.293975498821,311.17010394461
"TTC7A",2973.20407601924,3613.82161459766,3364.55570802486,2603.62902464745,2454.93662377816,2228.74182753107
"PTGS2",182.211681736005,104.720858168004,75.8182000345081,338.146827304057,336.971927336409,251.632141818024
"RASA4B",435.380797224974,536.932400061402,610.484208070065,880.400298115968,863.174336390261,789.720516509246
"IP6K1",1228.17681631673,1184.29770509997,1233.76889147063,916.956711878569,864.18626409998,807.694240924819
"PTCD3",2042.87327792483,2129.64145201659,1967.33459310321,2794.53474096326,2648.21481633448,2569.11923365099
"EEF2K",1708.23451627505,1470.85205335969,1615.81384748867,1179.95979978172,1016.98734826754,1188.51252697978
"SMAP2",3346.38761649779,3159.71389326913,3263.13655732935,2606.675392461,2281.89698541622,2578.10609585878
"ANKRD49",513.346372583168,441.731619908671,491.341322301553,684.417302110914,779.184336483589,768.376718765753
"PMF1",339.894867853702,297.978441878047,310.165363777533,554.438942066111,491.796866923408,508.881072515915
"CCNK",468.669469849821,389.371190824669,380.075652121041,243.709425084005,221.612168428449,234.781775178424
"PHBP19",2.62805310196161,4.76003900763654,2.95395584550032,28.4327662598006,28.3339758721305,73.018255438266
"LEPR",267.18539869943,238.953958183354,274.717893631529,117.792888790602,149.765301038404,99.9788420616257
"FBXO38",1660.92956043974,1722.1821129629,1742.83394884519,1166.75887258967,1329.6730105707,1270.51764462583
"MICAL3",576.419647030247,780.646397252392,702.056839280575,452.893348281109,395.663734500108,398.79201047053
"UNK",818.200532410715,796.830529878357,720.765226302077,1161.68159290042,1135.38289030466,1054.83295163895
"WASHC2C",2853.18965102966,2821.75112372694,2740.28637267579,2326.4095536144,1908.49566052993,2004.07027233641
"TMCO4",394.207965294242,444.587643313253,457.863156052549,242.693969146155,271.196626204678,237.028490730371
"SPRED1",6847.8303660113,5629.22213043097,5446.10992715408,4472.06795029149,4405.93324811629,4533.87198382833
"FAM78A",1867.66973779405,2152.48963925324,2256.82226596224,1573.95670366753,1506.76035977151,1490.6957687166
"SNHG11",195.351947245813,184.689513496298,220.562036464024,419.383302332059,368.341686337696,322.403681704344
"TTI2",316.242389936047,275.130254641392,348.566789769037,141.148375361153,186.194698588286,147.159868652505
"LPP",2735.80327914204,2125.83342081048,2310.97812312975,1598.32764617593,1520.92734770758,1855.78704590793
"PISD",1336.80301119781,1523.21248244369,1506.51748120516,2018.72640444584,1994.50951585604,1889.48777918713
"GMPPB",636.864868375364,794.926514275302,768.028519830082,510.77433673856,422.98578266252,432.492743749729
"NR2C2",482.685753060283,410.31536245827,461.801763846549,272.142191343806,214.528674460417,280.839443993331
"PLK1",919.818585686564,1162.40152566484,1200.29072522163,740.267378692665,725.552167868485,700.975252207353
"OXER1",21.0244248156929,13.3281092213823,18.708387021502,66.0046359602513,68.8110842608884,96.6087687337057
"CENPB",2929.40319098654,3344.40340676543,3428.55808467737,2536.60893274935,2463.03204545592,2245.59219417067
"HSDL2",1109.0384090278,1066.24873771058,1066.37806022561,661.061815540364,834.840360518131,685.248243343727
"ATP6V1G1",3320.98310317882,3130.20165142179,3202.08813652234,4043.54554451878,3946.51806790389,4628.23403701009
"TOB2",1351.69531210892,1529.87653705438,1560.67333837267,1119.03244351072,913.770721876208,1051.46287831103
"DHX16",1438.42106447366,1549.86870088646,1736.92603715419,1146.44975383267,1134.37096259494,1094.15047379802
"AKAP12",139.286814403965,210.393724137535,220.562036464024,50.772796892501,66.7872288414505,92.1153376298124
"FAM151B-DT",24.5284956183084,7.61606241221846,10.8311714335012,87.3292106551018,73.8707228094831,65.1547510064527
"ERLEC1",1130.06283384349,1060.53669090142,1082.13249140162,793.071087460866,788.291685871059,723.44240772682
"SPRY4",377.563628981818,411.267370259797,434.231509288546,220.353938513455,258.041565978331,217.931408538825
"LDHA",6778.62496765965,6303.2436539123,6650.33926016971,5015.33687704125,5020.17336791569,5575.2246421556
"MIA3",2360.86770326218,2210.56211514641,2375.96515173075,1682.61048901748,1836.64879313989,1758.05491939825
"CELSR3",131.402655098081,154.225263847424,165.421527348018,260.972176027455,323.816867110063,299.936526184877
"ZDHHC17",1737.14310039662,1642.21345763461,1867.8847463047,2286.80677203825,2244.45566015662,2516.32141818024
"NEK7",2820.77699610546,2108.69728038299,2106.17051784173,1669.40956182543,1391.40060086355,1660.32279288857
"MPI",2324.07495983472,2615.16543079551,2677.26864797179,2010.60275694304,1871.05433527033,1755.8082038463
"MRPS25",1522.51876373643,1586.04499734449,1615.81384748867,2008.57184506734,2061.29674469749,2156.84692986878
"RECQL5",612.336372757055,703.53376532868,730.611745787078,958.59040533042,1145.50216740185,972.827833992897
"ZNF8",229.516637571314,218.961794351281,186.09921826652,369.625961377408,389.592168241794,369.584708295223
"LENG8-AS1",96.3619470719257,111.384912778695,88.6186753650095,198.013907880754,205.421325072946,244.891995162184
"SH3RF1",1007.42035575195,998.656183802146,949.204478354102,704.726420867914,671.91999925338,694.235105551513
"APOBEC3C",1651.29336573255,1767.87848743621,1781.23537483669,2222.8330479537,2287.96855167454,2283.78635855376
"NUTM2G",110.378230282388,135.185107816878,120.127537717013,257.925808213905,219.588313009011,276.346012889437
"CREBZF",2342.47133154845,2095.3691711616,2069.73839574722,2824.99841909876,2890.06553895731,2797.16086217357
"EDC3",982.015842432989,1070.05676891669,908.833748465597,600.134459269362,708.349396803262,678.508096687887
"LRFN3",240.904867679814,324.634660320812,318.042579365534,68.0355478359514,127.502891424587,160.640161964185
"ELF2",1404.25637414815,1269.0263994359,1355.86573308465,1832.89796781929,1735.45602216799,1845.67682592417
"PSMB8-AS1",65.7013275490403,52.3604290840019,45.2939896310048,138.102007547603,134.58638539262,165.133593068078
"MIR17HG",116.510354186965,62.8325149008023,100.434498747011,183.797524750854,274.232409333834,237.028490730371
"MUSK",10.5122124078464,8.56807021374577,6.89256363950074,38.5873256383008,40.4771083887578,108.965704269412
"SUMO3",4449.29390162101,4859.04781899538,4555.98456570999,3584.55946061057,3791.69312831689,3598.11495644255
"MORC2",925.074691890487,952.959809328835,877.324886113594,631.613593342713,637.514457122936,640.313932304794
"NEDD9",855.869293538831,935.823668901344,883.232797804594,610.289018647863,637.514457122936,580.775970178208
"SLC2A3",2909.2547838715,2647.53369604744,2692.03842719929,2263.4512854677,1908.49566052993,1940.03887910593
"DPY30",491.445930066821,610.237000779004,587.837213254563,795.101999336566,859.126625551385,975.074549544844
"DNAJC4",819.076550111369,988.184097985345,977.759384860605,1359.69550078118,1377.23361292749,1257.03735131415
"LINC01529",27.15654872027,44.7443666717835,43.3246857340046,143.179287236853,94.109277003862,129.186144236932
"ZNF789",663.14539939498,532.172361053765,471.64828333155,765.653777138916,944.128553167777,1145.82493149279
"MAGOH",869.009559048639,676.877546885916,859.601151040592,1224.63986104713,1154.60951678932,1187.3891692038
"ARID3B",1721.37478178486,1852.60718177214,1895.4550008627,1375.94279578678,1354.97120331367,1364.87969780759
"ZNF574",421.364514014512,429.355518488816,512.019013220055,273.157647281656,268.160843075521,257.248930697891
"RCBTB1",1356.07540061219,1409.92355406194,1397.22111492165,884.462121867368,969.42674591075,1087.41032714218
"ERLIN1",653.509204687787,628.325149008023,646.916330164569,362.517769812457,414.890360984768,448.219752613356
"GOLGA8N",433.628761823666,341.770800748303,312.134667674533,558.500765817511,590.965782475865,802.077452044952
"RRN3P3",227.764602170006,223.721833358917,235.331815691525,351.347754496107,444.236264566617,413.395661558183
"CRYL1",664.021417095634,700.677741924099,625.253987297567,421.414214207759,463.462891051277,371.83142384717
"TAP2",1398.12425024358,1309.96273490158,1199.30607327313,1806.49611343519,1738.49180529715,1768.16513938201
"ATP6V0A1",4783.93266327079,4515.37300264402,4390.56303836197,3764.29516161003,3421.32758655976,3582.38794757893
"NME4",503.710177875975,703.53376532868,709.934054868576,968.74496470892,1003.83228804119,1060.44974051882
