"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","evidence_codes","intersection","intersection_gene","intersection_gene_id","term"
"query_1",TRUE,0.0304791285283999,2,25,1,0.04,0.5,"CORUM:6370","CORUM","mGluR3-mGluR7 complex",3383,2085,"CORUM","GRM3","GRM3","ENSG00000198822","CORUM - mGluR3-mGluR7 complex"
"query_1",TRUE,0.0304791285283999,2,25,1,0.04,0.5,"CORUM:6369","CORUM","mGluR3-mGluR4 complex",3383,2084,"CORUM","GRM3","GRM3","ENSG00000198822","CORUM - mGluR3-mGluR4 complex"
"query_1",TRUE,0.0304791285283999,2,25,1,0.04,0.5,"CORUM:3057","CORUM","ITGA10-ITGB1 complex",3383,1364,"CORUM","ITGA10","ITGA10","ENSG00000143127","CORUM - ITGA10-ITGB1 complex"
"query_1",TRUE,0.0304791285283999,3,25,1,0.04,0.333333333333333,"CORUM:6250","CORUM","LPA(2)-NHERF2-PLC-beta3 complex",3383,2005,"CORUM","LPAR2","LPAR2","ENSG00000064547","CORUM - LPA(2)-NHERF2-PLC-beta3 complex"
"query_1",TRUE,0.0304791285283999,2,25,1,0.04,0.5,"CORUM:6371","CORUM","mGluR3-mGluR8 complex",3383,2086,"CORUM","GRM3","GRM3","ENSG00000198822","CORUM - mGluR3-mGluR8 complex"
"query_1",TRUE,0.0304791285283999,2,25,1,0.04,0.5,"CORUM:2957","CORUM","LAT-GRB2 complex, Fyn-mLck(KA) or Syk kinase activated",3383,1309,"CORUM","LAT","LAT","ENSG00000213658","CORUM - LAT-GRB2 complex, Fyn-mLck(KA) or Syk kinase activated"
"query_1",TRUE,0.0304791285283999,3,25,1,0.04,0.333333333333333,"CORUM:2956","CORUM","PLC-gamma-1-LAT-c-CBL complex, OKT3 stimulated",3383,1308,"CORUM","LAT","LAT","ENSG00000213658","CORUM - PLC-gamma-1-LAT-c-CBL complex, OKT3 stimulated"
"query_1",TRUE,0.0304791285283999,3,25,1,0.04,0.333333333333333,"CORUM:6439","CORUM","SCNN1B-SCNN1G-SCNN1D complex",3383,2128,"CORUM","SCNN1D","SCNN1D","ENSG00000162572","CORUM - SCNN1B-SCNN1G-SCNN1D complex"
"query_1",TRUE,0.0304791285283999,2,25,1,0.04,0.5,"CORUM:6514","CORUM","SLN-ATP2A1 complex",3383,2189,"CORUM","ATP2A1","ATP2A1","ENSG00000196296","CORUM - SLN-ATP2A1 complex"
"query_1",TRUE,0.0304791285283999,3,25,1,0.04,0.333333333333333,"CORUM:6515","CORUM","SLN-PLN-SERCA1A complex",3383,2190,"CORUM","ATP2A1","ATP2A1","ENSG00000196296","CORUM - SLN-PLN-SERCA1A complex"
