"","WT_10_1","WT_10_2","WT_10_3","WT_100_1","WT_100_2","WT_100_3"
"HLA-DPB1",11209.0346333808,11210.6276712341,10938.2851662121,11710.6638197478,12634.2756814276,12391.5687803704
"ZNF649",319.456407806731,292.807069862789,220.093540386075,180.892583062824,155.79553100997,220.040702991313
"POU2F2-AS1",128.430109895274,119.641598438559,132.783706183335,68.1898742435778,57.2310113914177,94.5706851154154
"DUT",1663.11596091275,1440.94661979072,1618.86984250915,2011.60129018554,1756.14418288109,1817.44257236655
"KATNBL1",1131.04836277518,1053.6856564238,1237.79879531177,1591.09706568348,1408.51878035545,1213.50106841167
"BNIP2",5712.44177878726,5594.81895856104,6575.5218883939,5504.43818199547,5149.73119168331,4971.04720076971
"INPP5E",201.818744121144,232.98627064351,228.278837342582,299.277781402369,291.454224678516,327.720195944509
"LRRFIP2",1014.48994371057,939.291496513249,1229.61349835526,1389.3686877129,1291.93709048404,1237.84599725326
"POLB",1186.08983844459,1207.96034914721,1289.63900936965,1555.10796538826,1409.57861389973,1395.15169130662
"TTF1",894.693790783041,815.451947252284,833.081334684483,1243.51812335858,948.551022135534,983.160587833526
"CTSL",2045.16855673566,1981.43278817543,1927.18269453758,1759.67758811899,1676.65666705968,1731.29897800399
"MITF",312.980940080919,256.07500016674,285.57591603813,211.199193837748,224.684711388529,131.088078377803
"ZXDA",178.075362459833,165.81905748502,103.680428115754,89.972750738054,89.0260177199831,85.2072509455723
"SEC31A",3169.74145178503,3573.50563757275,3497.85023274729,2832.72102586863,3004.62809804943,3110.53283122188
"CLEC2B",71.2301449839333,62.9692623360837,53.659168937101,98.4964850185012,100.684186707124,132.960765211772
"ABCD4",1300.48976826727,1276.1770500113,1236.88931787216,1564.57878125542,1431.83511832973,1473.8045383333
"ZNF483",87.4188142984636,108.097233676944,130.055273864499,156.268461808199,203.488040502818,162.92375455527
"HAVCR2",6928.75046661897,6810.12572164746,6655.55590307974,5785.72141325023,6448.02728343306,6023.49720146007
"POLR3H",1039.31256999285,976.023566209298,951.313401834027,685.687068782643,841.507834162697,866.117660710487
"ZBTB24",1151.55401057359,1289.82039018412,1432.42696738871,1065.4667850559,1034.39753922266,1104.88523204149
"MGAT2",52.8829864274656,49.3259221632656,47.2928268598178,17.9945501476108,22.2565044299958,23.4085854246078
"SIGLEC14",107.924462096869,32.5341188736433,73.6676726085623,40.7245082288034,20.1368373414247,25.2812722585764
"IFT27",519.116662685938,527.892315917502,539.320121689845,653.486294834287,662.395965178445,654.504048472033
"SGMS1",638.912815613462,634.940061888844,601.164587583453,538.889422841608,476.925094928481,469.10805190914
"RBM14",1235.73509100915,1365.38350498742,1286.91057705081,1489.75933590483,1639.56249300969,1463.50476074648
"PSMB4",3767.64297180168,3907.242727954,3427.82046989718,3940.80648232677,4537.14740308628,4269.72598144846
"SULT1C2",6.47546772581212,17.8412909952237,14.5516390337901,51.1424056826833,22.2565044299958,45.8808274322312
"NBPF1",434.935582250381,611.851332365614,446.553422849433,332.425636937442,390.018744297069,377.346397044677
"CD74",135478.65651482,138719.185950981,126054.482607646,139025.894440441,150004.600523994,153887.104237954
"PPP2R5E",1969.62143326785,1644.54723467739,1812.58853714648,1490.70641749155,1462.57029111401,1626.42851530175
"AACSP1",4.31697848387475,0,10.9137292753426,19.8887133210435,43.453175315706,16.8541815057176
"ZCCHC7",419.826157556819,416.646619123754,459.286107004,617.497194539065,503.420933535618,550.569929186775
"FNIP1",1397.62178415445,1371.68043122102,1450.61651618095,1252.04185763903,1193.37257086549,1143.27531213784
"SP110",2186.54960208256,2176.63750141729,2120.90138917491,2837.45643380221,2413.24098033811,2333.3677951249
"NUP107",1910.26297911458,1851.29631268086,1914.45001038301,2346.86817188313,2167.35959806387,2053.40111344659
"ATP8B3",48.5660079435909,48.2764344576642,62.7539433332198,82.3960980443231,96.4448525299816,114.233896872086
"SSR1",11141.0422222598,11152.905847426,11945.9861693021,10756.0055803377,10094.9145093195,10077.8641970021
"SSX2IP",332.407343258355,330.58862726444,334.687697777172,266.129925867297,223.624877844243,243.449288415921
"ZMYND8",2057.04024756632,1889.07787008251,1777.11891700161,2169.76391516718,2310.43712654242,2165.76232348471
"INO80C",489.977057919784,556.22848396874,543.867508887905,676.21625291548,628.481291761309,687.276068066484
"SEC24B",1480.72361996904,1546.94487805646,1520.64627903106,1239.72979701171,1371.42460630545,1272.49070368168
"G2E3",775.976882476486,781.86834067304,904.930052413821,1117.5562723253,1058.77371074123,888.589902718111
"SPATA5",514.799684202063,503.75409868867,532.04430217295,451.757916863703,390.018744297069,343.638034033242
"AK6",322.694141669637,340.034016614852,318.317103864158,465.964140664448,451.489089865628,381.091770712614
"ATP9B",895.77303540401,766.126025089019,795.792759660396,488.694098745641,695.250805051296,702.257562738233
"SNRPD3",1615.62919759012,1708.56598471907,1784.39473651851,1503.96555970558,1468.92929237972,1412.94221622932
"TCP1",4247.90682813275,4300.80061755452,4118.1138465626,3785.48510210528,3757.10991449214,3814.66308079408
"STX16",2336.56460439721,2333.0111695519,2452.86065463324,2946.37081627459,2595.53234995522,2644.23380956369
"NGLY1",1359.84822242054,1292.96885330092,1466.07763265435,1686.75230594183,1640.62232655397,1525.30342626744
"RAB43",185.630074806614,157.423155840209,120.051022028768,71.9782005904432,81.6071829099845,117.979270540023
"NPHP3",119.796152927524,136.433401728181,212.81772086918,270.865333800878,234.223213287098,225.658763493219
"SGO1",178.075362459833,164.769569779419,160.068029371691,237.717478265806,226.8043784771,254.685409419733
"FCF1",1313.44070371889,1327.60194758577,1248.71252458711,1130.81541453933,1084.20971580408,1087.09470711878
"SH3BGRL3",3330.54890030937,3377.25143662529,3277.75669236122,3475.78942324903,3849.31543284498,4074.96655071572
"PTPN18",5069.21198468992,4757.32776949113,4554.6630175763,5205.1604005931,5571.54494230894,5376.48390032391
"UQCRFS1",2997.06231243004,2704.5298173348,2662.94994318359,2530.60199970611,2381.44597400955,2372.69421863824
"SNHG4",765.184436266799,607.653381543208,810.344398694186,871.315059779049,918.875682895539,951.32491165606
"TMBIM4",766.263680887767,646.48442665046,836.71924444293,958.446565756954,947.491188591248,890.46258955208
"KLHL29",52.8829864274656,48.2764344576642,21.8274585506851,82.3960980443231,72.0686810114149,100.188745617321
"ARL16",641.0713048554,669.57315617369,578.427651593156,809.754756642486,794.875158214134,733.156895498715
"USP10",4433.53690293936,4350.12653971778,4393.685510765,3829.99793668095,4126.99182144779,3804.36330320725
"PLA2G6",175.916873217896,225.6398567043,131.874228743723,218.775846531479,307.351727842799,288.393772431168
"SYNCRIP",4384.97089499577,4503.35174473559,5431.39926936215,5904.10661158977,5396.67240750183,5327.79404264073
"PRKCA-AS1",10.7924462096869,15.7423155840209,8.18529695650693,56.8248952029815,26.4958386071378,25.2812722585764
"HELLPAR",137.064066863023,150.076741901,229.188314782194,247.188294132969,258.599384805665,276.221308010372
"NMD3",1601.59901751753,1659.24006255581,1797.12742067308,1576.89084188274,1314.19359491404,1355.82526779328
"RPL36",3694.25433757581,3807.54139592186,3485.11754859273,4311.11538273286,4249.93251258491,3890.50689756981
"GALK2",297.871515387357,336.885553498048,227.36935990297,172.368848782377,224.684711388529,191.950400481784
"TLE4",1741.90081824346,1753.69395605993,1611.59402299225,1515.33053874617,1421.23678288687,1448.52326607473
"EIF2S1",2708.9039986314,2713.97520668521,2939.4310848256,2640.46346376521,2349.65096768098,2203.21606016408
"TXN",1672.82916250146,1320.25553364656,1519.73680159145,1807.03166745481,1783.69985503252,1775.30711860225
"EPOR",26.9811155242172,18.8907787008251,17.2800713526257,55.8778136162651,57.2310113914177,38.3900800963567
"TMEM183A",2586.94935646194,2397.02991959359,2408.29626009226,2884.81051313803,2785.24255438233,2735.05912101117
"CYRIA",523.433641169813,537.337705267914,672.10382787318,450.810835276986,489.643097459907,363.301245789913
"ZNF644",1656.64049318693,1740.05061588711,2012.67357386109,1677.28149007467,1375.6639404826,1432.605427986
"UBE2N",2981.95288773648,2876.64580105342,3019.46509951144,3428.43534391322,3323.63799487937,3246.30262668461
"EXO1",350.754501814823,398.80532812853,454.73871980594,305.907352509384,280.855889235661,308.993327604823
"CRIPT",536.384576621437,499.556147866264,526.587437535279,710.311190037268,605.164953787028,646.076957719174
"FYB1",10788.129231203,10402.522137921,11458.5062616701,13421.0931653575,11820.3235194163,11576.950007594
"SAMD9",1482.88210921098,1211.10881226401,1323.28967463529,1080.62009044336,1152.03906263835,1115.18500962831
"FAM133B",739.28256536355,566.723361024754,894.925800578091,1089.14382472381,983.525529096956,834.281984533021
"GABPAP",37.773561733904,41.9795082240558,67.3013305312792,27.4653660147744,10.5983354428551,17.7905249227019
"NASP",5568.90224419842,5554.93842574819,6038.93019902289,7095.53524767895,6303.88992141023,6090.91392748294
"FUCA1",7210.4333126918,7402.03678760664,7172.13908877929,6841.71738243897,6283.7530840688,6522.56824271271
"LINC01914",80.9433465726515,60.8702869248809,71.8487177293386,178.998419889392,107.043187972837,97.3797153663683
"GPR68",2011.71197348563,2088.48053414678,2066.33274279819,1553.21380221483,1802.77685882966,1894.22273255926
"KIAA0586",619.486412436026,660.127766823278,809.434921254574,583.402257417276,527.797105054185,522.479626677245
"TRPS1",1053.34275006544,1085.17028759184,1047.71801043289,961.287810517103,875.422507579833,792.146530768727
"CLDND1",888.218323057229,813.352971841082,1013.15786772764,1300.34301856156,1067.25237909551,1021.55066792988
"ZNF623",1115.93893808162,1070.47745971342,1040.44219091599,964.129055277252,908.277347452684,758.438167757292
"UPF1",4141.06161065685,3968.11301487888,3889.83500922001,3272.16688210502,3375.56983854936,3838.07166621869
"CHMP2B",1617.78768683206,1546.94487805646,1758.01989076977,1473.65894893065,1380.96310820402,1333.35302578566
"CAPN1",3420.12620384977,3349.96475627965,2942.15951714443,2334.55611125582,2773.58438539519,3054.35222620282
"CCSER2",1435.39534588835,1309.76065659054,1410.59950883803,1245.41228653201,1068.3122126398,1178.85636198325
"ISCU",2100.21003240506,2192.37981700132,2206.39226849842,2498.40122575775,2460.93348983096,2426.06579340635
"LINC00863",337.803566363199,235.085246054713,289.213825796578,197.940051623719,191.829871515678,212.549955655439
"ZCCHC17",637.833570992494,507.952049511075,621.173091254915,889.30960992666,736.584313278431,661.058452390923
"PRAG1",1757.01024293702,1759.99088229354,1744.37772917559,1310.76091601544,1416.99744870973,1676.05471640192
"ACTR2",55945.8826617748,55800.2118191206,63192.3114591127,57553.2009431664,48635.7613472622,47011.9302799483
"CEP164",1386.82933794476,1723.25881259749,1409.69003139841,1764.41299605257,1752.96468224824,1875.49586421957
"C1QA",3300.33005092224,3450.71557601739,2936.70265250676,3420.85869121948,3798.44342271928,4015.97691544571
"HEXIM2-AS1",20.505647798405,35.6825819904474,15.461116473402,62.5073847232796,55.1113443028467,50.5625445171528
"DTWD2",1119.17667194453,1101.96209088147,1185.95858125389,1046.52515332158,902.978179731257,863.308630459534
"RPL13AP5",1768.88193376768,1825.05912004083,1796.21794323346,1530.48384413363,1477.407960734,1640.47366655651
"CEP104",1219.54642169462,1084.12079988624,1097.73926961154,912.986649594569,963.388691755531,967.242749744793
"ELP3",1357.68973317861,1325.50297217456,1386.04361796851,1110.92670121829,1157.33823035978,1199.4559171569
"ZNF710-AS1",566.60342600856,491.160246221453,496.574682028087,608.026378671902,660.276298089874,688.212411483468
"NBEA",155.411225419491,175.264446835433,183.7144428016,145.850564354319,84.786683542841,77.7165036096978
"SERTAD2",1154.79174443649,1239.44498031525,1283.27266729236,1027.58352158725,945.371521502677,1097.39448470561
"RSAD1",1101.90875800903,1193.26752126879,1205.96708492535,1459.45272512991,1324.79193035689,1351.14355070836
"MRPL41",633.516592508619,679.018545524103,520.221095457996,723.570332251297,794.875158214134,794.019217602696
"FAM210A",611.931700089245,598.207992192795,626.629955892586,501.95324095967,494.942265181334,475.66245582803
"CDAN1",321.614897048669,432.388934707775,431.092306376031,592.87307328444,510.839768345617,478.471486078983
"SLC35D1",638.912815613462,558.327459379942,613.897271738019,526.577362214295,441.950587967059,452.253870403422
"NPIPA5",51.803741806497,53.5238729856712,44.5643945409821,85.2373428044722,80.547349365699,108.61583637018
"RAB11FIP1P1",106.8452174759,88.1569672705172,68.210807970891,111.75562723253,167.453699997111,163.860097972254
"SEPTIN7P14",423.063891419725,388.310451072516,404.717460627287,553.095646642353,535.215939864184,472.853425577077
"ROCK1P1",58.2792095323091,26.2371926400349,57.2970786955485,93.7610770849194,126.120191769976,69.289412856839
"PCDHA4",62.5961880161838,81.8600410369088,53.659168937101,26.518284428058,39.213841138564,28.0903025095293
"PIGN",1234.65584638818,1380.07633286583,1211.42394956302,1144.07455675336,892.379844288402,1089.90373736974
"TEF",347.516767951917,420.84456994616,389.256344153885,302.119026162518,305.232060754228,251.87637916878
"PFDN2",1189.32757230749,1185.92110732958,1263.2641636209,1336.33211885678,1457.27112339258,1489.72237642204
"VDAC3",3526.97142132567,3633.32643679203,3617.90125477606,3967.32476675482,4027.36746828495,4012.23154177777
"LONP1",2784.45112209921,2734.96496079724,2513.79564308724,2134.72189645867,2478.95066008381,2333.3677951249
"NAP1L4P1",104.686728233963,158.472643545811,110.956247632649,56.8248952029815,60.4105120242742,92.6979982814468
"TRIM8-DT",363.705437266447,324.291701030831,252.834728212103,187.522154169839,239.522381008526,230.34048057814
"TCEA1",3719.07696385809,3719.38442865135,4269.08710153817,3414.22912011247,3601.31438348217,3169.52246649189
"APOOL",743.599543847425,663.276229940082,832.171857244871,610.867623432051,611.523955052741,566.487767275508
"EXOSC1",495.373281024627,493.259221632656,501.122069226146,621.285520885931,597.746118977029,634.840836715363
"RPS10",55.041475669403,81.8600410369088,51.8402140578772,120.279361512977,105.983354428551,105.806806119227
"TASOR",4216.60873412466,4392.10604794184,4913.90660622299,4196.51851074018,3846.13593221213,3787.50912170154
"LBHD1",221.245147298581,273.916291161964,282.847483719295,408.19216387475,314.770562652797,352.065124786101
"RNF207",98.2112605081505,89.2064549761186,104.589905555366,137.326830073872,181.231536072823,145.133229632568
"TTBK2",764.10519164583,706.305225869739,856.727748114392,640.227152620258,629.541125305595,609.559564456786
"WDR4",468.39216550041,470.170492109425,463.833494202059,346.631860738187,322.189397462796,404.500356137222
"RCCD1",474.867633226222,577.218238080767,467.471403960507,618.444276125782,626.361624672738,686.3397246495
"ZNF614",477.026122468159,419.795082240558,433.820738694867,371.255981992812,341.266401259935,294.948176350058
"SLC25A24",2712.14173249431,2261.64600557101,2620.20450352183,2318.45572428164,2176.89809996244,1946.65796391038
"FAM76B",1482.88210921098,1475.57971407556,1694.35646999693,1900.79274453973,1770.98185250109,1779.05249227019
"ZNF326",1916.73844684039,2201.82520635173,2307.34426429534,2739.90703037042,2344.35179995955,2471.94662083858
"CTSB",27647.0094553548,27650.85257948,26147.4763888416,23604.1143857318,25007.832310961,25609.9287979379
"NOL11",1674.9876517434,1777.83217328876,1830.77808593872,1594.88539203035,1515.56196832828,1425.11468065012
"RAPSN",17.267913935499,22.0392418176293,7.27581951689505,52.0894872693997,32.8548398728509,43.0717971812783
"ALDH2",5931.5284368439,6172.03719664181,5939.79715810519,6316.08710181139,6972.64488785439,6801.59858097403
"ZNF319",793.244796411985,706.305225869739,663.918530916673,488.694098745641,662.395965178445,529.97037401312
"CEP76",378.814861960009,332.687602675642,371.976272801259,216.881683358046,245.881382274239,316.484074940697
