"","WT_V_1","WT_V_2","WT_V_3","WT_100_1","WT_100_2","WT_100_3"
"RAB29",3510.6577563781,3289.68435597493,3423.13970856877,2963.76798891011,3021.4447933646,2775.6789316323
"DESI1",714.54993637679,778.491182977557,831.821847431419,1051.39509966255,940.072799819124,932.714383630406
"SLC39A7",3788.5930419757,4411.0950477333,4040.12015169671,3434.8002822598,3477.7612118714,3522.38957979883
"NACC1",1965.25872156596,2330.1487118398,2372.06945366867,1803.04237628439,1754.12502971655,1931.92285626722
"EIF2S1",3025.74938576103,2588.93579455327,2746.66472271063,2540.1122511778,2253.12583480973,2114.33231664966
"ZNF845",532.216504335816,485.625142869721,613.67519075404,471.032293349686,366.882465659139,338.760426424531
"MS4A4A",1276.33402428682,1346.11881707747,1381.59549229007,1109.70470657624,1158.57620734465,997.411335096099
"ZSWIM4",158.679365181604,264.111919806339,218.146656677379,110.241600571203,138.216108946379,143.771003257095
"ZNF415P1",9.855861191404,1.06496741857395,5.50875395649946,15.48848933645,30.4888475617013,35.044182043917
"SMIM30",2496.48963978263,2247.08125319103,1958.91290693121,3007.50019409538,2705.37707364163,2524.97824470274
"ASPDH",94.6162674374784,89.4572631602118,80.4278077648922,152.151630540421,167.688661589357,125.799627849958
"TRAPPC11",3438.70996968086,3321.63337853215,3193.97554397839,2994.74496758301,2636.26901916844,2830.49162662406
"GLYR1",5938.15636782091,5938.25832596834,6046.40834265381,5271.55290004116,5016.43171881859,5364.45555903037
"UBE2G1",2118.02457003272,1849.84840606295,1859.75533571422,1670.93467312055,1573.22453418379,1602.14811754626
"L2HGDH",455.340787042865,532.483709286975,437.395064146058,339.835677793874,368.915055496586,348.644682898456
"MRPL37P1",0.9855861191404,2.1299348371479,4.40700316519957,23.6882778086883,22.3584882119143,8.08711893321161
"LINC00654",47.3081337187392,23.4292832086269,61.698044312794,2.73326282407941,20.3258983744675,13.4785315553527
"MLKL",367.623622439369,457.935989986798,340.440994511667,319.791750417291,259.155204274461,220.149348737427
"MYL12B",5215.721742491,6079.89899263868,6201.7552042271,6876.88926538381,6618.11251072663,7050.17057221981
"PIN4",261.180321572206,293.93100752641,334.932240555167,517.497761359036,391.2735437085,365.717489535236
"TRIM5",1132.43845089232,1136.3202356184,1100.64904050859,864.622140017121,919.746901444656,962.367153052182
"ENPP7P11",13.7982056679656,10.6496741857395,22.0350158259979,35.5324167130324,57.9288103672325,40.435594666058
"ANAPC16",2704.44831092126,2456.8798346501,2473.43052646826,3064.89871340105,3004.1677797463,2893.39144054904
"EGR2",14.783791787106,8.5197393485916,5.50875395649946,20.0439273765824,59.9614002046792,28.7542006514191
"EXOSC10",1497.10531497427,1422.7964712148,1394.81650178566,1639.04660683962,1794.77682646548,1736.93343309978
"VAMP4",502.648920761604,420.66213033671,379.002272207163,658.716340603139,647.379863226791,490.618548614838
"CDK5RAP2",2319.08413833736,2397.24165920996,2432.66574719016,2072.72430826022,1902.50408785016,2080.1867033761
"EFNB1",192.189293232378,227.903027574825,198.315142433981,227.771902006618,407.534262408074,321.687619787751
"NXPE3",1610.44771867541,1369.5481002861,1251.58889891668,1281.90026449325,932.95873538806,1047.73118623608
"EIF3D",5650.36522103191,6588.95341871703,6395.66334349588,5226.90960724787,5216.64181780709,5504.63228720604
"MT-CO2",114096.377082288,144196.588474913,147355.863083987,153039.029870639,168321.813323722,162380.362491186
"ZSCAN20",379.450655869054,358.894020059421,331.626988181268,266.948669151756,237.81301098127,265.077787255269
"FBXW8",603.178704913925,607.031428587151,538.756136945648,480.14316942995,410.583147164244,441.197266245211
"DRAP1",1548.35579316957,2002.13874691902,2110.9545161306,2333.29536415579,2404.55377769951,2295.84320826174
"RIOX2",1101.88528119897,842.389228091994,964.031942387406,637.76132561853,866.89956567104,694.593659485842
"SLC41A1",159.664951300745,162.940015041814,164.160867903684,109.330512963177,85.3687731727637,105.132546131751
"NPIPB11",97.5730257948996,90.5222305787857,73.8173030170928,142.12966685213,151.427942889783,144.669572027452
"STPG3-AS1",0,0,0,10.9330512963177,4.06517967489351,7.18855016285476
"VDR",405.075894966704,298.190877200706,364.679511920265,271.504107191889,231.71524146893,244.410705537062
"CORO6",70.9622005781088,78.8075889744723,85.9365617213916,131.196615555812,137.199814027656,131.191040472099
"LEPROTL1",1458.66745632779,1340.7939799846,1294.55717977737,967.575039724113,1204.3094786872,1118.71811909427
"KLHL6",1501.04765945083,1504.79896244499,1340.83071301197,1170.74757631402,1089.46815287146,1278.66336021779
"TAS2R14",78.846889531232,56.4432731844193,39.6630284867961,154.8848933645,104.678376628508,89.8568770356846
"PAPLN",29.567583574212,20.234380952905,14.3227602868986,67.4204829939589,44.7169764238286,52.116988680697
"OR51R1P",22.6684807402292,0,12.1192587042988,0,1.01629491872338,0
"PRSS27",5.9135167148424,3.19490225572185,15.4245110781985,37.3545919290853,27.4399628055312,30.5513381921328
"APPL2",2904.52229310676,2392.98178953566,2379.78170920777,2277.71902006618,2023.44318317824,1984.93841371827
"SORD",649.501252513524,730.567649141729,683.085490605934,585.829331961021,452.251238831903,533.749849591966
"ROR2",40.4090308847564,38.3388270686622,73.8173030170928,24.5993654167147,19.3096034557442,5.39141262214107
"FBXO6",185.290190398395,188.499233087589,225.858912216478,317.058487593212,274.399628055312,277.657750040265
"UBXN8",304.546110814384,258.78708271347,273.234196242373,431.855526204547,352.654336797012,378.297452320232
"MUSK",11.8270334296848,9.58470676716555,7.71225553909925,22.7771902006618,38.6192069114883,37.7398883549875
"SFXN2",524.331815382693,464.325794498242,537.654386154348,697.893107748277,752.058239855299,573.286875487667
"DNAJC5B",19.711722382808,19.1694135343311,8.81400633039914,3.64435043210589,0,1.79713754071369
"AVPR1B",11.8270334296848,6.3898045114437,4.40700316519957,30.0658910648736,21.3421932931909,36.8413195846307
"TMEM87B",2352.59406638814,2256.6659599582,1910.43587211401,1820.35304083689,1847.6241622391,1700.09211351515
"FGD4",3890.10841224716,3451.55940359817,3109.1407330483,3234.36100849397,2661.67639213652,2598.660883872
"SCRIB",1670.56847194298,1872.212721853,1852.04308017512,1260.94524950864,1637.25111406336,1453.88427043738
"DIP2A-IT1",0.9855861191404,10.6496741857395,8.81400633039914,36.4435043210589,19.3096034557442,34.1456132735601
"HMGN4",2286.55979640573,2004.26868175617,2053.663474983,2624.84339872426,2434.02633034249,2480.04980618489
"TUBGCP6",1801.65142578865,1993.61900757043,1863.06058808812,1885.9513486148,2650.49714803057,2617.53082804949
"CMTM2",8.8702750722636,5.32483709286975,6.61050474779936,40.0878547531647,42.6843865863818,8.98568770356846
"WDR53",273.007355001891,284.346300759245,253.402681998975,444.610752716918,370.947645334033,327.977601180249
"RFX7",1781.93970340584,1733.76695743839,1719.83298521913,1532.44935670052,1433.99213031868,1431.42005117845
"TSEN15",988.542877497821,816.830010046219,791.057068153323,1251.83437342837,1009.18085429231,1069.29683672465
"THUMPD3-AS1",964.888810638452,774.231313303261,712.832761971031,1074.17228986321,972.594237218272,1116.92098155356
"ANKRD18DP",137.982056679656,67.0929473701588,104.66632517349,232.32734004675,172.770136182974,146.466709568166
"STXBP2",1399.53228917937,1849.84840606295,1640.50692824554,1852.24110711782,2228.73475676037,2025.37400838433
"C11orf68",551.928226718624,748.672095257486,726.053771466629,399.967459923621,542.701486598283,532.851280821609
"SEC61B",1332.51243307782,1419.60156895907,1357.35697488147,1760.22125870714,1652.49553784421,1540.14687239163
"MAPK9",1977.08575499564,1913.74645117739,1850.94132938382,2307.78491113105,2243.97918054122,2201.49348737427
"LRRC8D-DT",17.7405501445272,11.7146416043134,19.8315142433981,28.2437158488206,38.6192069114883,79.0740517914024
"WDR55",1492.17738437857,1749.741468717,1655.93143932374,1900.52875034322,2063.07868500846,1931.02428749686
"UBXN7",2906.49346534504,2383.3970827685,2378.67995841647,2260.40835551368,2089.50235289526,1919.34289348222
"CPT1B",21.6828946210888,35.1439248129403,30.849022156397,67.4204829939589,100.613196953614,42.2327322067717
"SFI1",589.380499245959,498.404751892608,551.977146441246,738.892050109468,660.591697170195,709.869328581908
"BBS12",178.391087564412,171.459754390406,174.076625025383,135.752053595944,89.4339528476572,94.3497208874688
"ZNF440",497.720990165902,484.560175451147,471.549338676354,604.051084121551,592.499937615729,683.81083424156
"CSRNP3",44.351375361318,43.6636641615319,60.5962935214941,5.46652564815883,22.3584882119143,22.4642192589211
"MFSD14A",42.3802031230372,69.2228822073067,48.4770348171953,20.9550149846088,18.2933085370208,25.1599255699917
"TCN2",47.3081337187392,46.8585664172538,38.5612776954963,3.64435043210589,24.391078049361,12.5799627849958
"CBWD4P",46.3225475995988,58.5732080215672,85.9365617213916,122.085739475547,114.841325815742,115.915371376033
"RASGEF1C",71.9477866972492,69.2228822073067,74.9190538083927,121.174651867521,150.41164797106,106.929683672465
"MATN1-AS1",5.9135167148424,4.2598696742958,2.20350158259979,16.3995769444765,36.5866170740416,13.4785315553527
"PPCS",1336.45477755438,1423.86143863337,1516.00908882865,1702.82273940148,1715.50582280506,1700.99068228551
"DIO2",1.9711722382808,0,0,9.11087608026472,20.3258983744675,8.08711893321161
"DIABLO",55.1928226718624,56.4432731844193,36.3577761128965,100.219636882912,98.5806071161676,87.161170724614
"HGSNAT",5811.0157584518,5592.14391493181,5683.93233231615,4763.16601476239,5019.48060357476,5126.3348348858
"C1orf159",189.232534874957,270.501724317783,228.062413799078,291.548034568471,307.937360373183,434.907284852713
"ZNF706",1093.0150061267,1252.40168424296,1328.71145430767,1457.74017284235,1508.18165938549,1524.87120329557
"SUPT7L",2118.02457003272,2028.76293238337,2137.39653512179,2516.42397336911,2477.72701184759,2370.42441620136
"HSP90AB4P",3.9423444765616,0,0,18.2217521605294,10.1629491872338,17.0728066367801
"GTF3C2-AS2",301.589352456962,357.829052640847,277.641199407573,368.079393642694,441.071994725946,512.184199103402
"PSMD1",4307.99692676269,3851.98715298198,4018.08513587071,3490.37662634941,3538.7389069948,3467.57688480707
"RPP14",177.405501445272,175.719624064702,154.245110781985,213.194500278194,301.839590860843,250.70068692956
"SMYD2",515.461540310429,559.107894751323,540.959638528247,675.115917547615,702.259788837853,674.825146537991
"POMZP3",102.500956390602,113.951513787413,83.7330601387919,167.640119876871,152.444237808507,168.03236005673
"ACP1",2029.32181931008,1926.52606020027,1902.72361657492,2505.4909220728,2249.06065513483,2208.68203753713
"NR6A1",244.425357546819,217.253353389086,269.928943868474,136.663141203971,180.900495532761,168.03236005673
"DNAI7",0,0,0,11.8441389043441,3.04888475617013,7.18855016285476
"MIR3142HG",1088.087075531,1149.09984464129,1024.6282359089,1417.65231808919,1225.65167198039,1355.04170569812
"USP33",3608.230782173,2933.98523817123,2952.69212068371,2658.55364022124,2673.8719311612,2568.10954567986
"HSPA14",683.996766683438,511.184360915496,514.51761953705,745.269663365654,726.650866887214,779.957692669742
"SSR1",12893.4376105947,10823.263874967,11010.8974082511,10347.2219643566,9680.20910084016,9671.29567535073
"SMAD4",1398.54670306023,1188.50363912853,1231.75738467328,1517.8719549721,1637.25111406336,1500.60984649593
"C19orf38",230.627151878854,266.241854643487,322.812981850869,330.724801713609,399.403903058287,447.487247637709
"SCLT1",689.91028339828,677.319278213032,607.064686006241,809.045795927507,929.90985063189,779.059123899385
"SNX1",4800.78998633289,4854.12149386006,4495.14322850356,4109.00511219939,4158.67880741606,4030.97950382081
"ZGPAT",244.425357546819,255.592180457748,328.321735807368,344.391115834006,485.788971149774,369.311764616664
"SLC5A3",1389.67642798796,1099.04637596832,965.133693178706,929.309360187001,915.681721769763,810.509030861875
"CAPS",135.025298322235,171.459754390406,201.62039480788,204.08362419793,295.741821348503,292.034850365975
"TATDN2P2",158.679365181604,93.7171328345076,149.838107616785,51.9319936575089,89.4339528476572,75.479776709975
"RNU2-11P",0,0,0,15.48848933645,2.03258983744675,5.39141262214107
"FASTKD1",2381.17606384321,1935.04579954887,2059.1722289395,1872.2850344944,1674.85402605613,1689.30928827087
"GPR85",201.059568304642,120.341318298856,167.466120277584,60.1317821297471,127.036864840422,79.0740517914024
"SLC44A3-AS1",7.8846889531232,8.5197393485916,9.91575712169904,37.3545919290853,26.4236678868078,26.9570631107054
"NID2",3.9423444765616,1.06496741857395,8.81400633039914,19.1328397685559,18.2933085370208,33.2470445032033
"STK38",1454.72511185123,1211.93292233715,1417.95326840296,1188.05824086652,1055.93042055359,1056.71687393965
"SMPDL3A",203.030740542922,276.891528829227,214.841404303479,168.551207484897,161.590892077017,97.0454271985393
"ZC3H7B",3175.55847587037,3603.84974445424,3784.51396811513,2824.37158488206,3068.19435962587,3017.39393085829
"CREBZF",2635.45728258143,2343.99328828126,2315.88016331237,3345.5136966732,2791.76214173312,2711.88054893696
"SAMD9",1883.4550736773,1284.35070680018,1132.59981345629,1039.5509607582,1104.71257665231,1070.195405495
"PDGFA-DT",8.8702750722636,38.3388270686622,34.1542745302967,69.2426582100118,71.1406443106364,66.4940890064066
"GFM1",2432.42654203851,2269.44556898109,2246.46986346048,2020.79231460271,1873.03153520718,1996.61980773291
"MICU2",1142.29431208372,1056.44767922536,1194.29785776908,1803.04237628439,1371.99814027656,1218.45925260388
"LINC00115",38.4378586464756,18.1044461157571,17.6280126607983,60.1317821297471,49.7984510174455,73.6826391692613
"CCT6P3",289.762319027278,216.188385970512,170.771372651483,384.478970587171,357.735811390629,284.84630020312
"FBRS",2798.0789922396,3214.07166925618,3058.4601966485,3316.35889321636,3663.74318199777,3737.14751591412
"RC3H2",2574.35094319473,2274.77040607396,2218.92609367798,2058.1469065318,1991.93804069782,1863.6316297201
"NUP153",3556.9803039777,3213.00670183761,3104.7337298831,2762.41762753626,2902.53828787396,2744.22902466981
"CTPS2",341.998383341719,328.009964920776,308.49022156397,251.460179815306,227.650061794036,221.946486278141
"WASIR2",0,2.1299348371479,2.20350158259979,18.2217521605294,13.2118339434039,10.7828252442821
"SLC35F6",959.96088004275,1129.93043110696,953.014434474407,748.91401379776,902.469887826359,737.72496046297
"RPL15P3",812.12296217169,1088.39670178258,1077.5122738913,872.82192848936,709.373853268917,673.926577767634
"MRPL53P1",3.9423444765616,2.1299348371479,11.0175079129989,31.8880662809265,23.3747831306377,21.5656504885643
"ZMYND11",2758.65554747398,2495.21866171876,2567.07934372875,2362.45016761264,2219.58810249185,1862.73306094974
"ISG20",42.3802031230372,42.598696742958,58.3927919388943,92.0198484106736,104.678376628508,79.9726205617593
"GTPBP3",541.08677940808,452.611152893929,602.657682841041,605.873259337603,706.324968512747,843.756075365078
"KANSL1",1766.1703254996,1775.30068676277,1728.64699154953,2081.83518434049,2002.10098988505,2109.83947279787
"RRN3P3",256.252390976504,250.267343364878,263.318439120674,428.211175772442,296.758116267226,369.311764616664
"NRP2",60.1207532675644,50.0534686729756,45.1717824432956,21.8661025926353,27.4399628055312,9.8842564739253
"MEP1A",50.2648920761604,57.5082406029933,36.3577761128965,3.64435043210589,30.4888475617013,7.18855016285476
"DOK2",278.920871716733,346.114411036534,513.41586874575,232.32734004675,251.024844924674,268.672062336697
"ANKMY1",668.227388777191,668.79953886444,770.123803118625,867.355402841201,924.828376038273,852.741763068646
"ZNF251",149.809090109341,91.5871979973597,152.041609199385,163.084681836738,235.780421143823,254.294962010987
"LANCL1",1439.94132006412,1390.84744865758,1434.47953027246,1107.88253136019,1322.19968925911,967.758565674323
"KDM5D",3623.01457396011,3813.64832591331,3686.45814768944,4343.15462746219,4139.36920396031,4299.65156615751
"LILRB2",42.3802031230372,73.4827518816025,100.25932200829,133.929878379891,137.199814027656,130.292471701743
"SPRY4",424.787617349512,460.065924823946,485.872098963253,376.279182114933,336.393618097438,301.020538069543
"LRRC25",3433.78203908515,3742.29550886886,3859.43302192352,2791.57243099311,3314.13772995693,3187.22342845573
"CYP4F60P",0,0,0,1.82217521605294,7.11406443106364,13.4785315553527
"C1QA",2762.59789195054,3155.49846123461,3152.10901390899,3290.84844019161,3642.40098870458,3853.96145606051
"PLAT",1179.74658461106,859.428706789177,830.720096640119,1199.90237977086,1419.76400145656,1143.87804466426
"SBF1",2940.00339339581,3593.20007026851,3332.79614368218,2223.96485119262,2906.60346754886,2852.05727711263
"RNU6-850P",9.855861191404,4.2598696742958,7.71225553909925,18.2217521605294,30.4888475617013,35.9427508142738
"GPX1P1",642.602149679541,826.414716813385,874.790128292115,452.810541189156,599.614002046792,664.042321293709
"ZNF814",639.64539132212,478.170370939703,472.651089467654,717.93703512486,719.536802456151,668.535165145493
"TRIM72",132.068539964814,198.083939854755,193.908139268781,82.9089723304089,101.629491872338,126.698196620315
"DEPDC7",102.500956390602,56.4432731844193,55.0875395649946,143.951842068182,142.281288621273,110.523958753892
"FUT7",1162.00603446653,1363.15829577466,1460.92154926366,993.99658035688,1116.90811567699,1092.65962475392
"ZNF107",1202.41506535129,944.626100275093,1072.0035199348,1480.51736304302,1191.0976447438,1391.88302528275
"ZNF154",447.456098089742,358.894020059421,426.377556233059,315.236312377159,303.87218069829,283.049162662406
"MED6",627.818357892435,562.302797007045,631.303203414839,854.60017632883,690.064249813173,791.639086684381
"FBXW4",833.805856792779,824.284781976237,861.569118796516,1020.41812098965,975.643121974442,1105.23958753892
"RBFOX3",5.9135167148424,10.6496741857395,12.1192587042988,27.3326282407941,31.5051424804247,36.8413195846307
"GGCX",1121.59700358178,1105.43618047976,1080.8175262652,826.35646048001,912.632837013592,954.28003411897
"IL1B",5801.1598972604,6181.0708974032,6201.7552042271,6932.46560947342,6932.14764061215,6841.70261749702
"ABI3BP",0,0,0,14.5774017284235,6.09776951234026,1.79713754071369
"TMPRSS9",43.3657892421776,18.1044461157571,31.9507729476969,64.6872201698795,72.1569392293598,73.6826391692613
"RNF135",2266.84807402292,2398.30662662853,2400.71497424247,2652.17602696506,2784.64807730205,2797.24458212086
"PRKAG2",514.475954191289,398.297814546657,413.15654673746,560.31887893628,633.151734364664,569.69260040624
"MRRF",1553.28372376527,1520.7734737236,1633.89642349774,1926.95029097599,1780.54869760336,1877.11016127545
"NDUFV2",80.8180617695128,123.536220554578,84.8348109300917,237.793865694909,122.971685165529,153.655259731021
"APOBEC3G",472.095751068252,464.325794498242,419.767051485259,584.007156744968,632.13543944594,548.126949917676
"ATG2A",1679.43874701524,1504.79896244499,1497.27932537655,1034.08443511005,1378.0959097889,1319.99752365421
"VPS51",2190.95794284911,2899.90628077686,2718.01920213684,1725.59992960214,2146.41486834377,2309.32173981709
"CALCRL",16.7549640253868,2.1299348371479,8.81400633039914,47.3765556173765,18.2933085370208,43.1313009771286
"SAPCD2",1763.21356714218,2185.31314291374,2132.98953195659,1306.49962990996,1717.53841264251,1774.67332145477
"MST1L",15.7693779062464,4.2598696742958,12.1192587042988,32.799153888953,41.6680916676585,32.3484757328464
"LRGUK",25.6252390976504,64.9630125330109,27.5437697824973,69.2426582100118,109.759851222125,85.3640331839003
"SCX",30.5531696933524,27.6891528829227,18.7297634520982,49.1987308334295,66.0591697170195,62.8998139249792
"HFE",1074.28886986304,954.210807042259,1283.53967186438,877.377366529492,897.388413232742,835.668956431866
"UPP1",628.803944011575,701.813528840233,765.716799953426,834.556248952248,910.600247176146,896.771632816132
"SLC18B1",1588.76482405433,1416.40666670335,1539.14585544595,1896.88439991111,1784.61387727825,1747.71625834406
"LINC01588",71.9477866972492,74.5477193001765,103.56457438219,47.3765556173765,38.6192069114883,39.5370258957012
"RTRAF",2050.01912781203,2125.6749674736,1879.58684995762,2472.69176818384,2301.90799090845,2379.41010390493
"TTLL5",640.63097744126,739.087388490321,723.85026988403,579.451718704836,555.913320541687,505.894217710904
"MMP15",282.863216193295,291.801072689262,350.356751633366,163.995769444765,222.56858720042,240.816430455635
"PRKCA-AS1",13.7982056679656,2.1299348371479,11.0175079129989,54.6652564815883,25.4073729680844,24.2613567996348
"VRK3",852.531993056446,945.691067693667,998.186216917703,696.982020140251,830.312948596999,672.12944022692
"NHLRC2",2263.8913156655,1903.09677699165,1952.30240218341,1822.17521605294,1623.02298520123,1602.14811754626
"NUDT16",3992.60936863776,4165.08757404272,3907.91005674072,3617.01780386509,3412.7183370731,3437.92411538529
"TMEM30BP1",47.3081337187392,27.6891528829227,60.5962935214941,84.7311475464618,93.4991325225507,95.2482896578256
"ZBTB48",1412.34490872819,1692.23322811401,1534.73885228075,1806.68672671649,1829.33085370208,1957.08278183721
"RNU5B-2P",6.8991028339828,2.1299348371479,2.20350158259979,17.310664552503,25.4073729680844,17.9713754071369
"TMEM126B",1029.93749450172,985.094862180903,1035.6457438219,1320.16594403036,1336.42781812124,1107.03672507963
"PFDN1",1004.31225540407,1328.01437096172,1154.63482928229,1481.42845065104,1370.98184535784,1488.02988371094
"MT2A",18.7261362636676,22.3643157900529,34.1542745302967,48.287643225403,40.6517967489351,102.43683982068
"WDR83",67.0198561015472,88.3922957416378,73.8173030170928,116.619213827388,143.297583539996,131.191040472099
"DBI",4533.69614804584,5061.79014048198,5188.1444762312,6189.01812132382,5485.95997126879,5612.46053964886
"YES1",574.596707458853,570.822536355637,575.113913058544,468.299030525606,450.218648994456,416.037340675219
"GGA2",8101.51789933409,8602.80680724036,8375.50951546179,7339.72177026125,7255.32942476619,7521.91917665715
"IFI30",53.2216504335816,59.6381754401412,60.5962935214941,121.174651867521,86.385068091487,107.828252442821
"MRPS15",1296.04574666963,1235.36220554578,1143.61732136929,1555.22654690119,1425.8617709689,1456.57997674845
"RPN2",10190.9604719117,11576.1958398988,11843.8210064738,9491.71070041978,9790.98524698101,9859.99511712567
"DOK4",101.515370271461,100.106937345951,110.175079129989,177.662083565162,176.835315857868,142.872434486738
"TAF10",222.74246292573,354.634150385125,330.525237389968,409.078336003886,560.994795135304,373.804608468448
"PPP1R2",1969.20106604252,1664.54407523108,1589.82639184575,2389.78279585343,2136.25191915654,1922.03859979329
"PDSS1",353.825416771404,378.063433593752,356.967256381165,474.676643781792,452.251238831903,507.691355251618
"RBM10",1400.51787529851,1543.13778951365,1614.06490925434,1151.61473654546,1345.57447238975,1240.9234718628
"GPR89A",323.272247078051,300.320812037854,278.742950198873,447.344015540997,386.192069114883,391.775983875585
"NAA10",471.110164949111,555.912992495602,581.724417806343,652.338727346954,684.982775219556,740.420666774041
"RBBP5",954.047363327907,829.609619069107,821.90609030972,647.783289306821,734.781226237002,687.405109322987
"RRP15",907.724815728308,794.465694256166,763.513298370826,1055.95053770268,1052.88153579742,963.265721822538
"JADE2",1424.17194215788,1836.00382962149,1733.05399471473,1324.72138207049,1341.50929271486,1390.08588774204
"NAPSA",2.9567583574212,10.6496741857395,6.61050474779936,38.2656795371118,17.2770136182974,26.9570631107054
"TSTD3",241.468599189398,212.99348371479,156.448612364585,288.814771744391,341.475092691055,277.657750040265
"PHLPP1",799.310342622864,830.674586487681,743.681784127428,625.00609910616,613.84213090892,655.955202360497
"SCML2",24.63965297851,23.4292832086269,36.3577761128965,1.82217521605294,8.13035934978702,10.7828252442821
"RAB1AP1",0,0,0,7.28870086421177,10.1629491872338,3.59427508142738
"UTS2R",0,0,0,4.55543804013236,8.13035934978702,8.08711893321161
"AK3",1705.06398611289,1526.09831081647,1327.60970351637,1310.14398034207,1206.34206852465,1169.03797023426
"LACTB2",217.814532330028,153.355308274649,123.396088625588,224.127551574512,306.92106545446,250.70068692956
"ELP3",1467.53773140006,1400.43215542474,1210.82411963858,1068.70576421505,1109.79405124593,1151.06659482712
"AKR1C1",0,0,0,8.19978847223824,9.14665426851039,3.59427508142738
"C16orf72",2557.59597916934,2536.75239104315,2333.50817597317,2053.59146849167,2187.06666509271,2090.96952862038
"C3orf70",91.6595090800572,48.9885012544017,59.4945427301942,14.5774017284235,40.6517967489351,26.9570631107054
"MRTO4",1292.10340219306,1325.88443612457,1182.17859906479,1413.09688004906,1733.79913134208,1513.18980928093
"SLC25A13",1772.08384221444,1777.43062159992,1908.23237053141,1600.78092730251,1485.82317117358,1511.39267174021
"SLC25A29",760.872483976389,902.027403532135,759.106295205626,547.563652423909,731.732341480831,567.895462865526
"DEF6",4577.06193728802,5424.9440302157,5584.77476109916,5710.69712710992,6498.18971031727,6265.72003569828
"SLC9A1",768.757172929512,815.765042627645,715.03626355363,538.452776343645,697.178314244237,528.358436969825
"GP9",0,0,0,5.46652564815883,2.03258983744675,14.3771003257095
"TELO2",1299.98809114619,1429.18627572624,1488.46531904616,1496.00585237947,1896.40631833782,1806.12322841726
"ABCB10P4",11.8270334296848,6.3898045114437,2.20350158259979,0,0,0
"RALGAPA1P1",99.5441980331804,103.301839601673,79.3260569735923,59.2206945217206,45.733271342552,44.9284385178423
"ACTR8",1654.79909403673,1529.29321307219,1593.13164421965,1396.69730310458,1272.40123824167,1328.08464258742
"SPNS2",269.065010525329,288.60617043354,295.269212068371,349.857641482165,380.094299602543,438.501559934141
"BCL6",1095.97176448413,1142.71004012985,1011.4072264133,1264.58959994074,1328.29745877145,1340.66460537241
"LAG3",50.2648920761604,80.9375238116202,79.3260569735923,93.8420236267266,155.493122564677,135.683884323884
"TMEM167B",2219.53994030418,2160.81889228654,2114.25976850449,2818.9050592339,2402.52118786206,2477.35409987382
"SFTPD-AS1",0,0,0,9.11087608026472,8.13035934978702,3.59427508142738
"UVSSA",972.773499591575,1050.05787471391,945.302178935308,1158.90343740967,1194.14652949997,1255.30057218851
"ZNF678",391.277689298739,353.569182966551,307.38847077267,286.081508920312,224.601177037866,233.62788029278
"ZNF169",279.906457835874,209.798581459068,253.402681998975,327.99153888953,441.071994725946,310.006225773112
"SPATA20",831.834684554498,1102.24127822404,1077.5122738913,1229.96827083574,1243.94498051741,1311.01183595064
"RAB6B",48.2937198378796,77.7426215558983,71.613801434493,19.1328397685559,36.5866170740416,31.4499069624896
"UNK",920.537435277134,891.377729346396,806.481579231522,916.55413367463,1195.16282441869,1239.12633432209
"RNU6-88P",9.855861191404,12.7796090228874,19.8315142433981,29.1548034568471,36.5866170740416,58.406970073195
"PTK7",47.3081337187392,87.3273283230639,62.7997951040939,101.130724490938,136.183519108933,124.002490309245
"HDAC5",1758.28563654647,2152.29915293795,2259.69087295608,1424.9410189534,1729.73395166719,1789.05042178048
"AKIRIN2",1179.74658461106,1275.83096745159,1316.59219560337,1535.1826195246,1552.89863580932,1441.30430765238
"NMB",29.567583574212,31.9490225572185,24.2385174085976,52.8430812655353,64.0265798795728,70.9869328581908
"SLC12A7",4837.25667274108,5552.74012044457,5616.72553404685,3833.85665457539,4627.19076494754,4855.86563500839
"EFHD2",6330.41964323879,8166.17016562504,7646.15049162126,7793.44339905844,9771.67564352527,9297.49106688228
"AGAP13P",10.8414473105444,10.6496741857395,15.4245110781985,26.4215406327677,50.8147459361688,34.1456132735601
"BFSP2-AS1",30.5531696933524,28.7541203014966,25.3402681998975,65.598307777906,50.8147459361688,69.1897953174771
"MTDH",10223.4848138434,8394.07319319987,8322.62547747939,8030.32617714532,7354.92632680108,7426.67088699933
"ZNF790-AS1",28.5819974550716,24.4942506272008,12.1192587042988,68.3315706019854,58.9451052859559,38.6384571253444
"PFKP-DT",0,0,0,12.7552265123706,7.11406443106364,1.79713754071369
"ZNF511",144.881159513639,153.355308274649,77.1225553909925,197.706010941744,204.275278663399,217.453642426357
"TFEC",4687.44758263174,4038.35645123242,4141.4812244963,4099.89423611912,3172.87273625438,3338.18298187568
"HACD4",2307.25710490768,2050.06228075485,2026.1197052005,1940.61660509638,1716.52211772378,1639.88800590124
"PNKP",842.676131865042,928.651588996484,786.650064988124,895.599118690021,1123.00588518933,1303.82328578778
"NOP14",1466.55214528092,1372.74300254182,1388.20599703787,1236.34588409192,1041.70229169146,1195.99503334496
"U2AF1",367.623622439369,209.798581459068,217.044905886079,560.31887893628,312.002540048077,383.688864942373
"FBXL19",673.155319372893,1155.48964915274,1103.95429288249,635.939150402477,736.813816074448,754.79776709975
